25808,25816,25835,25865,25905,25954,26014,26081,26157,26239,26327,26420,26517,26615,26714,26812,26907,26999,27087,27168,27245,27318,27388,27456,27523,27590,27655,27719,27780,27846,27918,27996,28069,28140,28217,28310,28426,28562,28716,28881,29043,29200,29352,29499,29642,29779,29916,30042,30161,30278,30392,30502,30608,30713,30815,30910,31004,31093,31183,31263,31343,31420,31494,31565,31632,31699,31760,31820,31877,31933,31986,32035,32081,32127,32168,32208,32248,32284,32320,32354,32386,32416,32445,32477,32516,32568,32637,32728,32842,32982,33143,33321,33511,33706,33901,34090,34268,34432,34580,34709,34817,34904,34968,35010,35027
1520,1520.5,1521.5,1523.2,1525.6,1528.5,1532.2,1536.4,1541.3,1547,1553.3,1560.3,1568.2,1576.8,1586.2,1596.6,1607.9,1620.1,1633.4,1647.8,1663.4,1680.2,1698.2,1717.6,1738.6,1761.3,1785.8,1812.4,1840.3,1868.6,1897.4,1926.4,1955.7,1985.2,2014.9,2044.7,2074.2,2103.3,2131.9,2159.9,2187.3,2214.2,2240.6,2266.4,2291.6,2316.2,2340.1,2363.4,2385.9,2407.7,2428.8,2449.5,2469.9,2489.9,2509.4,2528.3,2546.6,2564.2,2581.4,2598.1,2614.2,2629.7,2644.7,2659.2,2673.1,2686.5,2699.5,2711.9,2723.9,2735.5,2746.7,2757.5,2767.8,2777.7,2787.3,2796.4,2805.2,2813.7,2821.7,2829.4,2836.7,2843.7,2850.3,2856.3,2861.7,2866.4,2870.2,2873.3,2875.3,2876.6,2877.6,2878.2,2878.5,2878.8,2879,2879,2879.1,2879.2,2879.3,2879.3,2879.4,2879.5,2881.1,2884.4,2886.6
0.043786,0.043664,0.043376,0.042924,0.042309,0.04153,0.040589,0.039487,0.038223,0.036801,0.03522,0.033483,0.031589,0.029545,0.027345,0.025018,0.022723,0.020551,0.018187,0.01605,0.014273,0.012933,0.011993,0.011173,0.010695,0.0098721,0.0093761,0.0085141,0.0082424,0.0087688,0.0093073,0.0090019,0.00804,0.0078769,0.0088292,0.010733,0.012531,0.014029,0.015185,0.015154,0.014155,0.013587,0.012699,0.012214,0.01136,0.01111,0.010551,0.0094959,0.009088,0.0088379,0.0084159,0.0080809,0.007697,0.0077011,0.0071451,0.0068892,0.0065535,0.006522,0.0061874,0.005584,0.0058054,0.0053084,0.0053382,0.0049153,0.0050205,0.004671,0.0044226,0.0044135,0.0042591,0.0041675,0.003998,0.0037048,0.0036877,0.0035936,0.0032756,0.0035124,0.0032694,0.0031801,0.0031542,0.0031238,0.0030649,0.0028813,0.0030235,0.0037364,0.0050321,0.0068954,0.0097496,0.013084,0.017259,0.021635,0.026025,0.030339,0.034194,0.037538,0.04029,0.042606,0.044415,0.045902,0.047108,0.048073,0.048776,0.049279,0.049652,0.049895,0.05
1562,1561.7,1561,1559.8,1558.2,1556.2,1553.8,1550.9,1547.6,1543.9,1539.7,1535.1,1530,1524.5,1518.5,1511.9,1504.8,1497.1,1488.8,1479.9,1470.2,1459.7,1448.5,1436.3,1423.3,1409.2,1394,1377.6,1360,1341.7,1322.6,1302.9,1282.8,1261.8,1239.8,1217,1193.6,1169.9,1145.8,1121.8,1097.9,1073.6,1049.3,1024.6,999.99,975.06,950.15,925.36,900.3,875.18,850.12,825.07,800.09,775.05,750.3,725.57,700.99,676.46,652.22,628.28,604.25,580.71,557.24,534.2,511.26,488.81,466.64,444.73,423.23,402.1,381.38,361.12,341.19,321.74,302.83,284.19,266.22,248.69,231.65,215.14,199.18,183.82,168.9,154.36,140.2,126.49,113.12,100.32,88.017,76.441,65.657,55.717,46.686,38.595,31.403,25.074,19.549,14.818,10.788,7.4609,4.7691,2.7244,1.325,0.40389,2.409e-15
-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.0009733,-0.0008552,-0.00082806,-0.00083156,-0.00063235,-0.00052842,-0.00030876,-0.0002882,-0.00015054,-0.00018494,-0.00018749,-0.00014341,-0.00022279,8.5415e-05,0.00013429,8.0729e-05,-0.00021576,-0.00014271,6.8061e-05,0.00034449,0.000407,0.00034278,0.0002709,0.00016353,-0.00017734,-0.0001373,-0.0001469,-0.00013331,-0.00011428,-0.00014144,-6.0306e-06,-0.00020512,-0.00013752,-3.7279e-05,-6.8516e-05,-6.7309e-05,-7.4633e-05,-2.9588e-05,-2.7942e-05,-0.00011996,-7.7477e-06,-8.7727e-05,4.9854e-05,-0.00018484,3.1271e-05,-4.9681e-05,-4.3566e-05,-2.76e-05,-5.6507e-05,2.612e-05,-0.00012068,1.9078e-05,-3.8642e-05,-1.2579e-05,-3.2517e-05,-4.4186e-05,-6.0345e-05,3.7888e-05,-9.91e-05,1.4159e-05,1.9176e-05,-8.1919e-05,1.9824e-05,-3.1252e-05,1.5184e-05,-5.862e-05,-1.385e-05,0.0001059,0.0003323,0.00046755,0.0008057,0.0010917,0.0013687,0.0017352,0.001775,0.0019665,0.0019203,0.0018507,0.0016581,0.0015337,0.0013644,0.0012076,0.0011379,0.0010572,0.00097382,0.00083628,0.00081688,0.00083658,0.00085345,0.00085481
1.6819,1.6819,1.6819,1.6819,1.682,1.682,1.682,1.6821,1.6821,1.6822,1.6822,1.6823,1.6823,1.6824,1.6825,1.6826,1.6826,1.6827,1.6828,1.6829,1.683,1.6831,1.6832,1.6833,1.6834,1.6835,1.6836,1.6837,1.6839,1.684,1.6841,1.6842,1.6843,1.6845,1.6846,1.6847,1.6848,1.685,1.6851,1.6852,1.6854,1.6855,1.6856,1.6858,1.6859,1.686,1.6861,1.6863,1.6864,1.6865,1.6866,1.6868,1.6869,1.687,1.6871,1.6872,1.6873,1.6874,1.6875,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6886,1.6887,1.6888,1.6889,1.6889,1.689,1.6891,1.6891,1.6892,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6896,1.6897,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69,1.69
2.9584e-06,-1.2131e-06,9.4222e-07,-8.3533e-07,7.9398e-07,-7.9015e-07,8.1298e-07,-8.577e-07,9.2205e-07,-1.0044e-06,1.1016e-06,-1.2067e-06,1.3061e-06,-1.4168e-06,2.4104e-06,2.7903e-05,5e-05,-2.6834e-05,5e-05,5e-05,5e-05,5e-05,-9.0789e-07,5e-05,-5e-05,5e-05,-4.6577e-05,5e-05,5e-05,9.1899e-07,-5e-05,-4.2308e-05,5e-05,5e-05,5e-05,-1.3457e-05,-1.286e-05,-1.1788e-05,-5e-05,-4.8209e-05,3.4699e-05,-2.8243e-05,3.1382e-05,-2.9684e-05,3.6267e-05,-1.7069e-05,-2.186e-05,2.9612e-05,4.4576e-06,-9.695e-06,8.0141e-06,-8.9175e-06,2.4567e-05,-3.2383e-05,2.1006e-05,-1.043e-05,1.6368e-05,-1.132e-05,-1.978e-05,4.9854e-05,-5e-05,4.1882e-05,-3.7921e-05,3.9369e-05,-3.2629e-05,1.0725e-05,1.0009e-05,-8.8961e-06,4.6895e-06,-3.5847e-06,-9.1734e-06,1.728e-05,-2.6666e-06,-2.3367e-05,5e-05,-4.7223e-05,2.1109e-05,-5.2043e-07,5.6541e-07,-3.4488e-07,-1.635e-05,3.0481e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,3.6564e-05,5e-05,5e-05,-5e-05
0,0.12233,0.40997,0.86174,1.4772,2.2558,3.1968,4.2994,5.5626,6.9853,8.566,10.304,12.196,14.242,16.44,18.787,21.282,23.922,26.705,29.628,32.689,35.885,39.212,42.669,46.252,49.957,53.782,57.723,61.776,65.937,70.204,74.571,79.036,83.593,88.239,92.971,97.782,102.67,107.63,112.66,117.75,122.89,128.09,133.34,138.64,143.97,149.34,154.73,160.15,165.59,171.05,176.51,181.98,187.46,192.92,198.38,203.82,209.24,214.63,220,225.33,230.63,235.88,241.08,246.22,251.31,256.34,261.3,266.19,271,275.73,280.38,284.93,289.4,293.77,298.03,302.19,306.25,310.19,314.01,317.72,321.3,324.76,328.09,331.28,334.34,337.26,340.05,342.69,345.18,347.53,349.73,351.77,353.67,355.4,356.98,358.41,359.67,360.77,361.71,362.49,363.11,363.56,363.85,363.97
40117,40089,40026,39928,39798,39640,39457,39255,39039,38816,38594,38379,38181,38008,37872,37782,37747,37772,37870,38049,38309,38643,39045,39518,40058,40686,41401,42219,43113,43997,44851,45675,46533,47420,48271,48985,49507,49835,49985,50000,50000,50000,50000,50000,50000,50000,49967,49975,50000,50000,49993,49990,50000,50000,49990,50000,50000,50000,49974,50000,50000,50000,50000,50000,50000,49985,50000,50000,50000,50000,50000,50000,50000,49987,50000,50000,49993,50000,50000,50000,49995,50000,50000,49958,49828,49580,49163,48557,47743,46732,45579,44321,43014,41708,40448,39264,38180,37208,36359,35633,35036,34567,34259,34118,34076
1641.5,1641.7,1642.1,1642.7,1643.7,1644.9,1646.6,1648.6,1650.8,1653.4,1656.1,1659.1,1662.3,1666,1670.1,1671.3,1662,1664.1,1670.1,1653.9,1646.2,1624.5,1627.2,1615,1621.9,1622.9,1616.1,1613,1558,1516.9,1479.9,1453.4,1408.9,1358.7,1307.3,1263.9,1224.5,1188.1,1157.8,1136.9,1103.2,1069.9,1036.1,1003,972.48,931.52,915.86,878.76,838.37,810.8,789.6,775.04,760.73,743.88,725.58,698.96,683.95,655.37,655.48,621.68,611.05,593.56,575.94,562.47,541.09,538.33,514.87,507.51,494.16,485.25,476.26,468.05,450.51,453.58,435.73,427.52,428.63,412.64,410.13,399.33,399.45,389.43,372.45,343.55,321.75,278.4,242.25,199.15,142.55,125.61,108.01,101.75,93.291,99.03,96.977,101.7,108.59,112.3,111.62,116.71,114.75,122.54,119.58,103.36,98.952
