VARIABLES=ALPHA,CN,CM,CA,CY,CLN,CLL,DELTA,CL,CD
ZONE T="NO TRIM MACH=  9.00"
   12.0000    1.0634   -5.0704    0.0577   -0.0000    0.0000    0.0000    0.0000
   14.0000    1.3574   -6.6665    0.0573   -0.0000    0.0000    0.0000    0.0000
   16.0000    1.6813   -8.4595    0.0569   -0.0000    0.0000    0.0000    0.0000
   18.0000    2.0335  -10.4406    0.0565   -0.0000    0.0000    0.0000    0.0000
   20.0000    2.4122  -12.6001    0.0560   -0.0000    0.0000    0.0000    0.0000
ZONE T="NO TRIM MACH= 15.00"
    0.0000    0.0000    0.0000    0.0618   -0.0000    0.0000    0.0000    0.0000
    2.0000    0.0918   -0.3031    0.0618   -0.0000    0.0000    0.0000    0.0000
    4.0000    0.2225   -0.8502    0.0617   -0.0000    0.0000    0.0000    0.0000
    6.0000    0.3756   -1.5404    0.0615   -0.0000    0.0000    0.0000    0.0000
    8.0000    0.5711   -2.4997    0.0613   -0.0000    0.0000    0.0000    0.0000
   10.0000    0.8009   -3.6794    0.0610   -0.0000    0.0000    0.0000    0.0000
   12.0000    1.0635   -5.0707    0.0607   -0.0000    0.0000    0.0000    0.0000
   14.0000    1.3575   -6.6669    0.0603   -0.0000    0.0000    0.0000    0.0000
   16.0000    1.6814   -8.4599    0.0598   -0.0000    0.0000    0.0000    0.0000
   18.0000    2.0336  -10.4411    0.0593   -0.0000    0.0000    0.0000    0.0000
   20.0000    2.4124  -12.6005    0.0587   -0.0000    0.0000    0.0000    0.0000
ZONE T="NO TRIM MACH= 16.00"
    0.0000    0.0000    0.0000    0.0647   -0.0000    0.0000    0.0000    0.0000
    2.0000    0.0926   -0.3079    0.0646   -0.0000    0.0000    0.0000    0.0000
    4.0000    0.2211   -0.8417    0.0645   -0.0000    0.0000    0.0000    0.0000
    6.0000    0.3752   -1.5378    0.0644   -0.0000    0.0000    0.0000    0.0000
    8.0000    0.5711   -2.4999    0.0641   -0.0000    0.0000    0.0000    0.0000
   10.0000    0.8010   -3.6796    0.0638   -0.0000    0.0000    0.0000    0.0000
   12.0000    1.0636   -5.0709    0.0634   -0.0000    0.0000    0.0000    0.0000
   14.0000    1.3576   -6.6671    0.0630   -0.0000    0.0000    0.0000    0.0000
   16.0000    1.6816   -8.4602    0.0625   -0.0000    0.0000    0.0000    0.0000
   18.0000    2.0338  -10.4414    0.0619   -0.0000    0.0000    0.0000    0.0000
   20.0000    2.4125  -12.6009    0.0613   -0.0000    0.0000    0.0000    0.0000
ZONE T="NO TRIM MACH= 17.00"
    0.0000    0.0000    0.0000    0.0681   -0.0000    0.0000    0.0000    0.0000
    2.0000    0.0933   -0.3126    0.0681   -0.0000    0.0000    0.0000    0.0000
    4.0000    0.2194   -0.8311    0.0679   -0.0000    0.0000    0.0000    0.0000
    6.0000    0.3752   -1.5379    0.0678   -0.0000    0.0000    0.0000    0.0000
    8.0000    0.5712   -2.5000    0.0675   -0.0000    0.0000    0.0000    0.0000
   10.0000    0.8011   -3.6797    0.0671   -0.0000    0.0000    0.0000    0.0000
   12.0000    1.0637   -5.0711    0.0667   -0.0000    0.0000    0.0000    0.0000
   14.0000    1.3577   -6.6674    0.0662   -0.0000    0.0000    0.0000    0.0000
   16.0000    1.6817   -8.4605    0.0657   -0.0000    0.0000    0.0000    0.0000
   18.0000    2.0339  -10.4417    0.0650   -0.0000    0.0000    0.0000    0.0000
   20.0000    2.4127  -12.6012    0.0643   -0.0000    0.0000    0.0000    0.0000
