25653,25652,25652,25650,25648,25645,25641,25636,25630,25624,25620,25620,25626,25640,25665,25700,25748,25810,25886,25978,26085,26209,26347,26501,26669,26848,27037,27231,27427,27619,27806,27990,28169,28344,28514,28680,28842,29001,29155,29306,29451,29593,29729,29861,29991,30112,30230,30343,30453,30561,30666,30768,30866,30961,31052,31139,31224,31306,31384,31459,31531,31600,31667,31731,31792,31850,31907,31961,32012,32060,32105,32148,32190,32230,32268,32304,32339,32372,32403,32432,32460,32487,32512,32544,32594,32666,32766,32893,33042,33207,33381,33560,33739,33911,34074,34223,34356,34470,34562,34631,34676,34695
1520,1520.5,1521.8,1523.8,1526.5,1530.1,1534.4,1539.5,1545.4,1552.2,1559.9,1568.5,1578.1,1588.7,1600.5,1613.9,1628.6,1645,1663,1682.7,1704.1,1727.5,1752.8,1780.2,1809.4,1839,1868.7,1898.3,1927.7,1956.8,1985.8,2014.6,2043.1,2071.2,2098.9,2126.3,2153.4,2180.1,2206.6,2232.5,2257.9,2282.9,2307.3,2331,2354.2,2376.8,2398.6,2419.7,2440.5,2460.9,2480.9,2500.6,2519.6,2538.1,2556,2573.4,2590.3,2606.6,2622.4,2637.6,2652.3,2666.5,2680.2,2693.4,2706.1,2718.3,2730.1,2741.5,2752.5,2763.1,2773.2,2782.9,2792.3,2801.3,2809.9,2818.1,2825.9,2833.4,2840.6,2847.4,2853.8,2859.9,2865.6,2870.3,2874.1,2876.8,2878.5,2879.6,2880.4,2881,2881.4,2881.5,2881.3,2880.9,2880.3,2879.7,2879,2878.5,2878.1,2877.8,2877.5,2877.4
-0.0012755,-0.0013697,-0.0015828,-0.0019135,-0.0023005,-0.0026751,-0.0029578,-0.0030524,-0.0028462,-0.0022144,-0.0010114,0.00087025,0.0031774,0.0055777,0.0080017,0.010423,0.012807,0.015113,0.017307,0.019351,0.021204,0.022826,0.024177,0.025213,0.025896,0.026181,0.026029,0.0254,0.024246,0.022619,0.021243,0.020197,0.018939,0.017894,0.016803,0.016032,0.015174,0.014497,0.013665,0.01305,0.012274,0.011773,0.010987,0.01071,0.010002,0.0092445,0.0090236,0.00847,0.0082632,0.0079176,0.007704,0.007345,0.0070662,0.0067195,0.0064843,0.0062048,0.0059955,0.0057355,0.0055374,0.005305,0.0051284,0.0049219,0.0047712,0.0045927,0.0044562,0.0042975,0.0042251,0.0040707,0.0038503,0.0036374,0.0035633,0.0034812,0.0034236,0.0033185,0.0032641,0.0031678,0.0031312,0.0030334,0.0030147,0.0029035,0.0029281,0.002747,0.0030163,0.0048061,0.0074898,0.011367,0.016019,0.02081,0.025245,0.029425,0.033228,0.036716,0.039825,0.042556,0.044934,0.046989,0.048823,0.050335,0.051515,0.052377,0.052934,0.053172
1562,1561.7,1560.9,1559.7,1558,1555.8,1553.1,1549.9,1546.2,1541.8,1536.8,1531.2,1524.8,1517.8,1510.1,1501.6,1492.2,1481.9,1470.8,1458.6,1445.4,1431.1,1415.7,1399.1,1381.2,1362.8,1343.8,1324.4,1304.6,1284.5,1263.8,1242.6,1221.1,1199.1,1176.8,1154.1,1131,1107.7,1084.1,1060.3,1036.3,1012,987.67,963.06,938.47,913.83,888.95,864.15,839.22,814.36,789.49,764.73,740.03,715.45,690.96,666.64,642.46,618.49,594.71,571.17,547.86,524.84,502.09,479.66,457.55,435.8,414.38,393.37,372.8,352.64,332.87,313.57,294.72,276.38,258.51,241.19,224.36,208.11,192.38,177.25,162.65,148.72,135.23,121.82,108.78,96.08,83.905,72.478,61.969,52.348,43.635,35.798,28.828,22.695,17.368,12.815,8.9438,5.7984,3.3588,1.5909,0.47477,-8.3226e-14
-0.0007591,-0.00074142,-0.00072007,-0.00069113,-0.00054137,-0.00039984,-0.00019099,2.022e-05,0.00029392,0.00056914,0.00091435,0.0011596,0.0011873,0.0011067,0.0010511,0.00096828,0.00090205,0.00081016,0.00073575,0.00063531,0.00055293,0.0004435,0.00035398,0.0002355,0.00013964,1.2116e-05,-8.9313e-05,-0.00022452,-0.00033644,-0.00039786,-0.0002333,-0.0002773,-0.00024239,-0.0002396,-0.00019022,-0.00016783,-0.00015555,-0.000151,-0.00014727,-0.00013113,-0.00013194,-0.00010823,-0.00013604,-2.5308e-05,-0.00021913,-3.4946e-05,-9.8453e-05,-5.9859e-05,-5.3506e-05,-4.7943e-05,-5.378e-05,-5.8884e-05,-5.8867e-05,-5.3742e-05,-4.6634e-05,-4.5622e-05,-4.3167e-05,-4.3953e-05,-3.9804e-05,-3.9718e-05,-3.6059e-05,-3.5529e-05,-3.1168e-05,-3.1939e-05,-3.0021e-05,-2.4605e-05,-1.6625e-05,-4.3686e-05,-5.0747e-05,-3.1477e-05,-1.261e-05,-1.7702e-05,-1.7367e-05,-2.2098e-05,-1.5115e-05,-2.0902e-05,-1.1968e-05,-2.3455e-05,-6.6362e-06,-3.1715e-05,1.5133e-05,-9.3974e-05,0.00035991,0.00077665,0.0011722,0.0016757,0.0019507,0.002,0.0019749,0.002,0.0019467,0.0019667,0.0018802,0.0018748,0.0018025,0.0018704,0.0019138,0.0018842,0.0018606,0.0018777,0.0019039,0.0019018
1.7747,1.7747,1.7747,1.7747,1.7747,1.7747,1.7747,1.7748,1.7748,1.7748,1.7749,1.7749,1.7749,1.775,1.7751,1.7751,1.7752,1.7752,1.7753,1.7754,1.7755,1.7755,1.7756,1.7757,1.7758,1.7759,1.776,1.7761,1.7762,1.7763,1.7764,1.7765,1.7765,1.7766,1.7767,1.7768,1.7769,1.777,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7776,1.7777,1.7778,1.7779,1.778,1.778,1.7781,1.7782,1.7783,1.7783,1.7784,1.7785,1.7785,1.7786,1.7787,1.7787,1.7788,1.7788,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7792,1.7793,1.7793,1.7794,1.7794,1.7794,1.7795,1.7795,1.7795,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78
-3e-05,0.0002,-3e-05,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,7.2433e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,1.8641e-05,2.5003e-05,-1.9696e-05,2.1495e-05,-1.0949e-05,2.4916e-05,-1.2703e-05,1.7151e-05,-1.5414e-05,1.884e-05,-1.6385e-05,2.23e-05,-2.3649e-05,3.2401e-05,-2.4466e-05,-2.3414e-06,2.8014e-05,-2.3048e-05,2.2228e-05,-1.2738e-05,1.0895e-05,-1.0446e-05,7.2989e-06,-6.364e-06,7.5485e-06,-4.871e-06,5.3857e-06,-4.6497e-06,4.7642e-06,-3.7326e-06,4.3055e-06,-3.4579e-06,4.2818e-06,-3.3243e-06,3.7373e-06,-3.4344e-06,6.4393e-06,-5.9143e-06,-1.9836e-06,-1.6045e-06,9.6374e-06,-3.379e-06,3.8073e-06,-5.8473e-06,6.3882e-06,-6.6676e-06,8.3708e-06,-9.8743e-06,1.2325e-05,-1.5673e-05,2.149e-05,-2.9462e-05,3.3123e-05,0.0002,9.1235e-05,0.0002,0.0001429,7.5949e-05,-3e-05,2.6794e-05,-3e-05,9.4463e-06,-3e-05,-3e-05,-2.4071e-05,-3e-05,0.00011062,-3e-05,-3e-05,-3e-05,0.00011095,1.7511e-05,-3e-05
2.8422e-14,0.12521,0.41961,0.882,1.5119,2.3087,3.2716,4.3997,5.6919,7.1471,8.7637,10.54,12.475,14.566,16.812,19.21,21.757,24.453,27.293,30.275,33.397,36.655,40.046,43.567,47.215,50.986,54.876,58.883,63.001,67.227,71.557,75.987,80.512,85.129,89.832,94.618,99.481,104.42,109.42,114.49,119.62,124.8,130.03,135.3,140.61,145.96,151.33,156.73,162.15,167.57,173.01,178.45,183.89,189.32,194.73,200.13,205.5,210.85,216.16,221.43,226.66,231.84,236.97,242.04,247.04,251.98,256.84,261.63,266.33,270.95,275.47,279.9,284.23,288.46,292.58,296.58,300.48,304.25,307.89,311.42,314.81,318.06,321.19,324.17,327.01,329.7,332.25,334.65,336.89,338.99,340.92,342.7,344.31,345.77,347.06,348.19,349.15,349.95,350.58,351.04,351.34,351.46
41113,41144,41217,41333,41496,41707,41969,42284,42652,43068,43525,44006,44503,45001,45498,45999,46489,46967,47424,47857,48262,48640,48987,49322,49627,49839,49958,50000,50000,49991,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49981,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49901,49638,49159,48435,47496,46407,45223,43995,42765,41569,40437,39395,38463,37650,36972,36431,36030,35774,35665
1627.1,1626.3,1626.8,1628.2,1617.3,1609.4,1595.6,1583.1,1565,1548.2,1519,1504.7,1520,1550.4,1573.9,1597.7,1617.5,1636.9,1650.8,1663.6,1670.6,1675.8,1675.6,1673.3,1650.3,1609.4,1564.8,1523,1480.7,1436.5,1382.3,1340.9,1296.3,1250.6,1207.4,1173.7,1143.2,1111.9,1078.9,1045.5,1013.8,980.88,951.08,912.46,896.82,850.45,822.93,797.28,780.58,767.12,752.51,733.46,711.12,689.42,670.39,652.71,635.02,617.69,600.23,583.53,567.22,551.96,537.29,523.98,511.37,499.26,487.69,479.71,470.58,459.64,449.12,441.14,433.09,425.83,417.82,411.19,403.55,398.01,390.29,386.68,376.79,381.59,331.15,278.76,232.45,165.28,122.16,112.43,108.56,100.35,91.664,60.547,43.81,1.683,-10.461,-38.366,-55.211,-52.344,-42.781,-41.091,-49.601,-48.015
