-0.14835	1.6755	30000	0	2500	87.211	0.15169
-0.14835	1.6755	30000	0	2600	93.729	0.14119
-0.14835	1.6755	30000	0	2700	101.83	0.1318
-0.14835	1.6755	30000	0	2800	109.69	0.12336
-0.14835	1.6755	30000	0	2810	110.88	0.12256
-0.14835	1.6755	30000	0	2820	112.07	0.12177
-0.14835	1.6755	30000	0	2830	111.15	0.12099
-0.14835	1.6755	30000	0	2840	112.34	0.12022
-0.14835	1.6755	30000	0	2850	113.53	0.11946
-0.14835	1.6755	30000	0	2860	114.72	0.11871
-0.14835	1.6755	30000	0	2870	115.9	0.11796
-0.14835	1.6755	30000	0	2880	117.09	0.11722
-0.14835	1.6755	30000	0	2890	116.12	0.11649
-0.14835	1.6755	30000	0	2900	117.3	0.11576
-0.14835	1.6755	30000	0	3000	126.95	0.1089
-0.14835	1.6755	30000	0.01	2500	87.263	0.15169
-0.14835	1.6755	30000	0.01	2600	93.786	0.14119
-0.14835	1.6755	30000	0.01	2700	101.89	0.1318
-0.14835	1.6755	30000	0.01	2800	109.76	0.12336
-0.14835	1.6755	30000	0.01	2810	110.95	0.12256
-0.14835	1.6755	30000	0.01	2820	112.14	0.12177
-0.14835	1.6755	30000	0.01	2830	111.22	0.12099
-0.14835	1.6755	30000	0.01	2840	112.41	0.12022
-0.14835	1.6755	30000	0.01	2850	113.6	0.11946
-0.14835	1.6755	30000	0.01	2860	114.79	0.11871
-0.14835	1.6755	30000	0.01	2870	115.98	0.11796
-0.14835	1.6755	30000	0.01	2880	117.17	0.11722
-0.14835	1.6755	30000	0.01	2890	116.19	0.11649
-0.14835	1.6755	30000	0.01	2900	117.38	0.11576
-0.14835	1.6755	30000	0.01	3000	127.03	0.1089
-0.14835	1.6755	30000	0.02	2500	87.314	0.15169
-0.14835	1.6755	30000	0.02	2600	93.842	0.14119
-0.14835	1.6755	30000	0.02	2700	101.95	0.1318
-0.14835	1.6755	30000	0.02	2800	109.82	0.12336
-0.14835	1.6755	30000	0.02	2810	111.02	0.12256
-0.14835	1.6755	30000	0.02	2820	112.21	0.12177
-0.14835	1.6755	30000	0.02	2830	111.29	0.12099
-0.14835	1.6755	30000	0.02	2840	112.48	0.12022
-0.14835	1.6755	30000	0.02	2850	113.67	0.11946
-0.14835	1.6755	30000	0.02	2860	114.86	0.11871
-0.14835	1.6755	30000	0.02	2870	116.05	0.11796
-0.14835	1.6755	30000	0.02	2880	117.24	0.11722
-0.14835	1.6755	30000	0.02	2890	116.26	0.11649
-0.14835	1.6755	30000	0.02	2900	117.45	0.11576
-0.14835	1.6755	30000	0.02	3000	127.11	0.1089
-0.14835	1.6755	30000	0.03	2500	87.366	0.15169
-0.14835	1.6755	30000	0.03	2600	93.899	0.14119
-0.14835	1.6755	30000	0.03	2700	102.01	0.1318
-0.14835	1.6755	30000	0.03	2800	109.89	0.12336
-0.14835	1.6755	30000	0.03	2810	111.08	0.12256
-0.14835	1.6755	30000	0.03	2820	112.28	0.12177
-0.14835	1.6755	30000	0.03	2830	111.36	0.12099
-0.14835	1.6755	30000	0.03	2840	112.55	0.12022
-0.14835	1.6755	30000	0.03	2850	113.74	0.11946
-0.14835	1.6755	30000	0.03	2860	114.93	0.11871
-0.14835	1.6755	30000	0.03	2870	116.12	0.11796
-0.14835	1.6755	30000	0.03	2880	117.31	0.11722
-0.14835	1.6755	30000	0.03	2890	116.34	0.11649
-0.14835	1.6755	30000	0.03	2900	117.53	0.11576
-0.14835	1.6755	30000	0.03	3000	127.19	0.1089
-0.14835	1.6755	30000	0.04	2500	87.418	0.15169
-0.14835	1.6755	30000	0.04	2600	93.955	0.14119
-0.14835	1.6755	30000	0.04	2700	102.08	0.1318
-0.14835	1.6755	30000	0.04	2800	109.96	0.12336
-0.14835	1.6755	30000	0.04	2810	111.15	0.12256
-0.14835	1.6755	30000	0.04	2820	112.35	0.12177
-0.14835	1.6755	30000	0.04	2830	111.43	0.12099
-0.14835	1.6755	30000	0.04	2840	112.62	0.12022
-0.14835	1.6755	30000	0.04	2850	113.81	0.11946
-0.14835	1.6755	30000	0.04	2860	115	0.11871
-0.14835	1.6755	30000	0.04	2870	116.19	0.11796
-0.14835	1.6755	30000	0.04	2880	117.38	0.11722
-0.14835	1.6755	30000	0.04	2890	116.41	0.11649
-0.14835	1.6755	30000	0.04	2900	117.6	0.11576
-0.14835	1.6755	30000	0.04	3000	127.27	0.1089
-0.14835	1.6755	30000	0.05	2500	87.469	0.15169
-0.14835	1.6755	30000	0.05	2600	94.011	0.14119
-0.14835	1.6755	30000	0.05	2700	102.14	0.1318
-0.14835	1.6755	30000	0.05	2800	110.03	0.12336
-0.14835	1.6755	30000	0.05	2810	111.22	0.12256
-0.14835	1.6755	30000	0.05	2820	112.42	0.12177
-0.14835	1.6755	30000	0.05	2830	111.5	0.12099
-0.14835	1.6755	30000	0.05	2840	112.69	0.12022
-0.14835	1.6755	30000	0.05	2850	113.88	0.11946
-0.14835	1.6755	30000	0.05	2860	115.07	0.11871
-0.14835	1.6755	30000	0.05	2870	116.26	0.11796
-0.14835	1.6755	30000	0.05	2880	117.46	0.11722
-0.14835	1.6755	30000	0.05	2890	116.48	0.11649
-0.14835	1.6755	30000	0.05	2900	117.67	0.11576
-0.14835	1.6755	30000	0.05	3000	127.35	0.1089
-0.14835	1.6755	31000	0	2500	98.199	0.17702
-0.14835	1.6755	31000	0	2600	107.53	0.16476
-0.14835	1.6755	31000	0	2700	114.8	0.1538
-0.14835	1.6755	31000	0	2800	123.67	0.14395
-0.14835	1.6755	31000	0	2810	124.94	0.14302
-0.14835	1.6755	31000	0	2820	126.21	0.1421
-0.14835	1.6755	31000	0	2830	127.48	0.14119
-0.14835	1.6755	31000	0	2840	128.74	0.14029
-0.14835	1.6755	31000	0	2850	128.04	0.1394
-0.14835	1.6755	31000	0	2860	129.3	0.13852
-0.14835	1.6755	31000	0	2870	130.57	0.13765
-0.14835	1.6755	31000	0	2880	131.84	0.13679
-0.14835	1.6755	31000	0	2890	133.11	0.13593
-0.14835	1.6755	31000	0	2900	134.38	0.13509
-0.14835	1.6755	31000	0	3000	142.97	0.12707
-0.14835	1.6755	31000	0.01	2500	98.246	0.17702
-0.14835	1.6755	31000	0.01	2600	107.58	0.16476
-0.14835	1.6755	31000	0.01	2700	114.86	0.1538
-0.14835	1.6755	31000	0.01	2800	123.73	0.14395
-0.14835	1.6755	31000	0.01	2810	125	0.14302
-0.14835	1.6755	31000	0.01	2820	126.27	0.1421
-0.14835	1.6755	31000	0.01	2830	127.54	0.14119
-0.14835	1.6755	31000	0.01	2840	128.81	0.14029
-0.14835	1.6755	31000	0.01	2850	128.1	0.1394
-0.14835	1.6755	31000	0.01	2860	129.37	0.13852
-0.14835	1.6755	31000	0.01	2870	130.64	0.13765
-0.14835	1.6755	31000	0.01	2880	131.9	0.13679
-0.14835	1.6755	31000	0.01	2890	133.17	0.13593
-0.14835	1.6755	31000	0.01	2900	134.44	0.13509
-0.14835	1.6755	31000	0.01	3000	143.04	0.12707
-0.14835	1.6755	31000	0.02	2500	98.293	0.17702
-0.14835	1.6755	31000	0.02	2600	107.63	0.16476
-0.14835	1.6755	31000	0.02	2700	114.91	0.1538
-0.14835	1.6755	31000	0.02	2800	123.8	0.14395
-0.14835	1.6755	31000	0.02	2810	125.06	0.14302
-0.14835	1.6755	31000	0.02	2820	126.33	0.1421
-0.14835	1.6755	31000	0.02	2830	127.6	0.14119
-0.14835	1.6755	31000	0.02	2840	128.87	0.14029
-0.14835	1.6755	31000	0.02	2850	128.17	0.1394
-0.14835	1.6755	31000	0.02	2860	129.43	0.13852
-0.14835	1.6755	31000	0.02	2870	130.7	0.13765
-0.14835	1.6755	31000	0.02	2880	131.97	0.13679
-0.14835	1.6755	31000	0.02	2890	133.24	0.13593
-0.14835	1.6755	31000	0.02	2900	134.51	0.13509
-0.14835	1.6755	31000	0.02	3000	143.11	0.12707
-0.14835	1.6755	31000	0.03	2500	98.341	0.17702
-0.14835	1.6755	31000	0.03	2600	107.68	0.16476
-0.14835	1.6755	31000	0.03	2700	114.97	0.1538
-0.14835	1.6755	31000	0.03	2800	123.86	0.14395
-0.14835	1.6755	31000	0.03	2810	125.13	0.14302
-0.14835	1.6755	31000	0.03	2820	126.4	0.1421
-0.14835	1.6755	31000	0.03	2830	127.67	0.14119
-0.14835	1.6755	31000	0.03	2840	128.94	0.14029
-0.14835	1.6755	31000	0.03	2850	128.23	0.1394
-0.14835	1.6755	31000	0.03	2860	129.5	0.13852
-0.14835	1.6755	31000	0.03	2870	130.77	0.13765
-0.14835	1.6755	31000	0.03	2880	132.04	0.13679
-0.14835	1.6755	31000	0.03	2890	133.31	0.13593
-0.14835	1.6755	31000	0.03	2900	134.58	0.13509
-0.14835	1.6755	31000	0.03	3000	143.19	0.12707
-0.14835	1.6755	31000	0.04	2500	98.388	0.17702
-0.14835	1.6755	31000	0.04	2600	107.73	0.16476
-0.14835	1.6755	31000	0.04	2700	115.03	0.1538
-0.14835	1.6755	31000	0.04	2800	123.92	0.14395
-0.14835	1.6755	31000	0.04	2810	125.19	0.14302
-0.14835	1.6755	31000	0.04	2820	126.46	0.1421
-0.14835	1.6755	31000	0.04	2830	127.73	0.14119
-0.14835	1.6755	31000	0.04	2840	129	0.14029
-0.14835	1.6755	31000	0.04	2850	128.3	0.1394
-0.14835	1.6755	31000	0.04	2860	129.56	0.13852
-0.14835	1.6755	31000	0.04	2870	130.83	0.13765
-0.14835	1.6755	31000	0.04	2880	132.1	0.13679
-0.14835	1.6755	31000	0.04	2890	133.37	0.13593
-0.14835	1.6755	31000	0.04	2900	134.65	0.13509
-0.14835	1.6755	31000	0.04	3000	143.26	0.12707
-0.14835	1.6755	31000	0.05	2500	98.435	0.17702
-0.14835	1.6755	31000	0.05	2600	107.78	0.16476
-0.14835	1.6755	31000	0.05	2700	115.08	0.1538
-0.14835	1.6755	31000	0.05	2800	123.98	0.14395
-0.14835	1.6755	31000	0.05	2810	125.25	0.14302
-0.14835	1.6755	31000	0.05	2820	126.52	0.1421
-0.14835	1.6755	31000	0.05	2830	127.79	0.14119
-0.14835	1.6755	31000	0.05	2840	129.07	0.14029
-0.14835	1.6755	31000	0.05	2850	128.36	0.1394
-0.14835	1.6755	31000	0.05	2860	129.63	0.13852
