24790,24795,24809,24830,24860,24897,24942,24996,25058,25129,25209,25299,25397,25505,25624,25752,25892,26042,26202,26370,26545,26725,26906,27087,27267,27445,27621,27795,27967,28136,28303,28463,28623,28779,28932,29083,29230,29373,29512,29648,29779,29908,30031,30150,30264,30375,30483,30589,30692,30792,30889,30982,31072,31159,31243,31324,31402,31477,31549,31618,31684,31748,31809,31868,31925,31979,32030,32078,32123,32167,32209,32250,32288,32325,32360,32394,32426,32456,32489,32526,32564,32599,32628,32651,32666,32673,32675,32680,32693,32718,32755,32803,32859,32920,32981,33039,33091,33135,33169,33191,33201
1565.6,1566.3,1568,1570.7,1574.3,1579,1584.7,1591.5,1599.3,1608.4,1618.6,1630.1,1642.9,1657,1672.5,1689.5,1708,1728.1,1749.9,1773.3,1798.4,1824.4,1850.6,1877.1,1903.8,1930.6,1957.5,1984.4,2011.2,2038,2064.5,2090.8,2117,2142.9,2168.8,2194.3,2219.6,2244.4,2268.9,2292.9,2316.5,2339.5,2362.1,2384,2405.2,2425.9,2446.3,2466.4,2486.2,2505.6,2524.4,2542.6,2560.4,2577.6,2594.4,2610.6,2626.3,2641.5,2656.2,2670.3,2684,2697.2,2710,2722.3,2734.1,2745.6,2756.7,2767.3,2777.6,2787.4,2796.9,2806,2814.8,2823.1,2831.1,2838.8,2846.1,2853,2859.4,2865.5,2871.4,2877,2882.4,2887.6,2892.6,2897.2,2901.4,2904.8,2907.4,2909.4,2910.7,2911.4,2912,2912.4,2912.7,2912.9,2913.1,2913.2,2913.3,2913.3,2913.4
0.029233,0.029239,0.02926,0.029299,0.029397,0.029522,0.029697,0.029887,0.030119,0.030351,0.030577,0.030836,0.031057,0.03133,0.031556,0.031924,0.032179,0.032222,0.032036,0.03157,0.030803,0.029671,0.028214,0.026689,0.025168,0.023933,0.022495,0.02142,0.020138,0.019247,0.018027,0.01695,0.016299,0.015414,0.014784,0.013961,0.013356,0.012595,0.012066,0.011343,0.01094,0.010293,0.0096873,0.0092865,0.0087446,0.0084219,0.0081058,0.007864,0.0075661,0.0072693,0.0069371,0.0066472,0.0063774,0.0061426,0.0059026,0.0056745,0.0054474,0.0052452,0.0050447,0.0048663,0.004694,0.0045397,0.0043793,0.0042565,0.0041621,0.0039859,0.0037364,0.0035872,0.0035063,0.0034441,0.0033516,0.0032759,0.0031894,0.0031325,0.0030468,0.0030101,0.0028976,0.0029772,0.003598,0.0039716,0.0039819,0.0036995,0.0031461,0.0023773,0.0014011,0.0004101,0.00034397,0.0013338,0.0031714,0.0056612,0.0086171,0.011786,0.014716,0.01732,0.01959,0.021531,0.023135,0.024404,0.025335,0.025928,0.02618
1562,1561.6,1560.5,1558.9,1556.6,1553.8,1550.3,1546.1,1541.3,1535.8,1529.6,1522.7,1515,1506.4,1497.1,1486.9,1475.7,1463.6,1450.6,1436.5,1421.4,1405.6,1389.2,1372.2,1354.7,1336.5,1317.9,1298.6,1278.9,1258.6,1237.9,1216.8,1195.2,1173.2,1150.9,1128.2,1105.2,1082,1058.4,1034.7,1010.7,986.66,962.41,937.97,913.48,888.85,864.16,839.43,814.72,790.04,765.41,740.83,716.33,691.94,667.68,643.58,619.66,595.93,572.42,549.14,526.12,503.39,480.95,458.83,437.04,415.64,394.65,374.02,353.79,333.98,314.63,295.75,277.35,259.45,242.06,225.19,208.88,193.06,177.6,162.84,148.82,135.53,122.96,111.1,99.953,89.432,79.197,69.219,59.624,50.514,41.976,34.104,27.04,20.809,15.409,10.832,7.0707,4.1135,1.9531,0.58196,-3.5176e-14
3.86e-05,5.7176e-05,7.536e-05,0.00011084,0.00017164,0.00015361,0.00019329,0.00015182,0.00019532,0.00012165,0.00016521,0.00010979,0.00013718,0.00010077,0.00012883,0.00014459,5.6516e-05,-2.5734e-05,-0.00010371,-0.00020731,-0.00028105,-0.00041111,-0.00042062,-0.00045069,-0.00034689,-0.0003558,-0.00032251,-0.0002707,-0.00029108,-0.00018721,-0.00033993,-0.00013013,-0.00020014,-0.00014075,-0.00016604,-0.00013984,-0.00014356,-0.00012872,-0.00011925,-0.00012573,-6.945e-05,-0.00015989,-6.6229e-05,-0.0001049,-7.7374e-05,-5.8921e-05,-5.0303e-05,-4.8544e-05,-5.5903e-05,-5.7997e-05,-5.9338e-05,-5.0425e-05,-4.7016e-05,-4.2691e-05,-4.4435e-05,-4.2032e-05,-4.1021e-05,-3.7076e-05,-3.7131e-05,-3.2632e-05,-3.2381e-05,-2.9684e-05,-3.1037e-05,-1.8214e-05,-2.432e-05,-4.8858e-05,-4.6162e-05,-2.0257e-05,-1.5213e-05,-1.5672e-05,-2.1997e-05,-1.6124e-05,-2.0467e-05,-1.2553e-05,-2.305e-05,-4.9257e-06,-4.427e-05,0.00012037,0.00017474,4.6765e-05,-4.1248e-05,-0.00013827,-0.00023143,-0.00030578,-0.00041786,-0.00026781,0.00022556,0.00065047,0.001096,0.0014604,0.0018437,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
1.7748,1.7748,1.7748,1.7749,1.7749,1.7749,1.7749,1.775,1.775,1.775,1.7751,1.7751,1.7752,1.7752,1.7753,1.7754,1.7754,1.7755,1.7756,1.7757,1.7757,1.7758,1.7759,1.776,1.7761,1.7762,1.7762,1.7763,1.7764,1.7765,1.7766,1.7767,1.7768,1.7769,1.777,1.7771,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7777,1.7777,1.7778,1.7779,1.778,1.7781,1.7781,1.7782,1.7783,1.7784,1.7784,1.7785,1.7786,1.7786,1.7787,1.7788,1.7788,1.7789,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7793,1.7793,1.7794,1.7794,1.7795,1.7795,1.7795,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
-3e-05,0.0002,-3e-05,0.00018045,-3e-05,4.9544e-05,-2.814e-05,1.8329e-05,-1.6539e-05,-1.84e-05,1.4348e-05,-3e-05,2.2368e-05,-3e-05,3.9387e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,5.971e-06,-4.5771e-06,3.9199e-05,-3e-05,4.5434e-05,-3e-05,4.2114e-05,-3e-05,1.155e-05,2.9992e-05,-2.2411e-05,2.409e-05,-1.9221e-05,2.0391e-05,-1.6248e-05,1.9949e-05,-1.7802e-05,2.2646e-05,-1.6342e-05,3.78e-06,1.0276e-05,-9.717e-06,1.2337e-05,-2.8205e-06,4.9275e-06,-3.8252e-06,1.4311e-06,-2.4337e-06,2.4806e-06,-3.7906e-08,1.8518e-06,-8.2812e-07,8.8153e-07,-5.2165e-07,1.3867e-06,-5.1555e-07,1.2206e-06,-2.6963e-07,1.0967e-06,-8.8128e-07,1.7739e-06,1.4711e-06,-3.7669e-06,-4.5153e-06,5.8723e-06,2.4925e-06,1.3575e-06,-2.6866e-06,1.9359e-06,-1.9413e-06,3.1615e-06,-3.854e-06,5.4907e-06,-7.8162e-06,9.7863e-06,5.7286e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,0.00016454,0.0002,0.0002,0.0002,0.0002,0.0001873,1.338e-05,4.089e-06,-6.5879e-06,7.1613e-06,-7.4474e-06,7.8414e-06,-8.5556e-06,9.9224e-06,-1.3013e-05,3.1994e-05
0,0.12609,0.42257,0.88821,1.5225,2.3249,3.2944,4.4303,5.7314,7.1965,8.824,10.612,12.56,14.665,16.925,19.338,21.901,24.613,27.47,30.47,33.61,36.886,40.296,43.836,47.503,51.293,55.202,59.227,63.363,67.607,71.955,76.401,80.943,85.575,90.293,95.092,99.968,104.92,109.93,115.01,120.14,125.33,130.56,135.84,141.15,146.49,151.86,157.25,162.66,168.08,173.5,178.92,184.34,189.75,195.14,200.51,205.85,211.16,216.44,221.67,226.86,231.99,237.07,242.08,247.03,251.91,256.71,261.42,266.06,270.6,275.04,279.39,283.64,287.77,291.8,295.71,299.5,303.16,306.7,310.11,313.39,316.53,319.53,322.39,325.1,327.66,330.07,332.33,334.44,336.39,338.18,339.8,341.27,342.57,343.7,344.67,345.48,346.11,346.58,346.87,347
50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50009,50010,50009,50007,50000,49986,49971,49963,49966,49991,50010,50010,50009,50010,50010,50008,50010,50007,50010,50000,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50000,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,49968,49881,49784,49701,49651,49647,49698,49807,49934,50010,49994,49865,49615,49259,48834,48376,47916,47482,47093,46768,46520,46358,46288
1717.9,1716.7,1716.3,1714.9,1711.8,1716.2,1715.7,1722.5,1721.7,1731,1729.4,1735.9,1734,1736.3,1731.4,1725.8,1727,1725.4,1720.6,1714.3,1695.4,1659.5,1615.3,1571.8,1520.3,1476.1,1430.7,1385.7,1346,1301.5,1264.3,1216.7,1185,1154.1,1125.5,1093.3,1061.7,1029.8,998.6,968.2,933.72,911.28,873.26,843.78,813.18,791.4,776.28,762.96,747.49,727.33,704.95,683.6,665.18,647.29,629.94,612.36,595.17,578.24,562.32,546.86,532.64,519.17,506.89,494.2,483.86,475.7,465.67,454.04,444.66,436.22,428.67,420.35,413.19,405.2,399.13,390.81,388.06,366.29,354.86,361.97,365,369.01,372.57,373.86,377.25,363.85,312.74,260.18,212.69,165.08,115.01,91.403,87.237,83.523,80.644,78.704,77.508,76.762,76.27,75.954,75.813
