24419,24425,24439,24462,24492,24532,24580,24637,24704,24780,24867,24964,25072,25192,25322,25466,25621,25789,25971,26168,26384,26620,26862,27094,27312,27519,27717,27899,28061,28214,28368,28532,28705,28872,29036,29195,29349,29497,29641,29780,29911,30038,30160,30277,30389,30504,30607,30711,30811,30907,30998,31086,31170,31251,31328,31402,31472,31540,31604,31666,31725,31781,31835,31889,31936,31982,32026,32066,32104,32140,32176,32208,32238,32277,32344,32458,32628,32845,33096,33364,33635,33903,34161,34408,34642,34863,35063,35241,35394,35521,35623,35698,35746,35766
1520,1520.7,1522.4,1525.1,1528.9,1533.7,1539.5,1546.6,1554.8,1564.2,1575,1587.2,1600.9,1616.1,1633,1651.6,1672,1694.2,1718.4,1744.6,1772.6,1802.8,1833.6,1864.1,1894.6,1924.9,1955,1984.7,2014.2,2043.6,2072.8,2101.8,2130.3,2158.4,2186.1,2213.4,2240.1,2266,2291.4,2316.1,2340,2363.2,2385.7,2407.4,2428.4,2449.1,2469.7,2489.7,2509,2527.6,2545.5,2562.8,2579.5,2595.6,2611.1,2626,2640.4,2654.1,2667.3,2680.1,2692.3,2704,2715.1,2725.9,2736.3,2746,2755.5,2764.4,2773,2781.1,2788.9,2796.3,2803.2,2809,2813.2,2816.6,2819.3,2821,2823,2825.8,2828.7,2830.5,2832.5,2833.7,2836.5,2838.5,2839.6,2841.6,2842.7,2843.3,2843.7,2844.1,2844.4,2844.5
0.026876,0.026927,0.027041,0.027212,0.02742,0.027658,0.027946,0.028275,0.028606,0.028995,0.029358,0.029787,0.030221,0.030512,0.03097,0.031414,0.031638,0.032114,0.032507,0.033336,0.034602,0.034926,0.032541,0.029154,0.026198,0.023926,0.021533,0.018489,0.016195,0.015179,0.015243,0.015892,0.015562,0.014375,0.0139,0.012842,0.012373,0.011371,0.011085,0.010166,0.0096721,0.0090557,0.0087228,0.007963,0.0081253,0.0075705,0.0070106,0.0071252,0.0065349,0.0063744,0.0059879,0.0057928,0.0055225,0.0053138,0.0050687,0.0048964,0.0046642,0.0045117,0.0043496,0.0041951,0.0040551,0.0038686,0.0038998,0.0038068,0.0033476,0.0035521,0.0031578,0.0032119,0.0028731,0.0031641,0.002913,0.0027182,0.0028933,0.0048516,0.0087379,0.014935,0.02162,0.027311,0.032372,0.035441,0.037802,0.039581,0.041159,0.042849,0.04472,0.046299,0.047071,0.047528,0.047938,0.048266,0.048539,0.048745,0.048887,0.048948
1562,1561.5,1560.4,1558.7,1556.2,1553.2,1549.4,1545,1539.8,1533.9,1527.2,1519.6,1511.3,1502,1491.8,1480.6,1468.3,1454.9,1440.3,1424.4,1407.2,1388.8,1370.1,1351.1,1331.4,1310.9,1289.9,1268.5,1246.3,1223.3,1199.4,1174.8,1150,1125.1,1099.7,1074.1,1048.1,1022,995.48,968.99,942.2,915.35,888.31,861.36,834.08,807.05,780.06,752.91,726.09,699.24,672.62,646.11,619.84,593.77,567.98,542.46,517.26,492.38,467.87,443.73,419.99,396.73,373.83,351.46,329.73,308.28,287.59,267.31,247.75,228.59,210.23,192.53,175.29,158.18,141.08,124.58,108.93,94.136,80.774,68.882,58.365,48.851,40.462,32.799,26.434,20.822,15.804,11.715,8.1942,5.33,3.0611,1.4435,0.42914,2.2255e-13
0.00034509,0.0003432,0.00032499,0.0003028,0.00026466,0.00025025,0.00026032,0.00022957,0.00022344,0.00021674,0.00018354,0.00022244,0.00014497,0.00012593,0.00020674,8.8248e-05,0.00011345,0.00014659,0.0001394,0.00033362,0.00030827,-0.0002438,-0.00085286,-0.00075966,-0.00063557,-0.00044922,-0.0006535,-0.00059781,-0.00036531,-0.0001143,7.4895e-05,0.00012254,-0.00025464,-0.00010426,-0.0001717,-0.0001242,-0.0001388,-0.00012486,-7.4999e-05,-0.00016708,-6.0285e-05,-0.00010451,-6.9937e-05,-0.00010381,7.1229e-05,-0.00022011,5.7858e-05,-8.896e-05,-4.346e-05,-5.6823e-05,-3.8721e-05,-4.6936e-05,-3.0701e-05,-5.2456e-05,-2.2334e-05,-4.9657e-05,-2.2134e-05,-4.8946e-05,-1.3668e-05,-4.607e-05,-7.9183e-06,-6.3448e-05,6.2212e-05,-0.00013127,2.3956e-05,-3.85e-05,-3.3843e-05,-3.0543e-05,-2.4217e-05,5.8681e-05,-0.00011435,-1.6835e-06,0.00019298,0.00082993,0.001378,0.0014578,0.0017887,0.001806,0.0013944,0.00092739,0.00083667,0.00065987,0.00075421,0.00089454,0.001045,0.00072327,0.00035825,0.00036642,0.00035053,0.00036682,0.00036963,0.00040412,0.00041628,0.00042442
1.682,1.682,1.6821,1.6821,1.6821,1.6821,1.6822,1.6822,1.6823,1.6823,1.6824,1.6825,1.6825,1.6826,1.6827,1.6828,1.6829,1.683,1.6831,1.6832,1.6833,1.6835,1.6836,1.6837,1.6839,1.684,1.6841,1.6843,1.6844,1.6845,1.6847,1.6848,1.6849,1.6851,1.6852,1.6854,1.6855,1.6856,1.6858,1.6859,1.686,1.6862,1.6863,1.6864,1.6866,1.6867,1.6868,1.687,1.6871,1.6872,1.6873,1.6874,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6886,1.6887,1.6888,1.6889,1.6889,1.689,1.6891,1.6891,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
5e-05,-5e-05,-4.1411e-05,-5e-05,-4.1411e-05,6.9832e-06,-3.6008e-06,-2.7898e-05,1.389e-05,-2.7371e-05,9.4979e-06,6.4379e-07,-4.7304e-05,3.584e-05,-6.1118e-06,-4.1752e-05,4.1853e-05,-2.4649e-05,4.2305e-05,3.931e-05,-5e-05,-4.2732e-05,-5e-05,4.0004e-05,4.2449e-05,3.2131e-06,-4.7443e-05,5e-05,4.5001e-05,4.9485e-05,3.4489e-05,-4.41e-05,-4.3238e-05,4.8026e-05,-4.3356e-05,4.4423e-05,-4.2372e-05,4.8231e-05,-4.2733e-05,3.2008e-05,-1.8943e-05,2.417e-05,-3.1804e-05,4.8368e-05,-3.7325e-05,3.0886e-06,2.8761e-05,-3.4064e-05,2.4495e-05,-1.5407e-05,1.2386e-05,-7.9938e-06,5.5865e-06,-2.7325e-06,1.3754e-06,9.0213e-07,-1.875e-06,3.8372e-06,-4.0711e-06,6.8113e-06,-1.0675e-05,1.6143e-05,-7.0835e-06,-2.1867e-05,4.1971e-05,-4.2287e-05,3.4149e-05,-3.1607e-05,4.341e-05,-3.229e-05,-1.0418e-05,4.1411e-05,5e-05,5e-05,5.0022e-05,4.4984e-05,4.9299e-05,-4.9852e-05,-5e-05,-5e-05,-4.0098e-05,-4.9106e-05,4.6432e-05,4.4086e-05,-4.1411e-05,-4.9978e-05,-4.7326e-05,-4.1411e-05,1.7065e-05,-2.1207e-05,4.9978e-05,4.4107e-05,4.9978e-05,4.4107e-05
2.8422e-14,0.14687,0.49219,1.0345,1.7731,2.7071,3.8356,5.1572,6.6704,8.3736,10.265,12.342,14.602,17.044,19.664,22.459,25.426,28.562,31.863,35.326,38.946,42.72,46.642,50.71,54.918,59.262,63.736,68.335,73.055,77.89,82.834,87.883,93.029,98.268,103.59,109,114.48,120.03,125.64,131.31,137.02,142.78,148.57,154.4,160.25,166.11,171.99,177.86,183.74,189.6,195.45,201.27,207.07,212.83,218.54,224.21,229.82,235.37,240.85,246.25,251.58,256.82,261.96,267.01,271.96,276.79,281.51,286.11,290.59,294.93,299.14,303.2,307.13,310.9,314.52,317.98,321.29,324.42,327.39,330.18,332.8,335.25,337.51,339.58,341.47,343.18,344.69,346.01,347.14,348.07,348.81,349.36,349.7,349.85
49999,49999,49999,49998,49998,49997,49997,49996,49996,49996,49996,49997,49996,49999,49999,49997,49995,49988,49967,49923,49814,49644,49436,49269,49177,49137,49134,49223,49422,49675,49889,49999,49995,50000,49998,50000,50000,50000,50000,49989,50000,50000,50000,50000,50000,49962,50000,50000,50000,50000,50000,50000,50000,49998,50000,49998,50000,50000,50000,49998,50000,50000,49999,49979,50000,49999,49999,49995,50000,49998,49985,49998,50000,49895,49502,48728,47499,45937,44197,42432,40726,39087,37582,36179,34942,33809,32790,31942,31216,30617,30146,29807,29593,29502
1514.9,1516.4,1521.3,1528.2,1538.4,1547.4,1554.9,1567.3,1577.5,1588,1601.1,1606.8,1623,1632,1629.7,1644.5,1643,1637.9,1633.6,1608.5,1599.7,1614.7,1602.2,1544.2,1484,1421.2,1385.7,1335.8,1279.6,1225.4,1173.9,1131.2,1110.9,1073.2,1042.6,1005.5,973.13,939.35,902.78,877.49,837.51,809.98,775.23,750.34,717.77,718.22,687.46,684.21,659.76,638.69,616.4,598.73,580.03,565.39,545.8,532.4,513.97,501.86,484.18,474.37,458.15,452.32,428.03,437.82,413.04,411.24,402.41,394.26,386.14,370.3,381.51,364.09,335.45,254.65,180.1,161.21,92.185,74.929,97.53,143.13,126.24,128.65,85.202,82.027,51.731,36.806,80.653,127.98,73.983,33.426,12.339,36.944,30.367,19.226
