5.0, 0, 20000.0, -7.01003E-05, 4.31161E-03, 0
5.0, 1, 20000.0, -1.31065E-04, 4.26818E-03, 0
5.0, 2, 20000.0, -1.91340E-04, 4.23560E-03, 0
5.0, 4, 20000.0, -3.11186E-04, 4.18598E-03, 0
5.0, 6, 20000.0, -4.36361E-04, 4.18333E-03, 0
5.0, 8, 20000.0, -5.70416E-04, 4.21854E-03, 0
5.0, 10, 20000.0, -6.01872E-04, 3.82922E-03, 0
5.0, 0, 25000.0, -7.38402E-05, 4.56148E-03, 0
5.0, 1, 25000.0, -1.37108E-04, 4.52141E-03, 0
5.0, 2, 25000.0, -2.01179E-04, 4.50057E-03, 0
5.0, 4, 25000.0, -3.28135E-04, 4.46530E-03, 0
5.0, 6, 25000.0, -4.63874E-04, 4.48917E-03, 0
5.0, 8, 25000.0, -6.11161E-04, 4.55358E-03, 0
5.0, 10, 25000.0, -6.41310E-04, 4.12151E-03, 0
5.0, 0, 30000.0, -7.35828E-05, 4.73017E-03, 0
5.0, 1, 30000.0, -1.38053E-04, 4.70607E-03, 0
5.0, 2, 30000.0, -2.04553E-04, 4.69219E-03, 0
5.0, 4, 30000.0, -3.36224E-04, 4.67435E-03, 0
5.0, 6, 30000.0, -4.78260E-04, 4.70875E-03, 0
5.0, 8, 30000.0, -6.31682E-04, 4.77243E-03, 0
5.0, 10, 30000.0, -6.51272E-04, 4.26282E-03, 0
5.0, 0, 35000.0, -5.66673E-05, 4.33156E-03, 0
5.0, 1, 35000.0, -1.13760E-04, 4.31738E-03, 0
5.0, 2, 35000.0, -1.73692E-04, 4.32698E-03, 0
5.0, 4, 35000.0, -2.94553E-04, 4.35741E-03, 0
5.0, 6, 35000.0, -4.34481E-04, 4.48669E-03, 0
5.0, 8, 35000.0, -5.90726E-04, 4.63252E-03, 0
5.0, 10, 35000.0, -5.71214E-04, 3.84836E-03, 0
5.0, 0, 40000.0, -3.06609E-05, 3.73335E-03, 0
5.0, 1, 40000.0, -7.75612E-05, 3.68886E-03, 0
5.0, 2, 40000.0, -1.29131E-04, 3.67432E-03, 0
5.0, 4, 40000.0, -2.28442E-04, 3.64369E-03, 0
5.0, 6, 40000.0, -3.38829E-04, 3.62454E-03, 0
5.0, 8, 40000.0, -4.53503E-04, 3.56135E-03, 0
5.0, 10, 40000.0, -4.38294E-04, 2.77256E-03, 0
5.0, 0, 45000.0, -5.80370E-05, 3.67217E-03, 0
5.0, 1, 45000.0, -1.05831E-04, 3.57788E-03, 0
5.0, 2, 45000.0, -1.54727E-04, 3.50317E-03, 0
5.0, 4, 45000.0, -2.43299E-04, 3.38538E-03, 0
5.0, 6, 45000.0, -3.34986E-04, 3.31932E-03, 0
5.0, 8, 45000.0, -4.27608E-04, 3.26581E-03, 0
5.0, 10, 45000.0, -4.66011E-04, 3.00973E-03, 0
7.0, 0, 20000.0, -6.16527E-05, 3.38479E-03, 0
7.0, 1, 20000.0, -1.15246E-04, 3.39702E-03, 0
7.0, 2, 20000.0, -1.69616E-04, 3.42097E-03, 0
7.0, 4, 20000.0, -2.82441E-04, 3.48721E-03, 0
7.0, 6, 20000.0, -4.05543E-04, 3.59892E-03, 0
7.0, 8, 20000.0, -5.40360E-04, 3.74901E-03, 0
7.0, 10, 20000.0, -6.89606E-04, 3.93555E-03, 0
7.000000000000001, 0, 25000.0, -6.91356E-05, 3.67859E-03, 0
7.000000000000001, 1, 25000.0, -1.27494E-04, 3.69562E-03, 0
7.000000000000001, 2, 25000.0, -1.86719E-04, 3.73032E-03, 0
7.000000000000001, 4, 25000.0, -3.10425E-04, 3.82711E-03, 0
7.000000000000001, 6, 25000.0, -4.47755E-04, 3.97428E-03, 0
7.000000000000001, 8, 25000.0, -5.99916E-04, 4.16464E-03, 0
7.000000000000001, 10, 25000.0, -7.68720E-04, 4.39224E-03, 0
7.0, 0, 30000.0, -7.15697E-05, 3.92039E-03, 0
7.0, 1, 30000.0, -1.33439E-04, 3.95282E-03, 0
7.0, 2, 30000.0, -1.96581E-04, 3.99909E-03, 0
7.0, 4, 30000.0, -3.28962E-04, 4.10931E-03, 0
7.0, 6, 30000.0, -4.75600E-04, 4.26492E-03, 0
7.0, 8, 30000.0, -6.36197E-04, 4.45299E-03, 0
7.0, 10, 30000.0, -8.15300E-04, 4.69216E-03, 0
7.0, 0, 35000.0, -6.52510E-05, 3.96771E-03, 0
7.0, 1, 35000.0, -1.26961E-04, 3.98759E-03, 0
7.0, 2, 35000.0, -1.89237E-04, 4.01313E-03, 0
7.0, 4, 35000.0, -3.20624E-04, 4.11966E-03, 0
7.0, 6, 35000.0, -4.71766E-04, 4.33369E-03, 0
7.0, 8, 35000.0, -6.39008E-04, 4.56403E-03, 0
7.0, 10, 35000.0, -8.19481E-04, 4.79495E-03, 0
7.0, 0, 40000.0, -3.59751E-05, 3.32438E-03, 0
7.0, 1, 40000.0, -8.74075E-05, 3.37619E-03, 0
7.0, 2, 40000.0, -1.41863E-04, 3.44919E-03, 0
7.0, 4, 40000.0, -2.56623E-04, 3.57770E-03, 0
7.0, 6, 40000.0, -3.80750E-04, 3.66474E-03, 0
7.0, 8, 40000.0, -5.07337E-04, 3.71386E-03, 0
7.0, 10, 40000.0, -6.40655E-04, 3.80992E-03, 0
7.0, 0, 45000.0, -4.48876E-05, 3.32573E-03, 0
7.0, 1, 45000.0, -9.48280E-05, 3.22959E-03, 0
7.0, 2, 45000.0, -1.44125E-04, 3.14577E-03, 0
7.0, 4, 45000.0, -2.40038E-04, 3.14356E-03, 0
7.0, 6, 45000.0, -3.43700E-04, 3.21070E-03, 0
7.0, 8, 45000.0, -4.51332E-04, 3.25799E-03, 0
7.0, 10, 45000.0, -5.59642E-04, 3.29826E-03, 0
9.0, 0, 20000.0, -5.74511E-05, 2.78418E-03, 0
9.0, 1, 20000.0, -1.06975E-04, 2.81282E-03, 0
9.0, 2, 20000.0, -1.53175E-04, 2.84802E-03, 0
9.0, 4, 20000.0, -2.56122E-04, 2.98020E-03, 0
9.0, 6, 20000.0, -3.74611E-04, 3.18196E-03, 0
9.0, 8, 20000.0, -5.09505E-04, 3.44221E-03, 0
9.0, 10, 20000.0, -6.67156E-04, 3.73597E-03, 0
9.0, 0, 25000.0, -6.64482E-05, 3.07685E-03, 0
9.0, 1, 25000.0, -1.21815E-04, 3.11083E-03, 0
9.0, 2, 25000.0, -1.72780E-04, 3.15508E-03, 0
9.0, 4, 25000.0, -2.87456E-04, 3.32894E-03, 0
9.0, 6, 25000.0, -4.19192E-04, 3.56078E-03, 0
9.0, 8, 25000.0, -5.70215E-04, 3.85689E-03, 0
9.0, 10, 25000.0, -7.47210E-04, 4.19078E-03, 0
9.0, 0, 30000.0, -6.98081E-05, 3.30040E-03, 0
9.0, 1, 30000.0, -1.29543E-04, 3.35982E-03, 0
9.0, 2, 30000.0, -1.84528E-04, 3.42283E-03, 0
9.0, 4, 30000.0, -3.07853E-04, 3.61236E-03, 0
9.0, 6, 30000.0, -4.48598E-04, 3.85389E-03, 0
9.0, 8, 30000.0, -6.11462E-04, 4.17101E-03, 0
9.0, 10, 30000.0, -8.03558E-04, 4.53426E-03, 0
9.0, 0, 35000.0, -6.68586E-05, 3.44296E-03, 0
9.0, 1, 35000.0, -1.28773E-04, 3.50631E-03, 0
9.0, 2, 35000.0, -1.83747E-04, 3.54407E-03, 0
9.0, 4, 35000.0, -3.09767E-04, 3.74393E-03, 0
9.0, 6, 35000.0, -4.55167E-04, 3.99234E-03, 0
9.0, 8, 35000.0, -6.24824E-04, 4.32583E-03, 0
9.0, 10, 35000.0, -8.20992E-04, 4.68608E-03, 0
9.0, 0, 40000.0, -4.40960E-05, 2.98871E-03, 0
9.0, 1, 40000.0, -9.82417E-05, 3.06881E-03, 0
