24419,24429,24454,24492,24544,24608,24685,24772,24870,24977,25091,25212,25338,25467,25598,25732,25867,26006,26150,26299,26459,26630,26812,27008,27211,27417,27619,27815,28007,28195,28378,28557,28730,28900,29065,29225,29381,29531,29677,29817,29952,30082,30208,30330,30445,30558,30668,30777,30878,30976,31071,31162,31249,31333,31414,31491,31565,31636,31703,31769,31833,31891,31949,32003,32053,32100,32145,32189,32230,32270,32307,32343,32377,32413,32457,32515,32592,32691,32811,32953,33115,33296,33493,33701,33915,34127,34332,34527,34707,34870,35014,35136,35235,35309,35356,35376
1520,1520.8,1522.7,1525.7,1529.7,1534.9,1541.2,1548.7,1557.4,1567.3,1578.5,1591,1604.8,1620.1,1636.9,1655.2,1675.2,1696.8,1720.3,1745.8,1773.2,1802.8,1833.5,1864.4,1895.3,1926.1,1956.8,1987.2,2017.4,2047.3,2076.8,2105.8,2134.5,2163,2191,2218.6,2245.6,2272,2297.8,2323,2347.5,2371.3,2394.3,2416.8,2438.8,2460.3,2481.3,2501.9,2521.9,2541.1,2559.8,2577.8,2595.3,2612.2,2628.5,2644.1,2659.2,2673.8,2687.7,2701.3,2714.4,2726.9,2738.9,2750.5,2761.5,2772.1,2782.3,2792,2801.4,2810.3,2818.8,2826.9,2834.6,2841.7,2848.2,2854,2859.2,2863.8,2867.9,2871.3,2874.1,2876.4,2878.2,2880,2881.6,2883,2884.3,2885.2,2886.1,2887,2887.6,2887.8,2888,2888,2888,2888
0.049087,0.048947,0.048616,0.048101,0.047391,0.046506,0.045418,0.04417,0.042705,0.041108,0.03928,0.037372,0.035217,0.033101,0.03114,0.029397,0.027935,0.026841,0.026156,0.025977,0.026229,0.026379,0.026912,0.026954,0.026349,0.02502,0.023304,0.021653,0.020575,0.019113,0.018196,0.016847,0.015973,0.015181,0.014307,0.013506,0.012767,0.012024,0.011388,0.010694,0.010163,0.0095253,0.0092158,0.0085771,0.0081616,0.0078717,0.0077512,0.0073543,0.0067235,0.0067305,0.0062453,0.0061249,0.0057565,0.0056127,0.0052899,0.0051629,0.0048715,0.0047807,0.0044985,0.0045554,0.0042644,0.0040734,0.0040458,0.003753,0.0035616,0.0034346,0.0033828,0.0032934,0.0032169,0.0031263,0.003068,0.0029736,0.0029885,0.0035871,0.0048053,0.0066061,0.0089769,0.011766,0.014793,0.018096,0.02165,0.025362,0.029143,0.032633,0.035648,0.038202,0.040369,0.042243,0.0439,0.045424,0.046773,0.047889,0.048782,0.049426,0.04983,0.05
1562,1561.6,1560.5,1558.9,1556.7,1553.8,1550.4,1546.3,1541.6,1536.1,1530,1523.2,1515.6,1507.2,1497.9,1487.7,1476.5,1464.1,1450.5,1435.7,1419.4,1401.8,1383.1,1363.9,1344.1,1323.9,1303.2,1282,1260.1,1237.8,1214.9,1191.7,1167.9,1143.7,1119.3,1094.5,1069.3,1044,1018.4,992.59,966.6,940.5,914.19,887.92,861.53,835.08,808.57,782.22,756,729.65,703.58,677.54,651.74,626.08,600.68,575.47,550.58,525.93,501.63,477.7,454.25,431.09,408.32,385.96,364.08,342.6,321.64,301.17,281.26,261.88,243.08,224.87,207.24,189.99,173.2,156.88,141.14,126.03,111.71,98.145,85.433,73.555,62.606,52.622,43.694,35.707,28.692,22.462,17.203,12.789,9.0342,5.9313,3.4486,1.6462,0.48937,-3.6022e-16
-0.00099387,-0.00099817,-0.00099368,-0.00099833,-0.00099578,-0.00099737,-0.0009973,-0.00099509,-0.001,-0.00098423,-0.001,-0.00095086,-0.001,-0.00081112,-0.0007469,-0.00055425,-0.0004714,-0.00025663,-0.00017692,7.2963e-05,2.1535e-05,0.00011556,9.8311e-05,-6.1723e-05,-0.00025117,-0.00035622,-0.00043652,-0.0002634,-0.00028791,-0.00025847,-0.0002072,-0.00027628,-0.00011348,-0.00019431,-0.00014431,-0.00015786,-0.00012881,-0.00013593,-0.00011342,-0.00011941,-9.5788e-05,-9.9668e-05,-5.1052e-05,-0.00013995,-1.9463e-05,-7.4327e-05,1.6816e-05,-0.00016296,-4.9623e-06,-6.1405e-05,-4.7206e-05,-4.3556e-05,-4.5528e-05,-4.0369e-05,-4.1391e-05,-3.5624e-05,-3.731e-05,-2.9881e-05,-3.3371e-05,-9.6479e-05,-9.0539e-05,-4.7621e-05,-4.8637e-05,-4.6464e-05,-3.6931e-05,-1.1323e-05,-1.7631e-05,-1.608e-05,-2.0734e-05,-1.6339e-05,-1.509e-05,-2.6462e-05,6.1301e-05,0.00024495,0.00040308,0.00059372,0.00076588,0.00090264,0.001015,0.0011818,0.0013112,0.0014606,0.0015204,0.001446,0.0013332,0.0012334,0.0011633,0.0011372,0.0011627,0.0012413,0.0012433,0.0012593,0.0012537,0.0012273,0.0012123,0.0012072
1.6821,1.6821,1.6821,1.6822,1.6822,1.6822,1.6823,1.6823,1.6823,1.6824,1.6825,1.6825,1.6826,1.6827,1.6828,1.6829,1.683,1.6831,1.6832,1.6833,1.6834,1.6835,1.6836,1.6837,1.6839,1.684,1.6841,1.6843,1.6844,1.6845,1.6847,1.6848,1.6849,1.6851,1.6852,1.6853,1.6855,1.6856,1.6857,1.6859,1.686,1.6861,1.6863,1.6864,1.6865,1.6867,1.6868,1.6869,1.687,1.6872,1.6873,1.6874,1.6875,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6887,1.6888,1.6889,1.689,1.689,1.6891,1.6892,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69,1.69
5e-05,-5e-05,4.4902e-05,-4.3768e-05,4.0359e-05,-3.9247e-05,3.9232e-05,-4.0054e-05,4.3225e-05,-4.0697e-05,4.9236e-05,-3.8235e-05,5e-05,4.9897e-05,5e-05,5e-05,5e-05,5e-05,4.597e-05,5e-05,-2.9522e-05,5e-05,-5e-05,-3.2222e-05,-5e-05,-1.2274e-05,-3.6513e-06,5e-05,-4.0888e-05,5e-05,-3.9591e-05,3.656e-05,-3.9806e-06,2.7963e-07,8.2801e-07,5.9235e-06,-3.991e-06,8.93e-06,-7.6052e-06,1.2483e-05,-1.1754e-05,2.0746e-05,-2.0485e-05,1.4389e-05,-6.9311e-07,9.5136e-06,-1.0616e-05,-1.1838e-05,3.039e-05,-2.7119e-05,2.1123e-05,-1.5198e-05,1.252e-05,-9.7743e-06,9.0118e-06,-6.8768e-06,6.3197e-06,-3.2794e-06,-1.6332e-06,-1.5294e-05,1.5514e-05,-2.4605e-06,4.7383e-06,-4.5679e-06,9.7224e-06,-2.3661e-06,2.5935e-06,-3.5551e-06,2.8311e-06,-1.5482e-06,9.3102e-07,-6.1796e-07,4.5205e-05,4.0265e-05,5e-05,5e-05,5e-05,2.996e-05,5e-05,5e-05,5e-05,5e-05,-6.9965e-06,-5e-05,-5e-05,-5e-05,-2.3171e-05,-9.9669e-06,3.1682e-05,3.6336e-05,-6.9965e-06,2.8035e-05,-4.8098e-05,-4.2859e-05,-5e-05,-6.9965e-06
2.8422e-14,0.1407,0.47151,0.99102,1.6986,2.5936,3.6749,4.9414,6.3917,8.0242,9.8372,11.829,13.997,16.339,18.852,21.534,24.382,27.393,30.563,33.89,37.369,40.996,44.769,48.682,52.732,56.913,61.223,65.655,70.205,74.869,79.641,84.515,89.488,94.552,99.704,104.94,110.25,115.62,121.07,126.57,132.12,137.72,143.36,149.03,154.73,160.45,166.19,171.94,177.69,183.44,189.18,194.9,200.6,206.27,211.91,217.51,223.06,228.57,234.01,239.39,244.69,249.93,255.08,260.14,265.12,269.99,274.76,279.43,283.98,288.41,292.72,296.9,300.95,304.86,308.64,312.26,315.74,319.07,322.24,325.25,328.1,330.78,333.29,335.63,337.8,339.79,341.61,343.24,344.69,345.96,347.04,347.93,348.64,349.16,349.49,349.63
50000,49969,49898,49789,49646,49475,49282,49074,48861,48652,48460,48295,48171,48101,48092,48147,48267,48451,48686,48967,49261,49571,49819,49952,50000,50000,49990,49998,50000,50000,50000,49990,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49991,49979,49995,50000,50000,49980,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49991,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49962,49831,49566,49137,48524,47733,46775,45669,44439,43125,41775,40433,39143,37931,36814,35811,34932,34170,33530,33023,32649,32409,32306
1745.1,1746.2,1747.7,1750.8,1754.3,1759,1764.1,1769.3,1775.2,1779.5,1786.1,1787.3,1795.9,1783.7,1780.2,1762.7,1753.1,1729.6,1716.8,1687.8,1680.4,1652.4,1604.2,1561.7,1521.1,1476.7,1431.7,1375.3,1331.4,1285.7,1237.3,1197.1,1159.8,1129.4,1092.2,1058.1,1022.6,989.24,953.96,921.19,887.24,854.49,818.91,799.02,773.88,763.11,738.3,731.84,697,679.41,657.93,638.96,620.87,602.29,584.66,567,550.88,534.84,520.9,513.42,500.21,484.53,473.75,463.3,452.56,440.74,432.71,424.32,416.87,408.82,401.35,395.4,379.74,352.6,325.92,297.35,272.28,247.42,220.75,186.4,152.4,119.58,108.63,102.9,99.259,93.183,68.495,69.33,72.18,-28.418,-28.867,-43.254,-59.151,-67.712,-61.637,-60.396
