24685,24688,24694,24704,24719,24740,24767,24801,24845,24900,24968,25052,25154,25274,25405,25531,25643,25735,25825,25941,26087,26244,26343,26438,26543,26631,26748,26909,27116,27332,27526,27746,27980,28208,28415,28594,28744,28912,29097,29251,29377,29495,29599,29676,29773,29877,30030,30176,30258,30366,30512,30636,30764,30873,30965,30951,30957,31022,31108,31151,31211,31278,31347,31456,31616,31770,31775,31804,31902,32054,32199,32316,32399,32505,32661,32801,32925,33029,33121,33206,33277,33338,33414,33516,33632,33755,33884,34013,34134,34242,34335,34411,34469,34506,34523
1520,1520.6,1522,1524.2,1527.2,1531.2,1536,1541.8,1548.5,1556.4,1565.3,1575.3,1586.6,1599.6,1614.1,1630.2,1647.6,1666.5,1686.5,1707.2,1729.9,1755.2,1782.5,1811.8,1842.7,1874.7,1907.3,1940,1972.8,2004.5,2036.2,2067.7,2098.4,2128.1,2156.7,2184.5,2212.5,2241,2268.2,2294.5,2320.4,2346.2,2370.9,2394.8,2418.3,2440.9,2463.2,2484.5,2505.1,2525.2,2544.9,2563.9,2582.5,2600.7,2618.9,2635.8,2652,2668,2683.9,2699,2713.8,2728,2741.5,2753.8,2766.3,2778.1,2788.7,2798.5,2807.1,2816.5,2827.4,2837.2,2845.9,2851.3,2856.7,2863.9,2870.8,2877.4,2882.9,2888.2,2893.5,2897.2,2898.8,2900.2,2901.6,2902.9,2904.3,2905.8,2906.8,2907.6,2907.8,2907.8,2907.7,2907.7,2907.7
0.01245,0.01264,0.013095,0.013792,0.014759,0.015977,0.017481,0.01922,0.021232,0.023426,0.026131,0.029031,0.032122,0.033875,0.032272,0.027474,0.021889,0.016919,0.019084,0.023003,0.027409,0.021009,0.012237,0.01573,0.012432,0.012458,0.017189,0.021987,0.025233,0.021976,0.021064,0.023896,0.022723,0.021133,0.017687,0.014791,0.012833,0.016147,0.014176,0.011506,0.0091887,0.0094735,0.0062425,0.0065991,0.0073222,0.009225,0.012466,0.007969,0.0053777,0.010368,0.0093205,0.0092083,0.0081946,0.0080239,0.0028618,-0.0024268,0.0032573,0.0057823,0.0052605,0.0022678,0.0060612,0.0037069,0.0072664,0.0092462,0.015231,0.0055316,-0.0011148,0.005722,0.010793,0.01391,0.011442,0.0092457,0.0072219,0.013837,0.015653,0.01379,0.0127,0.011099,0.010959,0.010177,0.0086523,0.0093522,0.014179,0.019129,0.022253,0.025994,0.030156,0.032889,0.034665,0.036294,0.037726,0.038915,0.039766,0.040307,0.040535
1562,1561.6,1560.6,1559.1,1557.1,1554.4,1551.2,1547.4,1542.9,1537.8,1532.1,1525.6,1518.5,1510.7,1502.3,1493.1,1483.1,1472.1,1460,1446.7,1432.4,1416.9,1400.2,1381.9,1362.4,1342,1320.5,1298.3,1275.7,1254.4,1231.8,1207.9,1184.6,1161.2,1137.9,1114.4,1090.1,1064,1039.2,1014.8,990.31,964.69,939.77,913.63,886.41,859.09,829.43,800.54,771.61,742.66,713.74,685.72,657.96,631.1,604.93,578.56,551.43,524.67,498.41,472.69,447.08,421.96,396.98,372.31,348.57,326.12,303.43,281.02,258.68,238.57,220.46,203.66,187.07,168.84,152.24,137.49,124.18,111.6,99.42,88.145,77.946,67.681,57.457,48.027,39.513,31.887,25.186,19.34,14.316,10.039,6.5224,3.7842,1.7869,0.53062,1.0309e-14
0.001396,0.0013983,0.0013953,0.0013899,0.0014056,0.0014164,0.0014302,0.0014211,0.0013862,0.0014569,0.0015419,0.0015095,0.0012114,0.00052103,0.00012626,9.8702e-05,2.2247e-05,0.00045774,0.0016027,0.0018249,0.0014499,0.0010305,0.0011502,0.0014103,0.00091759,0.00099641,0.001079,0.0011302,9.5275e-06,-0.001,0.00066164,6.3765e-05,-0.00026491,-0.00058424,-0.0005823,-0.00069468,0.00035807,0.00033302,-0.00069793,-0.00066995,-0.00054401,-0.00024072,-0.00091876,0.00048322,-0.00015521,0.0011548,0.0016476,0.0011359,0.0012945,0.001383,0.0011196,0.0008489,0.00078408,0.00028297,0.00022914,0.00063149,0.00081285,0.00059419,0.0004944,0.00046314,0.00053332,0.00051487,0.00076675,0.00080428,0.0003408,0.00053715,0.0010145,0.0012291,0.0013396,-0.00028889,-0.00045568,-0.00097476,0.00072456,0.0018266,0.00029664,-0.00026139,-0.00058044,-0.00025439,-4.2036e-05,-0.00053591,-0.00042806,0.0011775,0.0018362,0.0017157,0.0016794,0.0015768,0.0014951,0.0015252,0.0014856,0.001597,0.0017179,0.0017064,0.0016867,0.0016698,0.0016685
1.6828,1.6828,1.6828,1.6828,1.6828,1.6829,1.6829,1.6829,1.683,1.683,1.6831,1.6831,1.6832,1.6833,1.6834,1.6835,1.6836,1.6836,1.6837,1.6838,1.684,1.6841,1.6842,1.6843,1.6844,1.6845,1.6846,1.6848,1.6849,1.6849,1.685,1.6852,1.6853,1.6854,1.6856,1.6857,1.6858,1.686,1.6861,1.6862,1.6864,1.6865,1.6866,1.6867,1.6869,1.687,1.6871,1.6872,1.6874,1.6875,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6888,1.6888,1.6889,1.689,1.6891,1.6891,1.6892,1.6893,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69,1.69
-5e-05,3.8357e-05,-4.2982e-05,2.6322e-05,7.6075e-06,2.2255e-05,-5.6005e-07,-1.7099e-05,-1.1125e-05,-9.1499e-06,2.0625e-06,-1.0277e-05,-3.0427e-05,-2.4497e-05,-3.528e-05,-1.155e-06,-3.1373e-06,2.994e-05,3.8679e-05,-3.2279e-05,-1.217e-05,-3.7118e-05,3.6588e-05,-1.0498e-05,-4.9063e-05,3.8497e-05,-2.087e-05,-1.5271e-05,-4.9063e-05,3.7424e-05,5e-05,-2.2649e-05,1.9243e-05,-2.4305e-05,3.4708e-05,8.9903e-06,4.9309e-05,-5e-05,6.7027e-06,-4.2416e-05,4.9063e-05,-4.9063e-05,4.6565e-05,4.9007e-05,-2.8715e-05,5e-05,-3.1732e-05,1.1569e-05,-1.7042e-06,2.4755e-05,-3.7171e-05,1.632e-05,-5e-05,-9.5602e-06,7.828e-06,3.8329e-05,-3.2934e-05,-5.6408e-06,-3.0459e-05,3.053e-05,-1.9017e-05,1.552e-05,1.5524e-05,-3.7321e-06,-3.339e-05,4.9063e-05,-2.6118e-07,-3.8458e-06,-4.9063e-05,-2.2037e-05,-2.3937e-05,-2.9509e-06,4.943e-05,-3.0045e-06,-4.9063e-05,1.6207e-05,1.7544e-06,-3.7321e-06,-9.5602e-06,-1.0498e-05,4.9063e-05,4.99e-05,-4.6504e-06,-8.7698e-06,-1.4881e-05,-3.7846e-05,-2.1276e-06,1.4201e-07,-7.7445e-06,1.2286e-05,5.7655e-06,2.9142e-06,-2.2177e-05,-2.2177e-05,-2.9142e-06
0,0.13659,0.45775,0.96209,1.649,2.5178,3.5674,4.7967,6.2044,7.7888,9.5483,11.481,13.584,15.857,18.295,20.897,23.659,26.579,29.653,32.878,36.25,39.766,43.421,47.212,51.135,55.185,59.357,63.648,68.051,72.564,77.179,81.893,86.7,91.595,96.573,101.63,106.75,111.94,117.2,122.5,127.85,133.25,138.68,144.15,149.63,155.14,160.66,166.18,171.7,177.22,182.73,188.21,193.68,199.11,204.51,209.86,215.16,220.42,225.61,230.73,235.79,240.76,245.66,250.47,255.18,259.8,264.31,268.71,273,277.18,281.23,285.15,288.94,292.59,296.11,299.48,302.71,305.78,308.7,311.46,314.07,316.5,318.78,320.88,322.81,324.57,326.16,327.56,328.79,329.84,330.71,331.4,331.9,332.22,332.36
47927,47944,47984,48045,48123,48213,48310,48407,48493,48561,48590,48563,48474,48342,48218,48206,48377,48781,49250,49553,49717,49933,50694,51599,52501,53588,54460,54929,54985,54879,54927,54722,54327,53916,53616,53494,53596,53569,53317,53270,53414,53621,53874,54317,54559,54696,54388,54089,54302,54257,53876,53649,53361,53211,53199,54002,54620,54729,54652,54904,54997,55000,54958,54529,53678,52870,53236,53376,52899,52003,51189,50581,50219,49557,48520,47676,46971,46407,45903,45450,45106,44783,44299,43627,42870,42087,41277,40483,39750,39099,38535,38074,37730,37510,37416
1432.3,1433.4,1436.7,1442.1,1446.6,1452.9,1460,1470.5,1484.3,1486.6,1487.5,1500.7,1538.4,1615.6,1659,1665.7,1677.5,1642.1,1532,1512.7,1549.2,1584.5,1570.3,1541.4,1532.7,1483.5,1433.1,1383.9,1384.2,1388.3,1260.9,1233.9,1200.6,1160.4,1123.5,1094.7,1043.4,1010.2,1008.9,981.6,952.29,912.35,891.81,807.07,786.78,720.51,670.68,676.05,646.95,622.7,615.55,614.85,598.88,624.81,610.52,560.76,530.9,536.81,530.66,520.94,501.23,490.63,451.49,433.36,467.12,431.39,374.6,350.4,329.39,467.59,466.67,490.22,335.24,197.88,363.22,408.66,423.88,390.02,359.42,401.39,387,182.1,105.77,107.58,104.1,104.17,102.75,92.647,86.646,40.814,-25.752,-37.988,-43.624,-46.25,-48.358
