23860,23870,23894,23932,23983,24047,24124,24212,24313,24424,24545,24676,24818,24971,25137,25313,25497,25688,25890,26103,26327,26559,26792,27021,27246,27466,27680,27888,28090,28286,28474,28656,28830,28997,29157,29311,29457,29596,29729,29855,29975,30089,30197,30299,30396,30488,30575,30656,30733,30815,30910,31023,31160,31324,31515,31735,31981,32245,32519,32795,33068,33330,33578,33808,34017,34203,34363,34497,34604,34684,34734,34756
1524,1525,1527.4,1531.2,1536.4,1543.1,1551.2,1560.8,1572,1584.8,1599.3,1615.6,1633.7,1653.7,1675.7,1700,1726.4,1755.3,1786.4,1819.3,1853.5,1888.5,1923.4,1958.4,1993.2,2027.9,2062.3,2096.2,2129.6,2162.4,2194.5,2225.8,2256.3,2285.9,2314.6,2342.4,2369.1,2395,2419.8,2443.6,2466.5,2488.3,2509.3,2529.2,2548.3,2566.4,2583.7,2600.1,2615.6,2630.3,2644.1,2656.9,2668.7,2679.5,2689.4,2698.2,2706.2,2713.4,2720,2725.7,2730.9,2735.4,2739.3,2742.7,2745.7,2748.3,2750.4,2751.9,2753.1,2754,2754.5,2754.7
0.04297,0.042892,0.042707,0.042417,0.042024,0.041525,0.040925,0.040221,0.039421,0.03854,0.037733,0.03708,0.036645,0.03645,0.036197,0.03554,0.034495,0.033788,0.033568,0.033482,0.033084,0.031989,0.030181,0.028253,0.026526,0.024867,0.023325,0.021864,0.020513,0.01924,0.018063,0.016959,0.015928,0.014985,0.014106,0.013292,0.012531,0.011845,0.011182,0.010601,0.010042,0.0095548,0.0090738,0.0086703,0.008234,0.0079539,0.0076053,0.0070707,0.0072727,0.0083132,0.010096,0.012557,0.015612,0.019185,0.023193,0.027526,0.031781,0.035445,0.038506,0.041039,0.043101,0.044755,0.046059,0.047067,0.04783,0.048394,0.048822,0.049215,0.049558,0.049796,0.049939,0.05
994,993.5,992.31,990.45,987.89,984.63,980.65,975.93,970.44,964.17,957.05,949.05,940.12,930.21,919.28,907.31,894.24,879.9,864.24,847.5,829.82,811.56,792.94,773.81,754.14,734,713.4,692.42,671.07,649.42,627.47,605.28,582.92,560.39,537.74,515.02,492.28,469.57,446.91,424.33,401.92,379.69,357.73,336.02,314.65,293.61,273,252.89,233.05,213.51,194.32,175.57,157.36,139.84,123.17,107.44,92.816,79.432,67.328,56.469,46.778,38.194,30.617,24.027,18.333,13.482,9.452,6.1583,3.5725,1.6921,0.50374,-4.6802e-14
-0.00049718,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.00049905,-0.00046229,-0.00034583,-0.0002514,-0.00011386,-6.4178e-05,-0.00014086,-0.00031595,-0.00031546,-0.000125,-2.5251e-05,-4.3546e-05,-0.00018745,-0.00038835,-0.0005,-0.00044032,-0.0004019,-0.00037238,-0.0003406,-0.00031524,-0.00028648,-0.00026763,-0.00024118,-0.00022926,-0.00020545,-0.00019181,-0.00017457,-0.00016606,-0.00014789,-0.00014198,-0.00012993,-0.00011928,-0.00011143,-0.00010237,-9.7953e-05,-8.7518e-05,-9.3628e-05,-4.3163e-05,-0.00013238,-6.6899e-05,0.00016278,0.00035407,0.00055614,0.00074207,0.00092759,0.0011022,0.0012735,0.0013987,0.0013439,0.0011843,0.0010576,0.00092397,0.00081105,0.00069769,0.00060303,0.0005088,0.00043446,0.00036031,0.00036056,0.00042116,0.00042451,0.00038635,0.00038383,0.00038403
-5e-05,-4.9347e-07,-3.5799e-06,3.9182e-06,-4.0496e-06,4.1953e-06,-4.5518e-06,4.9214e-06,-2.1311e-06,5e-05,5e-05,5e-05,5e-05,-8.0984e-06,-5e-05,-5e-05,4.901e-05,5e-05,1.2607e-05,-2.4199e-05,-5e-05,-5e-05,-1.4499e-06,1.8327e-05,3.6008e-06,9.8706e-06,4.4564e-06,7.6922e-06,3.9049e-06,5.8623e-06,3.7132e-06,3.4542e-06,4.6893e-06,2.4865e-06,3.4156e-06,1.6632e-06,4.267e-06,-5.1033e-07,4.9996e-06,-7.2119e-07,4.7186e-06,-2.0376e-06,5.9618e-06,-5.1951e-06,1.0353e-05,-2.8922e-06,-1.9824e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,1.731e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-4.1996e-05,4.7193e-05,5e-05,-5e-05,-5e-05,2.5279e-05,-5e-05
1.4211e-14,0.1571,0.52636,1.1059,1.8945,2.8907,4.0925,5.4977,7.1035,8.9068,10.904,13.092,15.465,18.02,20.751,23.654,26.722,29.949,33.33,36.858,40.526,44.327,48.254,52.299,56.454,60.711,65.062,69.499,74.013,78.596,83.237,87.93,92.664,97.43,102.22,107.02,111.83,116.63,121.42,126.19,130.92,135.62,140.26,144.84,149.35,153.79,158.14,162.4,166.56,170.6,174.53,178.33,182,185.52,188.9,192.13,195.2,198.1,200.83,203.39,205.76,207.95,209.95,211.75,213.36,214.76,215.96,216.96,217.75,218.33,218.7,218.85
54942,54926,54888,54831,54757,54671,54577,54482,54393,54317,54260,54224,54208,54208,54224,54268,54365,54521,54700,54852,54957,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,54991,55000,55001,54918,54689,54261,53601,52691,51532,50145,48573,46800,44996,43227,41544,39974,38539,37254,36124,35150,34325,33647,33115,32727,32481,32377
1699.7,1700.3,1701.6,1703.4,1705.9,1708.9,1712.2,1715.8,1719.3,1720.9,1717.8,1715.1,1709.4,1707,1709.8,1716.7,1713.6,1696.6,1673,1649.6,1625.9,1595.5,1558.6,1512.3,1466.7,1420.3,1374,1328.7,1283.7,1238.9,1193,1150.6,1107.5,1065.3,1025.4,986.38,949.02,913.79,877.4,845.14,814.15,785.24,757.55,731.03,706.69,681.17,663.9,640.65,610.77,581.84,551.13,519.79,489.31,460.07,430.88,403.85,388.75,380.25,369.45,360.34,350.52,342.29,334.59,326.72,319.46,314.45,302.9,290.47,285.28,283.9,281.96,281.04
5.4055,5.4027,5.3993,5.3932,5.3837,5.371,5.3554,5.3366,5.3141,5.3079,5.3433,5.3641,5.4009,5.3853,5.2948,5.122,5.0522,5.1049,5.1016,5.0125,4.8372,4.6083,4.4731,4.4687,4.4482,4.4417,4.4269,4.4028,4.38,4.3611,4.3657,4.3312,4.3197,4.319,4.3071,4.2956,4.2845,4.2685,4.2833,4.2724,4.2625,4.2499,4.2414,4.2428,4.2274,4.2636,4.1781,4.2288,4.4297,4.6241,4.8549,5.1012,5.3455,5.5863,5.8418,6.0828,6.1724,6.1741,6.2173,6.2496,6.3,6.3432,6.3884,6.4342,6.4886,6.5115,6.637,6.8483,6.9408,6.9438,6.9812,6.9991
