24460,24466,24481,24505,24538,24582,24636,24702,24780,24869,24969,25079,25198,25324,25456,25593,25739,25900,26078,26271,26473,26675,26873,27063,27246,27414,27553,27656,27735,27848,28032,28268,28516,28734,28921,29106,29292,29478,29666,29849,30017,30163,30298,30426,30575,30742,30882,30975,31050,31123,31197,31276,31350,31421,31484,31539,31598,31671,31764,31882,32026,32196,32384,32582,32781,32973,33153,33314,33453,33567,33652,33707,33731
1524,1524.9,1527,1530.2,1534.7,1540.4,1547.3,1555.5,1564.9,1575.5,1587.3,1600.4,1614.5,1629.8,1646.1,1663.4,1681.3,1700,1719.3,1739.3,1760,1781.6,1804.7,1829.6,1856.7,1883,1908.9,1936,1968.9,2005.3,2039.9,2076.3,2111.8,2147.1,2180.4,2212.3,2243.3,2273.5,2302.4,2331.9,2360.4,2387.4,2413.9,2439,2462.1,2484.9,2507,2527.4,2547.3,2565.6,2582.5,2598.8,2614.4,2628.8,2642.7,2655.3,2667.6,2679.8,2690.1,2698.6,2706.3,2713.2,2719.3,2724.6,2729.4,2733.3,2736.7,2739.4,2741.4,2743,2744.1,2744.7,2745
0.023606,0.023757,0.024113,0.024657,0.025371,0.026189,0.027025,0.027785,0.028378,0.028703,0.028732,0.02852,0.027988,0.027152,0.026263,0.02568,0.026057,0.027255,0.028439,0.028691,0.027933,0.026343,0.024396,0.022423,0.020601,0.017281,0.01304,0.0088383,0.0084584,0.014538,0.020278,0.023018,0.021154,0.017424,0.01558,0.015786,0.015328,0.015409,0.015108,0.014316,0.012487,0.011165,0.010306,0.010571,0.01326,0.013018,0.0093618,0.0064947,0.0062541,0.0061195,0.0069272,0.0068318,0.0067061,0.0065502,0.0057231,0.0056061,0.0070256,0.0093036,0.012496,0.016666,0.021403,0.026363,0.031049,0.03503,0.038358,0.041207,0.043514,0.045441,0.04702,0.048273,0.049175,0.049754,0.05
994,993.5,992.34,990.5,987.99,984.82,980.98,976.5,971.35,965.57,959.15,952.09,944.39,936.08,927.12,917.5,907.17,896.19,884.63,872.7,860.33,847.46,833.7,818.86,802.74,786.76,770.69,753.58,733.02,709.51,686.16,662.19,638.97,615.96,592.58,568.75,545.26,521.8,499.05,475.77,452.99,430.21,407.38,384.46,361.41,339.54,319.37,299.36,278.34,258.24,238.28,219.2,200.71,182.9,165.97,149.49,133.28,117.59,102.52,88.155,74.672,62.208,50.924,40.904,32.125,24.509,18.031,12.607,8.2001,4.7453,2.2373,0.66658,-4.7721e-14
0.0008703,0.00087343,0.00086771,0.00083732,0.00079725,0.00069018,0.00056907,0.00041324,0.00025547,7.7419e-05,-3.9434e-05,-0.00014103,-0.00026305,-0.00030981,-0.00026689,-5.578e-05,0.00026018,0.00037134,0.00021566,-7.5905e-05,-0.00029286,-0.00043598,-0.00045695,-0.00039702,-0.00048575,-0.00087513,-0.00086513,-0.00071473,0.00071137,0.0013458,0.00085585,0.00010131,-0.00068644,-0.00059815,-7.3159e-05,1.1258e-05,-8.775e-05,4.9007e-05,-0.00013742,-0.00020688,-0.00040508,-0.00011232,-0.0002099,0.00041953,0.00038097,-0.00047758,-0.00085528,-0.00023374,-2.7067e-05,7.4828e-05,0.00015213,-0.00011934,4.7054e-05,-0.00016546,-0.00018486,0.00017767,0.00057484,0.00079126,0.0012173,0.0015333,0.0018201,0.0019407,0.0019072,0.0017062,0.0016588,0.001535,0.0014653,0.0014373,0.0014475,0.0014201,0.0014156,0.0014232,0.0014174
-4.3187e-05,3.7933e-05,-5.8473e-05,-2.5713e-05,-8.2625e-05,-9.2743e-05,-9.9818e-05,-9.2253e-05,-9.3552e-05,-7.4112e-05,-3.8637e-05,-4.6799e-05,-3.5223e-05,2.9951e-06,2.9031e-05,9.8989e-05,6.748e-05,5.441e-06,-5.1768e-05,-5.6069e-05,-4.0801e-05,-9.005e-06,-9.0234e-06,2.1483e-05,-7.3846e-05,-2.4195e-05,-6.669e-06,9.9047e-05,0.0001,-5.2548e-05,-9.9852e-05,-0.0001,-6.3168e-05,7.4362e-05,8.9162e-05,-5.0612e-05,3.0119e-05,-2.1064e-05,-6.8302e-06,-5.1308e-05,2.8285e-05,1.4543e-05,1.7338e-05,9.1704e-05,-6.3405e-05,-6.3521e-05,3.4201e-05,8.7474e-05,-3.369e-05,5.736e-05,-7.134e-05,1.3812e-05,-1.9599e-05,-4.8546e-05,5.068e-05,7.3464e-05,6.6412e-05,9.9042e-05,0.0001,9.9939e-05,8.178e-05,2.005e-05,-6.756e-05,-6.5252e-05,-1.6348e-05,-8.9779e-05,-1.0189e-05,-2.1603e-05,1.8023e-05,-6.4211e-05,5.5715e-05,-4.89e-05,3.8374e-05
0,0.17312,0.58004,1.2187,2.0878,3.1858,4.5106,6.0596,7.83,9.8185,12.021,14.434,17.053,19.872,22.887,26.092,29.48,33.046,36.783,40.683,44.74,48.945,53.291,57.77,62.374,67.093,71.918,76.842,81.854,86.945,92.106,97.326,102.6,107.91,113.25,118.61,123.98,129.35,134.71,140.05,145.36,150.63,155.85,161.01,166.11,171.12,176.04,180.87,185.59,190.19,194.67,199.01,203.22,207.28,211.18,214.91,218.48,221.87,225.07,228.09,230.91,233.53,235.94,238.14,240.13,241.9,243.45,244.77,245.87,246.74,247.38,247.79,247.96
49936,49944,49963,49988,50015,50038,50054,50056,50042,50011,49966,49909,49848,49790,49743,49697,49618,49453,49184,48820,48428,48064,47807,47689,47721,47800,48068,48649,49704,50648,50921,50841,50602,50561,50634,50649,50588,50482,50282,50137,50047,50050,50103,50155,49943,49570,49380,49472,49670,49826,49903,49926,49957,49958,49998,50051,50059,49951,49622,49039,48228,47166,45961,44696,43443,42249,41157,40193,39373,38714,38224,37909,37774
1539,1538.2,1536.7,1535.6,1535.5,1542,1549.5,1558.2,1565.1,1571.7,1571.8,1569.6,1568.2,1559.7,1542.3,1507.2,1458.3,1426.3,1418.5,1421.2,1416.6,1412.8,1420.7,1432.7,1425.2,1383,1374.3,1378.3,1377.7,1276.8,1263.1,1280.2,1287.1,1251.4,1137.7,1111,1085.2,1053.2,1041.5,1015.6,997.12,954.3,937.9,837.6,809.16,876.24,873.64,781.9,743.72,707.3,671.96,691.78,651.88,657.68,640.8,593.28,621.05,592.61,487.3,444.49,425.3,405.51,382.9,387.79,364.86,355.24,339.64,317.21,290.85,273.89,258.34,245.58,242.88
6.4662,6.4662,6.4631,6.4495,6.4241,6.3554,6.2735,6.1726,6.0696,5.9557,5.8748,5.8001,5.7089,5.6566,5.6562,5.7599,5.9223,5.9732,5.8699,5.6843,5.5338,5.4073,5.3589,5.3611,5.2306,4.8368,4.7556,4.7843,5.7705,6.1247,5.7346,5.1148,4.3495,4.3727,4.8419,4.8945,4.7607,4.8839,4.6738,4.5831,4.3701,4.6195,4.4882,5.1725,5.1353,4.2113,3.8279,4.4332,4.6346,4.7334,4.8115,4.4848,4.6623,4.4212,4.3924,4.7959,5.2557,5.498,5.9662,6.3455,6.7426,6.9985,7.1102,7.0379,7.1338,7.1475,7.2074,7.3118,7.4519,7.5299,7.6035,7.664,7.6771
