25846,25850,25858,25872,25891,25915,25944,25979,26019,26066,26117,26175,26237,26305,26378,26455,26537,26623,26713,26806,26900,26994,27093,27195,27303,27415,27533,27656,27783,27908,28029,28146,28260,28376,28500,28635,28776,28914,29048,29180,29317,29461,29609,29757,29895,30021,30143,30269,30394,30513,30632,30747,30849,30943,31032,31117,31198,31276,31351,31423,31497,31575,31659,31754,31859,31972,32095,32223,32354,32485,32616,32745,32871,32991,33106,33215,33317,33411,33497,33572,33636,33687,33726,33750,33761
1797.9,1798.6,1800.4,1803.1,1806.7,1811.3,1816.8,1823.3,1830.7,1839,1848.1,1858.2,1869.1,1881,1893.9,1907.7,1922.5,1938.1,1954.6,1971.7,1989.5,2008.4,2028.2,2048.8,2070.1,2092.1,2114.9,2138.4,2161.8,2184.9,2208.7,2233.2,2258.4,2284.5,2310.6,2336.5,2362.4,2387.7,2412.6,2436.1,2458,2479.2,2500.2,2521.5,2542.9,2562.9,2580.8,2597.9,2615.2,2631.7,2647.2,2663,2678.4,2692.6,2706.4,2719.7,2732.7,2745.1,2757.2,2768.6,2779.3,2789.2,2798.2,2806.5,2814.3,2821.3,2827.8,2834,2839.7,2844.8,2849.5,2853.7,2857.6,2860.9,2863.8,2866.4,2868.6,2870.6,2872.2,2873.5,2874.5,2875.2,2875.8,2876.1,2876.3
0.018723,0.018757,0.018834,0.01895,0.019106,0.019297,0.019512,0.019774,0.020014,0.020179,0.020288,0.020267,0.020203,0.020124,0.020034,0.019826,0.019636,0.019403,0.019,0.018433,0.017614,0.017166,0.01718,0.017194,0.017251,0.017362,0.017507,0.017693,0.017197,0.016218,0.015217,0.014336,0.01381,0.014092,0.015008,0.015706,0.015593,0.014751,0.014044,0.0141,0.014654,0.015108,0.015241,0.014536,0.013233,0.012242,0.012334,0.012709,0.012163,0.011856,0.011971,0.011045,0.0099184,0.0093857,0.0090725,0.0088105,0.008603,0.0083429,0.0081431,0.0082683,0.0088082,0.0096868,0.011114,0.012778,0.014423,0.016308,0.01805,0.019534,0.020746,0.021909,0.023048,0.024115,0.025024,0.025828,0.026758,0.027852,0.028967,0.030048,0.031046,0.031904,0.032635,0.033208,0.033631,0.033903,0.034019
994,993.57,992.57,990.98,988.86,986.16,982.93,979.14,974.76,969.88,964.45,958.5,951.99,944.89,937.18,928.95,920.06,910.58,900.56,890.01,878.93,867.04,854.3,840.94,826.93,812.26,796.93,780.94,764.72,748.23,731.15,713.43,695.24,676.7,657.79,638.79,619.83,600.95,581.93,562.63,543.13,523.62,504.16,484.97,466,447.01,427.76,408.54,389.73,371.01,352.32,334.19,316.36,298.6,281.06,263.82,246.9,230.37,214.17,198.27,182.7,167.47,152.64,138.35,124.68,111.62,99.26,87.666,76.824,66.727,57.334,48.687,40.725,33.646,27.523,22.157,17.487,13.415,9.9392,6.9858,4.5552,2.6493,1.2615,0.37755,2.6038e-16
0.00031227,0.00031158,0.00029566,0.00028445,0.0002875,0.00026468,0.00026137,0.0002631,0.00016316,0.0001124,3.0644e-05,-3.7984e-05,-4.0647e-05,-4.1886e-05,-6.8459e-05,-0.00011398,-6.8986e-05,-0.00014596,-0.00017986,-0.00028863,-0.00027939,-4.928e-05,2.0778e-05,-2.0857e-06,3.9772e-05,2.5559e-05,7.6898e-05,-1.8079e-05,-0.00025395,-0.00029146,-0.0002749,-0.00021032,-5.371e-05,0.0001979,0.00024883,9.5499e-05,-0.00015317,-0.00024069,-9.6164e-05,0.00011144,0.00013979,9.2004e-05,-5.6318e-05,-0.00028934,-0.00033641,-0.00012836,0.00013835,-1.9478e-05,-0.00019049,4.5309e-05,-8.3241e-05,-0.00035361,-0.00021919,-0.00010048,-8.0923e-05,-6.5662e-05,-6.3511e-05,-8.4301e-05,-2.1616e-05,0.00010774,0.00022947,0.00037341,0.00057906,0.00057107,0.00066667,0.00072811,0.00065478,0.00056864,0.0005142,0.00055581,0.00055623,0.00054446,0.00047335,0.00052713,0.00070391,0.00085467,0.00092434,0.0010143,0.0010238,0.00105,0.001061,0.0010486,0.0010646,0.0010682,0.0010699
4.3576e-05,-4.2169e-05,-5.9508e-05,3.0492e-07,-7.6049e-06,-3.5723e-05,2.9784e-05,-4.4575e-05,-8.1115e-05,-2.675e-05,-7.8245e-05,-6.7411e-06,1.119e-05,6.5441e-06,-3.8554e-05,1.3784e-05,-4.5719e-06,-3.4438e-05,-2.0229e-05,-5.1582e-05,6.7046e-05,6.79e-05,-8.9764e-06,6.2677e-06,7.1495e-06,-1.6234e-06,1.6747e-05,-7.5007e-05,-3.9901e-05,2.531e-06,1.1201e-05,2.5226e-05,6.57e-05,5.0946e-05,-1.9158e-05,-6.0011e-05,-5.5765e-05,1.1783e-05,5.6412e-05,3.5664e-05,-1.191e-05,-1.5395e-05,-6.1366e-05,-4.218e-05,1.9435e-05,8.2038e-05,2.491e-05,-8.4201e-05,2.4914e-05,4.6754e-05,-9.9203e-05,-1.1099e-05,5.3061e-05,1.2991e-05,9.3195e-07,6.2202e-06,-7.6648e-06,-6.7039e-07,2.9817e-05,2.5156e-05,1.8356e-05,5.7322e-05,3.5237e-05,-2.6785e-05,5.9028e-05,-2.1919e-05,-2.6162e-05,-4.821e-05,8.5609e-06,3.1436e-05,1.4965e-05,1.7761e-05,2.4613e-05,8.5166e-05,6.8406e-05,4.9806e-05,7.0165e-05,5.7165e-05,-7.9002e-06,5.8415e-05,-3.6039e-05,2.1334e-05,3.1042e-05,8.8023e-06,2.3325e-05
0,0.10843,0.36333,0.76355,1.3085,1.9974,2.8294,3.8032,4.9175,6.1708,7.5613,9.0872,10.746,12.536,14.455,16.499,18.666,20.954,23.358,25.875,28.503,31.237,34.073,37.008,40.038,43.159,46.365,49.653,53.018,56.456,59.962,63.53,67.156,70.836,74.563,78.333,82.14,85.98,89.847,93.735,97.64,101.55,105.48,109.4,113.31,117.22,121.1,124.97,128.81,132.62,136.39,140.12,143.79,147.42,150.99,154.5,157.93,161.3,164.59,167.79,170.91,173.94,176.88,179.71,182.45,185.08,187.59,190,192.28,194.45,196.5,198.41,200.2,201.86,203.39,204.78,206.03,207.15,208.12,208.95,209.64,210.19,210.59,210.84,210.95
55787,55801,55832,55881,55942,56014,56094,56182,56281,56376,56476,56575,56681,56796,56923,57051,57196,57348,57505,57670,57859,58088,58336,58572,58795,59000,59189,59358,59467,59573,59731,59956,60235,60525,60728,60801,60806,60785,60788,60715,60503,60192,59816,59463,59197,58964,58671,58302,57946,57607,57224,56891,56644,56426,56228,56042,55871,55704,55553,55392,55191,54926,54562,54090,53521,52861,52076,51232,50366,49493,48623,47768,46944,46154,45407,44709,44057,43459,42921,42450,42051,41732,41494,41342,41277
1508.1,1506.6,1507.1,1504,1494.7,1490.4,1482.6,1482.4,1473.6,1469,1467,1462.6,1453.3,1452.5,1448.2,1441.1,1437,1423.6,1408.7,1395.7,1379.1,1355.6,1338.6,1318,1299.2,1280,1269,1247.4,1209.1,1188.1,1175.7,1176.4,1187.2,1189.1,1150.4,1137.6,1127.7,1108.6,1064,961.22,915.78,892.81,896.5,931.04,908.13,812.39,729.4,735.6,747.86,681.77,682.38,719.03,668.56,638.69,626.21,615.4,605.59,597.3,583.22,555.82,527.78,499.32,463.37,452.46,429.47,409.08,404.18,400.52,393.05,373.62,362.69,355.12,353.5,338.28,341.75,337.37,331.63,313.42,297.85,278.14,265.41,260.4,250.6,245.8,243.66
4.6975,4.6955,4.6822,4.6697,4.6643,4.6415,4.6294,4.6189,4.5463,4.5026,4.4386,4.3792,4.358,4.3349,4.2922,4.2358,4.2383,4.1623,4.1154,4.0175,3.9938,4.1134,4.1208,4.0673,4.0571,4.0139,4.0169,3.9246,3.7209,3.6562,3.6323,3.6456,3.7338,3.9055,3.9235,3.7704,3.5227,3.4187,3.5432,3.7365,3.7608,3.7195,3.5791,3.3387,3.2861,3.5082,3.8021,3.6429,3.4652,3.7355,3.6073,3.3043,3.4602,3.5976,3.6189,3.6353,3.6371,3.6137,3.6853,3.8288,3.9587,4.1044,4.3036,4.3176,4.4288,4.5204,4.5004,4.4705,4.4701,4.5666,4.6255,4.6731,4.655,4.7765,5.0498,5.2928,5.443,5.6231,5.6959,5.7843,5.8452,5.8672,5.9164,5.9392,5.9493
