26650,26656,26669,26690,26719,26754,26797,26847,26904,26968,27039,27117,27200,27287,27374,27462,27550,27642,27741,27848,27964,28087,28221,28365,28515,28670,28830,28994,29162,29333,29502,29670,29832,29988,30147,30307,30455,30577,30669,30746,30821,30906,31002,31103,31205,31289,31359,31431,31507,31580,31648,31719,31790,31854,31909,31964,32015,32058,32103,32157,32225,32312,32422,32560,32726,32914,33119,33337,33562,33792,34021,34246,34463,34667,34857,35028,35181,35312,35422,35510,35575,35616,35634
1797.9,1798.7,1800.4,1803.1,1806.8,1811.7,1817.5,1824.3,1831.8,1840.2,1849.8,1860.9,1872.9,1885.8,1899.4,1914.4,1931,1948.6,1965.8,1983.6,2004.6,2028.2,2052.9,2078.1,2104.3,2131.5,2159.2,2186.8,2214.5,2242.2,2269.6,2296.3,2322.7,2347.8,2371.1,2394.5,2418.5,2442.9,2465.6,2486.1,2505.5,2524.1,2542.7,2560.8,2579,2596.8,2613.7,2629.7,2645.5,2661.1,2675.8,2689.9,2703.7,2717.4,2730.1,2742.2,2754.2,2765.5,2775.7,2784.9,2793.2,2800.6,2807.1,2813.2,2818.7,2824,2828.7,2832.7,2836,2838.7,2841,2842.9,2844.7,2846.4,2847.8,2849,2850.1,2850.9,2851.6,2852.1,2852.4,2852.6,2852.7
0.025854,0.025805,0.02569,0.02551,0.025274,0.024998,0.02471,0.024473,0.024347,0.024345,0.02425,0.023866,0.02311,0.021909,0.020365,0.019107,0.01833,0.018159,0.018579,0.019248,0.019624,0.01988,0.020698,0.020924,0.02082,0.020611,0.020398,0.020156,0.019915,0.019377,0.018521,0.017812,0.016539,0.015931,0.016135,0.015333,0.013164,0.0099262,0.0076296,0.0068319,0.0071191,0.0083256,0.0088847,0.0093224,0.0084218,0.0066713,0.0061396,0.0067101,0.0067494,0.0062358,0.0062577,0.0065674,0.0064428,0.0053846,0.0051561,0.0053033,0.0045946,0.0042164,0.0049713,0.0064189,0.0084246,0.010968,0.014388,0.018584,0.022579,0.02619,0.029569,0.032659,0.035617,0.038357,0.040773,0.042905,0.044605,0.04593,0.046946,0.04776,0.048394,0.048879,0.049272,0.049577,0.049799,0.04994,0.05
994,993.57,992.56,991.02,988.87,986.09,982.73,978.79,974.32,969.29,963.61,957.16,950.17,942.71,934.77,926.03,916.33,905.7,894.79,883.36,870.63,856.65,841.5,825.87,809.8,793.05,775.78,758.13,740.1,721.77,703.2,684.32,665.36,646.04,626.42,606.95,587.76,568.75,549.36,529.46,509.21,488.7,468.34,448.04,428.19,408.7,389.02,369.2,349.69,330.54,311.48,292.62,274.18,256.34,238.6,221.12,204.25,187.72,171.34,155.31,139.64,125.11,111.89,99.473,88.224,77.784,68.031,59.046,50.722,43.141,36.271,30.08,24.591,19.767,15.53,11.85,8.7261,6.1118,3.9786,2.3102,1.0947,0.32592,1.2515e-13
-0.00039476,-0.00039455,-0.0003945,-0.00039244,-0.00036447,-0.00033623,-0.00026372,-0.00016328,-3.5757e-05,-1.6096e-07,-0.00013328,-0.0003078,-0.00048982,-0.00068152,-0.00066728,-0.00041493,-0.00020905,7.1626e-05,0.00020956,0.00022254,3.3454e-05,0.0001983,0.00020694,-2.8143e-05,-2.985e-05,-7.677e-05,-4.5591e-05,-7.7986e-05,-6.4084e-05,-0.00021931,-0.00017211,-0.0002397,-0.0003068,2.2193e-05,-2.3228e-05,-0.00035175,-0.00066681,-0.00073354,-0.00030979,-8.6154e-05,0.0002364,0.00021623,0.00010256,1.724e-05,-0.0004063,-0.00030295,4.9553e-05,0.00013729,-0.00011851,-6.5122e-05,5.3316e-05,7.6495e-05,-0.00018726,-0.00023374,8.5149e-05,-8.3976e-05,-0.0002232,5.9023e-05,0.00033783,0.00050726,0.00069357,0.00091264,0.0012971,0.0014437,0.0013417,0.0013115,0.0012715,0.0012476,0.0012813,0.0012086,0.0011653,0.0010591,0.00089641,0.00076643,0.00066281,0.00060975,0.00052635,0.00050226,0.00049119,0.00048787,0.00047966,0.00048484,0.00048718
-1.6763e-05,1.0162e-05,-1.0162e-05,2.9784e-05,4.1787e-05,4.6921e-05,9.3459e-05,9.2256e-05,9.0144e-05,-4.5933e-05,-9.9351e-05,-0.0001,-9.5435e-05,-7.3115e-05,8.9715e-05,9.1559e-05,0.0001,8.6636e-05,3.0096e-05,-4.1772e-05,-2.9699e-05,8.7864e-05,-8.4193e-05,-1.9382e-05,-1.1254e-05,3.3311e-06,-4.2866e-06,3.7626e-06,-2.0068e-05,-2.806e-05,2.648e-05,-5.3765e-05,4.8857e-05,6.1462e-05,-7.0786e-05,-7.14e-05,-7.1383e-05,6.2461e-05,8.5681e-05,4.8861e-05,6.5923e-05,-5.7824e-05,1.5153e-05,-8.5455e-05,-5.3909e-05,7.8222e-05,6.8907e-05,-3.9628e-05,-3.9399e-05,4.2697e-05,1.4996e-05,-2.0176e-05,-8.3683e-05,7.5577e-05,3.0677e-05,-8.3211e-05,2.9126e-05,9.9928e-05,4.9562e-05,4.948e-05,4.8976e-05,8.8933e-05,0.0001,-1.6656e-05,-2.6836e-05,4.7238e-06,-4.0547e-06,1.4961e-05,-7.3639e-06,-1.4391e-05,-1.8239e-05,-9.454e-05,-8.0442e-05,-8.8866e-05,-4.3491e-05,-6.3081e-05,-5.9424e-05,-6.3625e-06,-1.5305e-05,-4.8643e-06,-1.5934e-05,4.6485e-05,-4.1262e-05
0,0.12395,0.41534,0.87282,1.4957,2.283,3.2337,4.3464,5.6194,7.0509,8.6388,10.381,12.275,14.317,16.505,18.836,21.307,23.913,26.651,29.517,32.507,35.617,38.842,42.176,45.617,49.158,52.794,56.52,60.331,64.222,68.185,72.217,76.31,80.46,84.659,88.903,93.184,97.496,101.83,106.19,110.56,114.94,119.31,123.68,128.04,132.38,136.69,140.97,145.21,149.41,153.56,157.66,161.69,165.65,169.54,173.35,177.08,180.72,184.26,187.7,191.03,194.26,197.37,200.36,203.22,205.96,208.57,211.04,213.37,215.56,217.6,219.49,221.24,222.82,224.25,225.53,226.64,227.59,228.38,229,229.46,229.75,229.87
49145,49141,49133,49115,49098,49084,49068,49049,49016,48973,48932,48917,48911,48916,48949,49047,49207,49392,49500,49565,49706,49910,50076,50171,50252,50325,50366,50358,50309,50223,50118,49987,49870,49732,49491,49231,49089,49153,49364,49591,49788,49872,49865,49789,49714,49754,49856,49914,49925,49956,49979,49963,49921,49935,49983,50003,50041,50102,50108,50002,49751,49318,48681,47819,46745,45527,44205,42822,41412,40010,38649,37353,36148,35048,34061,33189,32435,31797,31273,30860,30559,30368,30287
1508.4,1506.7,1505.6,1507,1507.4,1507,1505.5,1471.5,1447.7,1437.8,1472.4,1489.3,1486.6,1485.1,1482.6,1481.6,1464.2,1402.1,1333.1,1376.9,1457.2,1433.3,1378.2,1390.7,1395.1,1378.9,1344.4,1318.2,1284.3,1267.1,1208.9,1180,1149.4,1027.8,987.82,1021.3,1073.4,1049.9,905.11,829.24,771.24,755.9,747.4,734.56,774.93,734.14,680.32,654.53,670.36,646.92,616.6,597.98,617.52,610.29,555.12,566.15,574.46,521.41,474.88,439.1,404.44,399.99,384.04,360.16,356.22,336.4,311.21,280.43,231.4,209.4,180.51,168.64,175.75,176.26,174.92,161.26,158.54,141.01,123.02,106.87,97.397,87.506,83.22
4.6745,4.6735,4.6712,4.6712,4.6885,4.7024,4.752,4.8161,4.8866,4.8936,4.7942,4.6549,4.527,4.3586,4.3311,4.487,4.6268,4.8015,4.8479,4.813,4.6123,4.7311,4.7278,4.5151,4.4345,4.3904,4.3876,4.3189,4.3281,4.188,4.2302,4.1378,4.0581,4.3473,4.3284,4.0122,3.6669,3.5823,3.9956,4.192,4.4571,4.4248,4.3128,4.2356,3.767,3.8728,4.2163,4.2974,4.0086,4.0595,4.1744,4.1888,3.9043,3.8417,4.1663,3.9779,3.806,4.1152,4.3809,4.5509,4.7355,4.9885,5.4431,5.6673,5.6619,5.7428,5.8361,5.9648,6.1646,6.2567,6.3763,6.4223,6.3619,6.3458,6.3159,6.3632,6.3818,6.4553,6.5322,6.5992,6.6332,6.6727,6.6898
