26418,26420,26426,26435,26447,26465,26487,26515,26549,26590,26639,26696,26764,26845,26940,27049,27170,27297,27429,27563,27699,27836,27973,28113,28268,28438,28604,28751,28867,28957,29033,29112,29214,29342,29487,29641,29809,29989,30160,30323,30471,30594,30692,30769,30834,30918,31033,31161,31266,31349,31432,31522,31615,31717,31847,32006,32182,32357,32519,32661,32785,32890,32979,33056,33128,33201,33281,33371,33472,33581,33694,33807,33917,34021,34120,34210,34291,34360,34417,34460,34488,34500
1764,1764.6,1766,1768.3,1771.4,1775.3,1780.1,1785.8,1792.4,1799.9,1808.3,1817.9,1829,1841.8,1855.5,1869.6,1884,1898.7,1914.3,1930.7,1948.3,1967.2,1987.5,2010.9,2036.3,2061.3,2085.8,2109.2,2132.7,2157.5,2183.2,2208.2,2232.8,2257.3,2281.6,2305.7,2329.8,2353.2,2375.8,2398,2419.1,2439.5,2459.4,2479,2498,2515.5,2532.6,2550.1,2567.7,2583.7,2597.9,2611.6,2624.8,2636.4,2646.8,2656.5,2665.7,2674,2681.6,2688.2,2694.1,2699.3,2704,2707.9,2711.6,2714.8,2716.8,2717.9,2718.3,2718.6,2718.7,2718.8,2718.7,2718.5,2718.2,2717.7,2717.2,2716.6,2716,2715.6,2715.3,2715.2
0.0087011,0.0088102,0.0090701,0.0094795,0.010026,0.010677,0.01141,0.012236,0.013121,0.014001,0.014817,0.015845,0.017253,0.01915,0.020721,0.021662,0.021974,0.021616,0.02106,0.02024,0.019406,0.018631,0.017728,0.018115,0.019601,0.019587,0.017552,0.014108,0.010462,0.0079979,0.0072755,0.0083172,0.010702,0.012422,0.013277,0.013789,0.015096,0.014789,0.013769,0.012828,0.010939,0.0088081,0.0069496,0.0053279,0.0054679,0.0078224,0.010079,0.0095523,0.0071028,0.0063929,0.0069913,0.0075464,0.0076966,0.0094957,0.012421,0.014793,0.01575,0.015443,0.014116,0.012751,0.011361,0.009937,0.0087823,0.0081525,0.0082861,0.0093075,0.010984,0.013087,0.015491,0.017658,0.019381,0.02084,0.022146,0.023355,0.024593,0.025816,0.026961,0.027974,0.028808,0.029432,0.029838,0.030009
994,993.55,992.49,990.82,988.55,985.65,982.15,978.02,973.26,967.88,961.89,955.11,947.37,938.56,929.21,919.55,909.61,899.41,888.56,877.12,864.79,851.57,837.37,821.39,804.11,786.79,769.42,752.16,734.45,715.81,696.09,675.41,654.18,632.73,611.08,589.36,567.64,546.03,524.59,503.51,482.61,462.11,441.79,421.67,400.48,378.91,357.48,337.13,317.88,297.94,278.31,258.96,240.11,221.4,202.98,185.58,169.47,154.72,141.2,128.55,116.68,105.56,95.038,85.048,75.502,66.368,57.716,49.631,42.162,35.408,29.388,24.045,19.329,15.203,11.616,8.5454,5.971,3.8758,2.2445,1.0621,0.31557,6.4788e-17
0.0007417,0.00074482,0.00075746,0.00074951,0.00072736,0.00066729,0.00064093,0.00060701,0.00056594,0.00046076,0.00044459,0.00054996,0.00072528,0.00076381,0.00044532,0.00024677,-3.8522e-05,-0.00015092,-0.00020667,-0.00025814,-0.00020724,-0.00024099,-0.00015078,0.00034019,0.00025049,-0.00025487,-0.00066841,-0.00084604,-0.0007234,-0.00033149,1.2688e-05,0.00042721,0.00046155,0.00025951,9.998e-05,0.00020584,0.00018071,-0.00023851,-0.00013417,-0.00028617,-0.0004149,-0.0003965,-0.00034417,-0.00022588,0.00030411,0.00053935,0.00025475,-0.00044751,-0.00037388,3.8095e-05,0.00017268,2.4421e-05,0.00015439,0.00059508,0.00064398,0.00039362,6.6929e-05,-0.00022106,-0.00037562,-0.00032957,-0.00039993,-0.00036059,-0.0002785,-7.762e-05,0.00017613,0.00047851,0.00065931,0.00087098,0.00094301,0.00083182,0.00071758,0.00070413,0.00068554,0.00076165,0.00087792,0.00097725,0.001053,0.0011161,0.001138,0.0011685,0.0011711,0.001169
-2.2537e-05,4.7173e-05,9.473e-06,-2.1403e-05,-5.0542e-05,-5.4093e-05,-1.0741e-05,-3.2972e-05,-3.5349e-05,-6.8084e-05,4.4257e-05,5.4264e-05,8.8219e-05,-8.6392e-05,-9.2564e-05,-7.8322e-05,-8.3761e-05,-6.2394e-06,-2.7869e-05,3.9076e-06,1.2495e-05,-2.0476e-05,9.4838e-05,6.6917e-05,-7.4955e-05,-9.8327e-05,-7.5518e-05,-1.0366e-05,5.6779e-05,8.3678e-05,7.4817e-05,7.0141e-05,-4.5661e-05,-2.7878e-05,-2.6475e-05,5.5519e-05,-8.0016e-05,-2.2681e-05,1.2692e-05,-4.2965e-05,-6.7096e-06,1.686e-05,-1.979e-06,6.9471e-05,8.7097e-05,-2.2439e-06,-9.0778e-05,-9.6286e-05,9.7233e-05,5.1537e-05,1.04e-06,-3.7912e-05,9.7952e-05,5.7788e-05,-2.6388e-05,-8.1064e-05,-6.5233e-05,-7.1745e-05,5.9122e-06,-8.0199e-06,-7.8082e-06,1.7013e-05,4.144e-05,6.8151e-05,9.6421e-05,8.0324e-05,6.1898e-05,7.1255e-05,-2.3115e-05,-6.3946e-05,-2.5683e-05,-4.2851e-06,4.0066e-06,7.7487e-05,7.0616e-05,7.0778e-05,6.9505e-05,5.4537e-05,2.7092e-05,6.3534e-05,-4.9011e-05,7.2455e-05
0,0.14695,0.49239,1.0347,1.7731,2.7064,3.8333,5.152,6.6607,8.357,10.238,12.302,14.545,16.964,19.556,22.316,25.24,28.325,31.564,34.955,38.491,42.168,45.979,49.92,53.984,58.166,62.458,66.856,71.352,75.939,80.611,85.361,90.181,95.065,100.01,105,110.03,115.09,120.18,125.29,130.42,135.54,140.66,145.77,150.87,155.93,160.96,165.95,170.89,175.78,180.6,185.35,190.02,194.61,199.1,203.5,207.79,211.97,216.04,219.98,223.79,227.47,231,234.39,237.63,240.72,243.64,246.4,248.99,251.41,253.66,255.72,257.6,259.3,260.81,262.12,263.25,264.18,264.92,265.47,265.81,265.96
49067,49084,49121,49177,49250,49336,49430,49529,49627,49719,49800,49877,49956,50019,50005,49903,49729,49509,49295,49092,48939,48832,48791,48865,48904,48805,48686,48659,48851,49304,49893,50414,50733,50833,50775,50625,50353,49957,49587,49256,48995,48886,48936,49132,49386,49440,49233,48934,48816,48800,48711,48541,48337,48009,47429,46618,45626,44635,43736,42963,42304,41757,41308,40922,40568,40192,39741,39208,38598,37942,37273,36615,35983,35387,34834,34330,33883,33500,33188,32955,32804,32740
1193.4,1193,1191.4,1192.5,1195.1,1202.5,1204.9,1208.4,1214,1221.7,1222.8,1236.7,1254,1264.2,1252.9,1246.8,1232.1,1225.2,1220.7,1215.9,1218.8,1216.3,1239,1262.5,1242.2,1213.7,1171.8,1134.3,1131.7,1138.1,1077.1,997.85,975.24,951.85,933.1,925.24,914.4,873.04,872.54,850.4,828.28,818.6,805.82,789.82,692.6,651.54,657.77,741.47,709.76,606.61,572.07,569.55,535.18,459.91,435.71,432.08,434.75,424.2,411.21,383.73,368.55,346.58,322.05,292.77,295.44,211.69,125.45,41.736,4.2759,-10.44,-22.381,-50.64,-76.842,-118.44,-166.91,-214.58,-267.91,-322.05,-357.87,-391.06,-406.07,-411.24
5.4968,5.4968,5.4997,5.4896,5.47,5.4277,5.4018,5.3696,5.3308,5.2484,5.2206,5.2673,5.3443,5.3379,5.1237,4.9715,4.7644,4.6773,4.6298,4.5846,4.5999,4.5556,4.5872,4.896,4.812,4.419,4.0976,3.9176,3.9774,4.2295,4.4407,4.7145,4.7027,4.5269,4.3942,4.4636,4.4433,4.1113,4.2049,4.0833,3.9613,3.9644,3.9901,4.0727,4.5076,4.7001,4.4576,3.7834,3.8504,4.2651,4.3844,4.2473,4.376,4.7999,4.8886,4.7008,4.4529,4.2206,4.1196,4.2223,4.1892,4.2703,4.3873,4.6262,4.9551,5.3636,5.6435,5.9534,6.1059,6.0507,5.995,6.0612,6.1219,6.2925,6.5163,6.7328,6.9176,7.0751,7.1616,7.2464,7.2781,7.2872
