25093,25100,25118,25147,25185,25234,25292,25361,25439,25526,25621,25725,25836,25953,26076,26202,26329,26457,26581,26699,26809,26908,26997,27083,27172,27266,27360,27451,27535,27614,27706,27822,27958,28111,28275,28445,28613,28777,28938,29095,29247,29394,29537,29675,29809,29938,30063,30182,30296,30407,30515,30621,30723,30823,30918,31010,31099,31184,31266,31346,31422,31495,31565,31632,31696,31758,31818,31875,31930,31983,32032,32078,32121,32164,32204,32243,32280,32315,32349,32381,32411,32440,32467,32493,32518,32541,32565,32599,32649,32721,32816,32929,33056,33189,33326,33462,33592,33713,33822,33915,33992,34049,34087,34103
1520,1520.5,1521.7,1523.7,1526.3,1529.7,1533.8,1538.7,1544.3,1550.7,1558,1566.1,1575.1,1585,1595.8,1607.7,1620.7,1634.8,1650.1,1666.8,1684.9,1704.5,1725.8,1748.5,1772.6,1799,1826.7,1854.9,1883.5,1912.7,1942.3,1972,2001.4,2030.6,2059.4,2087.6,2115.2,2142.5,2169.5,2196.1,2222.3,2247.9,2273.1,2297.6,2321.6,2345,2367.7,2389.7,2411,2431.8,2452.2,2472.3,2492,2511.2,2529.8,2547.9,2565.3,2582.3,2598.8,2614.7,2630,2644.9,2659.2,2673,2686.3,2699.1,2711.5,2723.4,2735,2746.1,2756.8,2767.1,2776.9,2786.4,2795.5,2804.3,2812.6,2820.6,2828.3,2835.6,2842.5,2849.1,2855.4,2861.3,2867,2872.3,2876.9,2880.7,2883.4,2885.1,2886.2,2887,2887.6,2888.1,2888.4,2888.6,2888.5,2888.3,2888,2887.6,2887.2,2886.9,2886.7,2886.6
0.041386,0.041363,0.04131,0.04122,0.041088,0.040906,0.040661,0.04034,0.039929,0.039408,0.038759,0.037959,0.036986,0.035814,0.034415,0.032763,0.030824,0.028574,0.025972,0.023041,0.020024,0.016842,0.014607,0.014262,0.014302,0.013972,0.013212,0.011957,0.010376,0.010249,0.012489,0.014621,0.016161,0.017143,0.017505,0.017208,0.016324,0.015514,0.01476,0.013995,0.013279,0.012587,0.011948,0.011327,0.010746,0.010205,0.009656,0.009137,0.0086782,0.0083417,0.0080646,0.0077989,0.0075071,0.00719,0.0068707,0.0065877,0.006332,0.0060944,0.0058588,0.0056336,0.0054183,0.005218,0.0050256,0.0048508,0.0046858,0.0045378,0.0043884,0.0042693,0.0041839,0.0039931,0.003749,0.0036024,0.0035271,0.0034659,0.0033811,0.0033028,0.0032254,0.0031613,0.003093,0.0030352,0.0029712,0.0029215,0.0028628,0.0028265,0.0027671,0.0027867,0.0035186,0.0055482,0.0087519,0.012845,0.017192,0.021262,0.025042,0.028501,0.031658,0.034489,0.037015,0.039193,0.041053,0.042609,0.043835,0.044737,0.04531,0.045554
1562,1561.6,1560.8,1559.5,1557.7,1555.5,1552.7,1549.5,1545.8,1541.6,1536.9,1531.6,1525.9,1519.6,1512.8,1505.4,1497.4,1488.9,1479.7,1469.8,1459.1,1447.6,1435,1421.2,1406.3,1390.2,1373.1,1355.5,1337.2,1317.9,1297.3,1276,1254.3,1232.3,1209.9,1187.4,1164.7,1141.7,1118.4,1094.9,1071.1,1047.1,1023,998.69,974.27,949.74,925.14,900.47,875.76,851,826.24,801.52,776.87,752.31,727.85,703.51,679.3,655.24,631.37,607.71,584.26,561.05,538.1,515.43,493.05,470.98,449.26,427.87,406.85,386.25,366.08,346.29,326.92,308,289.55,271.59,254.12,237.15,220.71,204.81,189.45,174.65,160.42,146.76,133.7,121.22,109.09,97.149,85.511,74.314,63.783,54.094,45.254,37.266,30.107,23.768,18.22,13.454,9.4363,6.1434,3.5673,1.691,0.50348,-1.1894e-13
-0.00018738,-0.00018031,-0.0001943,-0.00020352,-0.00022561,-0.00024553,-0.00027679,-0.00030678,-0.00034744,-0.00038712,-0.00043727,-0.00048625,-0.000546,-0.00060386,-0.00067343,-0.00073913,-0.00081949,-0.00089003,-0.00098846,-0.0010001,-0.001,-0.00093599,-0.00035332,4.1512e-05,-4.3764e-05,-0.00013498,-0.00026404,-0.00037811,-0.00032418,0.00031701,0.00059441,0.00039337,0.00029889,0.0001351,2.1405e-05,-0.00014886,-0.00018833,-0.00015218,-0.00015567,-0.00014802,-0.00013791,-0.00013111,-0.00011896,-0.00011849,-0.00010282,-0.00010449,-9.9971e-05,-9.4389e-05,-7.3386e-05,-5.4889e-05,-4.8802e-05,-5.1265e-05,-5.6342e-05,-6.0631e-05,-5.6e-05,-4.9989e-05,-4.5292e-05,-4.4591e-05,-4.3411e-05,-4.221e-05,-3.9372e-05,-3.8245e-05,-3.5605e-05,-3.3593e-05,-3.099e-05,-2.956e-05,-2.9779e-05,-1.8104e-05,-2.4591e-05,-5.4459e-05,-4.4057e-05,-2.2862e-05,-1.2655e-05,-1.791e-05,-1.9637e-05,-1.9492e-05,-1.7314e-05,-1.7367e-05,-1.6603e-05,-1.6944e-05,-1.6384e-05,-1.5457e-05,-1.6416e-05,-1.0268e-05,-2.6555e-05,8.2576e-05,0.0004985,0.001043,0.0015356,0.0019259,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0019695,0.002,0.002,0.002,0.002,0.0019998,0.002
1.7745,1.7746,1.7746,1.7746,1.7746,1.7746,1.7746,1.7747,1.7747,1.7748,1.7748,1.7748,1.7749,1.775,1.775,1.7751,1.7752,1.7752,1.7753,1.7754,1.7754,1.7755,1.7756,1.7757,1.7758,1.7758,1.7759,1.776,1.7761,1.7762,1.7763,1.7764,1.7765,1.7766,1.7767,1.7767,1.7768,1.7769,1.777,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7776,1.7777,1.7778,1.7779,1.778,1.778,1.7781,1.7782,1.7783,1.7783,1.7784,1.7785,1.7785,1.7786,1.7787,1.7787,1.7788,1.7789,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7793,1.7793,1.7793,1.7794,1.7794,1.7795,1.7795,1.7795,1.7796,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78
0.0002,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,1.53e-05,-1.8846e-05,9.8556e-05,0.0002,1.6994e-05,-3e-05,-3e-05,-3e-05,-3e-05,9.0236e-05,0.00016169,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,8.5517e-06,1.9907e-06,-5.5595e-07,2.9035e-06,7.2555e-07,2.8045e-06,4.4447e-07,1.7761e-06,1.9118e-06,-7.3893e-07,1.4821e-06,1.731e-06,5.0427e-06,1.7309e-06,5.41e-07,-1.1225e-06,-8.1935e-07,-2.8244e-07,1.5294e-06,7.8103e-07,7.3594e-07,-1.7341e-07,4.6659e-07,1.7468e-07,6.487e-07,3.55e-08,8.0011e-07,1.1132e-07,8.3863e-07,-4.3695e-07,1.1609e-06,2.3812e-06,-5.8945e-06,-3.2217e-06,5.7081e-06,3.232e-06,8.4069e-07,-2.0795e-06,8.7765e-07,-6.0145e-07,1.334e-06,-1.1118e-06,1.3836e-06,-1.5435e-06,2.0894e-06,-2.2658e-06,3.408e-06,-3.4636e-06,1.9881e-06,8.8968e-05,0.0002,0.0002,0.0002,0.00010347,-8.9215e-06,1.0087e-05,-9.5561e-06,9.8734e-06,-1.1461e-05,1.5729e-05,-3e-05,4.1823e-06,3.1164e-05,-1.7159e-05,1.3374e-05,-1.3065e-05,1.4633e-05,-3e-05
0,0.12199,0.40883,0.85935,1.4731,2.2495,3.1878,4.2873,5.5467,6.9651,8.5411,10.273,12.16,14.199,16.39,18.729,21.215,23.846,26.618,29.53,32.579,35.762,39.076,42.518,46.084,49.773,53.579,57.5,61.533,65.672,69.915,74.258,78.696,83.225,87.843,92.543,97.321,102.17,107.1,112.09,117.14,122.24,127.4,132.6,137.85,143.13,148.44,153.78,159.15,164.53,169.92,175.32,180.73,186.13,191.52,196.9,202.27,207.61,212.92,218.21,223.45,228.65,233.81,238.92,243.97,248.95,253.88,258.73,263.51,268.21,272.83,277.36,281.79,286.14,290.38,294.52,298.55,302.47,306.28,309.97,313.53,316.98,320.29,323.47,326.52,329.43,332.21,334.84,337.32,339.66,341.85,343.89,345.78,347.51,349.09,350.51,351.76,352.86,353.8,354.58,355.19,355.64,355.93,356.05
44926,44903,44846,44759,44641,44494,44320,44121,43900,43660,43407,43146,42883,42626,42386,42174,42002,41888,41851,41913,42093,42410,42874,43420,44002,44663,45376,46122,46934,47799,48584,49178,49592,49842,49967,50000,49999,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49967,49829,49521,49007,48305,47466,46540,45572,44599,43653,42760,41942,41217,40599,40101,39730,39493,39391
1625.1,1624.6,1627,1629.4,1633.6,1638,1644,1650.1,1657.4,1664.5,1672.6,1680.5,1689.3,1697.8,1707.3,1715.8,1725.6,1734,1744.8,1745.8,1745.1,1737.3,1680.8,1641,1645.3,1644.7,1616,1580.8,1534.3,1460.3,1407.5,1372.8,1333.5,1298.5,1261.5,1222.4,1187.1,1155.2,1124.7,1092.1,1058.6,1026.2,994.04,962.44,930.31,900.79,868.68,835.3,806.64,786.85,772.74,759.22,742.38,721.22,698.89,678.81,660.86,643.42,626.02,608.8,591.79,575.47,559.77,544.96,531,518.07,506.1,493.91,483.95,476.5,466.19,455.33,445.83,438.13,430.49,422.99,415.58,408.63,401.88,395.53,389.44,383.64,378.34,372.69,369.46,354.27,304.38,242.74,178.76,123.88,110.34,105.66,101.76,97.117,88.729,72.917,47.579,27.329,-9.4365,-27.65,-37.024,-41.008,-42.705,-43.305
