24431,24440,24461,24495,24539,24595,24662,24738,24823,24917,25018,25125,25236,25351,25467,25584,25698,25809,25915,26013,26105,26188,26272,26362,26464,26585,26724,26880,27049,27228,27414,27600,27781,27957,28128,28294,28457,28617,28771,28922,29067,29207,29343,29475,29598,29714,29827,29937,30048,30152,30256,30356,30452,30545,30635,30721,30804,30883,30960,31033,31103,31170,31234,31296,31355,31411,31466,31518,31568,31616,31661,31705,31746,31787,31823,31859,31893,31925,31956,31988,32033,32103,32206,32340,32500,32680,32873,33074,33278,33478,33672,33854,34020,34168,34294,34396,34473,34522,34544
1520,1520.6,1522.1,1524.4,1527.5,1531.5,1536.4,1542.2,1549,1556.7,1565.4,1575.2,1586.1,1598.2,1611.5,1626.1,1642.2,1659.8,1679.1,1700.2,1723.3,1748.3,1775.4,1804.7,1835.1,1865.9,1896.9,1927.9,1958.8,1989.4,2019.7,2049.4,2078.7,2107.5,2135.9,2163.9,2191.6,2219,2246,2272.5,2298.3,2323.6,2348.3,2372.3,2395.3,2417.1,2438.2,2459.1,2480,2500.6,2520.7,2540.3,2559.4,2577.9,2595.8,2613.2,2630,2646.2,2661.8,2676.9,2691.4,2705.3,2718.8,2731.7,2744.2,2756.2,2767.8,2779,2789.7,2799.9,2809.8,2819.2,2828.2,2836.8,2845.1,2852.9,2860.4,2867.4,2874.1,2880.2,2885.1,2888.7,2891.3,2893.1,2894.6,2895.5,2896.1,2896.5,2896.6,2896.6,2896.4,2895.9,2895.2,2894.5,2893.8,2893.3,2893,2892.7,2892.6
0.048005,0.04788,0.047588,0.047127,0.046506,0.045717,0.04476,0.043632,0.042384,0.040979,0.039374,0.037643,0.035703,0.033648,0.031395,0.029039,0.026479,0.023845,0.021012,0.018541,0.015918,0.014252,0.014293,0.014605,0.016531,0.018466,0.019959,0.02106,0.021688,0.021823,0.021422,0.020437,0.019015,0.017923,0.016942,0.01607,0.015288,0.014523,0.013771,0.013028,0.012346,0.011668,0.011147,0.010487,0.0095271,0.0091499,0.0085685,0.0086711,0.0082941,0.0078654,0.0077438,0.0073335,0.0071116,0.0067783,0.0065501,0.0062548,0.006039,0.0057756,0.0055748,0.00534,0.0051677,0.0049679,0.0048239,0.0046513,0.004533,0.0043834,0.004287,0.0041468,0.0040671,0.0039302,0.0038753,0.003726,0.0037354,0.0036041,0.0034095,0.0034772,0.0033548,0.0033535,0.0032815,0.0041768,0.006751,0.01081,0.015816,0.02091,0.025602,0.030015,0.034176,0.038022,0.041551,0.044773,0.047617,0.050105,0.052335,0.05425,0.055837,0.057089,0.058009,0.058593,0.058842
1562,1561.6,1560.7,1559.3,1557.3,1554.8,1551.8,1548.3,1544.1,1539.5,1534.2,1528.4,1521.9,1514.8,1507.1,1498.6,1489.3,1479.3,1468.4,1456.4,1443.4,1429.1,1413.1,1395.7,1376.9,1357.3,1337.1,1316.3,1294.9,1273.1,1251,1228.6,1205.9,1182.8,1159.2,1135.3,1111.1,1086.6,1061.8,1036.9,1011.7,986.42,960.94,935.4,909.88,884.11,858.39,832.43,806.67,780.98,755.26,729.75,704.29,679.03,653.9,628.99,604.28,579.82,555.61,531.69,508.06,484.77,461.81,439.23,417.03,395.25,373.88,352.97,332.51,312.56,293.08,274.16,255.71,237.87,220.63,203.86,187.77,172.24,157.36,142.75,128.21,113.92,100.14,87.17,75.204,64.211,54.181,45.119,36.993,29.767,23.422,17.916,13.185,9.2105,5.976,3.4614,1.6388,0.48764,-1.9491e-13
-0.001,-0.00099821,-0.001,-0.001,-0.00098743,-0.001,-0.001,-0.001,-0.00095024,-0.001,-0.00097987,-0.001,-0.00099736,-0.001,-0.001,-0.001,-0.001,-0.001,-0.00094842,-0.00078793,-0.00083421,-0.00014079,2.2193e-05,0.00029313,0.00063614,0.00040922,0.00036467,0.00019316,0.00011507,-4.9844e-05,-0.00013814,-0.00031276,-0.00028256,-0.00021919,-0.00019994,-0.00017375,-0.0001561,-0.00016038,-0.00014658,-0.00015048,-0.00012499,-0.00013607,-7.5675e-05,-0.00020079,-0.00011347,-9.2836e-05,-6.3346e-05,3.1651e-05,-0.00014412,-5.4536e-06,-7.3969e-05,-5.0622e-05,-5.8186e-05,-5.0731e-05,-5.2537e-05,-4.8275e-05,-4.7464e-05,-4.5284e-05,-4.3581e-05,-4.0856e-05,-3.7381e-05,-3.566e-05,-3.2273e-05,-3.1535e-05,-2.7571e-05,-2.8046e-05,-2.4436e-05,-2.7469e-05,-2.1474e-05,-2.816e-05,-1.5668e-05,-3.6193e-05,2.0348e-05,-8.7393e-05,1.2159e-05,-1.6997e-05,-1.5793e-05,-2.0049e-05,5.1146e-05,0.00057584,0.0011644,0.0016997,0.0019927,0.002,0.0019577,0.002,0.002,0.002,0.002,0.001999,0.0019305,0.001962,0.002,0.002,0.002,0.0019973,0.002,0.0019891,0.002
1.7748,1.7748,1.7749,1.7749,1.7749,1.7749,1.7749,1.775,1.775,1.7751,1.7751,1.7751,1.7752,1.7753,1.7753,1.7754,1.7755,1.7755,1.7756,1.7757,1.7757,1.7758,1.7759,1.776,1.7761,1.7761,1.7762,1.7763,1.7764,1.7765,1.7766,1.7767,1.7768,1.7769,1.777,1.7771,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7777,1.7777,1.7778,1.7779,1.778,1.7781,1.7781,1.7782,1.7783,1.7784,1.7784,1.7785,1.7786,1.7786,1.7787,1.7787,1.7788,1.7789,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7793,1.7793,1.7793,1.7794,1.7794,1.7794,1.7795,1.7795,1.7795,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78
-3e-05,2.835e-05,-3e-05,3.3821e-05,-1.1197e-05,-7.632e-07,-1.3397e-05,3.4432e-05,3.8214e-06,-3e-05,2.5129e-05,-3e-05,2.3523e-05,-2.2436e-05,2.1645e-05,-2.2903e-05,2.5991e-05,-3e-05,8.6223e-05,-3e-05,0.00010408,0.0002,-3e-05,0.00017441,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-2.7308e-05,2.6051e-05,2.1523e-06,7.2685e-06,4.2268e-06,1.0548e-06,9.8996e-07,3.8238e-07,3.4393e-06,-6.2863e-07,7.3538e-06,-2.7423e-06,-2.1044e-05,3.6838e-05,-2.3876e-05,4.2142e-05,-3e-05,8.094e-07,1.622e-05,-1.8158e-05,1.3827e-05,-9.7352e-06,8.4615e-06,-6.5038e-06,6.4159e-06,-5.0079e-06,5.2047e-06,-4.1242e-06,5.0462e-06,-3.7618e-06,4.7824e-06,-3.9e-06,4.9657e-06,-4.3131e-06,5.4337e-06,-5.6215e-06,6.7649e-06,-7.5672e-06,9.6792e-06,-1.1979e-05,1.6333e-05,-1.2703e-05,-9.3537e-06,3.1593e-05,-3e-05,2.4834e-05,-2.72e-05,0.00010606,0.0002,0.0002,0.00016281,5.0969e-05,-3e-05,8.7135e-06,1.1894e-05,-2.3613e-06,-2.4987e-06,8.9134e-06,-3e-05,-3e-05,6.0418e-05,-1.7673e-07,9.414e-06,-1.5102e-05,1.6958e-05,-3e-05,6.3856e-06,0.0002
2.8422e-14,0.12461,0.41761,0.87776,1.5046,2.2974,3.2554,4.3776,5.6629,7.11,8.7174,10.483,12.406,14.484,16.715,19.096,21.625,24.3,27.118,30.075,33.17,36.398,39.757,43.243,46.853,50.582,54.427,58.385,62.451,66.621,70.89,75.255,79.711,84.253,88.878,93.579,98.353,103.19,108.1,113.06,118.07,123.13,128.24,133.38,138.55,143.75,148.97,154.21,159.45,164.71,169.96,175.21,180.44,185.66,190.86,196.04,201.18,206.28,211.34,216.36,221.32,226.22,231.06,235.84,240.54,245.16,249.7,254.16,258.52,262.79,266.96,271.03,274.99,278.83,282.56,286.17,289.66,293.02,296.25,299.34,302.3,305.11,307.79,310.32,312.7,314.93,317.01,318.93,320.7,322.31,323.75,325.04,326.16,327.12,327.91,328.54,329,329.29,329.42
49903,49871,49798,49686,49537,49357,49152,48927,48691,48452,48219,48004,47819,47675,47588,47572,47645,47826,48136,48589,49200,49979,50860,51812,52723,53476,54071,54502,54786,54940,55000,55000,54995,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,54991,55000,55000,55000,55000,54983,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,54993,55000,55000,55000,55000,55000,54959,54751,54265,53470,52392,51110,49692,48198,46686,45202,43780,42450,41233,40144,39200,38412,37786,37325,37031,36905
1755.5,1755.9,1757.2,1759.1,1760.8,1764.9,1768.7,1772.8,1773.5,1781.6,1784.7,1790.8,1795.2,1799.7,1803.6,1807,1809.5,1810.7,1806.4,1791.7,1793.4,1725.7,1703.4,1662.9,1598.6,1562.2,1515.1,1475,1429.8,1389.4,1345.8,1305,1257.3,1210.9,1171.2,1138,1108.4,1078.8,1046.4,1013.1,979.23,947.88,914.68,887.97,828.91,789.95,767.91,759.71,764.34,741.05,725.22,705.69,687.63,669.03,651.01,632.7,614.84,597.24,580.25,564,548.64,534.38,521.06,509.1,497.83,487.56,477.45,468.2,458.63,450.27,440.91,434.25,422.53,422.65,408.75,404.12,397.72,392.08,381.71,330.08,262.86,202.78,160.25,146.9,135.83,112.08,99.81,93.558,86.939,68.433,48.737,-3.8918,-44.103,-49.892,-50.493,-50.709,-51.736,-53.65,-55.283
