26548,26555,26572,26599,26636,26681,26735,26797,26866,26944,27030,27125,27229,27343,27465,27594,27729,27869,28018,28178,28344,28515,28692,28876,29062,29248,29431,29605,29768,29920,30075,30237,30409,30586,30760,30912,31016,31071,31102,31136,31197,31296,31428,31569,31705,31830,31944,32033,32084,32101,32099,32093,32099,32132,32202,32319,32483,32689,32926,33186,33462,33749,34042,34333,34615,34881,35126,35347,35541,35708,35847,35957,36038,36089,36111
1797.9,1798.9,1801.2,1804.8,1809.7,1815.9,1823.2,1831.8,1841.9,1853.4,1866.4,1880.2,1894.5,1911,1929.9,1949.6,1970.5,1993.2,2018.1,2044.2,2071.2,2099.5,2129.6,2160.4,2191.1,2221.7,2252.4,2282.5,2312.2,2340.3,2366.5,2391.8,2416,2440,2463.5,2488.3,2513.9,2536.8,2557.3,2576.4,2594.5,2612.1,2629.9,2647.6,2664.8,2681.3,2697.1,2712.7,2727.6,2741.7,2754.8,2766.7,2777.4,2786.6,2794.8,2802.4,2809.3,2815.7,2821.5,2826.6,2830.7,2834,2836.4,2838.6,2840.8,2842.8,2844.7,2846.4,2847.9,2849.1,2850,2850.7,2851.2,2851.5,2851.6
0.026749,0.026673,0.026495,0.026215,0.025838,0.025356,0.024833,0.024348,0.023957,0.023659,0.023556,0.023556,0.023759,0.023794,0.023514,0.023069,0.022411,0.02223,0.022425,0.022478,0.022075,0.021587,0.021458,0.021166,0.020292,0.019454,0.018031,0.016586,0.014833,0.013986,0.014297,0.014629,0.015229,0.015041,0.013968,0.010802,0.0062345,0.0030478,0.0022089,0.003579,0.0062053,0.0094263,0.011086,0.011167,0.010511,0.0096037,0.0085434,0.0058794,0.0026333,0.00043159,-0.00056175,-0.00022149,0.0015526,0.0046194,0.008974,0.014139,0.019469,0.024319,0.028556,0.032316,0.036039,0.039458,0.042739,0.045313,0.047093,0.048314,0.049096,0.049536,0.04974,0.049863,0.049911,0.049956,0.049978,0.049994,0.05
994,993.45,992.16,990.12,987.34,983.84,979.66,974.68,968.87,962.19,954.65,946.44,937.78,928,917.02,905.34,892.84,879.27,864.56,848.94,832.51,815.28,796.86,777.73,758.26,738.31,718.09,697.49,676.61,655.24,633.35,611.27,589.03,566.91,545.02,523.73,502.81,481.36,459.12,436.2,413.21,390.13,367.42,345.53,324.19,303.43,283.08,263.71,244.93,226.16,207.3,188.54,169.68,151.9,135.71,120.5,106.3,93.04,80.824,69.598,59.335,50.008,41.657,34.276,27.803,22.175,17.314,13.163,9.6576,6.7375,4.3742,2.5329,1.199,0.35663,1.4002e-16
-0.00049052,-0.0004892,-0.00049617,-0.00048883,-0.00049365,-0.00048154,-0.00040377,-0.00029796,-0.00021102,-0.00011211,-1.7183e-05,3.5468e-05,0.00010017,-7.763e-05,-0.00010972,-0.00021851,-0.0001598,2.671e-05,6.394e-05,-5.2367e-05,-0.00014516,-9.1079e-05,-9.2596e-07,-0.00017433,-0.00019627,-0.00025444,-0.00035019,-0.00034002,-0.00037099,1.1556e-05,5.7541e-05,0.00012004,6.7707e-05,-0.00012388,-0.00038127,-0.00089354,-0.00085546,-0.00042426,8.4821e-05,0.00042838,0.00064843,0.00057678,0.00012409,-5.8476e-05,-0.00020845,-0.00016141,-0.00038542,-0.00074326,-0.00065134,-0.00036395,-9.5198e-05,0.00027177,0.00060582,0.0009834,0.0013096,0.0015157,0.0015042,0.0014014,0.0012563,0.0012749,0.0012933,0.0012871,0.0012645,0.0009344,0.00073346,0.00051261,0.00037255,0.00018412,0.00013295,6.32e-05,5.5537e-05,4.7274e-05,3.8986e-05,4.3342e-05,3.9205e-05
9.8481e-06,-1.8005e-06,-1.5897e-05,2.2617e-05,-2.3174e-05,5.304e-05,6.8758e-05,7.9094e-05,3.6593e-05,7.5654e-05,1.2339e-05,5.4418e-05,-3.6673e-05,-5.2633e-05,-8.5293e-06,-3.7732e-05,6.6664e-05,3.525e-05,-1.2527e-05,-4.2409e-05,-4.8714e-06,3.1589e-05,-8.1384e-06,-4.7345e-05,2.0244e-05,-4.6856e-05,1.4435e-05,-2.8375e-05,5.1689e-05,6.3799e-05,-1.2848e-05,2.5385e-05,-4.623e-05,-2.6316e-05,-9.8011e-05,-6.8872e-05,6.9591e-05,9.8087e-05,9.6663e-05,4.5884e-05,3.9134e-05,-8.0372e-05,-6.9748e-05,-3.0085e-05,-1.4129e-05,6.0506e-06,-9.6486e-05,-3.2978e-05,6.0236e-05,6.2009e-05,7.5417e-05,9.1073e-05,8.2486e-05,0.0001,7.041e-05,3.2888e-05,-2.9575e-05,-3.4983e-05,-3.8499e-05,3.8133e-05,-2.9175e-05,3.6714e-05,-9.9974e-05,-9.8607e-05,-9.7917e-05,-9.6982e-05,-9.6971e-05,-9.6249e-05,-1.8076e-05,-6.9835e-05,3.564e-05,-5.6161e-05,4.0459e-05,-4.402e-05,4.2225e-05
0,0.15378,0.51525,1.0826,1.8548,2.8305,4.0079,5.3849,6.9592,8.7278,10.688,12.835,15.167,17.678,20.365,23.222,26.245,29.427,32.764,36.25,39.878,43.642,47.535,51.55,55.681,59.919,64.257,68.688,73.203,77.796,82.456,87.177,91.949,96.765,101.62,106.49,111.39,116.29,121.19,126.09,130.96,135.81,140.63,145.4,150.12,154.78,159.37,163.89,168.32,172.66,176.9,181.03,185.04,188.93,192.7,196.33,199.81,203.15,206.33,209.36,212.21,214.9,217.41,219.74,221.89,223.85,225.62,227.19,228.57,229.75,230.72,231.49,232.06,232.42,232.58
49941,49937,49928,49916,49904,49888,49865,49852,49849,49862,49883,49879,49819,49794,49817,49819,49832,49877,49948,49988,50000,50017,50063,50061,50019,49960,49914,49892,49917,49943,49853,49661,49344,48963,48584,48419,48630,49101,49664,50139,50373,50286,49946,49532,49132,48796,48523,48403,48533,48900,49385,49861,50194,50266,49993,49330,48281,46924,45360,43676,41920,40146,38398,36732,35197,33813,32588,31526,30621,29864,29251,28773,28427,28208,28115
1530.5,1530.3,1530.4,1528.5,1527.2,1511.9,1498.8,1496.6,1492.7,1489.1,1478.7,1437.5,1423.2,1484.1,1463.7,1444.8,1435.5,1447.7,1450.4,1417.9,1394.9,1394.7,1383.7,1350.2,1320.1,1292.6,1265.7,1216,1175.3,1043.1,986.17,922.52,897.07,889.79,908.57,1026.4,971.93,823.78,728.17,669.43,636.05,621.12,650.97,650.94,651.08,627.86,634.83,658.05,628.29,595.48,545.84,488.17,430.62,408.75,395.61,374.32,356.85,343.37,332.41,285.93,234.05,182.18,133,168.85,174.11,190.04,193.77,223.22,198.09,189.34,167.66,151.93,139.86,127.62,124.53
4.5742,4.5729,4.564,4.5637,4.553,4.5519,4.5938,4.6525,4.6961,4.7453,4.7938,4.8251,4.8521,4.7082,4.6635,4.5555,4.5443,4.6213,4.6134,4.5294,4.4458,4.4097,4.487,4.3124,4.2905,4.2123,4.1055,4.0997,4.0325,4.3436,4.375,4.4358,4.3874,4.2319,3.9682,3.3596,3.3746,3.8209,4.3128,4.5893,4.7708,4.7096,4.3041,4.1458,3.9702,4.0154,3.7916,3.2895,3.3956,3.7423,3.9884,4.3677,4.6789,5.016,5.352,5.6357,5.6895,5.6823,5.6549,5.7965,5.9505,6.0901,6.2222,5.9822,5.8742,5.7437,5.684,5.5248,5.5597,5.5434,5.5979,5.638,5.663,5.6928,5.6964
