24460,24469,24491,24525,24571,24628,24696,24774,24860,24955,25058,25169,25288,25415,25549,25693,25851,26021,26205,26403,26618,26847,27089,27338,27583,27814,28026,28218,28397,28564,28721,28884,29061,29249,29445,29637,29817,29981,30138,30291,30444,30597,30728,30839,30939,31029,31115,31195,31258,31306,31350,31401,31467,31552,31660,31793,31951,32131,32330,32543,32763,32983,33194,33390,33566,33716,33839,33930,33990,34015
1524,1525,1527.4,1531.1,1536.7,1543.9,1551.3,1560.4,1570.5,1582.1,1594.6,1608.5,1623.4,1639.5,1656.5,1674.6,1693.4,1713.4,1734.4,1757.4,1782.2,1810.6,1842.8,1874.5,1908.4,1943.9,1981.5,2020,2055.6,2091.9,2125.8,2158.9,2191,2223.4,2254.5,2285.7,2315.2,2346.9,2377.6,2404,2430,2454.6,2478.5,2500.9,2522.6,2542.7,2561.7,2579.8,2597.1,2613.5,2628.7,2642.8,2656.7,2670.5,2683.1,2693.9,2703.2,2711.3,2718.6,2725.1,2730.8,2735.6,2739.7,2743.1,2745.9,2748.1,2749.7,2750.9,2751.7,2752
0.033347,0.033231,0.032957,0.032547,0.032021,0.031378,0.030625,0.029779,0.028866,0.028033,0.027335,0.026686,0.026228,0.025632,0.025404,0.025706,0.026307,0.026747,0.027171,0.028111,0.028533,0.028965,0.028933,0.02782,0.02562,0.022928,0.01994,0.017579,0.016049,0.014322,0.013801,0.014565,0.01522,0.01587,0.015853,0.014902,0.013514,0.012409,0.01201,0.011709,0.012023,0.011182,0.0092502,0.0082678,0.0075217,0.0069464,0.0069657,0.0060917,0.0045574,0.0038865,0.0041939,0.0053464,0.0072469,0.0097883,0.01287,0.016382,0.020215,0.024262,0.028429,0.032583,0.036366,0.039568,0.042229,0.044413,0.046173,0.047557,0.048604,0.049346,0.049807,0.05
994,993.49,992.26,990.39,987.58,984.04,980.13,975.4,970.06,963.95,957.19,949.68,941.52,932.62,923.06,912.73,901.77,890.11,877.73,864.17,849.66,833.46,815.37,797.18,777.68,757.14,735.09,712.17,689.89,666.65,643.38,619.53,595.89,571.85,548.22,524.29,501.2,476.37,451.28,427.59,403.49,380.55,358.13,335.89,313.76,292.47,271.52,251.38,231.81,212.5,193.43,174.68,156.43,138.79,121.89,105.86,90.806,76.83,63.992,52.352,41.981,32.899,25.051,18.374,12.809,8.3049,4.8052,2.2724,0.67536,3.6203e-15
-0.0006275,-0.00062882,-0.00062121,-0.00057962,-0.00055538,-0.00054004,-0.00052379,-0.00050082,-0.00045605,-0.00032956,-0.00028558,-0.00019911,-0.00017219,-0.00018052,3.5876e-05,0.00012794,0.00018065,5.5825e-05,0.00020383,0.0001767,7.2298e-05,8.9183e-05,-0.00012074,-0.00035437,-0.00052266,-0.00056777,-0.00057947,-0.00033046,-0.00031492,-0.00026668,7.3076e-05,0.00014807,0.00011291,9.3797e-05,-0.00010881,-0.0002182,-0.00026608,-0.00011397,-7.4464e-05,8.4495e-06,2.7382e-05,-0.00034504,-0.0003021,-0.00012575,-0.00016974,-3.072e-05,-3.6905e-05,-0.00032418,-0.00027391,-3.2282e-05,0.00017488,0.00038332,0.00057907,0.0007683,0.00094854,0.0011174,0.0012787,0.0014249,0.0015717,0.0016418,0.001567,0.0014581,0.0013645,0.0012818,0.0012112,0.0011527,0.0011063,0.0010722,0.0010503,0.0010411
1.2445e-05,-1.2445e-05,5e-05,5e-05,1.2445e-05,1.2445e-05,1.2445e-05,1.2445e-05,4.5654e-05,5e-05,7e-06,4.8598e-05,-2.9532e-05,5e-05,4.984e-05,2.4142e-05,-1.6311e-05,-1.034e-05,4.8684e-05,-5e-05,1.2254e-05,-2.6572e-05,-5e-05,-5e-05,-1.3418e-05,-1.5254e-05,2.7719e-05,4.1156e-05,-1.9552e-05,5e-05,5e-05,-1.2445e-05,5.4127e-06,-2.5011e-05,-3.2861e-05,-1.3988e-05,7.6436e-06,3.042e-05,-6.256e-06,3.5629e-05,-5e-05,-5e-05,5e-05,3.0463e-06,2.0626e-06,3.7713e-05,-5e-05,-3.8998e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-4.6845e-06,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-4.7777e-05
-2.8422e-14,0.1847,0.61881,1.3001,2.227,3.3977,4.8098,6.4604,8.3462,10.463,12.807,15.373,18.156,21.151,24.35,27.748,31.338,35.112,39.063,43.182,47.461,51.892,56.464,61.17,66,70.942,75.989,81.128,86.35,91.643,96.998,102.4,107.85,113.32,118.81,124.3,129.79,135.26,140.71,146.11,151.47,156.76,161.98,167.12,172.17,177.11,181.94,186.65,191.22,195.65,199.93,204.05,208,211.77,215.36,218.76,221.96,224.96,227.74,230.3,232.65,234.77,236.65,238.3,239.71,240.89,241.81,242.49,242.93,243.11
49936,49927,49912,49878,49883,49892,49836,49806,49764,49744,49716,49705,49681,49669,49639,49583,49459,49283,49057,48815,48533,48317,48179,47939,47820,47847,48094,48503,48843,49282,49661,49930,50027,50032,49897,49776,49662,49748,49828,49753,49637,49470,49424,49463,49553,49651,49734,49814,50001,50264,50503,50644,50665,50526,50161,49538,48687,47591,46340,44995,43612,42255,40979,39818,38802,37947,37264,36760,36438,36300
1672.2,1671.9,1672.3,1710.7,1647,1640.7,1633.7,1625.6,1614.9,1596.3,1583.4,1565.9,1552,1539.2,1504.4,1477.4,1451.2,1440.9,1430.9,1446.7,1453.3,1507.7,1494.5,1466.9,1441.5,1447.4,1414.1,1381.1,1339.1,1286.9,1191.8,1152.7,1127.8,1101.1,1080.8,1056.7,1033.5,1003,953.1,896.67,869.08,886.53,842.99,805.77,785.45,749.11,726.89,729.32,708.57,666.31,620.48,600.87,621.07,617.29,555.72,496.18,451.17,431.04,416.31,397.82,379.97,365.62,348.57,328.49,317.47,307.28,297.02,289.9,284.53,281.9
5.6554,5.6537,5.6545,5.6718,5.6771,5.6763,5.6771,5.6729,5.6806,5.736,5.7418,5.7679,5.7584,5.7274,5.8294,5.8587,5.8713,5.7766,5.8432,5.7992,5.7084,5.6634,5.4706,5.2601,5.0566,4.9324,4.8288,4.9591,4.9142,4.8641,5.1378,5.1626,5.0809,5.0274,4.7839,4.6481,4.5779,4.6999,4.6994,4.7876,4.7864,4.3954,4.4172,4.5737,4.5016,4.639,4.6144,4.2962,4.3273,4.5533,4.7748,5.0082,5.2197,5.4293,5.6481,5.8766,6.1223,6.3954,6.7064,6.9386,7.0161,7.0615,7.1177,7.1898,7.2187,7.2638,7.3105,7.3389,7.3609,7.3718
