24460,24477,24516,24579,24664,24771,24901,25051,25219,25401,25593,25791,25989,26185,26372,26546,26703,26850,26986,27116,27253,27398,27550,27717,27897,28104,28339,28575,28793,28984,29190,29387,29579,29762,29926,30080,30225,30396,30546,30681,30827,30953,31055,31168,31282,31406,31538,31632,31682,31717,31779,31880,31997,32096,32177,32266,32371,32496,32649,32833,33039,33259,33490,33722,33942,34143,34316,34458,34565,34633,34663
1524,1525,1527.4,1531.2,1536.3,1542.8,1550.4,1559.4,1569.5,1580.8,1593.1,1606.3,1620,1634.2,1648.5,1663.3,1678,1692.9,1708.6,1730.1,1758.2,1789.1,1822.9,1857.5,1893.2,1928.2,1964,1999.1,2034.5,2067.5,2099,2130.3,2160.2,2189.8,2218.9,2248.7,2276.2,2303.3,2330.5,2355.5,2379.7,2403.3,2425.7,2446.8,2467.4,2486,2504.6,2523.1,2540,2555.7,2571.7,2586.9,2600.5,2612.8,2624.7,2636.1,2645.7,2653.1,2659.2,2664.2,2668.1,2670.1,2670.7,2671,2671.1,2671,2670.8,2670.6,2670.4,2670.3,2670.3
0.049975,0.049979,0.05,0.05,0.049977,0.049788,0.049296,0.04836,0.046808,0.044501,0.041662,0.038598,0.035268,0.031658,0.027875,0.023667,0.020332,0.018161,0.015845,0.015107,0.015318,0.015344,0.015551,0.016337,0.016967,0.019506,0.019709,0.018543,0.01543,0.0147,0.015277,0.013427,0.01364,0.011594,0.011037,0.0094726,0.01054,0.011016,0.0086637,0.0092182,0.0092428,0.0069877,0.006765,0.0077039,0.0074864,0.0090218,0.0080137,0.0048114,0.0024851,0.0030865,0.0062241,0.0087822,0.0088693,0.007111,0.0070724,0.0087816,0.010804,0.014028,0.018373,0.023038,0.027247,0.031785,0.036445,0.040218,0.043263,0.045588,0.047293,0.048506,0.049318,0.049802,0.05
994,993.44,992.12,990.06,987.26,983.74,979.54,974.67,969.17,963.06,956.38,949.09,941.31,933.08,924.46,915.39,905.88,895.76,885.03,871.64,855.29,837.44,817.96,797.6,776.26,754.32,731.89,709.35,686.51,663.52,640.24,617.04,593.69,570.66,546.98,522.71,498.49,474.44,450.4,426.44,402.93,379.79,356.55,333.55,311.19,288.68,267.39,247.15,227.37,207.18,186.77,167.22,149.13,132.56,116.4,100.72,86.005,72.157,59.312,47.766,37.615,28.948,21.902,16.195,11.564,7.8865,5.0194,2.8621,1.3387,0.39518,-1.0419e-16
2.0318e-05,3.0399e-05,3.0697e-05,-1.5259e-05,-4.7713e-05,-0.00022014,-0.00036382,-0.00058267,-0.0007929,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.00053515,-0.00051771,-0.000353,-2.0968e-07,4.8251e-05,-3.2643e-05,0.00014465,5.9989e-05,0.00029659,0.00034248,-0.0001705,-0.00028268,-0.00053364,0.0002722,-0.00026909,-5.2485e-05,-0.00013393,-0.00025748,-8.8503e-05,-0.00019114,0.00037976,-0.00032494,-0.00015528,0.00017776,-0.0002264,-0.00031614,0.00021745,-3.1285e-05,0.00012717,0.00017753,-0.00048002,-0.00053333,-0.00021685,0.00043741,0.0006268,0.00030494,-0.00027448,-0.00030091,0.00028246,0.00043593,0.00062878,0.0010499,0.0013507,0.0013898,0.0014216,0.0018133,0.0017731,0.0015942,0.001468,0.0012839,0.0011505,0.0010367,0.00095571,0.00090693,0.00088741
-0.0001,0.0001,-8.84e-05,1.7507e-06,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-3.8342e-05,1.0391e-05,-1.3201e-06,-4.8833e-06,1.2028e-05,-2.4921e-05,6.6282e-05,8.351e-05,-2.9151e-05,9.1018e-05,3.3464e-05,-8.9229e-06,3.5599e-07,3.2925e-05,-3.1333e-05,9.3137e-05,-9.9919e-05,-1.4684e-05,-7.4055e-05,7.7553e-05,4.6966e-05,-9.897e-05,9.7881e-05,-0.0001,7.5562e-05,-5.9823e-05,8.9761e-05,-1.7909e-05,-9.187e-05,0.0001,-2.1347e-05,-7.1641e-05,6.4504e-05,3.7427e-05,-5.7494e-05,8.4033e-05,-9.5679e-05,-6.6718e-05,2.5432e-05,0.0001,0.0001,-2.4183e-05,-0.0001,-0.0001,0.0001,0.0001,3.0852e-06,0.0001,0.0001,6.1396e-05,-3.332e-05,0.0001,0.0001,-0.0001,-4.6123e-05,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-8.512e-05,-0.0001
-5.6843e-14,0.22099,0.74041,1.5556,2.6648,4.0658,5.7559,7.7317,9.9893,12.524,15.331,18.405,21.74,25.328,29.163,33.238,37.543,42.071,46.813,51.759,56.899,62.224,67.722,73.383,79.195,85.147,91.227,97.423,103.72,110.11,116.58,123.12,129.71,136.33,142.99,149.65,156.32,162.98,169.6,176.19,182.73,189.2,195.59,201.89,208.08,214.16,220.12,225.93,231.59,237.09,242.41,247.55,252.5,257.24,261.77,266.07,270.15,273.98,277.57,280.9,283.98,286.79,289.32,291.58,293.55,295.24,296.65,297.75,298.57,299.09,299.31
49936,49870,49713,49467,49129,48702,48188,47600,46952,46274,45589,44923,44282,43692,43168,42758,42452,42224,42098,42287,42746,43265,43856,44362,44800,44989,44987,44932,44979,45087,45000,44957,44868,44813,44854,44981,45058,44934,44950,44967,44869,44881,45009,45000,44962,44778,44540,44549,44802,45116,45246,45071,44742,44450,44270,44018,43597,42972,42118,41051,39836,38519,37147,35819,34593,33514,32605,31882,31350,31012,30868
1489.3,1487.3,1483.8,1481,1475.7,1479.9,1483,1490.5,1494.9,1500.6,1485.4,1466.9,1432.7,1398.8,1366.7,1338.6,1256.5,1238.7,1280.6,1458.7,1489.3,1506.3,1477.4,1452.6,1394.9,1344,1342.6,1304.3,1285.2,1143.4,1147.6,1093.1,1070.8,1050.6,1024.3,1002.9,907.98,959.3,888.56,846.89,841.57,828.42,750,764.33,706.11,663.97,735.26,718.87,660.85,623.35,637.95,600.43,595.37,577.02,588.85,547.09,460.91,373.76,336.51,287.15,212.02,41.117,-25.582,-74.539,-130.86,-166.42,-206.11,-238,-262.51,-278.62,-285.96
6.0048,6.0118,6.0194,6.013,6.0146,5.9456,5.88,5.7788,5.6859,5.574,5.5984,5.6248,5.6535,5.6793,5.6973,5.7014,6.0086,6.0114,6.0966,6.2519,6.1859,6.0151,6.0278,5.8572,5.9718,5.9524,5.5039,5.3678,5.0837,5.7625,5.265,5.4249,5.3206,5.1804,5.3035,5.1551,5.6961,4.9297,5.0975,5.4341,4.9786,4.839,5.4266,5.1234,5.2886,5.3462,4.5492,4.462,4.8384,5.5675,5.7436,5.4117,4.7034,4.6834,5.4442,5.633,5.8926,6.4921,6.9405,7.1477,7.3784,8.1192,8.3205,8.3343,8.3829,8.3134,8.3086,8.302,8.2964,8.2928,8.2922
