26335,26345,26367,26402,26449,26506,26573,26649,26733,26824,26922,27028,27141,27262,27392,27529,27669,27812,27961,28122,28299,28488,28690,28908,29137,29369,29599,29813,29999,30149,30260,30353,30455,30599,30786,30982,31150,31256,31299,31315,31338,31402,31508,31637,31785,31932,32052,32118,32133,32125,32119,32134,32188,32293,32457,32673,32930,33223,33539,33866,34191,34505,34801,35072,35317,35531,35715,35867,35988,36077,36133,36158
1764,1765.1,1767.7,1771.8,1777.3,1784.2,1792.5,1802.1,1813,1825.1,1838.5,1853.7,1870.3,1888.8,1908.8,1930,1952.4,1976.1,2002.4,2031.5,2061.5,2092.8,2126,2159.5,2192.6,2225.4,2257.9,2290.2,2321.8,2353.1,2382.5,2409.1,2432.7,2453.6,2476,2499.5,2524.6,2551.1,2574,2594,2612.8,2630.3,2647.9,2664.9,2681.4,2697.9,2714.7,2731.4,2746.5,2759.8,2771.6,2781.7,2790.4,2798.3,2805.1,2811.2,2816.3,2820.5,2824.2,2827.8,2831.1,2834.2,2837.1,2839.7,2842,2844,2845.6,2846.8,2847.7,2848.3,2848.6,2848.8
0.03256,0.032394,0.032004,0.031382,0.030562,0.029534,0.028427,0.027321,0.026305,0.0254,0.024609,0.024079,0.023595,0.023408,0.023126,0.022409,0.021441,0.020634,0.020586,0.021541,0.022163,0.022428,0.023066,0.023629,0.023261,0.022553,0.021088,0.018208,0.014978,0.010979,0.0081951,0.0075461,0.0094992,0.0135,0.015443,0.01454,0.010869,0.0053302,0.0017378,0.0010503,0.0029202,0.0067013,0.0091006,0.010717,0.01173,0.010836,0.0076954,0.0029606,-9.0157e-05,-0.00091396,0.00010781,0.0028524,0.0071951,0.012945,0.019185,0.024998,0.030543,0.035887,0.040327,0.043721,0.046216,0.047945,0.04904,0.049654,0.049933,0.049985,0.049989,0.049999,0.049995,0.049996,0.049998,0.05
994,993.41,992.01,989.83,986.86,983.11,978.57,973.24,967.12,960.28,952.58,943.87,934.26,923.58,911.99,899.67,886.53,872.34,856.77,839.49,821.29,802.19,781.93,761.2,740.2,718.92,697.48,676.09,654.54,632.9,610.64,587.37,564.22,541.91,518.74,495.41,473.18,451.6,429.38,406.21,382.46,358.46,335,312.04,289.77,268.52,248.55,229.68,210.64,191.31,171.89,153.11,135.96,120.12,105.22,91.295,78.422,66.615,56.004,46.583,38.293,31.044,24.758,19.34,14.712,10.807,7.5548,4.9086,2.8468,1.3482,0.4012,-1.4239e-15
-0.00098375,-0.00097951,-0.00099121,-0.00098955,-0.00095914,-0.00093541,-0.00078147,-0.00068002,-0.00050182,-0.00044276,-0.00027555,-0.0002123,-0.00013371,-4.2143e-05,-0.00016475,-0.00028092,-0.00028294,-0.00015874,0.00015345,0.0002628,6.3608e-05,0.00010401,0.00017686,3.6145e-05,-0.0001597,-0.00016611,-0.00049975,-0.00063529,-0.00074643,-0.00077732,-0.00032132,7.636e-05,0.0006952,0.00068573,6.9046e-05,-0.00041827,-0.0009903,-0.00099596,-0.00037998,9.2246e-05,0.00065063,0.00068986,0.00032477,0.00033655,1.8944e-05,-0.00039847,-0.00094988,-0.00095658,-0.00040471,1.8461e-05,0.00046726,0.00087725,0.001329,0.0016649,0.0017177,0.0016464,0.0017265,0.0016444,0.0013677,0.001103,0.00085057,0.00061782,0.00040338,0.00023443,8.6854e-05,-9.4677e-08,1.3031e-05,-8.6853e-07,-2.5358e-06,3.7132e-06,8.0734e-06,1.0019e-05
-4.8886e-05,4.142e-05,-6.8344e-05,6.922e-05,-1.6522e-05,9.9508e-05,8.5777e-05,9.0895e-05,7.0583e-05,3.669e-05,8.1055e-05,-4.7074e-06,6.3231e-05,-1.4874e-05,-4.8372e-05,-2.2318e-05,1.8663e-05,5.9728e-05,8.9083e-05,-3.8747e-05,-2.6354e-05,2.8004e-05,-1.4087e-06,-5.9161e-05,-8.7113e-06,-3.0325e-05,-7.652e-05,4.133e-06,-4.922e-05,6.1578e-05,8.5238e-05,0.0001,9.9368e-05,-9.9046e-05,-0.00010001,-9.9946e-05,-8.6527e-05,8.822e-05,0.00010004,9.2444e-05,9.5586e-05,-7.893e-05,-2.3486e-05,-1.7387e-05,-8.9783e-05,-9.9874e-05,-0.0001,9.9383e-05,9.9922e-05,0.0001,0.0001,0.0001,0.0001,5.5631e-05,-2.204e-05,2.8619e-06,2.0734e-05,-7.5477e-05,-9.8569e-05,-9.6975e-05,-9.9148e-05,-0.0001,-9.572e-05,-8.143e-05,-8.6175e-05,-1.3803e-05,8.9819e-06,-2.2004e-05,1.6349e-05,1.7219e-06,2.2471e-05,-1.4816e-05
1.4211e-14,0.16899,0.5662,1.1896,2.0379,3.1095,4.4023,5.9138,7.6411,9.5809,11.729,14.082,16.636,19.384,22.322,25.444,28.744,32.216,35.853,39.648,43.594,47.682,51.906,56.257,60.727,65.306,69.987,74.76,79.615,84.544,89.538,94.585,99.678,104.8,109.96,115.12,120.3,125.46,130.61,135.74,140.83,145.88,150.87,155.8,160.66,165.43,170.11,174.69,179.16,183.51,187.74,191.83,195.77,199.57,203.2,206.67,209.98,213.1,216.04,218.78,221.34,223.69,225.84,227.78,229.51,231.02,232.31,233.38,234.23,234.85,235.25,235.42
49714,49700,49669,49624,49567,49503,49440,49382,49330,49274,49236,49224,49229,49259,49295,49327,49375,49463,49621,49801,49883,49912,49908,49767,49509,49196,48861,48629,48554,48729,49102,49484,49670,49411,48881,48334,48045,48260,48806,49445,49988,50165,50012,49653,49143,48639,48329,48399,48817,49352,49828,50069,49950,49385,48334,46893,45163,43231,41219,39240,37366,35645,34103,32747,31577,30585,29760,29092,28573,28198,27961,27860
1596.4,1594.9,1593.2,1589,1581.3,1573.9,1559.4,1548.3,1523.2,1504.2,1500.4,1494.1,1490.2,1490.2,1487.4,1470.9,1449.3,1441.2,1455.7,1426.5,1398.6,1398.3,1380.5,1341.9,1318.5,1278.3,1269.5,1245.4,1220,1193.6,1031.4,911.37,803.81,776.49,813.76,860.48,1005.7,969.51,762.48,693.97,620.41,592.82,613.89,592.89,607.84,639.66,712.93,690.89,597.67,526.59,464.62,414.28,402.65,364.53,326.89,306.83,247.81,214.86,221.19,229.02,238.65,250.81,265.99,273.52,278.93,273.05,239.83,218.25,198.62,181.01,169.41,164.38
4.2604,4.2629,4.2536,4.2526,4.2703,4.2819,4.3811,4.441,4.551,4.5761,4.67,4.6883,4.7151,4.749,4.6344,4.5217,4.4814,4.5207,4.7007,4.7517,4.5666,4.5756,4.6025,4.4471,4.2962,4.2916,3.9986,3.8553,3.7016,3.6205,4.0603,4.3704,4.9053,4.9102,4.3727,3.9213,3.1954,3.145,3.8705,4.2917,4.7564,4.7716,4.4373,4.4581,4.1758,3.7447,3.0071,2.9773,3.6754,4.1239,4.5002,4.8889,5.3591,5.7378,5.8753,5.9321,6.1819,6.3162,6.26,6.1876,6.1006,6.0303,5.9351,5.8931,5.8385,5.8445,5.9882,6.0717,6.1543,6.2282,6.2765,6.2975
