24415,24421,24437,24461,24494,24537,24589,24650,24721,24802,24894,24997,25113,25241,25382,25537,25705,25888,26087,26298,26517,26737,26958,27175,27388,27595,27799,27999,28194,28384,28568,28749,28926,29099,29267,29430,29589,29742,29890,30033,30170,30302,30429,30558,30673,30792,30905,31014,31119,31221,31318,31411,31501,31587,31669,31748,31823,31895,31965,32030,32090,32148,32204,32257,32307,32355,32401,32445,32492,32570,32708,32897,33123,33371,33631,33894,34151,34400,34644,34882,35115,35341,35559,35764,35955,36127,36278,36406,36510,36587,36636,36657
1520,1520.8,1522.7,1525.7,1529.8,1535,1541.4,1549.1,1558.1,1568.4,1580.1,1593.4,1608.2,1624.7,1643,1663.1,1685.2,1709.2,1735.4,1763.7,1794.4,1826.3,1858,1889.9,1921.6,1953.3,1984.7,2016,2047,2077.6,2107.7,2137.7,2167.4,2196.8,2225.8,2254.2,2282.2,2309.5,2336.2,2362.3,2387.6,2412,2435.9,2459.3,2482.4,2505.2,2527.2,2548.7,2569.4,2589.6,2609.1,2628,2646.2,2663.7,2680.6,2696.9,2712.6,2727.7,2742.3,2756.4,2769.9,2782.9,2795.3,2807.3,2818.8,2829.8,2840.2,2850.2,2859.2,2866.3,2872.4,2878.4,2884.1,2889.6,2894.7,2899.6,2903.9,2907.5,2910.2,2911.1,2910.9,2912.1,2911.9,2913.9,2915.6,2915.4,2915.6,2915.4,2915.3,2915.3,2915.5,2915.7
0.02751,0.027529,0.027573,0.027646,0.027734,0.027865,0.027994,0.028186,0.028348,0.02863,0.029047,0.029649,0.030145,0.030691,0.031043,0.031472,0.031835,0.032542,0.032813,0.032417,0.031221,0.029391,0.02781,0.025722,0.024078,0.022337,0.021152,0.019602,0.018658,0.017237,0.016335,0.015422,0.014711,0.01382,0.013157,0.01233,0.01177,0.010995,0.010539,0.0097876,0.0094111,0.008586,0.0088254,0.0080567,0.0075032,0.0076762,0.0070282,0.0069239,0.0064642,0.0063412,0.0059468,0.005805,0.005465,0.005335,0.0050425,0.0049383,0.0046686,0.0046247,0.0043883,0.0041337,0.0038803,0.0038741,0.003703,0.0036641,0.0034978,0.0034809,0.003318,0.0033492,0.0043899,0.0087484,0.014063,0.018463,0.021929,0.024535,0.026397,0.027568,0.028262,0.029264,0.03063,0.032251,0.034055,0.035982,0.037906,0.039558,0.041106,0.042412,0.04356,0.044485,0.045231,0.045771,0.046118,0.046269
1562,1561.5,1560.4,1558.6,1556.2,1553.1,1549.4,1544.9,1539.7,1533.7,1527,1519.3,1510.9,1501.5,1491.1,1479.7,1467.3,1453.6,1438.8,1422.8,1405.5,1387.2,1368.3,1348.7,1328.5,1307.6,1286,1263.9,1241.1,1217.9,1194,1169.6,1144.8,1119.5,1093.9,1067.8,1041.5,1014.8,987.84,960.7,933.27,905.79,877.86,850.16,822.34,794.21,766.38,738.37,710.58,682.74,655.14,627.6,600.35,573.22,546.44,519.85,493.68,467.75,442.29,417.23,392.65,368.42,344.79,321.61,299.06,277.01,255.65,234.83,214.33,193.5,173.39,154.52,137.1,121.02,106.38,92.978,80.892,69.628,59.543,50.13,41.649,34.227,27.421,21.581,16.443,12.069,8.4076,5.4587,3.1562,1.4963,0.44413,2.9714e-13
0.00011689,0.00011169,0.00011915,0.00011119,0.00011815,0.00011369,0.00011389,0.00012044,0.00010157,0.00018258,0.00023653,0.00025138,0.00018437,0.00018719,9.5967e-05,0.00015178,0.00011778,0.0002354,-8.3534e-05,-0.00013294,-0.00048645,-0.00034838,-0.00047707,-0.00039638,-0.00039846,-0.00028097,-0.00029758,-0.00024792,-0.00021789,-0.00025657,-0.00014091,-0.00016517,-0.00013224,-0.00015129,-0.00012038,-0.00013013,-0.00010448,-0.00011501,-8.8641e-05,-0.00010725,-8.4395e-05,-9.2873e-05,6.1727e-05,-0.00024852,8.7804e-05,-0.00010659,-2.5879e-05,-7.0009e-05,-2.8331e-05,-5.71e-05,-3.2116e-05,-5.0285e-05,-2.9791e-05,-4.4156e-05,-2.535e-05,-3.9314e-05,-2.3418e-05,-2.1401e-05,-4.3716e-05,-5.9239e-05,-1.1347e-05,-2.132e-05,-1.6388e-05,-2.4988e-05,-1.371e-05,-2.2331e-05,-1.6802e-05,3.1771e-05,0.00058455,0.0012955,0.0011736,0.001013,0.00078129,0.00062865,0.00042799,0.00026937,0.00022797,0.00044503,0.00053319,0.00071394,0.00078185,0.00095775,0.00090624,0.00094251,0.00093506,0.00093738,0.000938,0.00092921,0.00094204,0.0009251,0.00095485,0.00095483
1.6819,1.6819,1.6819,1.682,1.682,1.682,1.6821,1.6821,1.6822,1.6822,1.6823,1.6824,1.6824,1.6825,1.6826,1.6827,1.6828,1.6829,1.6831,1.6832,1.6833,1.6834,1.6836,1.6837,1.6838,1.684,1.6841,1.6843,1.6844,1.6845,1.6847,1.6848,1.685,1.6851,1.6853,1.6854,1.6856,1.6857,1.6859,1.686,1.6861,1.6863,1.6864,1.6866,1.6867,1.6868,1.6869,1.6871,1.6872,1.6873,1.6874,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6887,1.6888,1.6889,1.689,1.689,1.6891,1.6892,1.6892,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
5e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,5e-05,1.3388e-05,5e-05,-5e-05,2.1505e-05,-5e-05,2.3113e-05,-2.6132e-05,5e-05,-4.9078e-05,-5e-05,-5e-05,-5e-05,4.2738e-05,-5e-05,5e-05,-2.4161e-05,5e-05,-3.8778e-05,5e-05,-4.0248e-05,3.8252e-05,-1.1976e-05,1.7241e-05,-1.5223e-05,1.7202e-05,-1.4265e-05,1.8188e-05,-1.6584e-05,2.0705e-05,-2.06e-05,2.4705e-05,-3.0031e-05,5e-05,-4.4276e-05,1.046e-05,2.8025e-05,-3.6868e-05,2.9135e-05,-2.1941e-05,1.9829e-05,-1.7042e-05,1.5555e-05,-1.3479e-05,1.3263e-05,-1.1791e-05,1.2407e-05,-1.2102e-05,1.3923e-05,-1.2052e-05,3.585e-06,-4.8208e-06,1.5159e-05,-1.3527e-05,1.2236e-05,-1.2683e-05,1.4229e-05,-1.5075e-05,1.5042e-05,2.8289e-05,5e-05,5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,4.8689e-05,-4.6345e-05,5e-05,-4.7952e-05,4.6213e-05,-5e-05,5e-05,-5e-05,5e-05,5e-05,-5e-05
0,0.15729,0.5271,1.1078,1.8987,2.8988,4.107,5.5218,7.1416,8.9644,10.988,13.21,15.629,18.24,21.041,24.029,27.2,30.55,34.076,37.773,41.637,45.664,49.848,54.185,58.669,63.296,68.059,72.954,77.975,83.114,88.368,93.729,99.19,104.75,110.39,116.12,121.92,127.78,133.71,139.7,145.73,151.79,157.9,164.02,170.17,176.32,182.48,188.64,194.79,200.91,207.01,213.08,219.11,225.1,231.02,236.89,242.69,248.42,254.06,259.62,265.08,270.44,275.69,280.83,285.85,290.75,295.51,300.14,304.62,308.96,313.15,317.17,321.04,324.73,328.26,331.61,334.78,337.77,340.57,343.18,345.6,347.82,349.84,351.67,353.29,354.7,355.91,356.91,357.7,358.28,358.65,358.81
50034,50035,50036,50037,50040,50045,50052,50062,50076,50093,50110,50122,50132,50135,50135,50130,50119,50088,50036,49992,49987,50015,50004,49999,49991,49997,49995,49998,49998,49994,49999,49999,49999,49999,49999,49999,49999,49999,49999,50000,50000,50000,50000,49958,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49939,49561,48683,47430,45932,44320,42676,41077,39563,38135,36774,35449,34181,33027,31925,30969,30108,29316,28648,28086,27642,27318,27116,27031
1605.7,1607.4,1609.3,1614.1,1618.7,1625.6,1633.2,1640.8,1651.4,1652.6,1656.1,1662.5,1675.4,1680,1691.4,1686.2,1686.6,1670.2,1688.6,1678.3,1682,1618.4,1573.1,1514.5,1462.5,1404.9,1357.3,1308.9,1261.9,1215,1169.8,1137.8,1105.2,1072.2,1035.8,1002.6,967.68,934.7,900.67,868.73,830.63,799.58,774.3,758.85,741.11,729.78,702.59,683.56,661.02,643.8,622.47,604.65,584.48,567.9,549.95,535.73,520.48,507.3,497.07,486.87,472.03,462.55,452.34,443.64,433.55,425.49,416.62,404.23,335.44,247.59,248.57,250.49,259.05,256.52,260.25,259.61,244.65,187.23,148.37,104.62,93.189,9.4534,-33.393,-33.708,-59.339,-91.383,-135.48,-175.55,-211.73,-212.51,-228.82,-230.75
