27210,27218,27237,27266,27306,27356,27416,27485,27562,27648,27741,27841,27946,28056,28171,28288,28409,28532,28656,28784,28924,29071,29222,29374,29530,29689,29852,30017,30183,30350,30508,30656,30790,30911,31020,31129,31235,31335,31436,31540,31651,31752,31838,31921,32004,32085,32158,32234,32333,32441,32560,32700,32870,33081,33328,33596,33882,34180,34474,34760,35033,35288,35520,35731,35923,36095,36249,36386,36507,36613,36705,36783,36849,36902,36943,36973,36992,37000
1797.9,1798.8,1800.8,1804,1808.4,1814,1820.7,1828.5,1837.6,1847.7,1859.1,1871.7,1885.5,1900.5,1916.7,1934.1,1952.9,1972.9,1994.3,2017.1,2041.3,2067.1,2094.6,2123.5,2152.4,2181.1,2209.5,2237.5,2264.9,2291.6,2317.6,2342.8,2367.1,2390.6,2413.1,2434.8,2456.2,2477,2497.5,2517.3,2536.7,2555.9,2574.4,2592.1,2609.3,2626,2642.2,2657,2671,2684.9,2697.7,2709.5,2719.6,2728.3,2736.9,2745,2752,2758.8,2765.6,2771.4,2777,2782.4,2787.1,2791.2,2794.8,2797.8,2800.5,2802.7,2804.7,2806.3,2807.7,2808.8,2809.7,2810.4,2811,2811.4,2811.7,2811.8
0.028626,0.028575,0.028454,0.02825,0.027977,0.02763,0.027211,0.026722,0.02616,0.025533,0.024831,0.024072,0.023232,0.02235,0.021365,0.020489,0.019703,0.018785,0.017966,0.018164,0.01872,0.018389,0.017776,0.017248,0.017069,0.016665,0.016441,0.015915,0.015769,0.01477,0.013578,0.012293,0.010692,0.0094206,0.0087034,0.008867,0.0079842,0.0078421,0.0077984,0.0083205,0.0083571,0.006978,0.0063199,0.006298,0.0062343,0.0059065,0.0053865,0.0067528,0.0082645,0.0087822,0.010317,0.012436,0.015777,0.019616,0.022626,0.02485,0.027176,0.028501,0.028793,0.029052,0.028611,0.027581,0.026494,0.025477,0.024515,0.023621,0.022789,0.022025,0.021326,0.020697,0.020136,0.019647,0.019228,0.018881,0.018607,0.018405,0.018276,0.018222
994,993.49,992.3,990.42,987.87,984.62,980.68,976.05,970.71,964.66,957.89,950.38,942.14,933.15,923.37,912.77,901.32,889.03,875.84,861.57,846.29,830.21,813.17,795.12,776.41,757.29,737.69,717.79,697.48,677.08,656.48,635.69,614.78,593.64,572.24,550.51,528.87,506.96,484.98,462.87,440.92,419.37,397.77,376.16,354.73,333.56,312.67,291.66,270.98,250.97,231.29,212.05,193.28,175.27,158.32,142.49,127.64,113.96,101.43,89.833,79.242,69.588,60.722,52.571,45.105,38.289,32.094,26.495,21.472,17.006,13.082,9.6875,6.8126,4.4489,2.5897,1.2301,0.36667,1.2812e-18
-0.00035,-0.00031386,-0.00035,-0.00034916,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00025618,-0.00026787,-0.00028963,-0.0001317,0.00020144,2.1857e-05,-0.00013917,-0.00016663,-6.1521e-05,-7.1736e-05,-6.8424e-05,-8.1983e-05,-8.4548e-05,-6.1103e-05,-0.00030769,-0.00018882,-0.00035,-0.00025744,-0.00026016,2.2299e-05,-7.8336e-05,-0.00014724,2.7243e-05,1.017e-06,0.00015389,-0.00018776,-0.00024497,-2.8183e-05,-6.169e-06,-1.7914e-05,-0.00013299,3.6616e-05,0.00043519,0.00013092,0.00020205,0.00040219,0.00057771,0.00087833,0.00082468,0.00058558,0.00055315,0.00053799,0.00014189,8.2035e-05,5.1017e-06,-0.00025496,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035,-0.00035
0.00059972,-1.0425e-05,-6.4813e-05,1.7897e-05,-6.9112e-06,1.7274e-06,7.3886e-07,-2.211e-06,3.2894e-06,-4.2609e-06,5.3242e-06,-6.7079e-06,8.8455e-06,-1.3005e-05,2.5963e-05,1.7154e-05,-1.1901e-05,3.1322e-06,9.9667e-05,3.302e-05,-8.2757e-05,-7.3046e-06,-1.2625e-07,3.3131e-05,-2.6582e-05,2.4754e-05,-3.1597e-05,3.8761e-05,-5.5968e-05,3.626e-09,-1.8537e-06,-1.8973e-05,2.0972e-05,1.287e-05,5.5743e-05,-6.9486e-05,5.1609e-05,-1.1301e-05,3.2489e-05,-1.8042e-05,-6.961e-05,4.0699e-05,2.4376e-05,-4.9939e-06,-6.4689e-06,-2.4435e-05,0.00010091,3.6363e-06,-6.3687e-05,6.9241e-05,1.3225e-05,7.5627e-05,3.0657e-05,-4.4937e-05,-5.0288e-05,3.0278e-05,-7.1422e-05,-8.0381e-05,1.8788e-05,-7.0421e-05,-5.7918e-05,-7.2887e-06,2.3939e-06,-1.6193e-06,1.3584e-06,-1.2213e-06,1.1327e-06,-1.0722e-06,1.0327e-06,-1.0115e-06,1.0082e-06,-1.0244e-06,1.0642e-06,-1.1362e-06,1.259e-06,-1.4788e-06,1.9559e-06,-4.8263e-06
0,0.15614,0.52318,1.0993,1.8836,2.8748,4.0711,5.4707,7.0712,8.87,10.864,13.05,15.425,17.985,20.724,23.64,26.726,29.979,33.393,36.961,40.679,44.539,48.537,52.664,56.915,61.283,65.76,70.338,75.011,79.771,84.609,89.519,94.491,99.518,104.59,109.7,114.84,120.01,125.18,130.36,135.54,140.7,145.84,150.95,156.02,161.05,166.02,170.93,175.77,180.53,185.2,189.78,194.26,198.63,202.88,207.01,211,214.86,218.58,222.15,225.56,228.82,231.9,234.82,237.56,240.12,242.49,244.68,246.67,248.47,250.07,251.47,252.67,253.66,254.44,255.02,255.39,255.54
44999,44986,44956,44908,44845,44769,44680,44583,44479,44374,44271,44176,44095,44032,43993,43983,44002,44056,44155,44271,44364,44460,44592,44759,44884,44959,44987,44971,44902,44796,44715,44650,44649,44699,44786,44829,44879,44947,44986,44980,44902,44880,44927,44971,44993,44982,45002,44948,44708,44396,43969,43368,42518,41376,40033,38589,37070,35547,34106,32750,31507,30402,29425,28562,27802,27133,26547,26036,25592,25209,24882,24606,24378,24194,24052,23949,23884,23857
1471.3,1466.7,1469.7,1467.2,1464.1,1460.3,1455.8,1450.7,1445.1,1442.3,1440.1,1437.9,1435.6,1432.1,1424.3,1411.3,1405.4,1405.5,1391.2,1361.4,1373.1,1382.2,1385.2,1350.8,1299,1258.5,1215.5,1169.5,1116.5,1091,1035.6,1004.6,953.19,912.24,852.17,829.5,813.93,778.8,763.31,728.93,737.28,721.52,685.67,666.65,650.8,642.36,608.77,542.77,562.14,539.84,500.05,456.95,383.03,367.07,382.81,357.55,328.91,379.45,359.48,346.44,381.39,376.2,354.73,332.58,311.3,291.96,274.84,258.24,243.31,230.14,218.67,208.81,200.53,193.83,188.99,185.47,183.24,182.3
4.9294,4.955,4.9288,4.9299,4.93,4.9306,4.931,4.9313,4.9311,4.9212,4.9059,4.8879,4.8666,4.8445,4.8367,4.8957,4.8723,4.8172,4.9036,5.1396,4.9557,4.7841,4.7147,4.7742,4.7498,4.7138,4.6717,4.6426,4.6506,4.4022,4.4966,4.3292,4.3854,4.3466,4.5966,4.4877,4.4096,4.5652,4.5085,4.6498,4.3047,4.2291,4.4249,4.422,4.3939,4.276,4.4427,4.8548,4.554,4.6125,4.8334,5.0848,5.4525,5.4756,5.3063,5.3779,5.485,5.1235,5.1669,5.1773,4.9244,4.8772,4.9623,5.0438,5.1179,5.1858,5.248,5.3017,5.3489,5.3904,5.4263,5.457,5.4827,5.5036,5.5203,5.5324,5.5401,5.5433
