26475,26477,26481,26486,26494,26505,26517,26531,26548,26567,26588,26611,26636,26664,26693,26724,26757,26791,26827,26864,26903,26944,26988,27035,27085,27141,27202,27267,27338,27413,27491,27573,27658,27748,27846,27951,28063,28179,28296,28411,28523,28629,28727,28816,28899,28977,29052,29127,29206,29288,29377,29473,29575,29684,29800,29919,30038,30153,30260,30358,30444,30518,30585,30646,30706,30770,30840,30916,30993,31068,31136,31194,31243,31287,31329,31371,31417,31465,31513,31560,31605,31650,31693,31736,31780,31823,31864,31903,31937,31967,31993,32014,32031,32044,32053,32060,32066,32073,32084,32099,32120,32148,32183,32226,32276,32335,32402,32475,32555,32641,32730,32823,32917,33013,33109,33203,33295,33384,33470,33550,33626,33695,33758,33813,33862,33902,33934,33958,33973,33980
1797.9,1798.2,1798.9,1800,1801.5,1803.4,1805.6,1808.3,1811.4,1814.8,1818.7,1823,1827.9,1833.2,1838.8,1844.8,1851.1,1857.9,1865.1,1872.8,1880.9,1889.7,1898.5,1906.9,1915.6,1924.3,1933.5,1943,1954.1,1966.4,1978.8,1991.9,2005.9,2019.5,2031.4,2045.6,2061.5,2076.7,2091.9,2106.8,2121.5,2136,2150.7,2165.8,2182,2199.2,2216.5,2233.9,2250.6,2266.7,2282.3,2297.6,2312.9,2328,2343.2,2358.6,2374.3,2390.1,2406.3,2422.7,2438.7,2453.6,2467.7,2481.1,2493.6,2505.5,2517.3,2529.2,2541.1,2552.9,2565,2577,2588.2,2598.9,2609.4,2619.5,2629.3,2639.1,2648.7,2658.2,2667.5,2676.5,2685.4,2693.9,2702.2,2710.3,2718.4,2726.4,2734.2,2741.8,2749.3,2756.6,2763.6,2770.3,2776.9,2783,2788.7,2793.9,2798.8,2803.2,2807.4,2811.1,2814.6,2818.1,2821.4,2824.5,2827.5,2830.3,2832.8,2835.1,2837.1,2839,2840.7,2842.2,2843.6,2844.9,2846,2847,2847.9,2848.6,2849.3,2849.9,2850.4,2850.8,2851.2,2851.4,2851.7,2851.8,2851.9,2851.9
0.017684,0.017692,0.017711,0.01774,0.017778,0.017822,0.017868,0.017912,0.01795,0.01798,0.018003,0.018003,0.017958,0.017855,0.01769,0.017456,0.017168,0.016876,0.016626,0.016472,0.016416,0.016504,0.016864,0.017456,0.018222,0.019105,0.020028,0.020913,0.02149,0.021816,0.021933,0.022129,0.022578,0.023415,0.024619,0.025706,0.0263,0.026088,0.025366,0.024225,0.022616,0.020673,0.018604,0.016652,0.015155,0.014175,0.013694,0.01368,0.014098,0.014813,0.015714,0.016575,0.017432,0.018342,0.018957,0.018979,0.018389,0.017358,0.015845,0.013925,0.011959,0.010456,0.009345,0.008794,0.0089288,0.0097034,0.010698,0.011173,0.011053,0.010369,0.0090744,0.0075475,0.0065628,0.0060576,0.0059836,0.0063047,0.0067626,0.0069959,0.0069125,0.0067614,0.0066005,0.0065078,0.0064232,0.0064856,0.0065776,0.0065197,0.0062382,0.0056987,0.0050821,0.0044623,0.0038152,0.0031415,0.0024707,0.0018865,0.0013586,0.0010642,0.00118,0.0016647,0.0024359,0.0034768,0.0048058,0.0063767,0.0081609,0.010154,0.01231,0.014599,0.016945,0.019304,0.021611,0.023854,0.026038,0.028135,0.030116,0.031976,0.033725,0.035346,0.036847,0.03822,0.039476,0.040611,0.04163,0.042534,0.043328,0.044015,0.044597,0.045076,0.045453,0.045729,0.045905,0.04598
994,993.82,993.41,992.76,991.87,990.75,989.39,987.8,985.98,983.92,981.62,979.05,976.2,973.12,969.82,966.29,962.56,958.58,954.32,949.75,944.91,939.69,934.35,929,923.42,917.72,911.74,905.48,898.5,891.02,883.42,875.48,867.07,858.63,850.65,841.57,831.75,822.28,812.67,803.05,793.38,783.7,773.79,763.57,752.69,741.39,729.91,718.21,706.32,694.28,682.09,669.81,657.43,644.97,632.48,620.04,607.65,595.31,583.06,570.89,558.69,546.33,533.84,521.15,508.32,495.45,482.53,469.73,457.09,444.65,432.42,420.36,408.16,395.9,383.58,371.25,358.95,346.81,334.83,322.99,311.25,299.62,288.1,276.7,265.41,254.32,243.43,232.79,222.32,212.03,201.9,191.97,182.21,172.66,163.26,154.02,144.86,135.86,126.99,118.34,109.77,101.71,94.202,86.932,80.053,73.471,67.211,61.257,55.623,50.25,45.168,40.374,35.89,31.673,27.742,24.088,20.715,17.613,14.782,12.212,9.9028,7.8442,6.0351,4.4689,3.1445,2.0537,1.1959,0.56816,0.16937,1.0116e-13
0.0001622,0.00016148,0.00016063,0.00015888,0.00014422,0.00013451,0.00010859,8.7289e-05,6.2161e-05,4.309e-05,2.4361e-05,-2.7103e-05,-8.9322e-05,-0.00015442,-0.00021369,-0.00026954,-0.0002831,-0.0002513,-0.00017666,-8.3072e-05,-3.6478e-06,0.00015564,0.00035264,0.00046172,0.0005575,0.00056983,0.00058084,0.00044773,0.00024728,0.00011898,4.6219e-05,0.00017513,0.00030487,0.00055289,0.00059679,0.00044364,8.9318e-05,-0.00024694,-0.00041313,-0.00062021,-0.0007952,-0.00088291,-0.00088099,-0.00074278,-0.00050917,-0.00029961,-9.6937e-05,8.4653e-05,0.00023487,0.00032448,0.00035831,0.00031217,0.00035329,0.00031169,0.00013492,-0.00011979,-0.00030379,-0.00046959,-0.00064297,-0.00074996,-0.00064941,-0.0004689,-0.00032646,-6.9327e-05,0.00016798,0.00037537,0.00029274,5.7917e-05,-0.00014463,-0.00035727,-0.00057026,-0.00049066,-0.00025478,-0.00011909,6.2744e-05,0.00016221,0.00015848,1.0627e-05,-5.1318e-05,-6.7669e-05,-4.6985e-05,-3.728e-05,-1.2739e-05,5.1176e-05,1.0552e-05,-6.2317e-05,-0.00017929,-0.00026098,-0.00026453,-0.00027968,-0.0002935,-0.00031454,-0.00029136,-0.00026412,-0.00022677,-4.6936e-05,0.00015921,0.00033037,0.00047773,0.0006459,0.00081745,0.00096493,0.001125,0.0012751,0.0014141,0.0015306,0.0016082,0.0016628,0.0016776,0.0017142,0.0017349,0.0017398,0.001718,0.0017168,0.0016968,0.0016794,0.0016583,0.0016341,0.0016175,0.0015935,0.0015755,0.0015539,0.0015425,0.0015295,0.0015212,0.0015147,0.0015113,0.0015097,0.0015089,0.0015088
4.0995e-05,-3.7497e-05,1.9162e-05,-5.1615e-05,-3.9981e-05,-4.5982e-05,-6.8592e-05,-3.8269e-05,-5.2706e-05,-1.5794e-05,-5.3934e-05,-7.7771e-05,-8.1112e-05,-7.0856e-05,-6.2209e-05,-4.0625e-05,1.2395e-05,4.53e-05,7.9963e-05,6.0728e-05,7.6936e-05,8.4187e-05,9.1719e-05,3.2996e-05,4.2011e-05,-1.9632e-05,1.167e-06,-8.8818e-05,-5.8895e-05,-8.3181e-05,2.9601e-05,6.7608e-05,8.3247e-05,9.44e-05,-4.0444e-05,-9.8903e-05,-9.2288e-05,-9.6344e-05,-8.1558e-05,-9.2379e-05,-6.3411e-05,-1.694e-05,2.268e-05,9.1895e-05,9.121e-05,8.57e-05,7.4863e-05,7.1759e-05,4.3231e-05,3.2988e-05,-1.2585e-05,-2.0068e-06,1.5021e-05,-4.6025e-05,-8.6576e-05,-9.044e-05,-5.4116e-05,-6.6999e-05,-5.5439e-05,-1.1008e-05,5.7687e-05,6.2964e-05,7.6659e-05,9.2688e-05,8.7666e-05,2.1073e-05,-6.3624e-05,-7.9994e-05,-7.3085e-05,-8.5008e-05,-4.5769e-05,8.7708e-05,5.9676e-05,6.1085e-05,5.826e-05,2.183e-05,-3.5204e-05,-5.3058e-05,-2.6658e-06,-5.6178e-06,1.6156e-05,-6.2536e-06,3.0591e-05,4.6011e-06,-2.7804e-05,-3.7984e-05,-5.2066e-05,-1.2733e-05,6.8257e-07,-8.8053e-06,-6.7923e-06,-6.3755e-06,2.2819e-05,6.9473e-07,5.2287e-05,7.2591e-05,8.7101e-05,7.9756e-05,7.5378e-05,8.5519e-05,7.5499e-05,7.0408e-05,7.4642e-05,7.3045e-05,7.5124e-05,5.6307e-05,4.8933e-05,3.2284e-05,1.7243e-05,2.6199e-05,1.0285e-05,-9.6671e-06,-1.5381e-05,-6.8135e-07,-3.0346e-05,-9.3865e-06,-3.4325e-05,-1.5676e-05,-3.1918e-05,-2.6178e-05,-3.6896e-05,-2.8614e-05,-2.4197e-05,-2.8864e-05,-1.9351e-05,-1.9195e-05,-8.81e-06,-8.9553e-06,-4.289e-06,1.3772e-06
0,0.049504,0.16592,0.34882,0.59808,0.91353,1.295,1.7423,2.2551,2.8331,3.476,4.1835,4.955,5.7902,6.6885,7.6494,8.6724,9.7569,10.902,12.108,13.372,14.696,16.077,17.516,19.011,20.561,22.165,23.824,25.534,27.296,29.109,30.971,32.882,34.839,36.843,38.891,40.984,43.118,45.294,47.51,49.764,52.056,54.384,56.746,59.141,61.568,64.025,66.511,69.025,71.565,74.129,76.716,79.324,81.952,84.599,87.262,89.941,92.633,95.337,98.052,100.78,103.51,106.24,108.98,111.73,114.47,117.21,119.95,122.69,125.42,128.14,130.86,133.56,136.25,138.93,141.6,144.24,146.87,149.48,152.07,154.63,157.17,159.68,162.17,164.63,167.05,169.45,171.81,174.14,176.43,178.68,180.9,183.08,185.21,187.3,189.35,191.36,193.31,195.22,197.09,198.9,200.66,202.37,204.03,205.63,207.18,208.68,210.12,211.5,212.82,214.09,215.29,216.44,217.52,218.55,219.51,220.4,221.24,222.01,222.72,223.36,223.94,224.45,224.9,225.28,225.6,225.85,226.03,226.15,226.19
50514,50518,50528,50543,50563,50588,50618,50652,50691,50733,50781,50839,50907,50980,51057,51140,51227,51324,51432,51555,51686,51835,51960,52037,52095,52112,52110,52084,52100,52140,52158,52179,52212,52177,51996,51863,51759,51581,51389,51192,51011,50866,50786,50784,50890,51070,51274,51469,51612,51683,51674,51598,51462,51259,51008,50734,50473,50246,50083,50004,50000,50034,50093,50159,50197,50185,50109,49992,49863,49750,49698,49716,49773,49849,49927,49985,50011,50011,50007,50003,50001,49996,49990,49976,49950,49918,49894,49892,49918,49967,50040,50135,50256,50397,50559,50728,50884,51010,51097,51134,51114,51021,50860,50637,50342,49979,49550,49062,48521,47940,47326,46690,46042,45394,44750,44121,43512,42929,42377,41861,41384,40949,40558,40215,39919,39673,39478,39335,39243,39204
1467.3,1467.1,1466.6,1465.8,1465.7,1464.9,1465,1464.3,1464.2,1464.6,1468.4,1493.4,1489.9,1486.4,1482.9,1479.6,1476.5,1473.5,1470.8,1468.2,1466.1,1463.1,1398.8,1365.2,1334.6,1323.3,1309.8,1335.7,1407.6,1410,1411.8,1421.6,1428.2,1319.2,1276.4,1371,1381.5,1347.8,1325.9,1302.1,1282.1,1267.1,1255.2,1259.1,1289.1,1295.8,1281.8,1233.4,1165.7,1102.5,1059.9,1049.4,1021.8,1013.4,1023,1044.4,1060.3,1080.7,1110.9,1117,1057.9,971.95,913.52,839.87,791.16,759.73,757.36,766.68,773.98,795.26,830.25,793.47,737.37,711.5,684.31,664.21,653.8,659.46,656.69,649.05,637.33,626.94,614.78,597.91,593.65,593.87,601.82,606.24,599.64,595.02,590.08,585.75,575.51,564.55,551.81,516.26,480.14,452.91,429.12,400.02,376.29,369.85,372.54,368.23,364.69,361.32,348.34,332.34,316.3,294.49,276.62,259.87,248.79,233.15,221.14,208.49,196.67,185.8,173.88,164.29,154.32,146.24,137.01,129.42,122.11,115.83,110.33,106.01,103.2,101.92
4.9535,4.9524,4.9505,4.9472,4.9344,4.9241,4.902,4.8821,4.8587,4.8383,4.817,4.7717,4.7175,4.6603,4.6062,4.5537,4.5288,4.5322,4.5622,4.6031,4.6338,4.7166,4.8364,4.9036,4.9621,4.959,4.9561,4.848,4.6873,4.5763,4.5045,4.5802,4.6636,4.8355,4.8634,4.7381,4.4629,4.2285,4.1098,3.9412,3.7814,3.6895,3.6736,3.7793,3.9545,4.0927,4.2268,4.3452,4.4458,4.51,4.5353,4.4966,4.5316,4.4985,4.3493,4.1459,3.9903,3.8184,3.6214,3.4927,3.5935,3.7861,3.9294,4.1713,4.3697,4.5382,4.4669,4.2677,4.0744,3.8484,3.5853,3.6723,3.9285,4.0549,4.2209,4.3061,4.2943,4.1421,4.0737,4.051,4.0657,4.0699,4.0897,4.1496,4.1063,4.0297,3.8994,3.7981,3.7852,3.7564,3.7271,3.687,3.7002,3.7171,3.7452,3.9435,4.151,4.2899,4.4124,4.5651,4.7302,4.8823,5.0553,5.2243,5.389,5.5351,5.6462,5.7398,5.7999,5.8864,5.9623,6.0272,6.0701,6.1365,6.1874,6.242,6.2928,6.3384,6.3888,6.4269,6.4665,6.4961,6.532,6.5599,6.5875,6.6112,6.6325,6.6495,6.6606,6.6657
