27210,27213,27220,27232,27248,27268,27293,27322,27356,27396,27440,27490,27545,27606,27672,27743,27820,27902,27989,28080,28175,28273,28374,28477,28582,28688,28796,28906,29019,29135,29253,29372,29490,29607,29722,29835,29948,30061,30176,30291,30400,30504,30605,30703,30798,30890,30978,31063,31142,31216,31286,31350,31408,31459,31506,31550,31595,31643,31695,31754,31819,31884,31945,32001,32053,32101,32148,32192,32236,32280,32324,32367,32411,32454,32498,32543,32589,32635,32680,32726,32774,32824,32878,32940,33014,33097,33189,33286,33389,33495,33604,33713,33823,33932,34039,34143,34243,34338,34428,34511,34588,34659,34722,34777,34825,34865,34897,34921,34936,34942
1797.9,1798.5,1800,1802.3,1805.4,1809.3,1814.1,1819.6,1826,1833.1,1841,1849.6,1859,1869,1879.8,1891.3,1903.4,1916.1,1929.4,1943.2,1957.6,1972.4,1987.7,2003.5,2019.6,2036.1,2052.9,2069.9,2087.2,2104.7,2122.3,2140.1,2158.1,2176.2,2194.4,2212.2,2229.6,2246.8,2263.9,2280.9,2297.8,2314.3,2330.4,2346.2,2361.9,2377.1,2391.8,2406.4,2420.9,2435,2448.9,2462.7,2476.3,2489.5,2502.4,2515.3,2527.9,2540.3,2552.3,2564.2,2575.8,2587.5,2599.2,2610.6,2621.7,2632.3,2642.7,2652.8,2662.6,2672.1,2681.4,2690.4,2699.2,2707.6,2715.7,2723.5,2730.9,2738.1,2745,2751.4,2757.5,2763.4,2769.9,2776.7,2783.5,2790,2796.2,2802.1,2807.6,2812.9,2817.7,2822.1,2826.1,2829.9,2833.5,2836.8,2839.7,2842.4,2844.9,2847.1,2849,2850.6,2852,2853.2,2854.2,2855,2855.6,2856,2856.3,2856.4
0.023656,0.023693,0.023781,0.023917,0.024101,0.024329,0.024597,0.024905,0.025238,0.025589,0.025939,0.026285,0.026601,0.026875,0.027086,0.027224,0.027277,0.027274,0.027141,0.026876,0.02646,0.025925,0.025308,0.024602,0.023947,0.023309,0.022843,0.022462,0.022265,0.022017,0.02158,0.02087,0.020073,0.019218,0.018365,0.01761,0.017235,0.01709,0.016842,0.015996,0.014887,0.014089,0.013366,0.012801,0.012173,0.011545,0.010948,0.01026,0.0094573,0.0088357,0.0080916,0.0073221,0.0064599,0.0057955,0.0052941,0.0050992,0.0054435,0.0057391,0.0063408,0.0072508,0.0076637,0.0073147,0.0067309,0.0062422,0.0058139,0.0055459,0.0053048,0.0052187,0.005281,0.005254,0.0052795,0.0052838,0.0054072,0.0054845,0.0056251,0.0058846,0.0061628,0.0061541,0.00621,0.0065441,0.0069486,0.0075387,0.0086793,0.010542,0.012552,0.01443,0.016079,0.017676,0.019158,0.020484,0.021687,0.022883,0.024042,0.025033,0.025873,0.026628,0.027268,0.027819,0.028265,0.028651,0.029016,0.029352,0.029666,0.029942,0.030187,0.030391,0.030556,0.030676,0.030751,0.030783
994,993.67,992.9,991.68,990.03,987.94,985.41,982.45,979.06,975.25,971.02,966.38,961.34,955.9,950.08,943.87,937.3,930.36,923.06,915.43,907.46,899.17,890.54,881.6,872.32,862.72,852.79,842.54,831.98,821.15,810.08,798.79,787.28,775.52,763.57,751.36,738.86,726.12,713.24,700.28,687.23,674.03,660.67,647.19,633.57,619.89,606.13,592.3,578.39,564.41,550.43,536.37,522.29,508.15,493.88,479.47,464.95,450.4,435.85,421.26,406.86,392.79,378.82,364.95,351.16,337.46,323.87,310.43,297.1,283.92,270.91,258.1,245.46,233.04,220.82,208.8,197.06,185.69,174.55,163.62,152.97,142.59,132.42,122.42,112.72,103.41,94.551,86.112,78.082,70.466,63.294,56.533,50.162,44.217,38.671,33.551,28.852,24.535,20.602,17.035,13.815,10.949,8.4264,6.2411,4.3904,2.8672,1.6689,0.79263,0.23628,-4.9801e-14
0.00051405,0.00051308,0.00051179,0.00050562,0.00049788,0.00048753,0.00047468,0.00046002,0.0004303,0.00039609,0.0003523,0.0003122,0.00025131,0.00019661,0.00012801,6.7436e-05,1.2941e-05,-2.8599e-05,-0.00012715,-0.00017856,-0.00027299,-0.00028146,-0.00034536,-0.00031698,-0.00030839,-0.00024393,-0.00018279,-0.00012062,-6.9136e-05,-0.00013125,-0.00022093,-0.0002985,-0.00029688,-0.00031595,-0.00029281,-0.00019877,-6.3096e-05,-4.8847e-05,-0.00015235,-0.00028436,-0.00029092,-0.00024159,-0.00018178,-0.00017336,-0.00019516,-0.00018213,-0.00018081,-0.00024286,-0.00020421,-0.00019119,-0.00023391,-0.00023547,-0.00022984,-0.00015018,-4.6608e-05,4.9896e-05,0.00010552,0.00016502,0.00026902,0.00023409,6.0429e-07,-0.00017142,-0.00016059,-0.00014027,-9.913e-05,-6.8451e-05,-7.0113e-05,-6.6267e-05,4.3068e-06,1.2139e-06,1.4758e-06,1.9746e-05,4.2895e-05,2.2932e-05,7.3554e-05,9.2411e-05,5.8887e-05,-3.7506e-05,9.3798e-05,0.00013077,0.00018733,0.00031107,0.00065494,0.00086647,0.0008755,0.00080296,0.00076026,0.00074153,0.00071582,0.00067233,0.0006597,0.0007093,0.00067114,0.0005897,0.00055098,0.00051944,0.00046626,0.0004316,0.00036764,0.00038656,0.00038722,0.00041337,0.00041734,0.00043231,0.00043975,0.00044785,0.0004504,0.00044161,0.00044267,0.0004434
2.0422e-05,-2.4574e-05,-3.7008e-07,-3.7743e-05,-7.4916e-06,-3.6539e-05,-8.1997e-06,-3.6897e-05,-3.0887e-05,-5.4407e-05,-3.2098e-05,-5.4817e-05,-4.3331e-05,-5.5034e-05,-4.1876e-05,-5.0375e-05,-1.5525e-05,-5.367e-05,-3.8748e-05,-4.5028e-05,-2.9285e-05,-1.0505e-05,-2.4315e-05,2.8002e-05,-3.4303e-06,4.9995e-05,6.9855e-06,4.5347e-05,-1.3656e-05,-2.5534e-05,-4.4665e-05,-8.8943e-06,-4.8048e-06,-3.2133e-08,1.9697e-05,4.9523e-05,2.876e-05,-1.654e-05,-5.0572e-05,-2.4358e-05,1.0919e-05,2.2322e-05,1.2129e-05,-4.6306e-06,-5.1111e-06,1.1053e-05,-1.6477e-05,-6.554e-06,1.8568e-05,-1.169e-05,-6.4384e-06,7.2159e-07,8.3075e-06,3.3428e-05,2.6955e-05,1.4625e-05,7.2291e-06,3.1776e-05,1.9823e-05,-3.4535e-05,-3.7446e-05,-1.3381e-05,5.7631e-06,1.1277e-05,9.7835e-06,9.2895e-06,-1.0434e-05,2.0801e-05,8.7154e-06,-1.9342e-06,-2.9294e-08,1.5544e-05,-8.5895e-06,9.0612e-06,1.2036e-05,7.4445e-06,-4.3331e-05,1.1375e-06,5.0715e-05,8.022e-07,3.3643e-05,6.4092e-05,4.8967e-05,3.7686e-05,-9.2813e-06,-4.4797e-05,-2.0752e-05,-1.7416e-05,-7.3738e-06,-3.0132e-05,2.6242e-05,1.9953e-06,-6.7645e-06,-2.172e-05,2.7442e-06,-2.439e-05,-9.7876e-06,-3.586e-05,4.947e-06,9.9842e-06,8.6459e-06,2.9218e-05,-2.8593e-07,3.3848e-05,-5.2435e-07,3.2741e-05,-3.0349e-05,-1.2795e-05,1.4773e-05,4.2796e-06
0,0.072594,0.2433,0.51143,0.87675,1.3389,1.8976,2.5524,3.3026,4.1477,5.087,6.1198,7.245,8.4619,9.7695,11.167,12.652,14.225,15.883,17.627,19.453,21.361,23.348,25.415,27.558,29.775,32.066,34.428,36.86,39.358,41.922,44.549,47.237,49.984,52.787,55.644,58.553,61.511,64.517,67.567,70.658,73.79,76.958,80.16,83.394,86.657,89.947,93.26,96.593,99.945,103.31,106.69,110.08,113.48,116.88,120.28,123.68,127.08,130.47,133.85,137.21,140.57,143.9,147.21,150.5,153.76,157,160.2,163.37,166.5,169.59,172.64,175.65,178.61,181.52,184.37,187.18,189.92,192.61,195.24,197.8,200.3,202.73,205.09,207.38,209.6,211.74,213.81,215.8,217.71,219.53,221.28,222.93,224.51,225.99,227.39,228.7,229.91,231.04,232.07,233.01,233.86,234.61,235.26,235.82,236.28,236.65,236.92,237.09,237.16
44999,45009,45031,45064,45108,45162,45223,45290,45361,45434,45507,45578,45643,45703,45754,45797,45830,45852,45864,45865,45859,45847,45833,45819,45805,45790,45772,45744,45699,45635,45556,45474,45400,45334,45276,45214,45134,45034,44912,44789,44694,44611,44532,44461,44397,44338,44280,44242,44231,44237,44267,44328,44419,44539,44679,44834,44972,45078,45146,45156,45108,45064,45055,45059,45065,45075,45092,45113,45123,45126,45121,45109,45090,45055,45008,44942,44853,44756,44656,44536,44395,44230,44054,43829,43531,43156,42721,42240,41721,41176,40612,40039,39462,38891,38337,37801,37288,36804,36352,35934,35550,35201,34889,34616,34381,34186,34031,33917,33845,33814
1657.3,1656.7,1655.3,1653,1649.8,1645.9,1641.2,1635.7,1630.6,1625,1619.5,1612.7,1609.1,1604.3,1600,1594.7,1587.4,1575.5,1568.3,1556.1,1545.5,1529.5,1519.1,1502.2,1482.5,1461.3,1440.6,1415.2,1387.9,1366.4,1350.7,1339.7,1320.1,1299.9,1267.9,1206.5,1163.8,1136.1,1107.9,1102.5,1073.4,1031.9,999.39,975.22,948.26,910.57,880.82,881.96,854.62,837.18,830.7,811.76,794.95,770.32,752.36,735.54,718.58,700.57,694.59,674.08,668.38,687.63,676.05,661.81,642.96,624.78,612.57,601,582.03,574.42,567.95,557.06,544.04,537.36,515.82,501.1,499.29,508.27,476.04,461.42,445.25,457.45,539.18,558.18,547.62,542.15,531.82,522.23,512.35,503.35,492.64,465.17,456.82,460.77,453.65,444.34,441.76,434.82,434.77,415.57,404.6,388.11,378.09,365.76,356.5,348.06,342.48,341.66,339.06,337.86
5.4262,5.4248,5.4222,5.4154,5.4061,5.3941,5.3796,5.363,5.3368,5.3072,5.2711,5.2366,5.1778,5.1193,5.0498,4.9846,4.9279,4.8893,4.7971,4.7438,4.6595,4.6362,4.5715,4.5778,4.5854,4.622,4.6452,4.6766,4.7039,4.6444,4.5647,4.4904,4.4853,4.4406,4.4283,4.5256,4.6449,4.6384,4.5396,4.4193,4.3991,4.4439,4.4923,4.4973,4.4762,4.484,4.4816,4.4104,4.444,4.4475,4.3899,4.3739,4.3586,4.4284,4.5123,4.5798,4.6127,4.6511,4.7318,4.6924,4.4784,4.2906,4.2925,4.3093,4.3473,4.3741,4.3621,4.3551,4.4099,4.3978,4.3784,4.3893,4.4086,4.3804,4.4417,4.4614,4.4258,4.3041,4.464,4.5012,4.5626,4.704,5.0477,5.3134,5.3358,5.2818,5.2584,5.2709,5.2792,5.2672,5.2974,5.4101,5.4073,5.3514,5.3527,5.3637,5.3481,5.3522,5.3199,5.3815,5.4127,5.4699,5.4988,5.5378,5.5652,5.5904,5.606,5.605,5.6122,5.6156
