25769,25775,25790,25813,25845,25886,25935,25993,26060,26136,26222,26316,26419,26531,26650,26775,26904,27036,27169,27302,27433,27558,27674,27783,27893,28008,28137,28284,28445,28618,28801,28991,29185,29377,29562,29736,29897,30041,30162,30256,30326,30387,30456,30552,30675,30805,30925,31015,31073,31114,31156,31207,31265,31325,31385,31450,31523,31608,31709,31828,31967,32125,32303,32502,32720,32952,33192,33435,33673,33904,34123,34328,34517,34688,34839,34970,35079,35166,35230,35272,35289
1764,1764.9,1766.9,1770,1774.3,1779.6,1786.1,1793.6,1802.2,1811.6,1822.1,1833.7,1846.4,1859.9,1874.5,1889.7,1905.9,1923.2,1941.5,1960.7,1980.5,2000.8,2022.2,2045.2,2070.2,2097.7,2127.5,2158,2188.5,2218.9,2249.2,2279.2,2308.9,2338,2366.6,2394.3,2421.3,2447.8,2473.7,2499.3,2522.5,2543.1,2562.4,2580.8,2599.1,2617.4,2636.5,2656.4,2674.2,2690.1,2705,2719.2,2733.2,2746.8,2759.8,2771.9,2783.1,2793.6,2803.2,2811.9,2819.7,2826.8,2833,2838.6,2843.6,2848,2852.2,2855.9,2859.4,2862.5,2865.2,2867.4,2869.4,2871.1,2872.5,2873.6,2874.4,2875.1,2875.6,2875.8,2876
0.029237,0.029233,0.029226,0.029217,0.029222,0.02926,0.029354,0.029522,0.029748,0.029947,0.030026,0.030008,0.029959,0.029704,0.029243,0.028476,0.027393,0.02621,0.024877,0.023446,0.021573,0.019256,0.017168,0.015925,0.015693,0.01641,0.01791,0.019347,0.020317,0.020952,0.021205,0.021365,0.020848,0.019897,0.018537,0.016928,0.015112,0.012984,0.010439,0.0075473,0.0058493,0.0057782,0.0074479,0.010289,0.011934,0.011844,0.0099215,0.0066523,0.0043332,0.0036373,0.0043544,0.0052901,0.0057861,0.005913,0.0061799,0.0069817,0.0082417,0.0099415,0.012137,0.01475,0.017525,0.020618,0.024128,0.027948,0.031725,0.035195,0.038101,0.040428,0.042328,0.043803,0.045062,0.046157,0.046996,0.04765,0.04819,0.048647,0.049015,0.049298,0.0495,0.049624,0.049677
994,993.53,992.42,990.68,988.31,985.31,981.69,977.44,972.59,967.18,961.17,954.57,947.31,939.52,931.16,922.31,912.93,902.85,892.12,880.74,868.92,856.65,843.5,829.17,813.5,796.44,778.09,759.07,739.7,720,700.08,679.94,659.82,639.67,619.53,599.37,579.21,559.1,539.07,519.05,498.55,477.45,455.91,434.19,412.87,392.21,372.44,353.37,334.17,314.6,294.85,275.36,256.35,237.84,219.69,201.83,184.3,167.17,150.52,134.48,119.13,105.01,92.477,81.114,70.681,61.097,52.398,44.555,37.483,31.162,25.522,20.518,16.145,12.361,9.1151,6.3815,4.1517,2.4087,1.1414,0.33974,-2.0299e-14
-2.8661e-05,-2.7162e-05,-2.6219e-05,-1.0021e-05,2.6201e-05,7.0195e-05,0.00012712,0.00017328,0.00017293,9.9442e-05,6.6001e-06,-1.3289e-05,-6.1594e-05,-0.00018111,-0.00025386,-0.00041263,-0.0004517,-0.00048065,-0.0004941,-0.00054735,-0.0007233,-0.00074887,-0.00053733,-0.00021926,7.2124e-05,0.00033553,0.00045631,0.00031257,0.00022307,9.818e-05,6.2463e-05,-2.5385e-05,-0.00020686,-0.00027056,-0.00038313,-0.00038932,-0.00048362,-0.00053301,-0.00068909,-0.00059911,-0.0001987,0.00017102,0.00061224,0.00061624,0.00016295,-0.00021196,-0.00071695,-0.00075833,-0.00037439,3.0029e-05,0.00027099,0.00018643,7.5325e-05,1.8719e-05,0.00014997,0.00029432,0.00043417,0.00057841,0.00076373,0.00086631,0.0009643,0.0011447,0.0013425,0.0014646,0.0014607,0.0013626,0.0011564,0.0010094,0.00085996,0.00073708,0.00072793,0.00064641,0.00054487,0.00049797,0.00048739,0.0004794,0.00046334,0.00045391,0.00043385,0.00042788,0.0004268
6.244e-06,1.0835e-05,6.7966e-06,5.9065e-05,5.2822e-05,6.3249e-05,5.2757e-05,2.8291e-05,-3.0652e-05,-6.2608e-05,-4.1626e-05,5.9537e-06,-6.2122e-05,-3.6549e-05,-5.4874e-05,-5.4145e-05,3.0717e-06,-1.9775e-05,5.1273e-06,-5.1039e-05,-4.7397e-05,3.2998e-05,9.1365e-05,9.4947e-05,7.9092e-05,6.8256e-05,-1.272e-05,-4.1922e-05,-1.9146e-05,-3.442e-05,6.2299e-06,-5.6992e-05,-1.9171e-05,-2.7559e-05,-1.0637e-05,-9.6625e-06,-1.9939e-05,-1.9497e-05,-3.3215e-05,7.8641e-05,8.7618e-05,9.8578e-05,8.2189e-05,-8.3505e-05,-9.865e-05,-9.9137e-05,-9.8801e-05,7.2365e-05,9.8074e-05,9.9982e-05,7.9254e-06,-3.4094e-05,-3.066e-05,1.1952e-05,4.0781e-05,3.7473e-05,4.0775e-05,4.9132e-05,5.1003e-05,2.9801e-05,5.2221e-05,5.3902e-05,6.7402e-05,3.5648e-05,-1.6591e-05,-7.1696e-05,-8.8456e-05,-4.3866e-05,-6.0347e-05,-2.303e-05,-1.4522e-05,-8.0164e-05,-5.3278e-05,-2.2757e-05,-3.6779e-07,-2.0929e-05,-1.2783e-05,-3.0751e-05,-4.2797e-05,-6.6612e-07,-2.9899e-05
0,0.12267,0.41104,0.86376,1.4801,2.2591,3.1996,4.3002,5.5591,6.9745,8.5442,10.266,12.137,14.154,16.315,18.616,21.053,23.623,26.322,29.147,32.091,35.152,38.324,41.602,44.983,48.459,52.027,55.68,59.414,63.222,67.099,71.038,75.034,79.081,83.172,87.302,91.464,95.651,99.857,104.08,108.3,112.53,116.75,120.95,125.14,129.3,133.43,137.52,141.57,145.57,149.51,153.38,157.19,160.92,164.58,168.15,171.62,175,178.28,181.45,184.51,187.46,190.28,192.98,195.55,197.99,200.29,202.45,204.47,206.34,208.06,209.63,211.05,212.3,213.41,214.35,215.12,215.74,216.19,216.48,216.6
54365,54363,54359,54351,54339,54320,54290,54251,54192,54107,54004,53881,53747,53588,53419,53235,53058,52919,52815,52750,52724,52772,52936,53220,53606,54050,54487,54794,54949,54977,54902,54732,54491,54232,53988,53786,53649,53621,53740,54063,54482,54856,55093,55061,54801,54466,54249,54311,54551,54851,55105,55249,55322,55360,55367,55299,55123,54814,54342,53683,52847,51782,50538,49138,47619,46027,44422,42857,41365,39971,38686,37515,36468,35546,34748,34072,33517,33081,32762,32560,32475
1560.3,1559.3,1557.3,1552.9,1545.9,1537,1528.3,1522.1,1508.5,1503.4,1500.8,1497.3,1495.6,1487.4,1483.3,1471.3,1470.3,1466.4,1453.4,1437.1,1425.5,1412.3,1384.6,1375,1380.8,1394.6,1389.4,1352.2,1322.9,1297.2,1271,1241.5,1223,1192.4,1170.7,1126.2,1107.1,1080.8,1085.2,1025.7,869.67,776.49,714.5,695.4,716.34,739.33,843.35,824.69,700.24,640.93,598.55,594.58,595.16,588.57,557.33,525.08,497.38,469.6,435.83,406.27,382.87,375.2,363.34,348.84,328.8,312.23,318.49,313.93,312.79,306.02,272.33,262.1,260.82,248.17,227.19,206.43,192.83,180.64,175.57,170.13,167.34
4.5951,4.5952,4.5938,4.6009,4.6195,4.6423,4.673,4.6968,4.692,4.6418,4.5789,4.5606,4.5203,4.4295,4.3681,4.2592,4.2245,4.1905,4.1603,4.0977,3.9426,3.8927,4.0129,4.1788,4.3197,4.4463,4.4802,4.3547,4.2571,4.1452,4.1068,4.0267,3.8609,3.7969,3.6831,3.6675,3.5485,3.4694,3.2633,3.3248,3.7386,4.0743,4.4163,4.4123,4.0406,3.6549,3.0448,2.9762,3.4112,3.8448,4.0601,3.9606,3.829,3.7543,3.8852,4.0246,4.1566,4.2953,4.4756,4.6027,4.7499,5.0038,5.3027,5.5475,5.6843,5.7419,5.6857,5.689,5.651,5.6504,5.7863,5.8261,5.8197,5.8699,5.9579,6.0378,6.0933,6.143,6.1617,6.1833,6.1945
