26539,26554,26590,26646,26722,26816,26926,27053,27196,27351,27517,27694,27880,28072,28269,28469,28669,28868,29072,29274,29457,29644,29826,30001,30167,30325,30473,30615,30748,30874,30999,31117,31232,31341,31445,31543,31638,31725,31810,31887,31964,32031,32095,32151,32209,32251,32306,32348,32383,32429,32458,32484,32507,32533,32553,32566,32578,32589,32597,32600
1797.9,1800.1,1805.1,1813.1,1823.8,1837.3,1853.4,1872,1893,1916.2,1941.4,1968.6,1997.3,2027.6,2059.1,2091.6,2124.4,2157.9,2192.3,2226.7,2259.1,2291.9,2324.7,2356.3,2387.1,2416.2,2444.4,2471,2496.8,2521.1,2545.8,2569,2592,2613.6,2634.9,2654.8,2674.2,2692.3,2710,2726.2,2742.1,2756.7,2770.9,2783.6,2796,2807.5,2817.3,2828.4,2836.9,2845.8,2853,2859.5,2865.1,2869.9,2874.8,2878.3,2880.7,2882.8,2884.2,2884.6
0.038895,0.03875,0.038286,0.037817,0.037359,0.036221,0.035244,0.034324,0.033219,0.031818,0.03064,0.029287,0.027987,0.026534,0.025167,0.023693,0.02204,0.020803,0.020599,0.017841,0.016417,0.016163,0.014691,0.013825,0.012437,0.011764,0.010528,0.010197,0.0089735,0.0090798,0.0083911,0.0082019,0.007631,0.0074628,0.0069061,0.0068902,0.0063011,0.0062864,0.0058098,0.0057963,0.0054547,0.0051688,0.0047629,0.0049136,0.0044737,0.0040332,0.0057366,0.002848,0.005279,0.004558,0.0034247,0.0035767,0.0039542,0.0047827,0.0034937,0.0034476,0.0040384,0.0050268,0.0056216,0.0057961
994,992.94,990.49,986.58,981.24,974.62,966.55,957.09,946.31,934.27,920.9,906.33,890.57,873.72,855.72,836.7,816.81,795.98,774.08,752,729.03,705.18,681.1,656.45,631.59,606.3,580.9,555.02,529.21,502.97,476.95,450.83,424.97,399.2,373.84,348.68,324.1,299.86,276.27,253.17,230.83,209.2,188.41,168.33,149.33,131.45,113.96,98.65,83.055,69.522,57.218,45.692,35.418,26.279,18.978,12.655,7.4543,3.5363,1.0475,3.3066e-14
-0.00065214,-0.00072842,-0.00090939,-0.00029601,-0.00068087,-0.00075995,-0.00047916,-0.00046178,-0.00055417,-0.00049789,-0.00041522,-0.00044023,-0.00038998,-0.00040833,-0.00035013,-0.00038757,-0.00040586,-8.358e-05,-0.00024247,-0.00069249,6.8373e-05,-0.00029178,-0.00015572,-0.00027752,-0.00013656,-0.0002229,-0.00010344,-0.00015821,-0.00011965,6.0132e-06,-0.0001394,-1.341e-05,-0.00011576,-1.8461e-05,-0.00010448,1.0699e-05,-0.00014229,5.4642e-05,-0.00016833,0.00010489,-0.00021399,7.6136e-05,-0.00022538,0.00026785,-0.00054527,0.00064563,-0.00043864,-0.00024024,0.00087755,-0.00099964,0.00025337,-0.00024578,0.0007462,-0.00038988,-0.00057888,0.00034719,0.00087218,0.0013776,0.00084746,0.00080716
0.00098631,-0.001,0.00055858,0.00029823,-0.00049981,0.00025583,3.2641e-05,3.8089e-06,-5.6865e-05,8.2739e-05,-3.1328e-05,3.2824e-05,-1.887e-05,2.4713e-05,-9.2336e-06,-1.7797e-06,1.0685e-05,0.00010068,-0.00017994,9.5597e-05,5.9729e-05,-7.7558e-05,5.3543e-05,-4.5892e-05,5.4065e-05,-4.9231e-05,6.3898e-05,-6.6099e-05,8.0472e-05,-5.7847e-05,4.1256e-05,-3.3403e-05,3.2581e-05,-3.2969e-05,3.9731e-05,-4.2843e-05,4.2774e-05,-3.8042e-05,3.557e-05,-2.6461e-05,9.1653e-06,-1.185e-05,3.2508e-05,-2.0422e-05,-7.067e-05,0.00032425,-0.00065171,0.0008133,-0.00058107,4.0991e-05,0.00019576,-1.6967e-05,0.00029686,-0.001,0.00081667,0.00024973,0.0009559,-0.00036915,-0.001,0.001
2.8422e-14,0.22068,0.73919,1.5524,2.6581,4.053,5.7334,7.6945,9.9308,12.436,15.204,18.225,21.493,24.998,28.729,32.677,36.831,41.179,45.709,50.408,55.263,60.261,65.388,70.629,75.97,81.396,86.892,92.442,98.032,103.64,109.27,114.88,120.47,126.02,131.51,136.94,142.28,147.52,152.65,157.65,162.5,167.2,171.73,176.08,180.23,184.18,187.91,191.42,194.68,197.71,200.47,202.98,205.22,207.18,208.86,210.25,211.36,212.17,212.69,212.91
50011,50010,50007,50006,50003,49997,49999,50002,49998,49999,50000,50001,49999,49999,50000,50002,49992,50012,49999,49986,50012,49996,50006,49994,50008,49992,50009,49993,50003,50000,50002,50000,50001,49998,50003,50000,49999,50002,49998,50003,49998,50004,49997,50003,49979,50049,49955,50011,50032,49969,49990,50008,50021,49982,49992,50006,49994,49983,49966,49954
1772.8,1773.9,1776,1740,1748.8,1738.6,1708.9,1688.8,1670.7,1645,1613.3,1587.7,1557.5,1524.9,1483.2,1439,1388.3,1358.6,1334.6,1284.4,1147,1188.5,1102,1079.6,989.96,962.17,886.21,851.7,795.18,779.51,765.77,729.91,716.63,684.01,674.01,639.01,636.94,594.78,602.28,554.62,580.07,524.14,556.87,473.02,576.56,422.95,544.97,507,439.38,546.77,409.14,479.81,377.79,492.99,509.51,369.22,385.37,456.21,374.25,364.65
4.33,4.2736,4.1436,4.6032,4.2664,4.2055,4.4326,4.4135,4.3254,4.3349,4.3771,4.3167,4.3018,4.275,4.3301,4.2548,4.1812,4.4147,4.2621,3.8391,4.5069,4.1099,4.2282,4.0814,4.2018,4.1015,4.196,4.1322,4.1523,4.2421,4.0927,4.2002,4.0784,4.164,4.0508,4.1589,3.9878,4.1714,3.9495,4.2015,3.8633,4.1741,3.8127,4.3579,3.4026,4.6611,3.4933,3.7173,4.8918,2.7763,4.2673,3.6705,4.7454,3.4756,3.243,4.334,4.8606,5.3367,4.8303,4.7829
