24460,24476,24512,24569,24644,24738,24849,24974,25111,25258,25412,25571,25730,25887,26041,26192,26345,26503,26672,26864,27079,27312,27555,27796,28032,28261,28485,28699,28907,29108,29301,29487,29666,29837,30001,30158,30308,30451,30588,30719,30844,30963,31076,31185,31288,31386,31479,31568,31653,31734,31810,31883,31953,32018,32077,32133,32186,32236,32289,32336,32372,32411,32466,32555,32721,32980,33289,33623,33967,34310,34642,34954,35241,35498,35720,35907,36056,36166,36236,36265
1524,1525.1,1527.6,1531.5,1537,1543.9,1552.3,1562.3,1573.9,1587.2,1602.2,1619,1637.8,1658.5,1681.5,1706.9,1735,1765.9,1799.8,1835.8,1872.6,1909.8,1947.1,1984.3,2021.2,2057.8,2093.9,2129.4,2164.2,2198.4,2231.7,2264.2,2295.9,2326.6,2356.4,2385.3,2413.1,2440.1,2466.1,2491.2,2515.3,2538.6,2560.9,2582.4,2603,2622.8,2641.8,2660,2677.4,2694,2710,2725.2,2739.8,2753.7,2766.9,2779.5,2791.5,2802.8,2813.5,2823.9,2833.6,2842.5,2850.3,2857.3,2863.4,2868.7,2873,2876.4,2879.4,2882,2884.2,2886,2887.6,2888.9,2890,2890.8,2891.5,2891.9,2892.2,2892.3
0.049592,0.049386,0.048902,0.048135,0.047114,0.045813,0.044232,0.04237,0.040265,0.03785,0.035355,0.032601,0.029503,0.026611,0.024162,0.022273,0.0211,0.02075,0.021434,0.022968,0.023775,0.023985,0.023063,0.021543,0.019934,0.01868,0.017266,0.015981,0.014994,0.013907,0.013004,0.012107,0.011331,0.010578,0.0099212,0.0092918,0.0087315,0.0082066,0.0077315,0.0072895,0.0068916,0.0065213,0.0061781,0.0058726,0.0055805,0.0053213,0.0050737,0.0048594,0.0046441,0.00447,0.0042653,0.0041432,0.0039853,0.0037264,0.0034741,0.0034453,0.0032703,0.0033744,0.0035611,0.002838,0.0025005,0.0034346,0.0052869,0.0099199,0.018983,0.027017,0.032072,0.036233,0.039679,0.042444,0.044603,0.046253,0.047479,0.048369,0.048992,0.049413,0.049687,0.04986,0.049957,0.05
1562,1561.4,1559.9,1557.7,1554.6,1550.6,1545.8,1540.1,1533.4,1525.9,1517.3,1507.7,1496.9,1485,1471.7,1456.8,1440.3,1421.9,1401.4,1379.3,1356.2,1332.3,1307.7,1282.5,1256.6,1229.9,1202.6,1174.6,1146,1116.9,1087.2,1057.1,1026.6,995.75,964.54,933.08,901.39,869.53,837.56,805.51,773.45,741.41,709.46,677.64,646.01,614.6,583.48,552.68,522.27,492.28,462.77,433.75,405.31,377.53,350.41,323.93,298.26,273.28,249.08,226.12,203.89,182.14,160.99,140.65,121.37,103.46,87.066,72.337,59.333,47.958,38.094,29.614,22.401,16.344,11.347,7.3319,4.233,1.9988,0.59409,-7.4489e-15
-0.001,-0.00099608,-0.001,-0.001,-0.00097809,-0.001,-0.001,-0.001,-0.001,-0.001,-0.0009083,-0.001,-0.00093009,-0.00077319,-0.00057332,-0.00040309,-0.00016885,6.3427e-06,0.00029834,0.00026348,9.7687e-05,-5.2012e-05,-0.00025903,-0.00028586,-0.00025787,-0.00020053,-0.00025622,-0.00015836,-0.00017517,-0.00015001,-0.00013974,-0.00012449,-0.00011425,-0.00010325,-9.34e-05,-8.617e-05,-7.7504e-05,-7.1469e-05,-6.5222e-05,-5.9776e-05,-5.4127e-05,-5.1274e-05,-4.6013e-05,-4.2729e-05,-4.0078e-05,-3.6589e-05,-3.4097e-05,-3.1661e-05,-2.9637e-05,-2.7744e-05,-2.9198e-05,-1.459e-05,-3.6791e-05,-4.6837e-05,-2.5339e-05,-3.847e-06,-3.8875e-05,7.7115e-05,-6.0984e-05,-0.00016133,6.032e-05,0.00031113,0.00057916,0.00079208,0.00097104,0.0011171,0.0012629,0.0011696,0.0010215,0.00088195,0.00075336,0.00062911,0.00052893,0.00042977,0.00035778,0.00028365,0.00024633,0.00020451,0.00020464,0.00020862
1.6837,1.6837,1.6837,1.6837,1.6838,1.6838,1.6839,1.6839,1.684,1.6841,1.6841,1.6842,1.6843,1.6844,1.6845,1.6846,1.6847,1.6848,1.6849,1.685,1.6852,1.6853,1.6854,1.6856,1.6857,1.6858,1.686,1.6861,1.6862,1.6864,1.6865,1.6866,1.6868,1.6869,1.687,1.6872,1.6873,1.6874,1.6875,1.6876,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6887,1.6888,1.6889,1.689,1.689,1.6891,1.6892,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
-4.5568e-05,3.9102e-05,-3.9287e-05,4.0677e-05,-1.4852e-05,-4.2911e-07,-9.2151e-06,1.4244e-05,-2.0881e-05,3.8394e-05,-3.8517e-06,-2.0474e-05,4.6808e-05,5e-05,5e-05,5e-05,4.9761e-05,5e-05,5e-05,-4.8568e-05,-1.4207e-05,-4.9913e-05,-1.5039e-05,-4.1021e-06,1.7695e-05,-8.2553e-06,5.4307e-06,1.0734e-05,-5.3906e-06,7.7281e-06,-1.721e-06,4.7141e-06,-6.416e-07,3.3152e-06,-1.6297e-07,2.2004e-06,2.7917e-07,1.4628e-06,3.4231e-07,1.2056e-06,3.1841e-07,6.5427e-07,7.2358e-07,2.0857e-07,6.9548e-07,1.2218e-07,8.1305e-07,-3.3854e-07,1.3068e-06,-1.4395e-06,2.5995e-06,-9.6171e-07,-3.3934e-06,-4.168e-07,8.5144e-06,-7.0697e-06,8.7565e-06,1.1615e-05,-5e-05,2.4171e-05,5e-05,5e-05,5e-05,5e-05,3.3786e-05,4.9151e-05,9.9902e-06,-5e-05,-4.4439e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-3.7619e-05,-5e-05,4.7443e-05,-5e-05
0,0.20669,0.69256,1.4553,2.4937,3.8061,5.3904,7.2442,9.3646,11.748,14.391,17.29,20.439,23.835,27.471,31.342,35.442,39.765,44.303,49.05,53.999,59.141,64.468,69.973,75.646,81.48,87.463,93.589,99.846,106.22,112.72,119.31,125.99,132.76,139.59,146.49,153.44,160.42,167.43,174.46,181.49,188.52,195.53,202.51,209.46,216.35,223.19,229.96,236.64,243.23,249.72,256.1,262.36,268.49,274.47,280.3,285.98,291.48,296.81,301.95,306.9,311.65,316.18,320.51,324.61,328.48,332.11,335.51,338.66,341.56,344.2,346.58,348.7,350.56,352.14,353.45,354.49,355.26,355.74,355.95
49936,49882,49757,49568,49322,49030,48707,48367,48031,47718,47451,47249,47149,47170,47324,47608,48018,48520,49074,49541,49831,49970,50000,50000,50000,50000,49991,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49956,49947,50000,50000,49832,49369,48273,46493,44385,42196,40043,38004,36131,34453,32984,31724,30671,29817,29154,28675,28373,28245
1626.1,1626.8,1629.3,1633,1636.6,1644.5,1651.9,1659.8,1667.9,1676.1,1678.2,1691.9,1694.5,1690.5,1682.6,1674.7,1659.9,1644.9,1614.5,1573.8,1533.6,1490.9,1449.8,1399.6,1346.4,1292.5,1245.5,1190.6,1143.8,1095.7,1049.9,1005.1,962.53,921.24,881.9,844.58,808.86,775.34,743.32,713.02,684.5,657.76,632.33,608.54,586.26,565.23,545.66,527.1,509.84,493.62,478.61,463.13,452.5,441.18,427.57,415.26,409.2,389.95,394.42,395.82,369.32,338.4,306.67,276.49,243.19,206.65,161.71,146.83,131.22,121.62,106.23,102.05,90.976,81.737,73.211,67.311,61.802,58.512,51.466,47.517
