23820,23831,23854,23891,23940,24001,24073,24156,24248,24348,24456,24571,24692,24820,24956,25099,25252,25418,25597,25790,25995,26211,26434,26657,26878,27095,27308,27517,27721,27920,28113,28301,28484,28660,28831,28995,29154,29308,29455,29597,29734,29865,29991,30113,30229,30341,30448,30551,30649,30744,30834,30921,31005,31084,31161,31234,31305,31372,31436,31498,31557,31613,31667,31719,31769,31815,31859,31913,31985,32084,32215,32380,32581,32820,33089,33379,33680,33984,34284,34574,34849,35106,35342,35554,35741,35901,36034,36140,36218,36267,36288
1520,1520.9,1522.9,1526,1530.4,1535.9,1542.7,1550.8,1560.1,1570.8,1583,1596.6,1611.8,1628.8,1647.5,1668.1,1690.8,1715.7,1742.8,1772.4,1804.1,1836.9,1869.9,1903.1,1936.4,1969.8,2003,2036.1,2068.9,2101.4,2133.5,2165.1,2196.1,2226.6,2256.4,2285.6,2314.1,2341.8,2368.9,2395.2,2420.7,2445.5,2469.6,2492.9,2515.5,2537.3,2558.5,2578.9,2598.7,2617.7,2636.2,2653.9,2671.1,2687.6,2703.5,2718.9,2733.7,2747.9,2761.6,2774.7,2787.4,2799.5,2811.1,2822.3,2833,2843.3,2852.9,2861.8,2870.1,2877.6,2884.2,2890,2895,2899,2902.7,2906,2909,2911.6,2914,2916,2917.8,2919.4,2920.7,2921.8,2922.8,2923.5,2924.2,2924.7,2925,2925.2,2925.3
0.044341,0.044192,0.043843,0.04329,0.042546,0.041598,0.040469,0.03917,0.037785,0.036369,0.034974,0.033654,0.032471,0.031486,0.030775,0.030397,0.030456,0.030888,0.031124,0.031405,0.031229,0.030832,0.029758,0.027942,0.026233,0.024593,0.02307,0.021625,0.020285,0.019011,0.01784,0.016727,0.015704,0.014743,0.01385,0.013026,0.01226,0.011551,0.010892,0.010286,0.0097171,0.0091935,0.0087092,0.0082619,0.0078436,0.0074581,0.007099,0.0067695,0.0064604,0.0061784,0.0059151,0.0056726,0.0054412,0.0052343,0.0050383,0.004861,0.004686,0.0045332,0.0043826,0.0042572,0.0041193,0.0040222,0.0038824,0.0038562,0.0037833,0.0034028,0.0038297,0.0051813,0.0073229,0.01019,0.013691,0.017736,0.022251,0.027046,0.031393,0.035056,0.038098,0.040587,0.042593,0.044177,0.045401,0.046323,0.046995,0.047467,0.047783,0.047981,0.048095,0.048154,0.048179,0.048187,0.048189
1562,1561.5,1560.4,1558.6,1556.2,1553.1,1549.3,1544.9,1539.7,1533.7,1527,1519.4,1511,1501.6,1491.1,1479.6,1466.9,1452.9,1437.6,1421,1403.1,1384.2,1364.9,1345,1324.4,1303.2,1281.4,1258.9,1235.8,1212.2,1188,1163.4,1138.3,1112.7,1086.7,1060.4,1033.7,1006.7,979.46,951.97,924.27,896.41,868.41,840.31,812.14,783.95,755.75,727.59,699.51,671.53,643.69,616.03,588.58,561.37,534.43,507.81,481.53,455.62,430.12,405.06,380.46,356.35,332.78,309.73,287.27,265.55,244.14,223.06,202.4,182.32,162.98,144.53,127.09,110.79,95.835,82.277,70.07,59.135,49.395,40.765,33.161,26.508,20.733,15.771,11.565,8.0635,5.2287,3.0266,1.4319,0.42568,-5.2977e-15
-0.001,-0.00099676,-0.00099776,-0.001,-0.00099086,-0.001,-0.00097392,-0.00094998,-0.00085375,-0.00078357,-0.00067155,-0.00058241,-0.00045032,-0.00034613,-0.00018996,-7.8751e-05,0.00011893,0.00010107,7.7671e-05,3.5585e-05,-9.7943e-05,-0.00014017,-0.00040293,-0.0004318,-0.00038685,-0.0003561,-0.00032506,-0.00029607,-0.00027257,-0.00024866,-0.00022716,-0.0002098,-0.0001893,-0.0001765,-0.00015908,-0.00014652,-0.00013357,-0.00012341,-0.0001122,-0.00010376,-9.6211e-05,-8.7648e-05,-8.1043e-05,-7.4806e-05,-6.9753e-05,-6.4122e-05,-5.9744e-05,-5.5016e-05,-5.1768e-05,-4.7135e-05,-4.4631e-05,-4.1582e-05,-3.9589e-05,-3.5508e-05,-3.4453e-05,-3.1674e-05,-3.1579e-05,-2.7495e-05,-2.7857e-05,-2.3716e-05,-2.6717e-05,-1.803e-05,-3.1867e-05,1.8264e-05,-7.464e-05,-3.1852e-05,0.00022384,0.00041346,0.00063347,0.00081798,0.0010224,0.0011903,0.0013907,0.0014336,0.0012918,0.0011447,0.0010012,0.00087029,0.00074581,0.00063177,0.00052601,0.00043023,0.00034365,0.00026682,0.00019974,0.0001423,9.5034e-05,5.7267e-05,2.9987e-05,1.2397e-05,6.7331e-06
1.6823,1.6823,1.6824,1.6824,1.6824,1.6824,1.6825,1.6825,1.6826,1.6826,1.6827,1.6828,1.6829,1.6829,1.683,1.6831,1.6832,1.6833,1.6834,1.6836,1.6837,1.6838,1.6839,1.684,1.6842,1.6843,1.6844,1.6846,1.6847,1.6849,1.685,1.6851,1.6853,1.6854,1.6855,1.6857,1.6858,1.686,1.6861,1.6862,1.6864,1.6865,1.6866,1.6867,1.6869,1.687,1.6871,1.6872,1.6874,1.6875,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6887,1.6888,1.6889,1.689,1.689,1.6891,1.6892,1.6892,1.6893,1.6893,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
-5e-05,4.584e-05,-3.8095e-05,3.298e-05,-2.1448e-05,2.1112e-05,6.3036e-06,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-3.729e-05,1.8956e-05,-5e-05,-3.9394e-06,-4.7227e-05,-5e-05,1.8066e-05,3.2572e-06,1.0317e-05,4.1707e-06,7.5575e-06,3.0916e-06,6.3243e-06,2.3834e-06,4.8524e-06,2.447e-06,3.2e-06,2.7078e-06,2.3636e-06,2.0985e-06,1.8167e-06,1.9947e-06,1.0982e-06,1.653e-06,1.1768e-06,1.2628e-06,7.8629e-07,1.1193e-06,6.6454e-07,1.0172e-06,4.289e-07,9.4726e-07,3.8197e-07,7.6044e-07,6.4836e-08,9.8028e-07,2.6812e-08,8.4656e-07,-3.7977e-07,1.1393e-06,-5.2536e-07,1.5265e-06,-1.4933e-06,2.7537e-06,-3.4178e-06,5.7402e-06,1.1359e-06,-2.6183e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-2.7462e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-4.6321e-05,-2.4875e-05
0,0.14923,0.50011,1.0511,1.8014,2.7503,3.8964,5.2385,6.775,8.5039,10.423,12.531,14.824,17.299,19.955,22.787,25.792,28.967,32.308,35.81,39.47,43.283,47.244,51.349,55.593,59.971,64.477,69.106,73.852,78.71,83.673,88.737,93.894,99.139,104.47,109.87,115.33,120.87,126.45,132.09,137.76,143.47,149.21,154.97,160.74,166.52,172.3,178.07,183.83,189.57,195.28,200.95,206.59,212.17,217.7,223.17,228.57,233.9,239.14,244.3,249.37,254.33,259.19,263.93,268.56,273.07,277.45,281.69,285.79,289.76,293.57,297.23,300.73,304.07,307.25,310.25,313.08,315.74,318.22,320.51,322.62,324.54,326.26,327.8,329.14,330.29,331.24,331.99,332.54,332.89,333.04
55000,54974,54913,54821,54703,54566,54418,54269,54128,54005,53910,53850,53833,53862,53936,54052,54200,54359,54525,54699,54866,54975,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,54988,55000,55000,54889,54594,54014,53134,51948,50463,48710,46776,44766,42764,40831,39010,37327,35797,34427,33219,32169,31273,30524,29916,29443,29101,28885,28794
1663.9,1664.7,1667.4,1671.5,1676.2,1683.5,1689.6,1696.6,1699.6,1704.7,1707.6,1711.8,1712.9,1715,1712.7,1711.4,1702.5,1703,1699.5,1693.5,1676,1634.6,1603.6,1559.6,1510.8,1462.5,1413.8,1365.4,1317.8,1270.7,1224.5,1179.3,1134.8,1092,1050.1,1010.2,971.46,934.49,898.91,865.02,832.43,801.12,771.49,743.21,716.33,690.81,666.61,643.71,622.18,601.67,582.44,564.23,547.18,531.04,515.98,501.59,488.24,475.41,463.71,452.42,442.34,431.97,423.95,411.57,410.75,400.07,372.46,348.95,321.74,295.37,264.59,234.91,197.34,171.64,164.69,157.31,149.33,140.08,130.95,121.82,113.22,104.77,97.49,91.014,85.466,80.757,77.313,74.173,71.718,70.567,69.714
