26621,26623,26628,26636,26647,26661,26679,26700,26726,26755,26790,26829,26873,26921,26974,27031,27093,27160,27233,27311,27394,27484,27579,27679,27786,27899,28019,28143,28270,28399,28529,28655,28773,28882,28989,29099,29219,29350,29484,29615,29739,29854,29963,30068,30170,30271,30369,30461,30549,30639,30724,30805,30884,30960,31033,31107,31178,31246,31311,31374,31437,31497,31555,31611,31665,31717,31767,31815,31861,31907,31950,31989,32027,32062,32097,32129,32160,32190,32218,32245,32270,32293,32314,32335,32354,32372,32388,32402,32415,32428,32440,32452,32463,32474,32483,32492,32499,32504,32507,32509
1797.9,1798.4,1799.4,1801.1,1803.5,1806.4,1810,1814.2,1819,1824.5,1830.6,1837.3,1844.7,1852.7,1861.3,1870.7,1880.6,1891.1,1902.1,1913.9,1926.3,1939.5,1953.2,1968.2,1983.8,1998.9,2016.7,2036.4,2056.4,2077.3,2098,2118,2138.3,2159.9,2183,2203.4,2221.5,2241.9,2264,2286.2,2308.1,2329.4,2349.7,2369.2,2388,2406.5,2424.7,2442.6,2459.3,2475.8,2492.1,2507.8,2523.2,2538.2,2552.8,2567.1,2581,2594.6,2607.9,2620.8,2633.3,2645.6,2657.4,2668.9,2680,2690.8,2701.2,2711.2,2720.9,2730.1,2739.2,2747.9,2756.1,2764.1,2771.6,2778.8,2785.7,2792.3,2798.5,2804.5,2810.2,2815.5,2820.6,2825.3,2829.8,2834,2837.9,2841.5,2844.7,2847.6,2850.1,2852.3,2854.2,2855.8,2857.1,2858.3,2859.1,2859.8,2860.2,2860.4
0.013985,0.014053,0.014214,0.014464,0.014801,0.015213,0.015693,0.016228,0.016806,0.017399,0.01797,0.018474,0.01888,0.019204,0.019451,0.019638,0.019909,0.02028,0.020696,0.021124,0.021523,0.021835,0.022055,0.022351,0.022706,0.023342,0.023534,0.023209,0.022764,0.022451,0.021493,0.019727,0.017679,0.016342,0.015915,0.016469,0.017763,0.01843,0.01808,0.01685,0.015495,0.014073,0.013308,0.012697,0.012411,0.01193,0.011261,0.010422,0.010385,0.010128,0.0094175,0.0091346,0.0088024,0.0083992,0.0083069,0.0081854,0.0078176,0.007537,0.0072316,0.0072561,0.0070459,0.0067379,0.0066033,0.0065012,0.0062722,0.0061243,0.0059459,0.0058842,0.0057328,0.005721,0.0053779,0.0051135,0.0050006,0.0048685,0.0048071,0.0047355,0.0046362,0.0045259,0.0044874,0.0044057,0.0042939,0.0041471,0.0040978,0.0041146,0.0040159,0.0038692,0.0037406,0.0036879,0.0037569,0.0039152,0.0041599,0.0044665,0.004804,0.0051433,0.0054642,0.0057428,0.0059703,0.0061362,0.006243,0.0062882
994,993.71,993.01,991.92,990.44,988.56,986.29,983.62,980.56,977.11,973.28,969.07,964.49,959.54,954.21,948.47,942.34,935.82,928.93,921.62,913.87,905.62,896.92,887.51,877.69,867.94,857.09,845.42,833.29,820.51,807.64,794.87,781.77,767.89,753.21,738.77,724.63,709.61,694.2,678.88,663.43,647.88,632.05,616.08,599.96,583.81,567.65,551.47,535.11,518.78,502.57,486.29,470.07,453.91,437.76,421.7,405.81,390.01,374.35,358.77,343.4,328.24,313.23,298.42,283.87,269.53,255.45,241.61,228.06,214.76,201.86,189.24,176.9,164.91,153.24,141.93,131.01,120.47,110.3,100.54,91.205,82.298,73.794,65.714,58.104,50.955,44.259,38.006,32.195,26.832,21.925,17.493,13.541,10.082,7.121,4.6654,2.7225,1.2961,0.3867,3.7446e-16
0.00082653,0.00082846,0.00083047,0.000818,0.00080448,0.0007723,0.00074386,0.00070185,0.00065729,0.00058085,0.0004912,0.00037293,0.00027432,0.00020128,0.00013527,0.00012304,0.00019867,0.00021333,0.00023192,0.00020151,0.00018688,9.9906e-05,0.00012271,0.00011638,0.00022008,0.00021841,-5.6089e-05,-0.00016883,-0.00013015,-0.00016517,-0.00051016,-0.00068332,-0.00063364,-0.00025478,-2.2974e-05,0.00037713,0.00034119,7.2478e-05,-0.00029299,-0.00038939,-0.00044984,-0.00032601,-0.00018452,-0.00013542,-8.1899e-05,-0.00017451,-0.00023475,-0.00016181,6.0182e-05,-0.00021599,-0.00012691,-7.5712e-05,-0.00011169,-9.3584e-05,1.9125e-05,-0.00010664,-7.6065e-05,-0.00011147,-2.8471e-05,-7.4972e-06,-9.9919e-05,-7.4584e-05,-1.3508e-05,-6.7072e-05,-5.3451e-05,-6.1573e-05,-3.0438e-05,-4.1376e-05,-2.3997e-05,-3.8933e-05,-0.0001592,-3.3829e-05,-6.3589e-05,-2.6021e-05,-3.1492e-05,-2.5511e-05,-5.9529e-05,-2.4101e-05,-2.5884e-05,-4.4978e-05,-7.0004e-05,-6.3434e-05,9.7699e-06,-1.5644e-05,-9.1668e-05,-8.9534e-05,-7.7738e-05,1.1391e-05,9.3048e-05,0.00018415,0.00027595,0.00036533,0.00042707,0.00048916,0.00051986,0.0005457,0.00054695,0.00054917,0.00055105,0.00054872
-5.5283e-05,5.6645e-05,-3.9145e-05,-2.4043e-05,-5.6294e-05,-4.9768e-05,-5.3024e-05,-5.0523e-05,-6.6539e-05,-8.2704e-05,-9.4111e-05,-9.6365e-05,-6.2086e-05,-4.6626e-05,-3.9941e-05,3.3283e-05,3.0286e-05,4.8509e-06,-2.753e-08,-1.4085e-05,-2.0501e-05,-3.1383e-05,2.6104e-05,-9.2573e-06,7.5233e-05,-9.4492e-05,-7.6876e-05,-2.0528e-05,4.1694e-05,-9.6036e-05,-9.7818e-05,-3.779e-05,9.6933e-05,9.9795e-05,9.9598e-05,9.2766e-05,-8.1739e-05,-9.3266e-05,-9.5763e-05,8.4647e-06,-2.5069e-05,8.3715e-05,-6.4429e-06,4.6082e-05,-3.1278e-05,-4.3153e-06,-3.4737e-05,9.4754e-05,-3.0972e-05,-4.7814e-05,5.1951e-05,-1.1862e-05,-9.2225e-06,3.285e-05,-2.6747e-06,-2.9621e-05,1.8032e-05,-1.5192e-05,4.604e-05,-3.4524e-05,-6.4579e-06,1.7703e-05,6.0514e-06,-2.132e-05,1.7785e-05,-1.3903e-05,2.526e-05,-2.6278e-05,3.7038e-05,-6.3356e-05,2.0888e-05,2.0748e-05,-8.1978e-06,1.4854e-05,-4.6083e-06,-4.0436e-06,-6.5289e-06,2.0923e-05,-1.6001e-05,-3.7435e-06,-1.6911e-05,3.0861e-05,2.6894e-05,-5.2217e-05,-1.7716e-05,2.8991e-06,3.3325e-05,7.679e-05,6.1563e-05,8.8952e-05,8.8689e-05,8.6799e-05,7.2426e-05,7.7483e-05,3.4648e-05,4.6577e-05,-2.7365e-05,4.3512e-05,-4.3264e-05,3.0259e-05
0,0.082314,0.27586,0.57983,0.9939,1.5177,2.1506,2.892,3.7412,4.6974,5.7595,6.9266,8.1974,9.5708,11.045,12.619,14.292,16.06,17.923,19.88,21.927,24.062,26.285,28.592,30.981,33.45,35.996,38.617,41.31,44.073,46.902,49.795,52.75,55.762,58.83,61.949,65.118,68.332,71.588,74.885,78.217,81.581,84.976,88.396,91.838,95.3,98.778,102.27,105.77,109.27,112.77,116.28,119.78,123.27,126.74,130.21,133.65,137.07,140.46,143.83,147.16,150.46,153.71,156.93,160.09,163.21,166.28,169.29,172.25,175.14,177.97,180.73,183.43,186.05,188.59,191.06,193.45,195.76,197.98,200.12,202.16,204.12,205.98,207.75,209.42,211,212.47,213.85,215.12,216.28,217.35,218.3,219.15,219.89,220.53,221.05,221.46,221.77,221.96,222.04
49368,49377,49398,49431,49473,49524,49582,49644,49709,49773,49836,49898,49955,50007,50055,50104,50145,50176,50191,50194,50184,50162,50123,50100,50056,49926,49876,49876,49862,49863,49841,49806,49841,49995,50223,50296,50178,50081,50010,49969,49959,49986,50009,50025,50021,50008,50005,50026,50024,49999,50001,50000,50001,50008,50014,50004,50001,50001,50011,50010,50005,50008,50011,50007,50008,50009,50012,50009,50007,50000,50003,50014,50016,50014,50009,50004,50001,50001,49998,49996,49996,50000,50005,50007,50011,50018,50029,50039,50044,50043,50033,50016,49991,49963,49933,49905,49880,49860,49847,49841
1375.2,1374.8,1374.1,1374.4,1374.6,1375.4,1376.3,1378.3,1380,1384.8,1392.4,1398.1,1401.2,1401.3,1404.4,1405.2,1393.7,1392.8,1385.7,1385.4,1371.3,1365,1340.6,1381.8,1328.9,1349.1,1450.9,1427.4,1399.4,1393.6,1356,1319.7,1321.4,1351,1303.9,1103.7,1118.4,1183,1227.6,1211,1184.4,1116.4,1049.7,1005.5,962.32,952.54,934.57,893.91,828.53,851.72,814.75,791.59,778.69,760.3,735.55,731.24,713.58,704.49,684.2,669.28,666.78,651.67,632.28,627.48,614.44,604.94,589.84,581.53,568.42,560.09,568.14,539.34,535.33,521.53,514.74,506.47,504.57,492.14,485.83,483.28,482.18,476.47,463.16,462.4,468.53,464.59,459.78,446.29,429.03,413.08,397.07,381.08,367.67,359.18,355.34,352.67,351.58,350.7,350.11,350.03
5.5454,5.5452,5.5436,5.5342,5.5224,5.4979,5.4712,5.4342,5.3945,5.3323,5.2626,5.1569,5.0704,4.9998,4.9324,4.9002,4.928,4.9218,4.9361,4.9168,4.9112,4.8638,4.8625,4.8068,4.8612,4.8418,4.6002,4.5131,4.5602,4.5025,4.1995,4.0097,4.0396,4.312,4.4561,4.7976,4.7713,4.5174,4.2003,4.0893,4.0276,4.1172,4.2321,4.2693,4.3095,4.2168,4.1562,4.2087,4.4017,4.1443,4.2125,4.2442,4.2009,4.2108,4.3033,4.182,4.1998,4.1583,4.2229,4.2325,4.1374,4.1527,4.1989,4.1397,4.1438,4.1236,4.1476,4.1265,4.1439,4.1238,3.9772,4.1265,4.0845,4.1285,4.1173,4.121,4.073,4.1148,4.1088,4.0781,4.039,4.0411,4.1099,4.0764,3.9869,3.9842,3.9916,4.071,4.1603,4.2658,4.3611,4.4489,4.5227,4.5812,4.6094,4.6333,4.6342,4.6361,4.6379,4.6356
