25269,25279,25300,25334,25380,25437,25505,25583,25670,25766,25869,25977,26091,26209,26329,26450,26569,26686,26797,26902,26999,27088,27165,27230,27282,27322,27359,27404,27471,27562,27676,27812,27965,28129,28301,28473,28644,28810,28972,29130,29284,29432,29576,29715,29849,29979,30103,30222,30337,30449,30557,30663,30765,30864,30959,31051,31139,31224,31306,31385,31460,31532,31602,31668,31732,31793,31852,31908,31963,32014,32061,32106,32150,32191,32231,32269,32305,32340,32373,32404,32434,32463,32491,32516,32538,32563,32601,32659,32742,32848,32973,33111,33257,33405,33551,33690,33819,33935,34035,34116,34177,34216,34233
1520,1520.5,1521.7,1523.7,1526.3,1529.7,1533.8,1538.6,1544.2,1550.6,1557.8,1565.8,1574.6,1584.3,1595,1606.7,1619.4,1633.2,1648.2,1664.5,1682.2,1701.4,1722.3,1745.1,1769.8,1796.7,1825.2,1854.5,1884.4,1914.6,1945,1975.2,2005.1,2034.6,2063.7,2092.3,2120.3,2148,2175.3,2202.3,2228.7,2254.6,2279.9,2304.7,2328.8,2352.3,2375.2,2397.2,2418.6,2439.5,2460.1,2480.3,2500.1,2519.3,2537.9,2555.9,2573.4,2590.3,2606.7,2622.6,2637.8,2652.6,2666.8,2680.5,2693.7,2706.4,2718.7,2730.5,2741.9,2752.8,2763.4,2773.6,2783.3,2792.6,2801.6,2810.2,2818.4,2826.2,2833.7,2840.8,2847.6,2854,2860.1,2865.9,2871.4,2876,2879.6,2882.1,2883.7,2884.8,2885.6,2886.2,2886.7,2886.9,2887,2886.9,2886.7,2886.4,2886,2885.6,2885.3,2885.1,2885
0.048934,0.048809,0.048516,0.048059,0.047435,0.04665,0.045699,0.044581,0.043297,0.041848,0.040237,0.038496,0.036672,0.034739,0.032625,0.030375,0.027928,0.02534,0.0226,0.020006,0.017383,0.014687,0.012061,0.0093748,0.0069385,0.0052628,0.0053715,0.0072844,0.0099872,0.012558,0.014742,0.016407,0.017423,0.017781,0.017644,0.016997,0.016206,0.015343,0.014597,0.013813,0.013119,0.012399,0.01179,0.011125,0.010627,0.010022,0.0094499,0.0089682,0.0085552,0.0082368,0.0079317,0.007699,0.0073672,0.0070584,0.0067315,0.006481,0.0062014,0.0059923,0.0057362,0.0055293,0.0053056,0.0051194,0.0049221,0.0047617,0.0045928,0.0044459,0.0042985,0.0042161,0.0040689,0.0038353,0.0036384,0.0035532,0.0034854,0.0034114,0.0033239,0.0032498,0.0031775,0.0031226,0.0030623,0.0030001,0.0029966,0.0030136,0.0029054,0.002651,0.0026208,0.003749,0.0062671,0.0099286,0.014263,0.01865,0.022823,0.026677,0.030219,0.033419,0.036259,0.038742,0.040874,0.042672,0.044168,0.045379,0.046286,0.046862,0.047107
1562,1561.7,1560.8,1559.6,1557.8,1555.6,1553,1549.8,1546.2,1542.1,1537.5,1532.4,1526.8,1520.7,1514,1506.8,1499,1490.5,1481.5,1471.6,1461,1449.6,1437.2,1423.7,1409.1,1393.1,1375.6,1356.9,1337.1,1316.6,1295.5,1273.9,1251.8,1229.4,1206.8,1183.9,1160.8,1137.3,1113.6,1089.7,1065.5,1041.1,1016.6,991.9,967.06,942.17,917.2,892.16,867.08,841.98,816.91,791.86,766.92,742.06,717.33,692.71,668.26,643.97,619.89,596.02,572.39,549.01,525.92,503.12,480.63,458.48,436.68,415.24,394.2,373.61,353.44,333.67,314.35,295.51,277.16,259.31,241.99,225.18,208.93,193.23,178.08,163.51,149.58,136.31,123.56,111.02,98.675,86.672,75.203,64.489,54.625,45.644,37.532,30.282,23.876,18.292,13.499,9.4707,6.1748,3.5884,1.7013,0.5067,2.0778e-14
-0.00099983,-0.00099916,-0.00099614,-0.00099136,-0.00099155,-0.00098766,-0.00099275,-0.00099454,-0.00099767,-0.0009998,-0.00099498,-0.00096637,-0.00092608,-0.00093686,-0.00094097,-0.00095009,-0.00096444,-0.00096915,-0.0009362,-0.000827,-0.00085834,-0.00078676,-0.00078008,-0.00072674,-0.0005977,-0.00023896,0.00028477,0.00061944,0.00065158,0.00056162,0.00044185,0.00030769,0.00013979,2.7559e-05,-9.266e-05,-0.00015574,-0.00017364,-0.00016165,-0.00014946,-0.00014709,-0.00013471,-0.00012983,-0.00011657,-0.00011802,-8.6656e-05,-0.00012846,-8.3633e-05,-9.4898e-05,-5.454e-05,-6.7389e-05,-3.8201e-05,-5.7262e-05,-5.5017e-05,-6.3714e-05,-4.8391e-05,-5.1992e-05,-4.2706e-05,-4.3674e-05,-4.3915e-05,-3.9853e-05,-3.9438e-05,-3.6254e-05,-3.5219e-05,-3.1359e-05,-3.1658e-05,-3.026e-05,-2.3878e-05,-1.7333e-05,-4.4163e-05,-5.0749e-05,-3.0083e-05,-1.3147e-05,-1.6953e-05,-1.8581e-05,-2.0551e-05,-1.712e-05,-1.7164e-05,-1.2935e-05,-1.8924e-05,-1.1735e-05,9.099e-06,-9.0261e-06,-5.9095e-05,-9.0417e-05,0.0001417,0.00067538,0.0011953,0.0016689,0.0019125,0.0019911,0.002,0.0019976,0.0019949,0.0019721,0.0019412,0.0019105,0.0018798,0.0018717,0.001901,0.0019573,0.0019653,0.0019614,0.0019629
1.7745,1.7745,1.7745,1.7746,1.7746,1.7746,1.7746,1.7747,1.7747,1.7747,1.7748,1.7748,1.7749,1.775,1.775,1.7751,1.7752,1.7752,1.7753,1.7754,1.7754,1.7755,1.7756,1.7757,1.7758,1.7758,1.7759,1.776,1.7761,1.7762,1.7763,1.7764,1.7765,1.7766,1.7767,1.7768,1.7769,1.7769,1.777,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7777,1.7778,1.7778,1.7779,1.778,1.7781,1.7781,1.7782,1.7783,1.7784,1.7784,1.7785,1.7786,1.7786,1.7787,1.7788,1.7788,1.7789,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7793,1.7793,1.7794,1.7794,1.7794,1.7795,1.7795,1.7795,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78
3.378e-05,-5.4107e-06,2.2382e-05,-3.6452e-06,8.0429e-06,-3.4728e-06,-2.3069e-06,-3.2307e-06,-6.0297e-07,-2.1845e-06,9.8446e-06,2.178e-05,1.1812e-05,-1.3477e-05,7.0845e-06,-1.4764e-05,5.7262e-06,-1.0603e-05,4.262e-05,6.4882e-06,1.1306e-06,2.1597e-05,-3.4187e-06,2.8943e-05,5.3024e-05,0.00013274,0.00011944,4.3525e-05,-1.6651e-05,-2.361e-05,-3e-05,-2.8629e-05,-3.0033e-05,-1.9888e-05,-2.6381e-05,-1.8854e-06,-5.4283e-06,8.9496e-06,-4.6442e-06,7.0603e-06,-4.0093e-06,7.9802e-06,-5.9344e-06,1.0369e-05,-6.9931e-06,2.6584e-06,3.0984e-06,2.0085e-06,4.1528e-06,-9.4997e-07,4.4418e-06,-5.6572e-06,2.6753e-06,-2.42e-06,4.6002e-06,-3.1826e-06,4.5938e-06,-3.8231e-06,3.5185e-06,-2.2127e-06,2.6692e-06,-1.7653e-06,2.5299e-06,-1.5051e-06,1.8142e-06,-1.3721e-06,4.3186e-06,-3.9046e-06,-4.292e-06,1.3569e-06,6.5558e-06,-1.7764e-07,1.8012e-08,-1.4744e-06,1.332e-06,-6.3762e-07,1.6408e-06,-8.9372e-07,-6.6072e-07,4.9795e-06,3.3301e-06,-1.3241e-05,-1.6788e-05,1.2922e-05,0.00015165,0.00019838,0.00019527,0.00015565,5.511e-05,1.9095e-05,-5.43e-06,3.3581e-06,-9.131e-06,-1.8239e-05,-2.2966e-05,-2.6469e-05,-2.2465e-05,8.9697e-06,7.4561e-05,7.2317e-05,-2.9112e-05,1.6999e-05,-1.4286e-05
0,0.12485,0.41842,0.87949,1.5076,2.3022,3.2624,4.3875,5.6762,7.1275,8.74,10.512,12.442,14.528,16.769,19.161,21.704,24.394,27.229,30.206,33.322,36.576,39.962,43.479,47.123,50.891,54.778,58.782,62.899,67.124,71.455,75.886,80.413,85.033,89.741,94.532,99.403,104.35,109.36,114.44,119.58,124.78,130.03,135.32,140.65,146.02,151.42,156.84,162.29,167.75,173.22,178.7,184.17,189.64,195.11,200.55,205.98,211.38,216.74,222.08,227.37,232.62,237.81,242.95,248.03,253.05,257.99,262.86,267.65,272.36,276.98,281.51,285.94,290.27,294.5,298.61,302.62,306.5,310.27,313.92,317.43,320.82,324.07,327.19,330.17,333,335.69,338.23,340.63,342.87,344.95,346.88,348.65,350.27,351.72,353.01,354.13,355.09,355.89,356.51,356.98,357.27,357.39
43685,43651,43571,43448,43285,43084,42852,42594,42316,42026,41732,41443,41165,40909,40684,40503,40379,40325,40357,40485,40721,41084,41589,42260,43113,44154,45308,46440,47453,48294,48949,49418,49721,49895,49976,49999,50000,49999,50000,50000,50000,50000,50000,50000,50000,49995,50000,49999,50000,49997,50000,50000,50000,49999,50000,49999,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49998,49997,49994,49985,49977,49980,49993,49954,49775,49397,48797,48011,47089,46084,45041,44000,42994,42052,41194,40438,39797,39280,38896,38650,38545
1692.6,1692.8,1693.2,1693.7,1695,1696.2,1698.4,1700.4,1702.8,1705.3,1707.2,1706.5,1704.6,1708.2,1711,1714.2,1717.9,1720.5,1718.9,1709.1,1713.6,1707.3,1706.5,1699.9,1685.7,1650.3,1585,1528.8,1487,1449.3,1411.1,1372.1,1334.9,1297.6,1258.5,1215.6,1180.7,1149.4,1117.6,1084.3,1050.4,1017.9,985.11,953.22,919.93,892.86,856.33,824.62,798.19,781.44,767.28,753.12,733.81,711.69,689.31,670.88,652.46,634.96,617.52,600,583.23,566.92,551.59,536.95,523.59,511.01,498.83,487.38,479.39,470.21,459.16,448.81,440.72,432.86,425.36,417.67,410.55,403.33,397.31,390.45,382.64,378.76,378.14,376.12,348.99,284.34,226,163.59,124.5,110.61,105.54,101.33,94.909,84.966,70.336,50.059,27.475,1.0253,-26.931,-41.42,-43.882,-44.835,-45.365
