-0.13	1.69	32000	0	2850	99.273	0.26	0.15401
-0.13	1.69	32000	0	2875	105.31	0.26	0.16193
-0.13	1.69	32000	0	2900	108.63	0.26	0.16006
-0.13	1.69	32000	0	2925	109.16	0.26	0.15875
-0.13	1.69	32000	0.01	2850	100.89	0.26	0.14406
-0.13	1.69	32000	0.01	2875	106.37	0.26	0.16307
-0.13	1.69	32000	0.01	2900	108.62	0.26	0.13971
-0.13	1.69	32000	0.01	2925	112.66	0.26	0.13386
-0.13	1.69	32000	0.02	2850	105.1	0.26	0.16102
-0.13	1.69	32000	0.02	2875	109.17	0.26	0.16036
-0.13	1.69	32000	0.02	2900	113.27	0.26	0.15933
-0.13	1.69	32000	0.02	2925	117.43	0.26	0.15721
-0.13	1.69	32000	0.03	2850	106.87	0.26	0.14731
-0.13	1.69	32000	0.03	2875	110.97	0.26	0.14672
-0.13	1.69	32000	0.03	2900	115.11	0.26	0.14606
-0.13	1.69	32000	0.03	2925	119.29	0.26	0.14397
-0.13	1.69	32000	0.04	2850	108.14	0.26	0.076319
-0.13	1.69	32000	0.04	2875	112.63	0.26	0.13742
-0.13	1.69	32000	0.04	2900	116.78	0.26	0.13569
-0.13	1.69	32000	0.04	2925	120.99	0.26	0.13325
-0.13	1.69	32000	0.05	2850	110.01	0.26	0.11755
-0.13	1.69	32000	0.05	2875	114.58	0.26	0.046229
-0.13	1.69	32000	0.05	2900	118.32	0.26	0.1115
-0.13	1.69	32000	0.05	2925	121.41	0.26	0.045739
-0.13	1.69	33000	0	2850	103.71	0.26	0.16591
-0.13	1.69	33000	0	2875	107.43	0.26	0.16298
-0.13	1.69	33000	0	2900	112.45	0.26	0.16105
-0.13	1.69	33000	0	2925	116.5	0.26	0.15881
-0.13	1.69	33000	0.01	2850	105.98	0.26	0.12908
-0.13	1.69	33000	0.01	2875	109.52	0.26	0.12592
-0.13	1.69	33000	0.01	2900	113.8	0.26	0.12217
-0.13	1.69	33000	0.01	2925	119.2	0.26	0.12077
-0.13	1.69	33000	0.02	2850	108.11	0.26	0.10301
-0.13	1.69	33000	0.02	2875	112.34	0.26	0.097592
-0.13	1.69	33000	0.02	2900	116.6	0.26	0.11409
-0.13	1.69	33000	0.02	2925	120.87	0.26	0.1242
-0.13	1.69	33000	0.03	2850	109.38	0.26	0.11893
-0.13	1.69	33000	0.03	2875	113.58	0.26	0.119
-0.13	1.69	33000	0.03	2900	117.81	0.26	0.11853
-0.13	1.69	33000	0.03	2925	122.09	0.26	0.11884
-0.13	1.69	33000	0.04	2850	116.07	0.26	0.052974
-0.13	1.69	33000	0.04	2875	114.71	0.26	0.10855
-0.13	1.69	33000	0.04	2900	118.97	0.26	0.1082
-0.13	1.69	33000	0.04	2925	128.78	0.26	0.046581
-0.13	1.69	33000	0.05	2850	111.56	0.26	0.10359
-0.13	1.69	33000	0.05	2875	115.8	0.26	0.10259
-0.13	1.69	33000	0.05	2900	120.08	0.26	0.1025
-0.13	1.69	33000	0.05	2925	126.32	0.26	0.029223
-0.13	1.69	34000	0	2850	106.27	0.26	0.18202
-0.13	1.69	34000	0	2875	109.93	0.26	0.17972
-0.13	1.69	34000	0	2900	114.92	0.26	0.17762
-0.13	1.69	34000	0	2925	118.6	0.26	0.17556
-0.13	1.69	34000	0.01	2850	105.09	0.26	0.14568
-0.13	1.69	34000	0.01	2875	111.86	0.26	0.13196
-0.13	1.69	34000	0.01	2900	116.72	0.26	0.13296
-0.13	1.69	34000	0.01	2925	120.93	0.26	0.13283
-0.13	1.69	34000	0.02	2850	111.5	0.26	0.10821
-0.13	1.69	34000	0.02	2875	117.35	0.26	0.10049
-0.13	1.69	34000	0.02	2900	120.94	0.26	0.1
-0.13	1.69	34000	0.02	2925	124.51	0.26	0.099019
-0.13	1.69	34000	0.03	2850	118.94	0.26	0.089217
-0.13	1.69	34000	0.03	2875	121.78	0.26	0.081464
-0.13	1.69	34000	0.03	2900	119.02	0.26	0.10512
-0.13	1.69	34000	0.03	2925	131.44	0.26	0.0722
-0.13	1.69	34000	0.04	2850	123.54	0.26	0.052046
-0.13	1.69	34000	0.04	2875	127.41	0.26	0.051319
-0.13	1.69	34000	0.04	2900	130.46	0.26	0.057387
-0.13	1.69	34000	0.04	2925	134.3	0.26	0.051679
-0.13	1.69	34000	0.05	2850	124.7	0.26	0.040068
-0.13	1.69	34000	0.05	2875	130.16	0.26	0.033934
-0.13	1.69	34000	0.05	2900	133.75	0.26	0.034985
-0.13	1.69	34000	0.05	2925	138.53	0.26	0.031628
-0.13	1.69	35000	0	2850	106.4	0.26	0.19925
-0.13	1.69	35000	0	2875	110.54	0.26	0.19695
-0.13	1.69	35000	0	2900	114.76	0.26	0.19447
-0.13	1.69	35000	0	2925	119.4	0.26	0.19215
-0.13	1.69	35000	0.01	2850	111.36	0.26	0.14876
-0.13	1.69	35000	0.01	2875	115.21	0.26	0.1455
-0.13	1.69	35000	0.01	2900	118.45	0.26	0.14736
-0.13	1.69	35000	0.01	2925	122.23	0.26	0.14549
-0.13	1.69	35000	0.02	2850	116.68	0.26	0.12112
-0.13	1.69	35000	0.02	2875	121.06	0.26	0.11852
-0.13	1.69	35000	0.02	2900	124.83	0.26	0.11782
-0.13	1.69	35000	0.02	2925	129.28	0.26	0.11495
-0.13	1.69	35000	0.03	2850	116.49	0.26	0.081158
-0.13	1.69	35000	0.03	2875	120.91	0.26	0.079619
-0.13	1.69	35000	0.03	2900	124.48	0.26	0.07648
-0.13	1.69	35000	0.03	2925	128.95	0.26	0.074073
-0.13	1.69	35000	0.04	2850	122.98	0.26	0.056021
-0.13	1.69	35000	0.04	2875	128.74	0.26	0.051595
-0.13	1.69	35000	0.04	2900	132.24	0.26	0.051303
-0.13	1.69	35000	0.04	2925	134.85	0.26	0.07157
-0.13	1.69	35000	0.05	2850	126.64	0.26	0.036099
-0.13	1.69	35000	0.05	2875	132.5	0.26	0.036527
-0.13	1.69	35000	0.05	2900	135.09	0.26	0.034196
-0.13	1.69	35000	0.05	2925	141.84	0.26	0.030403
-0.13	1.69	36000	0	2850	109.19	0.26	0.21811
-0.13	1.69	36000	0	2875	110.61	0.26	0.21373
-0.13	1.69	36000	0	2900	114.95	0.26	0.21123
-0.13	1.69	36000	0	2925	122.21	0.26	0.21031
-0.13	1.69	36000	0.01	2850	114.63	0.26	0.17125
-0.13	1.69	36000	0.01	2875	120.71	0.26	0.16503
-0.13	1.69	36000	0.01	2900	123.67	0.26	0.16535
-0.13	1.69	36000	0.01	2925	127.54	0.26	0.16438
-0.13	1.69	36000	0.02	2850	121.35	0.26	0.13526
-0.13	1.69	36000	0.02	2875	126.68	0.26	0.128
-0.13	1.69	36000	0.02	2900	131.25	0.26	0.12515
-0.13	1.69	36000	0.02	2925	135.33	0.26	0.12438
-0.13	1.69	36000	0.03	2850	127.68	0.26	0.089964
-0.13	1.69	36000	0.03	2875	131.89	0.26	0.089207
-0.13	1.69	36000	0.03	2900	136.13	0.26	0.088596
-0.13	1.69	36000	0.03	2925	140.35	0.26	0.088107
-0.13	1.69	36000	0.04	2850	126.09	0.26	0.058375
-0.13	1.69	36000	0.04	2875	131.63	0.26	0.054212
-0.13	1.69	36000	0.04	2900	132.8	0.26	0.064506
-0.13	1.69	36000	0.04	2925	143.33	0.26	0.070687
-0.13	1.69	36000	0.05	2850	116.8	0.26	0.026143
-0.13	1.69	36000	0.05	2875	133.4	0.26	0.071696
-0.13	1.69	36000	0.05	2900	137.17	0.26	0.073753
-0.13	1.69	36000	0.05	2925	141.84	0.26	0.07189
-0.13	1.69	37000	0	2850	106.23	0.26	0.23681
-0.13	1.69	37000	0	2875	110.74	0.26	0.23136
-0.13	1.69	37000	0	2900	115.86	0.26	0.22919
-0.13	1.69	37000	0	2925	121.55	0.26	0.2276
-0.13	1.69	37000	0.01	2850	121.21	0.26	0.18033
-0.13	1.69	37000	0.01	2875	125.98	0.26	0.17525
-0.13	1.69	37000	0.01	2900	128.82	0.26	0.18011
-0.13	1.69	37000	0.01	2925	131.41	0.26	0.19052
