25383,25390,25405,25428,25460,25499,25545,25597,25655,25719,25789,25866,25949,26039,26135,26237,26343,26453,26564,26676,26784,26890,26992,27088,27175,27253,27316,27371,27424,27483,27561,27663,27788,27931,28089,28256,28425,28590,28750,28906,29058,29206,29349,29488,29622,29751,29876,29997,30112,30223,30329,30432,30532,30630,30725,30817,30905,30990,31072,31151,31226,31299,31369,31436,31500,31562,31621,31677,31731,31783,31832,31880,31926,31969,32010,32048,32084,32119,32152,32183,32213,32244,32274,32299,32318,32338,32373,32430,32515,32627,32760,32908,33066,33229,33393,33551,33702,33841,33965,34071,34157,34222,34263,34281
1520,1520.5,1521.6,1523.4,1525.8,1529,1532.8,1537.3,1542.5,1548.3,1554.8,1562.1,1570,1578.9,1588.6,1599.2,1610.9,1623.6,1637.4,1652.5,1668.9,1686.5,1705.6,1726.4,1748.8,1773.1,1799.6,1827.2,1855.4,1884.1,1913.2,1942.5,1971.6,2000.5,2028.9,2057,2084.4,2111.3,2137.9,2164.1,2189.9,2215.2,2240.1,2264.3,2288.1,2311.2,2333.7,2355.6,2376.8,2397.3,2417.1,2436.4,2455.4,2474.1,2492.4,2510.1,2527.3,2543.9,2560,2575.6,2590.7,2605.3,2619.4,2632.9,2646,2658.6,2670.7,2682.3,2693.5,2704.2,2714.6,2724.5,2734.1,2743.2,2752.1,2760.5,2768.6,2776.3,2783.7,2790.7,2797.4,2803.7,2809.8,2815.7,2821.3,2825.9,2829.3,2831.7,2832.9,2833.6,2834,2834.3,2834.3,2834.1,2833.6,2832.8,2831.9,2831,2830.1,2829.4,2828.8,2828.4,2828.1,2828
0.034712,0.03459,0.034303,0.033851,0.033237,0.03246,0.031517,0.030474,0.029514,0.02882,0.028457,0.028161,0.028049,0.027861,0.027511,0.026981,0.026237,0.025245,0.023981,0.022386,0.020555,0.019031,0.017229,0.015073,0.013112,0.010717,0.0081706,0.0073531,0.0070862,0.0084358,0.010923,0.013323,0.015225,0.01655,0.017265,0.017342,0.016718,0.015611,0.014929,0.014166,0.013493,0.012759,0.012148,0.011484,0.010959,0.010323,0.0099154,0.0093554,0.0087829,0.008403,0.0079764,0.0077142,0.0074522,0.0072272,0.0069543,0.0066768,0.0063861,0.0061309,0.005899,0.005686,0.0054771,0.0052753,0.0050809,0.0048986,0.0047263,0.0045621,0.0044121,0.0042697,0.0041417,0.0040112,0.0038953,0.0038035,0.0037356,0.0036019,0.0034287,0.0032643,0.0031857,0.0031173,0.0030871,0.0030124,0.0031252,0.003229,0.0030357,0.002521,0.0020757,0.0031692,0.0058163,0.0097417,0.014513,0.019205,0.023591,0.027674,0.031453,0.03492,0.038077,0.040917,0.04344,0.045636,0.047496,0.049016,0.050204,0.05107,0.051617,0.051849
1562,1561.7,1560.9,1559.7,1558,1555.8,1553.3,1550.2,1546.6,1542.6,1538,1532.9,1527.2,1521,1514.3,1507,1499.2,1490.7,1481.6,1471.9,1461.4,1450.2,1438.1,1425.1,1411.2,1396.1,1379.9,1362.4,1344,1324.4,1303.9,1282.6,1260.9,1238.7,1216.2,1193.5,1170.7,1147.7,1124.3,1100.6,1076.7,1052.7,1028.4,1004,979.47,954.84,930.07,905.3,880.5,855.63,830.79,805.93,781.13,756.4,731.8,707.31,682.98,658.79,634.79,610.98,587.39,564.05,540.97,518.16,495.65,473.46,451.6,430.09,408.95,388.2,367.85,347.91,328.4,309.37,290.83,272.76,255.16,238.07,221.5,205.48,189.94,174.97,160.69,147.11,134.1,121.14,108.29,95.742,83.668,72.381,61.971,52.441,43.782,35.98,29.013,22.857,17.485,12.877,9.0181,5.8616,3.3942,1.6071,0.47892,4.4994e-14
-0.00099903,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.00087099,-0.00064521,-0.00033012,-0.00018666,-0.0001256,-3.4249e-05,-0.00014681,-0.00017334,-0.0002788,-0.00031901,-0.00043435,-0.0004758,-0.00062012,-0.00053011,-0.00047829,-0.0006066,-0.00060632,-0.00053109,-0.00077025,-0.00043343,-0.00010092,5.7918e-05,0.00054865,0.00057203,0.00051823,0.00033853,0.00024558,6.3559e-05,-3.0237e-05,-0.0002305,-0.00017456,-0.00014067,-0.00014373,-0.00013976,-0.00013029,-0.00012312,-0.00011398,-0.00010697,-0.00010925,-6.7393e-05,-0.00013253,-7.1994e-05,-8.2971e-05,-6.1294e-05,-4.6759e-05,-4.4653e-05,-4.4507e-05,-5.2719e-05,-5.2397e-05,-5.2841e-05,-4.402e-05,-4.266e-05,-3.8826e-05,-4.0311e-05,-3.7334e-05,-3.7684e-05,-3.373e-05,-3.4647e-05,-3.0577e-05,-3.0933e-05,-2.683e-05,-2.8031e-05,-2.606e-05,-2.4463e-05,-1.4551e-05,-2.1661e-05,-3.7188e-05,-4.415e-05,-2.9019e-05,-1.6746e-05,-1.2489e-05,-1.3134e-05,-9.184e-06,6.0904e-05,-1.9216e-05,-9.5713e-05,-0.00022438,4.922e-05,0.00069729,0.0012103,0.0017635,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0019885,0.0019676,0.0019431,0.0019252,0.0019114,0.0019029,0.0018992
1.7745,1.7745,1.7745,1.7745,1.7745,1.7745,1.7746,1.7746,1.7746,1.7747,1.7747,1.7748,1.7748,1.7749,1.7749,1.775,1.775,1.7751,1.7752,1.7753,1.7753,1.7754,1.7755,1.7756,1.7757,1.7757,1.7758,1.7759,1.776,1.7761,1.7762,1.7763,1.7764,1.7765,1.7765,1.7766,1.7767,1.7768,1.7769,1.777,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7776,1.7777,1.7778,1.7779,1.778,1.778,1.7781,1.7782,1.7783,1.7783,1.7784,1.7785,1.7785,1.7786,1.7787,1.7787,1.7788,1.7789,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7793,1.7793,1.7793,1.7794,1.7794,1.7795,1.7795,1.7795,1.7796,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78
-3e-05,2.5247e-06,-2.436e-06,4.1648e-07,3.1745e-06,-1.1276e-05,4.2989e-05,0.0001666,0.0002,0.0002,3.9909e-06,8.672e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,5.9011e-05,-3e-05,-3e-05,3.3243e-05,-3e-05,-3e-05,0.00015967,1.9811e-06,0.0001169,6.1097e-05,-1.1608e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-2.7392e-05,2.984e-05,-1.1135e-05,9.4569e-06,-6.9445e-06,9.7188e-06,-6.5755e-06,1.0405e-05,-9.603e-06,1.4086e-05,-9.2587e-06,-6.6698e-08,9.1894e-06,-4.8002e-06,8.6218e-06,-2.0884e-06,2.7601e-06,-2.9023e-06,6.3477e-07,-1.1708e-06,1.7697e-06,4.8629e-07,8.3756e-07,-9.9093e-08,3.0355e-07,1.3625e-07,4.3581e-07,3.2317e-07,1.4992e-07,6.5297e-07,1.1303e-08,8.4618e-07,-6.0134e-07,8.7871e-07,6.8876e-07,2.1377e-06,-4.7552e-06,-1.757e-06,-7.8585e-07,7.0249e-06,-1.6835e-06,5.2253e-06,-7.9312e-06,1.9122e-05,4.5491e-07,-3e-05,-3e-05,-1.6257e-05,0.0002,0.0002,0.0002,0.00017967,1.9104e-05,-1.2485e-06,-1.3736e-06,1.9395e-06,-2.0824e-06,2.1701e-06,-2.3637e-06,2.9449e-06,-5.6585e-06,-1.5123e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05
0,0.12214,0.40934,0.86042,1.4749,2.2523,3.1918,4.2926,5.5536,6.9738,8.5517,10.286,12.175,14.217,16.41,18.752,21.241,23.875,26.651,29.567,32.62,35.806,39.124,42.571,46.142,49.835,53.646,57.572,61.609,65.754,70.002,74.35,78.794,83.329,87.952,92.658,97.443,102.3,107.23,112.23,117.28,122.39,127.56,132.77,138.02,143.31,148.63,153.98,159.35,164.73,170.13,175.54,180.95,186.36,191.76,197.15,202.52,207.87,213.19,218.48,223.73,228.94,234.1,239.21,244.27,249.26,254.19,259.05,263.84,268.54,273.17,277.7,282.15,286.49,290.74,294.89,298.92,302.85,306.66,310.35,313.92,317.37,320.69,323.88,326.93,329.84,332.62,335.25,337.74,340.09,342.28,344.32,346.21,347.94,349.52,350.94,352.2,353.3,354.24,355.02,355.63,356.09,356.37,356.5
42902,42886,42847,42789,42713,42624,42526,42424,42319,42212,42098,41981,41858,41733,41612,41500,41406,41341,41317,41349,41456,41638,41909,42295,42811,43475,44336,45319,46338,47347,48226,48924,49426,49754,49930,50000,50000,49997,50000,50000,50000,50000,50000,50000,50000,50000,50000,49993,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49994,49970,49951,49956,50000,50000,49846,49471,48841,47996,46998,45903,44758,43603,42470,41390,40387,39484,38697,38036,37507,37116,36866,36760
1575.3,1576,1577.3,1579.3,1582,1585.5,1589.6,1579.7,1558.9,1527.4,1515.9,1514.6,1509.8,1530,1539.6,1558.4,1569.1,1588.1,1598,1618.4,1612.9,1611.1,1626.4,1627.5,1620.2,1639.4,1601.9,1542.3,1493.7,1427.9,1387.7,1349.6,1315.6,1277.7,1245.6,1208.9,1172.4,1134.1,1102.8,1073.7,1042.7,1010.5,979.09,948.42,917.89,888.17,856.26,833.12,797.1,767.81,743.29,726.55,713.98,701.23,685.57,665.94,645.62,626.74,610.49,594.36,578.8,563.06,547.88,532.73,518.55,504.62,491.79,479.35,468.15,457.45,447.45,437.38,429.35,422.55,415.4,406.68,398.53,391.45,385.19,378.82,366.44,368.54,370.1,376.15,347.13,266.2,207.33,134.43,90.255,80.634,71.371,62.775,50.47,27.104,-8.278,-46.962,-72.96,-80.22,-86.533,-95.332,-96.966,-94.384,-96.473,-99.729
