24672,24678,24690,24710,24738,24773,24816,24867,24927,24996,25074,25162,25258,25365,25481,25607,25743,25891,26050,26218,26395,26577,26764,26951,27137,27321,27503,27682,27859,28032,28204,28370,28533,28693,28850,29004,29154,29301,29443,29584,29716,29847,29973,30095,30212,30325,30435,30542,30647,30749,30848,30943,31035,31123,31208,31290,31369,31446,31519,31589,31656,31721,31783,31843,31900,31956,32008,32057,32103,32147,32190,32231,32270,32307,32343,32377,32409,32440,32469,32497,32525,32556,32585,32611,32631,32646,32656,32666,32684,32711,32749,32797,32853,32914,32975,33033,33085,33129,33163,33185,33195
1550.4,1551.1,1552.7,1555.2,1558.7,1563.2,1568.7,1575.2,1582.8,1591.5,1601.4,1612.5,1624.9,1638.6,1653.8,1670.3,1688.4,1708,1729.3,1752.2,1776.9,1803.1,1830,1857.1,1884.5,1911.9,1939.4,1966.8,1994.3,2021.6,2048.7,2075.6,2102.2,2128.6,2154.8,2180.8,2206.5,2231.8,2256.8,2281.2,2305.2,2328.6,2351.5,2373.8,2395.5,2416.6,2437.2,2457.5,2477.5,2497.2,2516.4,2534.9,2552.9,2570.4,2587.4,2603.8,2619.8,2635.2,2650,2664.4,2678.3,2691.6,2704.6,2717,2729,2740.6,2751.8,2762.6,2773,2783,2792.6,2801.8,2810.6,2819.1,2827.2,2834.9,2842.3,2849.3,2856,2862.4,2868.2,2873.8,2879.2,2884.3,2889.2,2893.9,2898.1,2901.6,2904.4,2906.5,2908,2908.9,2909.4,2909.9,2910.2,2910.4,2910.6,2910.7,2910.8,2910.9,2910.9
0.027195,0.027254,0.027391,0.0276,0.027874,0.028204,0.028576,0.028977,0.029387,0.029789,0.03016,0.030476,0.030749,0.031032,0.03126,0.031529,0.031943,0.032211,0.032253,0.032034,0.031516,0.030666,0.029443,0.027841,0.026202,0.024934,0.023408,0.022113,0.020933,0.01986,0.018709,0.017555,0.016764,0.01584,0.015196,0.014344,0.013753,0.012889,0.01252,0.011694,0.010958,0.010629,0.0099793,0.009524,0.0089758,0.0085956,0.0082309,0.0079929,0.0077065,0.0074378,0.0070877,0.006782,0.0064884,0.0062518,0.0060009,0.0057776,0.0055417,0.0053396,0.0051296,0.0049494,0.0047673,0.0046134,0.0044495,0.0043098,0.0042073,0.0040883,0.0038449,0.0036452,0.0035407,0.003483,0.0033991,0.0033183,0.0032312,0.003167,0.0030914,0.003035,0.0029645,0.002921,0.0028443,0.0028701,0.0032556,0.0034196,0.0032844,0.0029104,0.0023209,0.0016151,0.0013478,0.0020771,0.0036867,0.0059639,0.0087302,0.011773,0.014701,0.017305,0.019581,0.021523,0.02313,0.024401,0.025334,0.025927,0.02618
1562,1561.6,1560.5,1558.9,1556.7,1553.9,1550.5,1546.5,1541.8,1536.4,1530.4,1523.6,1516.1,1507.8,1498.7,1488.8,1477.9,1466.1,1453.4,1439.6,1424.8,1409,1392.5,1375.5,1358,1339.8,1321.1,1301.8,1282,1261.7,1241,1219.8,1198.2,1176.2,1153.7,1131,1108,1084.7,1061,1037.3,1013.3,989.08,964.78,940.3,915.74,891.06,866.33,841.53,816.75,791.99,767.3,742.67,718.12,693.67,669.36,645.2,621.22,597.44,573.88,550.55,527.48,504.69,482.21,460.04,438.21,416.74,395.7,375.04,354.77,334.92,315.53,296.61,278.17,260.23,242.8,225.9,209.54,193.73,178.5,163.81,149.58,136.06,123.26,111.19,99.836,89.164,78.972,69.067,59.531,50.475,41.985,34.141,27.071,20.834,15.427,10.846,7.079,4.1186,1.9554,0.58269,-1.6623e-13
0.00046015,0.0004673,0.00045293,0.0004432,0.00042054,0.00039958,0.00036766,0.000336,0.00029476,0.0002525,0.00020233,0.00015294,0.00013552,0.0001246,8.5741e-05,0.0001484,0.00014664,5.2545e-05,-2.4302e-05,-0.0001214,-0.00020732,-0.00031161,-0.00040309,-0.0004867,-0.00037327,-0.00034776,-0.00038898,-0.00027201,-0.00029228,-0.00022287,-0.00030685,-0.00018369,-0.00020492,-0.00015357,-0.00016314,-0.00014676,-0.00014467,-0.00014433,-6.5776e-05,-0.00022351,-5.0247e-05,-0.00011589,-9.7163e-05,-9.9606e-05,-8.6104e-05,-7.0438e-05,-5.3717e-05,-4.7025e-05,-5.0629e-05,-5.6948e-05,-6.3147e-05,-5.4385e-05,-4.9075e-05,-4.3773e-05,-4.4911e-05,-4.2083e-05,-4.2014e-05,-3.7744e-05,-3.8286e-05,-3.3582e-05,-3.3551e-05,-2.9447e-05,-3.2417e-05,-2.3595e-05,-1.8228e-05,-3.7563e-05,-5.4472e-05,-2.9546e-05,-1.6374e-05,-1.3316e-05,-2.148e-05,-1.7563e-05,-2.0547e-05,-1.3671e-05,-2.0738e-05,-1.1313e-05,-2.2286e-05,-5.2739e-06,-3.4874e-05,7.6844e-05,0.00011331,-7.2337e-06,-8.3271e-05,-0.00017769,-0.00025743,-0.00025245,8.8433e-05,0.00055438,0.00097316,0.0013613,0.0017288,0.0019698,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
1.7748,1.7748,1.7748,1.7748,1.7748,1.7749,1.7749,1.7749,1.7749,1.775,1.775,1.7751,1.7751,1.7752,1.7753,1.7753,1.7754,1.7755,1.7755,1.7756,1.7757,1.7758,1.7759,1.7759,1.776,1.7761,1.7762,1.7763,1.7764,1.7765,1.7766,1.7767,1.7768,1.7768,1.7769,1.777,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7776,1.7777,1.7778,1.7779,1.778,1.778,1.7781,1.7782,1.7783,1.7783,1.7784,1.7785,1.7786,1.7786,1.7787,1.7787,1.7788,1.7789,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7793,1.7793,1.7794,1.7794,1.7794,1.7795,1.7795,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
0.00019687,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,-2.2525e-05,2.8126e-06,-2.0185e-05,3.0528e-06,2.9562e-05,-3e-05,-2.9389e-05,-3e-05,-3e-05,-2.9007e-05,-3e-05,-2.8414e-05,-2.9296e-06,4.4575e-05,-3e-05,2.7225e-05,4.6991e-06,1.0087e-05,-3.3748e-06,-3.721e-06,2.9105e-05,-1.7387e-05,2.5893e-05,-2.1654e-05,2.5233e-05,-2.5945e-05,3.6246e-05,-3e-05,6.8742e-06,2.1327e-05,-2.043e-05,1.4584e-05,-8.9671e-06,1.056e-05,-2.9054e-06,7.5767e-06,-4.3661e-06,2.8874e-06,-4.9972e-06,3.3211e-06,-9.6296e-07,3.2971e-06,-1.816e-06,2.0514e-06,-1.566e-06,2.1963e-06,-1.3191e-06,1.9298e-06,-9.7985e-07,1.8376e-06,-1.2437e-06,1.3619e-06,1.2431e-06,2.0926e-07,-7.4907e-06,3.0181e-06,4.1544e-06,2.6989e-06,-2.416e-06,8.8338e-07,-1.2755e-06,2.1973e-06,-1.8683e-06,2.1696e-06,-2.1907e-06,2.9414e-06,-3.4557e-06,3.8906e-06,4.5696e-05,-3e-05,-3e-05,-3e-05,-3e-05,-3e-05,6.322e-05,0.0002,0.0002,0.0002,0.0002,0.0002,7.4696e-05,-7.1108e-06,5.5471e-06,-4.1767e-06,3.4497e-06,-3.1109e-06,3.0537e-06,-3.3023e-06,4.1543e-06,-1.0041e-05
0,0.12628,0.42323,0.88958,1.5249,2.3285,3.2996,4.4372,5.7403,7.2076,8.8377,10.629,12.579,14.688,16.951,19.368,21.935,24.651,27.513,30.518,33.662,36.944,40.359,43.904,47.576,51.372,55.287,59.318,63.461,67.712,72.066,76.52,81.068,85.708,90.433,95.24,100.12,105.08,110.1,115.19,120.33,125.52,130.76,136.05,141.37,146.72,152.1,157.5,162.91,168.34,173.77,179.2,184.63,190.04,195.44,200.82,206.17,211.49,216.77,222.02,227.21,232.35,237.44,242.46,247.41,252.3,257.1,261.83,266.47,271.02,275.47,279.83,284.08,288.22,292.25,296.17,299.96,303.63,307.18,310.59,313.88,317.02,320.02,322.89,325.6,328.17,330.59,332.85,334.96,336.91,338.7,340.33,341.8,343.1,344.24,345.21,346.01,346.65,347.11,347.41,347.54
49966,49967,49971,49977,49983,49990,49997,50003,50007,50009,50010,50010,50010,50010,50010,50010,50003,49989,49974,49964,49972,49997,50010,50007,50010,50010,50005,50010,50010,50010,50004,50010,50010,50010,50010,50010,50010,50010,50010,49995,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,50010,49984,49935,49888,49860,49864,49907,49974,50010,49968,49825,49572,49219,48795,48338,47879,47445,47058,46733,46485,46323,46253
1667.8,1667.7,1670.5,1673.7,1678.7,1684.1,1691,1698,1706.1,1714.1,1722.3,1729.7,1733.5,1735.6,1738.4,1730.6,1726.5,1727.9,1725.3,1721.2,1712.3,1689.8,1649.6,1608.3,1554.8,1507,1463.9,1413.4,1371.8,1327.7,1289.3,1241.7,1203.2,1170.5,1141.5,1110.5,1078.4,1046.5,1011.2,988.9,947.5,921.83,890.78,858.9,826.28,800.42,782.64,769.02,754.85,736.74,714.88,692.57,673.09,655.03,637.6,619.92,602.66,585.47,569.28,553.46,538.88,524.92,512.44,499.81,488.2,479.41,470.88,459.25,448.99,440.1,432.6,424.38,417.04,409.09,402.64,395.04,389.59,381.94,378.94,362.75,353.85,360.77,363.33,367.71,370.15,366.14,330.79,275.13,228.32,180.15,132.45,96.977,89.92,86.245,83.358,81.369,80.117,79.318,78.785,78.441,78.288
