25261,25269,25285,25311,25345,25386,25435,25488,25544,25603,25662,25720,25776,25831,25884,25936,25990,26049,26117,26201,26309,26444,26607,26799,27013,27240,27469,27691,27904,28109,28309,28506,28689,28870,29043,29210,29379,29531,29664,29799,29932,30056,30180,30299,30414,30524,30629,30729,30824,30915,31002,31084,31162,31236,31307,31374,31438,31499,31559,31620,31679,31724,31761,31804,31864,31949,32066,32218,32406,32630,32879,33142,33410,33675,33933,34180,34415,34633,34831,35007,35155,35276,35365,35423,35448
1520,1520.8,1522.7,1525.7,1529.8,1535.1,1541.5,1549.2,1558.2,1568.4,1580.1,1593.3,1608.2,1624.7,1643.2,1663.8,1686.8,1712.4,1740.8,1772.2,1806.9,1843.5,1880.6,1918.1,1955.4,1992.3,2028.6,2064,2098.8,2132.8,2166.5,2199.4,2231.7,2263.4,2294.1,2324.1,2353.2,2381,2407.5,2433.1,2457.5,2481.9,2505.9,2529.3,2551.8,2573.6,2594.6,2614.8,2634.2,2652.7,2670.5,2687.5,2703.7,2719.2,2734.1,2748.3,2761.9,2775,2787.4,2799.2,2810.6,2821.4,2831.5,2840.9,2849.4,2857.1,2863.8,2869.7,2874.7,2879.1,2883,2886.7,2889.9,2892.9,2895.1,2896.8,2898.2,2899.5,2900.6,2902.2,2903.3,2903.6,2903.9,2904,2904
0.027663,0.027493,0.027092,0.026469,0.025606,0.024539,0.023227,0.021725,0.019962,0.018116,0.01621,0.014376,0.01271,0.011294,0.010214,0.0095676,0.0094388,0.0099427,0.011149,0.013221,0.015982,0.018338,0.02092,0.022767,0.023491,0.023169,0.021975,0.01999,0.018739,0.017269,0.016636,0.015245,0.014083,0.013615,0.01236,0.012217,0.011616,0.0096465,0.0089712,0.0092421,0.0083347,0.0081186,0.0079531,0.0074879,0.0071731,0.0068086,0.0064916,0.0061773,0.0058824,0.0056138,0.0053438,0.0051221,0.0048924,0.0047206,0.0045239,0.004394,0.0042204,0.0041358,0.0041882,0.0045067,0.0038765,0.00293,0.002951,0.0039931,0.0059361,0.0086727,0.012095,0.016094,0.020537,0.02498,0.028728,0.03177,0.03419,0.036152,0.038152,0.040121,0.042085,0.043965,0.045523,0.046839,0.047945,0.048791,0.049417,0.049824,0.05
1562,1561.5,1560.4,1558.7,1556.2,1553.2,1549.4,1544.9,1539.7,1533.7,1526.9,1519.2,1510.5,1500.7,1489.7,1477.5,1463.7,1448.4,1431.3,1412.2,1390.9,1368.2,1344.4,1319.7,1294.5,1268.8,1242.7,1216.3,1189.1,1161.5,1133.2,1104.7,1075.8,1046.3,1016.8,986.77,956.72,927,896.73,866.03,835.75,805.24,774.79,744.54,714.4,684.45,654.72,625.23,596.04,567.16,538.67,510.54,482.88,455.64,428.94,402.74,377.14,352.09,327.64,303.74,280.93,258.94,237.32,216.03,195.24,175.03,155.59,137.03,119.52,103.22,88.418,75.055,63.118,52.452,42.898,34.36,26.852,20.305,15.056,10.629,6.8951,4.0137,1.8913,0.56538,-5.0068e-14
-0.00099487,-0.001,-0.00099427,-0.001,-0.001,-0.00098855,-0.001,-0.00098474,-0.001,-0.00088648,-0.00084681,-0.00068441,-0.00059256,-0.00041443,-0.00030179,-0.00010108,2.5438e-05,0.0002552,0.00038261,0.00066796,0.00059373,0.00056649,0.00052829,0.00027687,2.4186e-05,-0.00013258,-0.00036269,-0.00031426,-0.00023895,-0.00022367,-0.00010035,-0.00034042,-4.6941e-05,-0.00019366,-0.00013545,1.4814e-05,-0.00025015,-0.00030148,6.7517e-05,-7.1904e-05,-0.00012996,1.6887e-05,-7.5013e-05,-5.9285e-05,-5.3607e-05,-5.9385e-05,-4.7158e-05,-5.5559e-05,-4.1254e-05,-5.0968e-05,-3.6276e-05,-4.4217e-05,-2.9475e-05,-3.7824e-05,-2.4218e-05,-3.2431e-05,-2.1243e-05,-1.7147e-05,5.8615e-05,3.2333e-06,-0.00023083,-0.00011253,0.0001203,0.00034756,0.00055687,0.00076877,0.00096142,0.0011557,0.0013021,0.0012633,0.0010713,0.00094706,0.00077209,0.0007781,0.00087798,0.00093499,0.0010599,0.0010563,0.00099349,0.0010255,0.0010039,0.00098367,0.0010082,0.0010263,0.0010348
1.6825,1.6825,1.6825,1.6825,1.6825,1.6826,1.6826,1.6827,1.6827,1.6828,1.6829,1.6829,1.683,1.6831,1.6832,1.6833,1.6834,1.6835,1.6836,1.6837,1.6839,1.684,1.6841,1.6843,1.6844,1.6845,1.6847,1.6848,1.685,1.6851,1.6853,1.6854,1.6856,1.6857,1.6859,1.686,1.6862,1.6863,1.6865,1.6866,1.6867,1.6869,1.687,1.6871,1.6873,1.6874,1.6875,1.6876,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6888,1.6889,1.6889,1.689,1.6891,1.6891,1.6892,1.6893,1.6893,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
5e-05,-5e-05,4.7595e-05,-5e-05,4.7825e-05,-3.6117e-05,3.4302e-05,-3.4448e-05,5e-05,2.4378e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-5e-05,2.6179e-05,-5e-05,-5e-05,-5e-05,-2.6941e-05,-4.4493e-05,5e-05,-2.7321e-05,5e-05,-4.0825e-05,1.1521e-05,3.2228e-05,-4.1899e-05,5e-05,-1.6853e-05,-5e-05,4.5505e-05,3.3886e-05,-5e-05,3.2491e-05,-3.3354e-06,-9.3026e-06,6.3979e-06,-2.9508e-06,2.1044e-06,-3.235e-07,4.1171e-07,1.0892e-06,-8.8617e-07,2.3693e-06,-1.6326e-06,3.2703e-06,-2.7879e-06,4.3351e-06,-4.2045e-06,5.5903e-06,9.5171e-07,2.0785e-05,-5.0009e-05,-1.6347e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,2.4051e-05,-5e-05,-5e-05,-5e-05,-5e-05,4.7758e-05,2.1431e-05,5e-05,4.9775e-05,-5e-05,-3.4854e-06,2.1237e-05,-5e-05,1.954e-05,4.4454e-05,5e-05,4.4894e-05
0,0.17038,0.57093,1.1998,2.0562,3.1387,4.446,5.9762,7.7272,9.6967,11.882,14.28,16.887,19.699,22.714,25.926,29.332,32.926,36.704,40.66,44.789,49.085,53.542,58.154,62.915,67.819,72.857,78.024,83.312,88.714,94.223,99.83,105.53,111.31,117.17,123.09,129.07,135.11,141.18,147.29,153.43,159.58,165.74,171.9,178.06,184.19,190.3,196.38,202.41,208.39,214.32,220.18,225.96,231.66,237.26,242.77,248.17,253.46,258.63,263.67,268.57,273.33,277.94,282.4,286.7,290.83,294.78,298.56,302.15,305.56,308.77,311.79,314.6,317.21,319.6,321.79,323.76,325.51,327.04,328.35,329.43,330.29,330.91,331.31,331.49
43740,43737,43731,43725,43725,43737,43771,43837,43949,44121,44366,44698,45129,45669,46327,47106,48005,49013,50109,51251,52374,53375,54136,54636,54898,55000,55000,54995,55000,55000,55000,54971,55000,55000,55000,55000,54922,54911,55000,55000,54970,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,54987,54931,54877,54922,55000,55000,54822,54404,53659,52575,51180,49527,47721,45873,44054,42326,40698,39188,37805,36565,35474,34556,33791,33172,32718,32429,32306
1677.9,1679.5,1681.4,1685.8,1690.9,1696.1,1704.8,1711.7,1722.9,1721.6,1728.5,1723.1,1725.1,1718.2,1717.3,1707.2,1702.6,1686.9,1676.5,1649.9,1636.7,1583.4,1526.7,1480.2,1433.8,1383,1335.9,1276.4,1220.9,1174.2,1133.6,1100.6,1055.6,1021.8,981.05,937.45,911.52,869.74,810.44,773.8,760.42,751.28,734.75,711.98,689.92,668.53,646.19,625.23,603.31,583.66,563.34,545.88,528.17,513.74,499.3,487.65,475.47,464.28,447.98,441.89,449.01,431.33,405.04,376.94,347.74,313.56,282.26,250.43,215,198.07,199,190.8,190.08,165.91,125.7,100.88,77.173,93.36,100.87,77.745,65.841,-21.144,-16.413,-24.884,-33.309
