25090,25099,25121,25155,25201,25257,25323,25398,25480,25566,25658,25757,25868,25998,26148,26311,26481,26664,26857,27043,27200,27325,27440,27556,27695,27899,28175,28481,28772,29010,29174,29287,29435,29619,29819,30036,30255,30426,30559,30667,30763,30882,31003,31136,31286,31428,31503,31537,31612,31741,31914,32115,32319,32477,32575,32629,32666,32714,32783,32883,33016,33179,33363,33557,33749,33931,34094,34230,34335,34403,34433
1524,1524.9,1527,1530.4,1534.8,1540.5,1547.3,1555.4,1564.5,1574.6,1585.6,1597.4,1609.9,1623.1,1637.2,1652.4,1668.4,1686,1703.8,1721.5,1738.3,1760.7,1792.7,1827.9,1863.8,1899.2,1935.3,1971.9,2007.7,2041.9,2075.2,2109.5,2144.8,2175.6,2206.2,2237.5,2266.6,2294.4,2321.6,2347,2371.8,2395.2,2418.2,2440,2460.9,2481.3,2502.4,2521.3,2539.1,2556.9,2573.6,2588.4,2601.3,2612.4,2622.8,2631.6,2639.9,2647,2652.2,2656.6,2659.3,2660.6,2661.1,2661.2,2660.8,2660.2,2659.5,2658.7,2658.1,2657.7,2657.5
0.027276,0.027165,0.026911,0.026488,0.025961,0.025207,0.024418,0.023289,0.022004,0.020796,0.019924,0.019861,0.020896,0.022897,0.023947,0.023573,0.023181,0.023879,0.022907,0.019692,0.014818,0.012034,0.011161,0.011288,0.014715,0.020988,0.024615,0.024383,0.020596,0.015283,0.0090164,0.0085213,0.011963,0.012952,0.013907,0.014689,0.013146,0.0092543,0.0078852,0.0059539,0.0068599,0.0078149,0.0078091,0.0091806,0.010013,0.0076282,0.0025682,0.0031263,0.007129,0.010844,0.013749,0.015735,0.014682,0.010211,0.0061197,0.0035584,0.0037342,0.0056335,0.0089026,0.013436,0.0186,0.024115,0.029294,0.033848,0.037851,0.041306,0.044169,0.046419,0.048068,0.049131,0.049582
994,993.48,992.26,990.34,987.72,984.41,980.42,975.77,970.44,964.39,957.67,950.22,942.06,933.21,923.86,914.05,903.59,892.08,880.44,868.78,857.28,843.01,824.44,804.02,782.2,759.55,736.58,713.71,691.22,669.07,646.84,622.27,595.88,571.48,546.81,521.08,496.93,473.79,449.49,425.55,401.05,377.29,353.83,330.16,307.05,285.6,264.42,242.09,219.91,198.3,177.86,158.87,142.12,127.61,113.78,100.44,87.276,74.551,62.39,51.073,40.612,31.708,24.577,18.503,13.464,9.2979,5.9904,3.4456,1.6281,0.48159,-2.9168e-15
-0.00048943,-0.00047655,-0.00049089,-0.0004837,-0.00047929,-0.00051196,-0.00045001,-0.00062377,-0.00047527,-0.00044431,-0.00013675,9.243e-05,0.00051619,0.00045142,8.6001e-05,-0.0002068,0.0001041,4.2153e-05,-0.00041846,-0.0008643,-0.00082025,-0.00025041,-0.00010171,0.0002266,0.00093366,0.00092483,0.00025484,-0.00034331,-0.00074167,-0.00093257,-0.0007173,0.00049905,0.00030362,0.00011612,0.00013568,5.327e-05,-0.00055184,-0.00037957,-0.00020901,-0.00018507,0.00032703,-5.9897e-05,0.00014939,0.00020196,-3.1841e-06,-0.00081086,-0.00051445,0.0005865,0.00069441,0.00061801,0.00045942,0.00021123,-0.00067916,-0.00098917,-0.00077284,-0.00029949,0.00032524,0.00064777,0.0011463,0.0014873,0.00181,0.0019947,0.0019903,0.0019688,0.002,0.0019996,0.002,0.0019709,0.002,0.0019999,0.001996
-9.4281e-05,9.5793e-05,-9.6092e-05,9.3519e-05,-9.3535e-05,8.4279e-05,-8.2901e-05,6.1623e-06,3.7246e-05,5.3971e-05,0.0001,9.4253e-05,8.9434e-05,-9.0742e-05,-9.2341e-05,-7.5251e-06,8.5614e-05,-9.8636e-05,-7.9385e-05,-8.0283e-05,9.8506e-05,6.2742e-05,2.1513e-05,0.0001,9.7033e-05,-9.4717e-05,-9.4326e-05,-9.8747e-05,-1.8785e-05,-4.7394e-05,0.0001,0.0001,-8.4009e-05,1.4849e-05,-5.6818e-06,-4.6499e-05,-7.6057e-05,9.248e-05,-4.8668e-05,9.0088e-05,-9.7814e-06,-3.1791e-05,4.8494e-05,-1.578e-05,-8.0704e-05,-0.0001,0.0001,8.4475e-05,-1.2977e-05,-2.5557e-05,-1.9456e-05,-0.0001,-0.0001,3.1271e-05,5.2907e-05,0.0001,9.7837e-05,0.0001,0.0001,8.9136e-05,0.0001,2.0652e-05,-1.6138e-05,6.8798e-06,1.0388e-05,-5.8723e-07,-1.4083e-05,-8.2957e-06,5.1689e-05,-5.1957e-05,6.7546e-05
-5.6843e-14,0.22571,0.75622,1.5888,2.7217,4.1526,5.8788,7.8968,10.203,12.792,15.659,18.798,22.204,25.869,29.786,33.947,38.345,42.969,47.812,52.864,58.114,63.552,69.168,74.949,80.885,86.964,93.174,99.503,105.94,112.46,119.07,125.75,132.48,139.24,146.04,152.85,159.66,166.46,173.22,179.95,186.63,193.23,199.76,206.2,212.53,218.73,224.81,230.75,236.53,242.15,247.59,252.84,257.89,262.73,267.35,271.75,275.91,279.83,283.5,286.9,290.04,292.91,295.5,297.8,299.82,301.55,302.98,304.11,304.94,305.47,305.7
45182,45168,45136,45089,45028,44959,44885,44820,44765,44725,44698,44662,44577,44391,44108,43785,43458,43123,42715,42350,42135,42387,43155,44054,44820,45069,44827,44357,43943,43796,44097,44775,45226,45225,45085,44838,44475,44379,44517,44739,45015,45068,45090,44976,44700,44458,44698,45140,45256,44988,44383,43490,42501,41786,41464,41383,41395,41304,41008,40489,39718,38740,37635,36496,35390,34372,33482,32752,32203,31847,31695
1472.1,1469.8,1469.7,1466,1461.7,1459.5,1444.7,1455.3,1431.2,1419.5,1373.9,1338.8,1269.3,1261.3,1285.8,1297.6,1284.2,1299.4,1269.6,1261.4,1257,1444.7,1507,1470.2,1370.7,1320.4,1336.1,1334,1311.1,1279.7,1229.4,1126.8,1086.7,1046.1,1028.2,981.99,999.77,966.08,893.43,869.67,811.03,816.44,775.81,732.03,733.62,810.72,740.92,645.71,658.77,648.16,626.37,590.15,594.21,589.9,553.45,494.53,452.9,371.01,322.33,246.77,130.57,33.394,-28.593,-99.53,-179.39,-253.06,-321.88,-376.72,-427.82,-458.6,-471.36
6.0742,6.083,6.0736,6.0784,6.081,6.0587,6.0953,5.98,6.0626,6.0687,6.2504,6.366,6.6614,6.6031,6.3408,6.1444,6.3492,6.2897,6.0063,5.6938,5.7003,6.0228,5.9667,6.0696,6.5184,6.4789,5.899,5.39,5.0103,4.7529,4.89,5.9564,5.7082,5.4961,5.5002,5.4148,4.7516,4.9265,5.0848,5.0663,5.5734,5.1357,5.3464,5.3934,5.164,4.1973,4.4925,5.7303,5.8172,5.76,5.6526,5.4638,4.3901,4.0529,4.3354,4.9814,5.7739,6.168,6.8821,7.3596,7.8975,8.3365,8.5291,8.7156,8.9873,9.2108,9.4219,9.5627,9.7511,9.848,9.8845
