24454,24458,24470,24489,24515,24534,24578,24638,24711,24753,24763,24821,24878,24948,25031,25121,25226,25323,25441,25552,25680,25800,25934,26068,26213,26353,26516,26665,26822,26989,27150,27328,27489,27673,27782,28037,28191,28432,28668,28873,29061,29259,29425,29595,29768,29900,30038,30210,30399,30586,30773,30957,31140,31321,31500,31677,31851,32021,32191,32356,32518,32677,32831,32982,33128,33272,33407,33543,33677,33790,33911,34021,34131,34228,34328,34414,34498,34577,34646,34714,34769,34821,34872,34906,34936,34959,34973,34983,34987
1520,1520.7,1522.4,1525.1,1528.7,1533.4,1539.3,1546.3,1555,1560.9,1562.2,1569.4,1576.4,1585.2,1558.3,1510.3,1505.6,1517.9,1530.6,1544.1,1559.6,1575.7,1594.2,1613.6,1635.5,1658.7,1684.7,1712.2,1743,1775.8,1812.1,1850.6,1892,1932.3,1973.6,2010.7,2046.6,2085.4,2121.7,2157,2190.4,2222.8,2253.2,2283.2,2311.7,2338.1,2363.3,2388.2,2412,2435.2,2456.8,2475.3,2494.5,2511.2,2527,2541.7,2556.9,2571.1,2584.9,2596.4,2608.8,2620.5,2631.4,2641.2,2651,2661.1,2670.2,2677.9,2686.2,2691.8,2697.3,2702.3,2707.4,2710.5,2714.8,2717.7,2719.8,2723.2,2724.9,2725,2725.9,2726.7,2727.6,2728.2,2728,2728,2727.7,2727.7,2727.7
0.017237,0.017752,0.017955,0.021021,0.013757,0.013219,0.025387,0.02405,0.024169,0.0023306,0.0090094,0.015683,0.012397,0.01713,0.016024,0.019362,0.017784,0.018064,0.018909,0.017269,0.018994,0.016065,0.018891,0.016171,0.018223,0.015578,0.019535,0.013152,0.019168,0.013014,0.01862,0.012075,0.018404,0.0087415,0.015475,0.017542,0.011517,0.020991,0.013828,0.014689,0.012097,0.013567,0.0093467,0.012665,0.008986,0.0085601,0.0091422,0.012037,0.011209,0.011947,0.011027,0.011695,0.010894,0.01153,0.010746,0.011374,0.010614,0.011183,0.010632,0.011056,0.010533,0.011002,0.0104,0.01093,0.01038,0.010937,0.0099194,0.011718,0.0096876,0.010386,0.010481,0.010563,0.01024,0.01046,0.010663,0.0097515,0.010904,0.0101,0.010593,0.010603,0.0091581,0.011912,0.010331,0.0088601,0.010319,0.0080339,0.0079195,0.0087053,0.0088803
1562,1561.4,1560.1,1558.1,1555.2,1551.6,1547.2,1542,1535.9,1528.9,1521.1,1512.6,1503.1,1492.7,1481.9,1472,1462.7,1452.7,1441.9,1430.4,1418,1404.8,1390.6,1375.5,1359.2,1341.7,1323,1302.9,1281.3,1258,1232.8,1205.7,1176.7,1146.8,1115.8,1084.2,1052.1,1019.4,986.44,953.24,919.64,886,851.96,818.54,785,750.88,716.76,683.13,649.94,618.3,586.94,554.95,524.69,494.45,465,436.39,409.39,383.32,358.21,333.45,310.43,288.88,266.53,245.12,225.98,208.39,191.74,174.97,160.13,144.63,130.28,116.57,104.09,91.574,80.809,69.345,58.616,49.949,41.25,33.561,26.635,20.654,15.322,10.853,7.0718,4.1433,1.9414,0.57532,-7.9929e-14
0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0013311,0.002,0.002,0.002,0.0014626,0.0015843,0.00058849,0.0019301,0.0013856,0.0012793,0.0015788,0.0015315,0.001095,0.00071001,0.00056716,0.00073787,0.00081573,-0.00017175,0.00023917,0.00096318,0.00020782,-0.00034712,-0.00093992,-9.4873e-05,-0.00062161,-0.00043649,0.00048181,-4.0214e-05,9.9501e-06,9.9709e-05,0.00058994,-0.00047276,0.002,-0.00013354,8.7451e-05,0.0012743,0.0014759,0.00062465,0.0011715,0.00021971,0.0017667,0.0012989,0.002,0.0020004,0.0011254,0.00121
1.9998,1.9998,1.9998,1.9998,1.9998,1.9998,1.9999,1.9999,1.9999,1.9999,1.9999,1.9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.9999,2,2,2,1.9998,2,1.9998,2,1.9997,2,1.9994,1.9993,1.9989,1.9995,1.9986,2,1.9974,2,1.9214,1.7464,1.6822,1.6901,1.6871,1.6886,1.6872,1.6882,1.6877,1.6883,1.6881,1.6885,1.6884,1.6887,1.6886,1.6888,1.6888,1.689,1.689,1.6892,1.6892,1.6893,1.6893,1.6894,1.6895,1.6896,1.6896,1.6897,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69,1.69
-4.039e-05,1.6059e-05,-1.2063e-05,1.0114e-05,-8.9299e-06,8.1315e-06,-7.561e-06,7.1402e-06,-6.825e-06,6.5891e-06,-6.4153e-06,6.2925e-06,-6.2129e-06,6.1714e-06,-6.1645e-06,6.1899e-06,-6.2464e-06,6.3336e-06,-6.4519e-06,6.6023e-06,-6.7866e-06,7.0072e-06,-7.2674e-06,7.5714e-06,-7.9244e-06,8.333e-06,-8.8056e-06,9.3524e-06,-9.9865e-06,1.0725e-05,-1.1588e-05,1.2604e-05,-1.3811e-05,1.5258e-05,-1.7017e-05,1.919e-05,-2.1931e-05,2.5488e-05,-3.0283e-05,3.7124e-05,-4.7803e-05,5e-05,-5e-05,2.9027e-05,5e-05,8.0838e-06,-5e-05,4.9996e-06,-5e-05,-3.3479e-06,5e-05,-5e-05,5e-05,-5e-05,3.7261e-05,-5e-05,3.3825e-05,-5e-05,5e-05,-5e-05,-5e-05,5e-05,1.817e-05,-5e-05,-5e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,5e-05,5e-05,-5e-05,5e-05,5e-05,-5e-05,5e-05,-5e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,-5e-05,-5e-05
2.8422e-14,0.17857,0.59841,1.2576,2.1554,3.2905,4.6616,6.2668,8.1043,10.172,12.466,14.985,17.725,20.683,23.855,27.237,30.825,34.614,38.6,42.777,47.14,51.683,56.402,61.29,66.341,71.548,76.905,82.405,88.042,93.807,99.695,105.7,111.81,118.01,124.31,130.7,137.16,143.68,150.27,156.9,163.58,170.29,177.03,183.78,190.55,197.31,204.06,210.8,217.51,224.19,230.83,237.41,243.94,250.39,256.78,263.08,269.28,275.39,281.4,287.28,293.05,298.69,304.19,309.54,314.75,319.8,324.69,329.41,333.95,338.31,342.49,346.48,350.27,353.85,357.24,360.41,363.37,366.11,368.62,370.92,372.99,374.82,376.43,377.8,378.94,379.83,380.49,380.91,381.09
49725,49734,49754,49774,49812,49965,50000,49975,49953,50000,50000,50000,50000,50000,47682,44155,43163,43194,43110,43111,43098,43167,43255,43383,43563,43830,44068,44464,44953,45454,46143,46805,47698,48335,49569,49437,50000,50000,49877,49929,50000,49927,49991,50000,49893,50000,50000,49720,49254,48771,48227,47584,46976,46295,45602,44896,44232,43563,42842,42091,41401,40724,40059,39395,38772,38183,37628,37037,36485,35989,35449,34965,34498,34050,33626,33246,32864,32541,32227,31888,31640,31401,31171,31020,30869,30760,30686,30640,30620
1248.3,1249.9,1253.6,1259.2,1266.9,1278.3,1290.8,1304.9,1322.1,1333.4,1336,1347,1356.4,1368.3,1281.8,1117.5,1080.7,1109.4,1133.2,1158.4,1183.6,1208.6,1234.3,1258.2,1282.1,1303.2,1320.9,1339.2,1355.1,1361.4,1365,1361.2,1322.6,1269.3,1219.5,1162.9,1114.5,1056.4,1001.5,949.91,901.51,853.59,810.39,818.06,726.89,691.32,656.93,664.34,621.03,671.39,524.86,542.95,522.99,468.52,446.54,464.4,478.08,470.29,430.19,401.03,486.92,422.79,320.93,391.23,439.68,494.05,378.84,430.75,393.97,263.21,321.24,304.02,280.75,197.08,342.01,-20.562,280.65,239.52,50.478,14.847,133.95,47.439,191.1,-51.752,16.112,-94.825,-96.097,38.168,24.919
