25481,25488,25502,25524,25553,25590,25634,25684,25740,25800,25865,25932,26002,26073,26144,26214,26282,26349,26414,26478,26541,26605,26671,26741,26819,26907,27010,27128,27262,27411,27573,27745,27923,28100,28273,28441,28604,28763,28916,29065,29209,29349,29483,29613,29738,29859,29976,30088,30195,30299,30399,30495,30587,30675,30760,30841,30919,30993,31065,31133,31198,31260,31321,31386,31460,31545,31646,31763,31899,32054,32228,32417,32617,32823,33029,33235,33438,33637,33830,34015,34189,34351,34499,34630,34745,34842,34919,34976,35012,35028
1524,1524.5,1525.8,1527.8,1530.5,1534,1538.2,1543.1,1548.9,1555.4,1562.8,1571,1580.1,1590.1,1601.1,1613.1,1626.1,1640.2,1655.6,1672.2,1690.3,1709.9,1731,1754,1778.7,1805.3,1833,1861.1,1889.6,1918.3,1947.1,1975.7,2004.1,2032.1,2059.7,2087,2113.7,2140,2165.8,2191.1,2215.8,2240,2263.5,2286.5,2308.9,2330.6,2351.8,2372.3,2392.2,2411.5,2430.2,2448.3,2465.8,2482.7,2499,2514.7,2529.9,2544.5,2558.6,2572.1,2585.1,2597.5,2609.4,2620.6,2631.3,2641.3,2650.6,2659.3,2667.4,2674.7,2681.5,2687.7,2693.6,2698.9,2703.8,2708.1,2711.8,2715.1,2718,2720.5,2722.6,2724.6,2726.2,2727.6,2728.7,2729.6,2730.3,2730.8,2731.1,2731.3
0.03631,0.036201,0.035944,0.035539,0.034996,0.034306,0.033474,0.032507,0.031372,0.030113,0.028692,0.027202,0.025573,0.023744,0.021853,0.020034,0.018341,0.016816,0.015503,0.014449,0.013697,0.013299,0.013294,0.013738,0.01466,0.016141,0.018056,0.019691,0.021421,0.022708,0.023519,0.023825,0.023448,0.022391,0.021122,0.020054,0.018984,0.018026,0.017097,0.016236,0.015458,0.014697,0.013928,0.013371,0.012657,0.012209,0.01159,0.011037,0.010655,0.010171,0.009774,0.0093762,0.0090293,0.0086856,0.0083765,0.0080835,0.0078093,0.0075511,0.0072996,0.0070988,0.0068852,0.0066524,0.0069473,0.0078272,0.009229,0.011114,0.01343,0.016131,0.019162,0.022487,0.025956,0.029017,0.031623,0.03382,0.03569,0.037546,0.039483,0.041422,0.043164,0.044826,0.046269,0.047525,0.048656,0.04961,0.050428,0.051088,0.051619,0.05201,0.052255,0.05236
994,993.72,993.07,992.05,990.65,988.87,986.71,984.16,981.22,977.87,974.1,969.91,965.27,960.18,954.61,948.51,941.86,934.62,926.75,918.19,908.89,898.79,887.83,875.91,862.99,849,834.23,818.99,803.22,787.09,770.64,753.97,737.14,720.24,703.17,685.83,668.31,650.58,632.7,614.66,596.5,578.26,559.96,541.54,523.15,504.67,486.29,467.93,449.58,431.36,413.21,395.18,377.3,359.61,342.1,324.81,307.76,290.96,274.44,258.2,242.28,226.71,211.33,196.13,181.18,166.53,152.28,138.47,125.18,112.46,100.39,89.125,78.683,69.046,60.188,52.004,44.458,37.563,31.336,25.728,20.744,16.353,12.522,9.2372,6.4722,4.2151,2.4476,1.1601,0.34546,1.2103e-14
-0.001,-0.00099879,-0.00099822,-0.001,-0.00098058,-0.001,-0.00097626,-0.001,-0.001,-0.001,-0.001,-0.00094383,-0.001,-0.001,-0.000934,-0.00081886,-0.00071894,-0.00059255,-0.00048066,-0.00034123,-0.00021958,-6.5905e-05,6.2244e-05,0.00023368,0.00035959,0.00056824,0.00053362,0.00048052,0.00046933,0.0002682,0.00017581,-1.6485e-05,-0.00018511,-0.00034358,-0.00028645,-0.00027468,-0.00024987,-0.00023483,-0.00021651,-0.00020549,-0.00017115,-0.00020296,-0.00014446,-0.00015481,-0.00014838,-0.00010122,-0.0001741,-8.6389e-05,-0.00011448,-0.00010349,-9.8067e-05,-8.9678e-05,-8.5967e-05,-8.1014e-05,-7.6427e-05,-7.1324e-05,-7.0437e-05,-6.4913e-05,-6.6458e-05,-4.3717e-05,-8.1794e-05,-1.1745e-05,0.00018035,0.00034017,0.00051051,0.00066731,0.00082391,0.000975,0.0011154,0.0012674,0.0012753,0.001113,0.001017,0.00087093,0.00085822,0.00093622,0.001056,0.0010511,0.0010492,0.0010748,0.00098221,0.0010109,0.00098074,0.00097127,0.00096171,0.00094895,0.00097452,0.00095507,0.00095654,0.00095854
1.6851,1.6851,1.6851,1.6851,1.6851,1.6851,1.6851,1.6852,1.6852,1.6852,1.6853,1.6853,1.6854,1.6854,1.6855,1.6855,1.6856,1.6856,1.6857,1.6858,1.6858,1.6859,1.686,1.6861,1.6861,1.6862,1.6863,1.6864,1.6865,1.6866,1.6866,1.6867,1.6868,1.6869,1.687,1.6871,1.6872,1.6873,1.6874,1.6875,1.6875,1.6876,1.6877,1.6878,1.6879,1.688,1.688,1.6881,1.6882,1.6883,1.6884,1.6884,1.6885,1.6886,1.6886,1.6887,1.6888,1.6888,1.6889,1.689,1.689,1.6891,1.6891,1.6892,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69,1.69
-5e-05,3.6867e-05,-3.1042e-05,3.9415e-05,-4.7431e-06,-7.642e-06,2.3946e-05,-4.2911e-05,3.0613e-05,-3.0819e-05,4.5174e-05,-5.2207e-06,-2.9287e-05,2.0407e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-5e-05,2.2587e-05,-5e-05,-3.5172e-05,-3.8629e-05,-4.9404e-05,-5e-05,-1.3305e-05,2.0458e-05,-4.3996e-06,1.142e-05,-2.6835e-07,5.9046e-06,4.5051e-06,3.0973e-06,-5.4804e-06,2.1254e-05,-2.0123e-05,2.6535e-05,-1.8318e-05,6.4447e-06,1.2455e-05,-1.0666e-05,8.7639e-06,-2.8371e-06,4.8299e-06,-1.5364e-06,3.0154e-06,1.344e-07,1.3363e-06,7.0893e-07,-1.3086e-07,3.676e-06,2.6248e-07,-9.4542e-06,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,4.7969e-05,-5e-05,-5e-05,-5e-05,-5e-05,2.8795e-05,5e-05,4.9453e-05,-3.9233e-05,4.632e-05,-5e-05,-2.5761e-05,2.3309e-05,-5e-05,2.1869e-05,-5e-05,4.2275e-05,-1.01e-06,-5e-05,5e-05,-5e-05
2.8422e-14,0.10947,0.36685,0.771,1.3214,2.0173,2.858,3.8423,4.969,6.2369,7.6442,9.1892,10.87,12.685,14.631,16.707,18.909,21.235,23.682,26.247,28.926,31.718,34.617,37.621,40.726,43.928,47.223,50.607,54.075,57.625,61.25,64.947,68.712,72.539,76.423,80.361,84.347,88.376,92.444,96.544,100.67,104.83,109,113.18,117.37,121.56,125.75,129.94,134.11,138.26,142.39,146.49,150.56,154.59,158.57,162.51,166.39,170.22,173.99,177.68,181.31,184.86,188.33,191.71,195.01,198.21,201.31,204.32,207.22,210.01,212.69,215.25,217.7,220.02,222.23,224.3,226.25,228.06,229.74,231.29,232.7,233.96,235.09,236.08,236.92,237.61,238.16,238.57,238.82,238.93
42464,42454,42429,42391,42343,42286,42225,42164,42106,42059,42028,42019,42040,42101,42210,42374,42599,42890,43250,43684,44189,44766,45406,46103,46838,47585,48270,48847,49308,49638,49852,49963,50000,50000,50000,50000,50000,50000,50000,50000,50000,49997,50000,50000,50000,50000,49995,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49998,50000,49986,49915,49754,49477,49062,48499,47782,46899,45829,44659,43437,42198,40974,39780,38622,37510,36458,35475,34568,33747,33013,32370,31821,31366,31007,30743,30575,30504
1612.3,1612.9,1614.3,1616.8,1618.6,1624.3,1627.5,1635,1641.2,1648.2,1655.7,1659.3,1670.8,1678.9,1682.8,1683.4,1685,1684.9,1685.3,1683.5,1681.8,1676.8,1671.4,1661.4,1651.4,1626.5,1594,1560.5,1524,1494.8,1460.7,1431.7,1402.3,1374,1332,1294.7,1255.5,1218.9,1181.6,1146.8,1111.4,1081.4,1045.8,1015.7,985.6,954.39,932.28,899.78,877.35,851.96,827.03,804.69,783.81,763.58,744.18,725.66,708.14,691.01,675.17,658.56,646.77,628.54,601.07,575.24,548.66,523.7,498.92,474.57,449.99,422.78,406.29,403.43,393.9,390.33,374.33,343.43,316.01,301.75,286.41,267.65,266.51,252.24,243.43,233.97,226.31,220.44,211.57,209.17,205.93,204.38
