25178,25192,25225,25276,25345,25431,25532,25647,25775,25912,26058,26209,26363,26516,26665,26806,26940,27066,27187,27304,27426,27556,27704,27871,28059,28264,28477,28689,28892,29092,29285,29474,29657,29835,30007,30174,30334,30489,30637,30782,30916,31047,31175,31298,31418,31533,31643,31749,31851,31948,32040,32124,32205,32282,32355,32425,32492,32555,32616,32674,32730,32783,32834,32883,32928,32972,33013,33053,33089,33122,33167,33234,33328,33454,33614,33810,34030,34261,34495,34723,34940,35141,35323,35480,35608,35705,35767,35794
1520,1520.9,1523,1526.2,1530.7,1536.4,1543.3,1551.4,1560.9,1571.5,1583.5,1596.9,1611.6,1627.8,1645.5,1664.8,1685.7,1708.5,1733.2,1759.9,1788.7,1819.9,1852.5,1885.5,1918.8,1952.2,1985.5,2018.3,2050.8,2083,2114.6,2145.9,2176.6,2206.9,2236.6,2265.6,2293.9,2321.5,2348.4,2374.4,2399.6,2424.1,2448,2471.5,2494.4,2516.6,2538.1,2558.8,2578.9,2598.3,2617,2635,2652.2,2668.6,2684.5,2699.6,2714.1,2728,2741.4,2754.2,2766.5,2778.4,2789.7,2800.6,2810.8,2820.6,2829.8,2838.6,2847,2854.6,2861.1,2866.8,2871.5,2875.2,2877.8,2880.1,2882.1,2884,2885.7,2887.2,2887.9,2888.3,2888.5,2888.2,2888.1,2888.1,2888,2888
0.05,0.049827,0.049419,0.048787,0.047907,0.046813,0.045443,0.043869,0.041972,0.039919,0.037605,0.03505,0.032268,0.029234,0.025956,0.022826,0.020131,0.017827,0.016092,0.015203,0.01517,0.015691,0.017076,0.018263,0.019429,0.019629,0.019267,0.017771,0.016649,0.015653,0.014702,0.013814,0.013058,0.012224,0.011606,0.010805,0.010354,0.0095717,0.0091799,0.008612,0.0079007,0.0077934,0.007318,0.0071308,0.0067239,0.0064815,0.0061276,0.0058996,0.0056034,0.0054111,0.0049046,0.0046611,0.0044761,0.0043026,0.0041164,0.003986,0.0038242,0.003722,0.0035839,0.0034932,0.0034363,0.0033193,0.0032732,0.0031694,0.0030494,0.0030149,0.0029378,0.00299,0.0025843,0.0030663,0.0047279,0.0072461,0.010584,0.014545,0.019499,0.024621,0.028913,0.032494,0.035457,0.038066,0.040669,0.043086,0.045221,0.046939,0.048243,0.049175,0.049756,0.05
1562,1561.5,1560.4,1558.5,1556.1,1552.9,1549.1,1544.5,1539.3,1533.4,1526.7,1519.2,1511,1501.9,1491.9,1480.9,1468.8,1455.5,1440.8,1424.7,1407.1,1387.8,1367.1,1345.7,1323.4,1300.5,1277.1,1253.4,1228.9,1203.9,1178.4,1152.3,1125.8,1098.9,1071.6,1043.9,1015.9,987.7,959.16,930.49,901.7,872.62,843.58,814.4,785.3,756.18,727.17,698.23,669.46,640.84,612.55,584.43,556.61,529.1,502,475.26,448.99,423.16,397.87,373.06,348.94,325.39,302.48,280.27,258.61,237.68,217.46,197.98,179.42,161.39,143.82,126.94,110.81,95.626,81.347,68.248,56.497,46.083,36.909,28.952,22.032,16.167,11.275,7.2814,4.2075,1.9887,0.59104,2.1095e-13
-0.00092859,-0.00093433,-0.00092707,-0.00093301,-0.00093523,-0.0009403,-0.00095869,-0.00095599,-0.001,-0.00093255,-0.001,-0.00095469,-0.001,-0.00097857,-0.00098891,-0.00078259,-0.00067687,-0.00048709,-0.00034779,-5.9821e-05,1.4615e-05,0.0002403,0.0002565,0.00025094,0.00013317,-1.1416e-05,-0.00016962,-0.00027473,-0.00014205,-0.00018219,-0.00013779,-0.00013762,-0.00011894,-0.00011904,-9.8632e-05,-0.00011057,-6.3766e-05,-0.00013077,-1.0947e-05,-0.00015553,-1.7524e-05,-6.0238e-05,-3.8292e-05,-4.7334e-05,-4.4265e-05,-4.5697e-05,-3.8953e-05,-4.2615e-05,-2.7524e-05,-5.3099e-05,-6.7751e-05,-1.9417e-05,-3.1892e-05,-2.5188e-05,-2.6307e-05,-2.0787e-05,-2.3829e-05,-1.5502e-05,-2.4767e-05,-6.7955e-06,-8.6704e-05,-1.8197e-05,-0.00010274,-3.5032e-05,-7.3711e-06,-2.5858e-05,1.7226e-05,-4.3843e-05,-5.8685e-05,0.00028963,0.00050313,0.00078913,0.00098952,0.0013119,0.0016559,0.0016121,0.0014174,0.0013151,0.001183,0.0012887,0.0014177,0.001483,0.0014918,0.0014189,0.0013775,0.0013421,0.0013185,0.0013158
1.6815,1.6815,1.6815,1.6816,1.6816,1.6816,1.6817,1.6818,1.6818,1.6819,1.682,1.6821,1.6822,1.6823,1.6824,1.6825,1.6826,1.6827,1.6829,1.683,1.6831,1.6833,1.6834,1.6836,1.6837,1.6839,1.684,1.6842,1.6844,1.6845,1.6847,1.6849,1.685,1.6852,1.6853,1.6855,1.6857,1.6858,1.686,1.6861,1.6863,1.6864,1.6866,1.6867,1.6869,1.687,1.6872,1.6873,1.6874,1.6876,1.6877,1.6878,1.6879,1.688,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6888,1.6888,1.6889,1.689,1.6891,1.6891,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6896,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
5e-05,-5e-05,5e-05,-5e-05,3.9279e-05,-5e-05,3.4508e-05,-5.0119e-05,3.5854e-05,-1.5823e-05,1.4135e-06,-2.0018e-06,-1.6415e-06,-7.5188e-06,3.2085e-05,5e-05,3.2834e-05,4.2084e-05,5e-05,5e-05,1.6079e-05,5e-05,-2.4042e-05,1.1073e-05,-4.8523e-05,-6.4437e-06,-5e-05,2.4339e-05,-5.2343e-07,3.784e-06,3.3664e-07,6.2695e-06,-5.1872e-06,9.9811e-06,-9.6444e-06,1.459e-05,-1.3806e-05,1.3692e-05,-4.9612e-06,-7.2676e-06,2.1294e-05,-1.6937e-05,1.4173e-05,-1.1623e-05,9.5041e-06,-7.7752e-06,7.7399e-06,-6.6136e-06,8.2257e-06,-1.4031e-05,1.2278e-05,-3.5024e-06,4.2687e-06,-4.8444e-06,6.4615e-06,-6.8037e-06,8.4484e-06,-9.434e-06,1.2046e-05,-1.6532e-05,5.9898e-06,-2.2002e-06,-8.2439e-06,1.9936e-05,-6.6351e-06,3.3438e-06,7.4551e-06,-3.1701e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-5e-05,-5e-05,-5e-05,-2.3261e-05,5e-05,3.2538e-05,4.7359e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,5e-05
-5.6843e-14,0.18562,0.62203,1.3073,2.2404,3.4202,4.8452,6.5135,8.423,10.571,12.955,15.572,18.419,21.491,24.785,28.297,32.022,35.955,40.091,44.426,48.952,53.665,58.559,63.626,68.862,74.257,79.807,85.504,91.339,97.307,103.4,109.61,115.92,122.34,128.85,135.44,142.11,148.84,155.63,162.47,169.35,176.26,183.2,190.14,197.1,204.04,210.98,217.89,224.77,231.61,238.4,245.13,251.8,258.39,264.9,271.32,277.63,283.84,289.93,295.9,301.74,307.43,312.98,318.38,323.61,328.68,333.57,338.29,342.81,347.15,351.28,355.22,358.94,362.45,365.75,368.82,371.67,374.28,376.67,378.82,380.73,382.39,383.82,385,385.93,386.62,387.05,387.24
44323,44275,44165,43996,43774,43505,43200,42869,42524,42180,41852,41557,41313,41143,41070,41113,41274,41563,41972,42484,43056,43670,44214,44618,44869,44981,45000,44990,45000,45000,45000,45000,45000,45000,45000,45000,45000,44993,45000,44983,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,44991,45000,45000,44881,44586,44064,43304,42292,41068,39722,38350,37008,35750,34574,33513,32585,31794,31168,30705,30409,30283
1634.5,1635.8,1636.6,1639.5,1642.8,1646.8,1652.5,1656.3,1665.4,1662.2,1673.9,1672.5,1681.1,1681.7,1685.6,1664.6,1655.2,1637.3,1622.9,1590.7,1578.1,1543.7,1497.4,1450.4,1408.6,1367,1325.5,1283.4,1231.7,1188.1,1144.6,1107.3,1068.9,1032.2,994.57,959.33,920.12,890.25,849.61,824.92,784.2,763.12,742.86,724.97,703.25,680.69,658.17,638.18,616.57,599.73,582.09,557.55,541.02,523.36,507.88,492.81,479.95,466.69,456.8,444.11,445.61,427.28,430.56,413.44,402.28,397.82,385.3,386.94,382.41,331.35,302.13,258.84,221,160.94,119.76,107.93,112.57,101.38,100.63,76.826,-10.391,-60.476,-116.43,-132.3,-98.964,-132.03,-159.39,-169.68
6.228,6.2255,6.234,6.2348,6.2385,6.2389,6.227,6.2264,6.1888,6.2287,6.165,6.1795,6.1169,6.0958,6.0378,6.1419,6.1535,6.2207,6.2365,6.3665,6.3193,6.3969,6.3316,6.2673,6.1248,5.9685,5.8019,5.6799,5.7846,5.7241,5.7462,5.7236,5.7209,5.6982,5.6974,5.6615,5.6914,5.5934,5.7089,5.5197,5.6619,5.5897,5.595,5.5636,5.5489,5.5296,5.5216,5.5,5.5032,5.4542,5.4193,5.4691,5.4383,5.4338,5.4182,5.4118,5.3936,5.3916,5.365,5.3772,5.249,5.3352,5.1994,5.2861,5.3146,5.2761,5.328,5.2285,5.1954,5.6861,5.9793,6.3784,6.6894,7.1933,7.7522,7.8677,7.7936,7.8789,7.8616,7.9888,8.3615,8.9397,9.2769,9.3423,9.1679,9.323,9.4474,9.493
5.0908,5.0936,5.1002,5.1106,5.1248,5.1428,5.1648,5.1907,5.2207,5.2548,5.2932,5.336,5.3833,5.4355,5.4928,5.5554,5.6235,5.6978,5.7787,5.8662,5.9606,6.063,6.1694,6.277,6.3853,6.4935,6.6009,6.707,6.812,6.9156,7.0177,7.1184,7.2176,7.3151,7.4106,7.5041,7.5952,7.6839,7.7702,7.8539,7.9349,8.0135,8.0905,8.1657,8.2392,8.3104,8.3793,8.446,8.5103,8.5728,8.6316,8.6859,8.7383,8.7884,8.8365,8.8826,8.9268,8.9691,9.0097,9.0485,9.086,9.122,9.1563,9.1894,9.2203,9.2499,9.2779,9.3043,9.33,9.3529,9.3717,9.3866,9.3966,9.4017,9.4013,9.3975,9.3917,9.3851,9.3773,9.3697,9.3598,9.3499,9.3406,9.3311,9.3239,9.3185,9.3148,9.3133
0.629,0.63022,0.63295,0.63739,0.64343,0.65114,0.66064,0.67168,0.68484,0.69881,0.71568,0.73332,0.75373,0.77552,0.79977,0.82416,0.85182,0.88091,0.9114,0.93762,0.97184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.6847,-0.68373,-0.6762,-0.6687,-0.65752,-0.64463,-0.63164,-0.6099,-0.59726,-0.55842,-0.54943,-0.51513,-0.50425,-0.47903,-0.46581,-0.37721,-0.30062,-0.20972,-0.15131,-0.054055,-0.027406,0.11108,0.13034,0.099586,0.006873,-0.051808,-0.10613,-0.14525,-0.089729,-0.097981,-0.059276,-0.046761,-0.01148,0.034143,0.12875,0.20911,0.36548,0.3937,0.67558,0.63264,0.95769,1.04,1.2114,1.3347,1.4673,1.5963,1.7294,1.8626,2.0139,2.0921,2.1736,2.3455,2.4265,2.5351,2.6261,2.7231,2.8022,2.8954,2.9565,3.0557,2.9921,3.1631,3.0842,3.2391,3.3232,3.3361,3.4443,3.3847,3.3973,3.9876,4.3178,4.782,5.1447,5.7014,6.123,6.2001,6.1547,6.1802,6.1932,6.3423,6.6391,7.0236,7.2421,7.2844,7.2014,7.2919,7.3625,7.3907
-0.264,-0.26396,-0.26385,-0.26369,-0.26347,-0.26319,-0.26285,-0.26245,-0.26199,-0.26147,-0.26089,-0.26025,-0.25954,-0.25877,-0.25794,-0.25704,-0.25608,-0.25505,-0.25395,-0.25278,-0.25155,-0.25024,-0.24886,-0.2474,-0.24586,-0.24426,-0.24258,-0.24082,-0.23899,-0.23709,-0.23512,-0.23308,-0.23098,-0.22881,-0.22658,-0.2243,-0.22195,-0.21956,-0.21711,-0.21462,-0.21208,-0.20951,-0.2069,-0.20426,-0.2016,-0.19891,-0.1962,-0.19348,-0.19075,-0.18801,-0.18528,-0.18254,-0.17982,-0.17711,-0.17441,-0.17174,-0.1691,-0.16648,-0.16391,-0.16137,-0.15888,-0.15643,-0.15404,-0.15171,-0.14943,-0.14723,-0.14509,-0.14302,-0.14103,-0.13911,-0.13728,-0.13554,-0.13388,-0.13232,-0.13085,-0.12948,-0.12821,-0.12704,-0.12597,-0.12501,-0.12416,-0.12341,-0.12278,-0.12225,-0.12183,-0.12152,-0.12133,-0.12125
