24460,24470,24494,24531,24581,24643,24716,24800,24892,24991,25096,25204,25315,25427,25541,25656,25771,25888,26004,26132,26281,26459,26660,26872,27076,27273,27465,27643,27810,27981,28172,28385,28609,28822,29007,29168,29336,29508,29677,29839,29989,30121,30241,30368,30484,30585,30695,30819,30933,31024,31103,31176,31236,31283,31333,31405,31504,31626,31772,31944,32144,32367,32604,32843,33074,33291,33488,33662,33808,33925,34011,34067,34091
1524,1524.9,1526.9,1530.2,1534.8,1540.4,1547.1,1555,1564,1573.8,1584.7,1596.4,1609.1,1622.5,1636.9,1652,1667.9,1684.6,1702.2,1720.4,1744.6,1771.8,1796.8,1821.4,1844.8,1874.2,1904.8,1937.1,1972.9,2008.5,2043.6,2077.9,2112,2145.5,2177.6,2208.2,2237.8,2267,2295,2321.9,2347.8,2373.6,2398.4,2422,2445.6,2467.6,2487.7,2507.5,2526.7,2544.9,2561.7,2577.7,2593.3,2607.5,2620.8,2634.1,2646.7,2658,2666.8,2673.8,2679.6,2684.1,2687.7,2690.7,2692.9,2694.6,2695.9,2696.9,2697.6,2698,2698.4,2698.6,2698.6
0.037956,0.037831,0.037536,0.037092,0.036547,0.035875,0.034938,0.033696,0.03208,0.030438,0.028785,0.026923,0.02511,0.023533,0.022215,0.020692,0.019769,0.018486,0.018248,0.019571,0.022357,0.024869,0.025937,0.025051,0.022712,0.021623,0.019682,0.017507,0.016332,0.017252,0.01871,0.020106,0.019549,0.017355,0.014222,0.013434,0.014125,0.01377,0.013393,0.012464,0.011238,0.0097021,0.0097216,0.0099935,0.0084111,0.0081233,0.0097526,0.010124,0.008607,0.0069124,0.0067492,0.0060651,0.0047923,0.0041894,0.0058145,0.0088277,0.011841,0.014951,0.018871,0.02354,0.028721,0.033832,0.038025,0.041317,0.043863,0.045785,0.047203,0.048228,0.048943,0.049424,0.049732,0.049923,0.05
994,993.52,992.4,990.62,988.13,985.04,981.35,977.03,972.08,966.56,960.41,953.69,946.34,938.41,929.81,920.68,910.81,900.42,889.22,877.2,862.4,846.21,830.68,815.22,800.1,781.98,763.02,742.93,720.76,697.9,674.41,650.75,627.07,603.7,580.45,556.88,533.22,509.68,486.51,463.76,441.36,418.85,395.59,372.4,350.04,327.82,305.7,284.05,263.48,243.47,223.74,204.65,186.06,168.04,149.96,132.21,115.26,99.277,84.272,70.37,57.731,46.552,36.959,28.851,22.051,16.415,11.81,8.1022,5.1829,2.969,1.395,0.41272,7.2524e-14
-0.00070822,-0.00070859,-0.00071312,-0.00065293,-0.00059108,-0.0006382,-0.00074377,-0.00084757,-0.0009034,-0.00073106,-0.00077347,-0.00071758,-0.00064947,-0.00043867,-0.00048446,-0.00036131,-0.00028258,-0.00031474,0.00017984,0.00049611,0.00076362,0.00037396,0.00010468,-0.00049839,-0.00034014,-0.00026002,-0.00046892,-0.00038274,-1.2487e-05,0.0002758,0.00029737,0.00013262,-0.00029794,-0.00052676,-0.00048313,0.00015034,-2.964e-06,-5.7468e-05,-0.00012577,-0.00018788,-0.00029372,-0.0001879,0.00014452,-0.00014479,-0.00032356,0.00023992,0.00027013,-0.00013038,-0.00045121,-0.00017341,-2.05e-05,-0.00027362,-0.00028359,8.6673e-05,0.00069248,0.00083134,0.00084116,0.0010188,0.0013892,0.0016621,0.0019348,0.0018405,0.0015846,0.0013586,0.0011636,0.0009743,0.0008319,0.00069042,0.0005941,0.00049325,0.00046826,0.00044625,0.00043988
0.0001,-5.2959e-05,5.2412e-05,0.0001,2.7205e-05,-9.2686e-05,-5.2784e-05,-8.6464e-05,5.8303e-05,4.282e-05,-2.4797e-05,4.022e-05,3.9717e-05,6.0758e-05,-4.4966e-05,9.9149e-05,-6.4135e-05,0.0001,9.6788e-05,0.0001,-2.7717e-05,-8.4597e-05,-9.4213e-05,-9.1385e-05,9.8659e-05,-6.3322e-05,1.1987e-06,3.1449e-05,9.9947e-05,4.1589e-06,1.2619e-05,-8.6332e-05,-4.7514e-05,-5.019e-05,0.0001,5.6049e-05,-5.4416e-05,1.3138e-05,-2.8422e-05,-2.4221e-06,-2.5183e-05,7.0163e-05,1.494e-05,-9.5818e-05,6.1744e-05,9.4441e-05,-6.6619e-05,-8.5774e-05,-1.7356e-05,0.0001,-4.7054e-05,-3.2469e-05,2.7116e-05,0.0001,0.0001,1.9521e-07,1.36e-05,0.0001,0.0001,0.0001,4.9222e-05,-0.0001,-9.9996e-05,-0.0001,-0.0001,-0.0001,-9.4381e-05,-0.0001,-9.4303e-05,-0.0001,-2.1038e-06,-0.0001,0.0001
0,0.17577,0.58892,1.2374,2.1198,3.2346,4.5797,6.1525,7.95,9.969,12.206,14.656,17.314,20.177,23.238,26.492,29.932,33.553,37.346,41.307,45.425,49.695,54.108,58.656,63.33,68.121,73.021,78.019,83.108,88.277,93.517,98.817,104.17,109.56,114.98,120.43,125.88,131.33,136.78,142.2,147.59,152.94,158.24,163.48,168.65,173.74,178.74,183.64,188.43,193.1,197.65,202.06,206.33,210.45,214.41,218.21,221.83,225.27,228.52,231.58,234.45,237.1,239.55,241.79,243.81,245.61,247.18,248.53,249.64,250.52,251.17,251.58,251.76
49936,49914,49858,49778,49684,49558,49410,49253,49101,48947,48809,48690,48607,48549,48525,48536,48585,48660,48771,48826,49047,49181,49006,48709,48388,48419,48533,48807,49325,49762,50003,50004,49879,49792,49837,49977,50000,49962,49876,49782,49729,49797,49902,49903,49970,50088,50045,49882,49760,49778,49826,49879,50021,50206,50334,50279,49996,49484,48710,47683,46387,44901,43341,41805,40353,39029,37862,36864,36040,35392,34920,34620,34493
1568.4,1567.6,1565.9,1568.4,1549.4,1529.2,1548.5,1574.4,1528,1496.7,1489.7,1473.6,1456.8,1426.1,1420.3,1397.5,1378.7,1371.9,1306.1,1330.2,1457.4,1388.8,1360.6,1307.3,1329.5,1396.8,1350.9,1384.3,1354.3,1290.9,1239.5,1205.5,1204.1,1182,1121.3,1052.4,1036.1,1010.7,985.38,961.32,945.16,926.38,837.61,849.29,854.94,760.46,732.89,745.08,753.31,706.39,670.34,675.85,660.42,603.06,591.9,597.07,578.81,507.83,403.4,356.25,305.26,258.01,232.61,203.91,160.75,136.56,109.93,83.798,58.265,43.694,23.59,11.774,5.945
5.6045,5.6044,5.6025,5.6362,5.6706,5.6432,5.5827,5.5186,5.4758,5.5738,5.5356,5.555,5.5779,5.6861,5.632,5.6816,5.6995,5.6403,5.9112,6.0628,6.1501,5.848,5.6483,5.2453,5.325,5.3131,5.0729,5.0549,5.2656,5.4188,5.3714,5.1839,4.7771,4.5003,4.5074,5.0886,4.8943,4.8167,4.7288,4.6357,4.4933,4.5702,4.9171,4.5718,4.3698,4.9615,4.9862,4.5178,4.1914,4.4564,4.6069,4.333,4.3058,4.6829,5.3576,5.5,5.531,5.7432,6.1983,6.6235,7.0887,7.1702,7.0697,7.0075,7.0217,6.9335,6.885,6.8434,6.8344,6.7838,6.8201,6.8336,6.8442
