27309,27313,27322,27336,27356,27381,27413,27450,27494,27545,27602,27666,27736,27812,27893,27979,28069,28165,28270,28383,28506,28640,28788,28946,29111,29277,29439,29591,29728,29855,29979,30102,30227,30356,30489,30622,30755,30890,31024,31142,31242,31331,31422,31521,31628,31729,31821,31902,31974,32041,32107,32183,32268,32353,32427,32485,32522,32541,32552,32561,32577,32604,32652,32728,32833,32966,33122,33298,33490,33690,33893,34093,34285,34464,34626,34770,34892,34990,35063,35110,35130
1797.9,1798.6,1800.3,1803,1806.7,1811.3,1816.9,1823.5,1831,1839.5,1848.9,1859.3,1870.6,1882.8,1895.8,1909.8,1924.4,1939.5,1955.3,1971.6,1988.5,2006,2023.9,2042.4,2061.9,2085.3,2113.2,2142.3,2170.7,2198.4,2225.9,2251.1,2274.4,2296.1,2320.4,2345.2,2368.5,2391.1,2413.5,2435.9,2457.1,2477.2,2496.7,2515.6,2534.3,2552.7,2570.4,2587.7,2604.1,2620,2634.8,2648.7,2662.3,2675.6,2688.7,2701.6,2714.1,2725.6,2736.1,2745.5,2754,2761.5,2768,2774.1,2779.6,2784.2,2788.1,2791.1,2793.7,2795.8,2797.6,2799.2,2800.4,2801.5,2802.3,2803,2803.5,2803.9,2804.2,2804.4,2804.4
0.014657,0.014705,0.014818,0.01499,0.01523,0.015525,0.015851,0.016173,0.016481,0.016763,0.016983,0.017081,0.017151,0.017075,0.016776,0.01647,0.016486,0.016798,0.017097,0.017675,0.018322,0.019232,0.020065,0.02039,0.020107,0.019098,0.017661,0.01557,0.013607,0.012624,0.012085,0.011778,0.011779,0.012033,0.011897,0.011665,0.011527,0.011585,0.01075,0.0089541,0.0075918,0.0072156,0.0076283,0.0084769,0.0085219,0.0077186,0.0070843,0.0061142,0.0056276,0.00529,0.0057373,0.0068847,0.007382,0.0069994,0.0058501,0.0042903,0.0024655,0.0012651,0.00084785,0.0011576,0.0020741,0.0037744,0.0069033,0.010637,0.014599,0.018716,0.022897,0.02704,0.030912,0.034434,0.037504,0.040132,0.042368,0.044248,0.04581,0.047085,0.048098,0.048874,0.049429,0.049781,0.049929
994,993.54,992.45,990.75,988.42,985.48,981.92,977.75,972.97,967.59,961.62,955.05,947.91,940.19,931.92,923.06,913.64,903.66,893.14,882.07,870.51,858.43,845.96,832.95,819.21,803.56,786.09,768.09,749.71,730.4,710.53,691.24,672.1,653.06,632.49,611.35,590.48,569.32,548.5,527.84,507.09,486.03,464.91,443.83,422.99,402.52,382.2,362.19,342.3,322.65,303.14,283.83,264.98,246.79,229.19,212.15,195.56,179.31,163.35,147.82,132.66,118.76,106.28,94.478,83.227,72.575,62.646,53.447,45.056,37.454,30.66,24.637,19.357,14.776,10.867,7.5942,4.9343,2.8602,1.3551,0.40311,-6.2988e-14
0.00033105,0.00033306,0.00033109,0.00032583,0.00033337,0.00031131,0.00027657,0.00022568,0.00019243,0.00014797,8.3843e-05,3.0184e-05,2.1571e-05,-8.9768e-05,-0.00012822,-7.8357e-05,8.7438e-05,9.3705e-05,0.00013256,0.00018928,0.00020767,0.00027631,0.00015224,1.9345e-05,-0.00017156,-0.00030474,-0.00040984,-0.00052918,-0.00032943,-0.00015073,-9.0828e-05,-4.2381e-05,4.8151e-05,2.378e-05,-5.5956e-05,-4.115e-05,1.1434e-07,-2.7717e-05,-0.00031367,-0.00035379,-0.00017989,1.7467e-05,0.00014438,0.0001494,-0.00013561,-0.00013596,-0.00017321,-0.00017417,-6.6289e-05,-3.892e-05,0.00023152,0.00020629,1.6057e-05,-0.00019372,-0.00032265,-0.00043114,-0.00041295,-0.00019108,-2.4235e-05,0.00018867,0.00032589,0.00072079,0.0011133,0.0012387,0.0013904,0.0014889,0.0016106,0.0016421,0.0016296,0.0015687,0.0014718,0.0013846,0.0013095,0.0012384,0.0011826,0.0011288,0.0010907,0.0010541,0.0010424,0.0010342,0.0010323
-3.3713e-05,2.9732e-05,-3.2669e-05,1.8739e-05,-1.3093e-05,-2.3951e-05,-4.3479e-05,-2.6816e-05,-2.6012e-05,-2.558e-05,-4.3962e-05,7.7258e-08,-2.93e-05,-4.0669e-05,1.5672e-06,4.5269e-05,4.2289e-05,-1.5982e-05,3.521e-05,-5.3348e-06,2.6418e-05,-8.4081e-06,-4.0819e-05,-3.673e-05,-4.3188e-05,-1.4261e-06,-3.9529e-05,7.9247e-06,4.671e-05,1.7263e-05,1.2327e-05,9.6967e-06,1.8083e-05,-2.477e-05,-4.8553e-07,3.8502e-07,1.6197e-05,-4.2303e-05,-4.6029e-05,2.2564e-05,4.113e-05,3.1597e-05,2.3716e-05,-3.8135e-05,-4.1033e-05,2.106e-05,-2.9357e-05,3.381e-05,-3.6109e-06,4.0649e-05,4.109e-05,-3.9021e-05,-4.3773e-05,-4.5151e-05,-1.7884e-05,-2.7135e-05,4.3985e-05,4.5668e-05,4.7645e-05,4.637e-05,4.8458e-05,4.9794e-05,5e-05,4.2827e-05,4.1417e-05,3.7888e-05,3.1258e-05,-4.2129e-06,-1.0579e-05,-4.2123e-05,-4.7323e-05,-4.5997e-05,-4.706e-05,-4.5753e-05,-4.55e-05,-4.6293e-05,-4.4639e-05,-4.4206e-05,-8.4883e-06,-3.7374e-05,3.6872e-05
0,0.14383,0.48193,1.0127,1.7354,2.6487,3.7514,5.0418,6.5179,8.1774,10.018,12.036,14.23,16.595,19.129,21.826,24.684,27.697,30.862,34.173,37.626,41.214,44.933,48.777,52.741,56.817,61,65.283,69.661,74.126,78.671,83.29,87.975,92.72,97.517,102.36,107.24,112.15,117.08,122.03,126.98,131.94,136.88,141.81,146.72,151.6,156.44,161.24,165.99,170.67,175.29,179.84,184.3,188.68,192.96,197.14,201.22,205.18,209.03,212.75,216.34,219.79,223.1,226.26,229.28,232.14,234.83,237.37,239.73,241.93,243.94,245.78,247.44,248.92,250.21,251.31,252.23,252.95,253.48,253.82,253.96
44304,44313,44335,44368,44410,44460,44515,44574,44634,44693,44749,44803,44852,44900,44951,45010,45060,45085,45080,45031,44933,44778,44544,44258,43960,43815,43879,44046,44266,44517,44767,44920,44977,44932,44954,44982,44946,44864,44770,44781,44870,44983,45056,45047,44973,44927,44910,44947,45023,45093,45120,45044,44884,44718,44623,44635,44780,45022,45292,45534,45701,45755,45618,45260,44679,43891,42928,41831,40652,39441,38243,37096,36026,35054,34191,33448,32830,32340,31979,31750,31652
1377.9,1377.3,1376.5,1375.7,1372.8,1373,1374.3,1375.6,1374.2,1373.1,1373.5,1371.2,1363.9,1366.3,1367.9,1355.1,1323.2,1303.1,1275.9,1254.2,1245.6,1228.8,1217.5,1204,1222.9,1323.3,1386.8,1363.4,1264,1184.8,1152,1077.8,983.73,970.87,991.68,958.69,911.91,879.07,910.89,884.89,819.66,774.01,753.65,733.35,743.64,723.54,710.47,694.67,666,642.85,598.18,582.4,581.97,598.55,604.38,609.31,595.88,552.08,514.21,463.62,440.29,422.16,406.17,390.77,346.53,303.62,248.18,209.69,177.28,153.78,139.52,121.75,102.25,88.77,73.563,60.881,47.659,39.299,26.594,18.433,14.375
5.5585,5.5578,5.5518,5.5427,5.5405,5.5162,5.4815,5.433,5.3955,5.3479,5.282,5.2209,5.1928,5.0808,5.0238,5.0429,5.1475,5.1327,5.1454,5.1798,5.1908,5.2479,5.1588,5.022,4.8376,4.7153,4.5985,4.4654,4.5786,4.6799,4.7059,4.721,4.7964,4.7443,4.6655,4.6739,4.6731,4.6169,4.3293,4.2798,4.4517,4.6316,4.7229,4.723,4.4199,4.4042,4.3486,4.3241,4.4038,4.4229,4.7069,4.6906,4.4999,4.2633,4.1097,3.9691,3.9651,4.1915,4.3615,4.5797,4.6909,5.1093,5.5336,5.692,5.9002,6.069,6.3145,6.4766,6.6101,6.7052,6.7485,6.8057,6.8761,6.9374,7.0056,7.0599,7.1144,7.1421,7.1903,7.2216,7.2374
