25870,25877,25893,25918,25952,25994,26045,26102,26167,26238,26315,26399,26489,26585,26687,26795,26909,27027,27148,27269,27385,27492,27585,27661,27719,27765,27803,27840,27885,27952,28051,28187,28353,28537,28728,28915,29097,29272,29442,29606,29764,29916,30062,30200,30333,30462,30587,30710,30826,30939,31048,31152,31252,31347,31439,31527,31611,31691,31767,31840,31910,31978,32040,32098,32153,32206,32257,32305,32351,32395,32437,32478,32518,32560,32610,32674,32754,32854,32975,33113,33265,33428,33598,33771,33942,34107,34260,34397,34514,34610,34681,34728,34748
1520,1520.6,1522.1,1524.3,1527.5,1531.4,1536.2,1541.9,1548.5,1556,1564.4,1573.7,1584.1,1595.6,1608.2,1621.9,1636.9,1653.3,1671.1,1690.5,1711.7,1734.6,1759.4,1786.3,1815,1844.7,1875,1906.2,1938.1,1970.7,2003.7,2036.9,2069.9,2102.3,2134.2,2165.6,2196.5,2226.7,2256.3,2285.3,2313.4,2340.8,2367.4,2393.1,2417.8,2442.1,2465.8,2489.1,2511.9,2533.9,2555.2,2575.8,2595.8,2615,2633.6,2651.4,2668.6,2685.1,2701,2716.2,2730.9,2745,2758.6,2771.6,2784.1,2796,2807.4,2818.3,2828.7,2838.6,2848,2856.9,2865.4,2873.2,2880.3,2886.6,2892.1,2896.9,2901.1,2904.7,2907.6,2910,2911.9,2913.3,2914.6,2915.7,2916.7,2917.6,2918.2,2918.6,2918.9,2919.1,2919.1
0.029167,0.029071,0.028846,0.028495,0.028032,0.027478,0.026852,0.026191,0.025523,0.024904,0.024357,0.02385,0.023383,0.02299,0.022653,0.022309,0.021801,0.021106,0.020153,0.01869,0.016647,0.014151,0.01134,0.0084546,0.0062522,0.0047682,0.0039395,0.0041324,0.0055031,0.0079241,0.011035,0.01385,0.015474,0.01608,0.015657,0.014711,0.013905,0.013106,0.012367,0.011659,0.011005,0.010428,0.0097781,0.0091351,0.0087423,0.0083731,0.0081178,0.0077489,0.007356,0.0070886,0.0067445,0.0064843,0.0062026,0.0059354,0.0056942,0.0054581,0.0052444,0.0050447,0.0048628,0.0046822,0.0045797,0.0043757,0.0040697,0.0039175,0.0038388,0.0037427,0.0036409,0.0035419,0.0034815,0.0034527,0.0034037,0.0034374,0.0035255,0.004184,0.0054348,0.0071735,0.0095845,0.01244,0.015456,0.01854,0.02168,0.024827,0.027971,0.031,0.033772,0.036162,0.038129,0.039734,0.041038,0.042068,0.042829,0.043315,0.043521
1562,1561.6,1560.7,1559.3,1557.4,1554.9,1552,1548.4,1544.3,1539.7,1534.4,1528.5,1522,1514.9,1507,1498.5,1489.2,1479.2,1468.3,1456.6,1444,1430.4,1415.6,1399.5,1382.1,1363.5,1343.8,1323,1300.9,1277.7,1253.4,1228.4,1203,1177.3,1151.5,1125.5,1099,1072.3,1045.2,1018,990.44,962.73,934.9,906.95,878.84,850.68,822.46,794.3,766.21,738.14,710.21,682.41,654.78,627.36,600.17,573.25,546.62,520.32,494.37,468.82,443.67,419,394.84,371.15,347.96,325.35,303.32,281.91,261.12,240.98,221.53,202.75,184.69,167.21,150.3,134.04,118.45,103.67,89.836,76.995,65.168,54.375,44.609,35.878,28.182,21.503,15.811,11.056,7.1874,4.168,1.973,0.58662,-2.8254e-14
-0.00061302,-0.00061271,-0.00060859,-0.00060048,-0.00057288,-0.00053925,-0.00049698,-0.00044266,-0.00038153,-0.0003017,-0.00024656,-0.0002125,-0.00017299,-0.00013213,-0.00011219,-0.00012935,-0.00018979,-0.00022703,-0.00032747,-0.00046448,-0.00058639,-0.00064674,-0.00069417,-0.0006001,-0.0003908,-0.00025738,-7.6798e-05,0.00015751,0.00038076,0.00054961,0.00060013,0.00041654,0.00019379,1.9218e-05,-0.00015088,-0.00015405,-0.00013373,-0.00013271,-0.00011869,-0.00011563,-9.9213e-05,-9.5219e-05,-0.00011549,-8.1946e-05,-5.7381e-05,-5.36e-05,-3.9501e-05,-7.5444e-05,-4.4875e-05,-5.1873e-05,-5.0466e-05,-4.0917e-05,-4.8463e-05,-4.009e-05,-4.093e-05,-3.7548e-05,-3.5751e-05,-3.2103e-05,-3.3155e-05,-2.5904e-05,-1.8639e-05,-5.6976e-05,-4.543e-05,-1.7371e-05,-1.5894e-05,-2.1845e-05,-1.9376e-05,-2.1222e-05,-3.6565e-06,-1.4469e-05,1.1552e-06,5.576e-06,5.1755e-05,0.00023247,0.00038447,0.00060342,0.00082408,0.00096526,0.0010515,0.0011566,0.0012536,0.0013622,0.0014697,0.0015243,0.0015134,0.0014373,0.0013552,0.0013151,0.0013042,0.0013111,0.0013188,0.0013151,0.0013134
1.6819,1.6819,1.6819,1.6819,1.682,1.682,1.682,1.6821,1.6821,1.6822,1.6823,1.6823,1.6824,1.6825,1.6826,1.6827,1.6828,1.6829,1.683,1.6831,1.6833,1.6834,1.6835,1.6836,1.6838,1.6839,1.684,1.6841,1.6843,1.6844,1.6846,1.6847,1.6849,1.685,1.6852,1.6853,1.6855,1.6856,1.6858,1.6859,1.686,1.6862,1.6863,1.6865,1.6866,1.6867,1.6869,1.687,1.6871,1.6873,1.6874,1.6875,1.6876,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6887,1.6888,1.6889,1.689,1.6891,1.6891,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
-6.0551e-06,7.9877e-06,1.0743e-05,2.2608e-05,4.0132e-05,2.9315e-05,4.1001e-05,3.4362e-05,4.422e-05,3.7583e-05,1.927e-05,1.3756e-05,1.8817e-05,1.0619e-05,3.915e-06,-1.7125e-05,-1.4119e-05,-1.6118e-05,-3.7113e-05,-3.6008e-05,-2.3599e-05,-1.1584e-05,-3.5786e-06,4.5573e-05,3.7071e-05,2.8069e-05,4.5453e-05,4.8037e-05,3.9203e-05,2.5618e-05,-1.2173e-05,-4.5537e-05,-3.0846e-05,-3.5099e-05,-1.6582e-05,8.0348e-06,-1.2797e-06,2.8787e-06,5.5954e-07,1.7161e-06,2.7597e-06,-2.3477e-06,-8.3458e-07,8.9596e-06,-1.6115e-06,5.0016e-06,-4.59e-06,-8.4834e-07,4.9512e-06,-4.066e-06,3.8119e-06,-1.6757e-06,7.658e-07,6.3183e-07,-4.8999e-08,7.302e-07,1.5587e-07,7.833e-07,-7.9141e-07,3.7082e-06,-4.0784e-06,-5.008e-06,7.1678e-06,2.198e-06,-9.9824e-07,-3.7981e-07,4.9257e-08,1.4079e-06,2.614e-06,-3.5582e-06,7.8027e-06,-5.4309e-06,3.3996e-05,4.182e-05,3.8388e-05,4.9463e-05,4.3843e-05,3.3447e-05,3.087e-05,4.0554e-05,3.6294e-05,4.1579e-05,3.9071e-05,1.5528e-05,-1.8957e-05,-2.1167e-05,-1.8077e-05,-1.168e-05,-2.3187e-06,1.853e-05,4.4814e-09,-1.4771e-05,-5.1801e-06
0,0.15678,0.52539,1.1042,1.8926,2.8896,4.094,5.5045,7.1194,8.9369,10.955,13.171,15.583,18.187,20.982,23.962,27.126,30.47,33.989,37.68,41.538,45.559,49.738,54.071,58.552,63.176,67.938,72.833,77.854,82.997,88.254,93.621,99.09,104.66,110.31,116.05,121.87,127.75,133.7,139.71,145.77,151.87,158,164.16,170.35,176.55,182.75,188.96,195.16,201.34,207.5,213.64,219.74,225.79,231.8,237.75,243.64,249.45,255.19,260.85,266.41,271.88,277.25,282.51,287.65,292.67,297.56,302.33,306.95,311.43,315.77,319.94,323.97,327.82,331.51,335.03,338.38,341.54,344.52,347.32,349.92,352.33,354.55,356.57,358.38,360,361.41,362.61,363.61,364.4,364.98,365.35,365.5
39726,39714,39688,39648,39597,39538,39473,39406,39340,39277,39220,39171,39132,39105,39090,39088,39110,39163,39258,39421,39682,40074,40631,41389,42339,43419,44595,45826,47036,48124,48987,49558,49867,49986,49999,49998,50000,50000,50000,50000,50000,49997,49994,49999,49999,49998,49996,49990,49997,50000,50000,50000,49999,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49994,49986,49971,49945,49881,49721,49435,48988,48367,47582,46663,45640,44545,43413,42281,41186,40161,39233,38421,37736,37186,36777,36515,36404
1518.5,1519.3,1520.6,1522.4,1522.7,1523.3,1523.5,1522.9,1521.8,1518.6,1519.3,1523.3,1526.6,1529.8,1533.8,1543.5,1557.3,1567.7,1585.3,1605.7,1621.5,1628.6,1633.2,1622.8,1582.1,1534.8,1484,1431.6,1380.6,1330.8,1284.9,1247.5,1211.6,1172.4,1141.3,1108.2,1072.1,1035.7,999.96,965.1,929.42,896.33,862.58,823.11,793.33,775.21,761.26,745.03,721.02,697.11,676.57,656.44,637.57,617.62,598.72,580.25,562.94,546.69,532.09,518.02,504.97,496.41,484.52,471.74,461.73,452.85,443.63,435.1,425.24,418.23,409.28,401.75,390.59,365.69,342.25,307.9,276.14,251.92,229.25,200.65,172.56,139.76,109.02,97.363,91.264,88.141,85.538,79.947,66.807,42.695,23.326,17.65,17.342
