26045,26055,26078,26115,26165,26227,26300,26383,26477,26578,26687,26801,26919,27039,27159,27277,27391,27498,27597,27683,27756,27810,27845,27859,27854,27833,27805,27777,27758,27761,27795,27872,27991,28145,28323,28511,28695,28874,29048,29217,29379,29536,29687,29833,29978,30111,30234,30357,30476,30591,30704,30811,30915,31014,31110,31202,31290,31374,31455,31532,31607,31677,31745,31809,31871,31931,31987,32040,32090,32136,32181,32224,32265,32304,32341,32376,32412,32457,32517,32599,32703,32827,32972,33135,33316,33510,33716,33928,34139,34343,34537,34715,34876,35016,35136,35232,35304,35351,35371
1520,1520.5,1521.6,1523.5,1525.9,1529.1,1532.9,1537.4,1542.6,1548.5,1555.2,1562.5,1570.7,1579.7,1589.5,1600.3,1612,1624.8,1638.8,1654,1670.6,1688.7,1708.6,1730.4,1754.1,1780,1808.2,1838.5,1870.3,1902.8,1936,1969.3,2002.5,2035.2,2067.2,2098.3,2128.7,2158.7,2188.2,2217.1,2245.3,2272.9,2299.7,2325.8,2351.1,2375.7,2399.4,2422.3,2444.6,2466.5,2488,2508.9,2529.2,2548.7,2567.5,2585.8,2603.5,2620.5,2636.9,2652.6,2667.8,2682.3,2696.3,2709.8,2722.7,2735.1,2747.1,2758.6,2769.6,2780.2,2790.3,2800,2809.2,2818.1,2826.5,2834.5,2841.8,2848.5,2854.4,2859.5,2863.9,2867.7,2870.7,2873,2874.6,2875.5,2876.1,2876.5,2876.7,2876.9,2877.1,2877.4,2877.5,2877.4,2877,2876.4,2876,2875.7,2875.6
0.047855,0.047716,0.04739,0.046876,0.046177,0.045293,0.044225,0.042974,0.041543,0.039929,0.03814,0.036168,0.034026,0.031706,0.029221,0.026561,0.023744,0.020756,0.017619,0.014314,0.010873,0.007262,0.003696,0.00057422,-0.0018855,-0.0034931,-0.0037577,-0.003031,-0.0011418,0.0018227,0.0058746,0.010202,0.013755,0.016112,0.017209,0.016937,0.01585,0.01513,0.014163,0.013494,0.012585,0.012052,0.011148,0.010926,0.010396,0.0091085,0.0087371,0.0086173,0.0081082,0.0079108,0.0075662,0.0071609,0.0069238,0.0065577,0.0063257,0.0060463,0.0058074,0.0055534,0.0053358,0.0051293,0.0049252,0.0047321,0.0045723,0.0044199,0.0042759,0.0041718,0.0039583,0.0037633,0.0036167,0.0034266,0.0034849,0.0033156,0.0032911,0.0031675,0.0031312,0.003075,0.0036648,0.0048283,0.0069803,0.0096617,0.012402,0.015376,0.018492,0.021894,0.025422,0.029083,0.032698,0.035887,0.038558,0.040735,0.042486,0.043956,0.045279,0.046422,0.047493,0.048511,0.049288,0.049788,0.05
1562,1561.7,1560.8,1559.6,1557.8,1555.6,1553,1549.9,1546.3,1542.2,1537.7,1532.7,1527.2,1521.2,1514.7,1507.6,1500,1491.9,1483,1473.6,1463.3,1452.3,1440.3,1427.2,1412.9,1397.2,1379.9,1360.9,1340.4,1318.7,1295.8,1271.9,1247.3,1222.4,1197.3,1172.2,1147,1121.4,1095.6,1069.5,1043.4,1016.9,990.42,963.63,936.87,910.33,883.44,856.48,829.68,802.84,776.14,749.57,723.07,696.78,670.62,644.69,618.98,593.53,568.34,543.46,518.89,494.67,470.8,447.32,424.24,401.58,379.41,357.71,336.48,315.77,295.5,275.85,256.72,238.19,220.23,202.87,185.92,169.38,153.32,137.84,123,108.99,95.755,83.361,71.8,61.133,51.346,42.578,34.76,27.968,22.026,16.941,12.638,8.9521,5.8718,3.3965,1.6066,0.47721,-5.6336e-13
-0.000997,-0.001,-0.00099974,-0.00099996,-0.00099988,-0.00099962,-0.001,-0.00099826,-0.001,-0.00099784,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.00099958,-0.001,-0.00099442,-0.00089275,-0.00070557,-0.00051856,-0.00022585,6.9157e-05,0.00027483,0.00054384,0.00073752,0.00092931,0.00080936,0.00061138,0.00031967,0.00010495,-0.00019707,-0.00015063,-0.00016505,-0.00014324,-0.00014398,-0.00013171,-0.00011271,-0.00014141,1.5093e-05,-0.00021736,-0.00015598,-4.2609e-06,-6.1495e-05,-7.6916e-05,-1.614e-05,-9.4763e-05,-3.3566e-05,-6.4044e-05,-4.5584e-05,-4.6806e-05,-4.2395e-05,-4.6196e-05,-3.8855e-05,-4.0738e-05,-3.2401e-05,-4.1893e-05,-2.7037e-05,-3.3817e-05,-2.3203e-05,-2.9563e-05,-1.7765e-05,-6.1826e-05,-1.2071e-05,-6.0324e-05,6.2369e-06,-1.7983e-05,-2.32e-05,-1.4733e-05,-1.9489e-05,-2.1047e-05,4.3638e-05,0.00023958,0.00042275,0.00060117,0.00078288,0.00089395,0.0009822,0.0011282,0.0012706,0.0013966,0.0015393,0.0015472,0.0014185,0.0012895,0.0011384,0.0010404,0.0010313,0.0010716,0.0010952,0.0013626,0.0015077,0.0015237,0.0015307,0.0015222
1.6818,1.6818,1.6819,1.6819,1.6819,1.6819,1.682,1.682,1.6821,1.6821,1.6822,1.6823,1.6823,1.6824,1.6825,1.6826,1.6827,1.6828,1.6829,1.683,1.6831,1.6832,1.6833,1.6834,1.6835,1.6836,1.6837,1.6839,1.684,1.6841,1.6842,1.6844,1.6845,1.6846,1.6848,1.6849,1.6851,1.6852,1.6854,1.6855,1.6856,1.6858,1.6859,1.6861,1.6862,1.6863,1.6865,1.6866,1.6867,1.6868,1.687,1.6871,1.6872,1.6873,1.6874,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6884,1.6885,1.6886,1.6887,1.6888,1.6888,1.6889,1.689,1.6891,1.6891,1.6892,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69,1.69
-4.5289e-05,-6.0851e-06,8.7334e-07,-2.9568e-07,2.4365e-07,-3.6579e-08,3.2883e-07,8.0834e-07,-1.2814e-06,2.048e-06,-2.9957e-06,2.2981e-06,-2.0761e-06,2.0087e-06,-2.0104e-06,2.0616e-06,-2.1578e-06,2.2963e-06,-2.4926e-06,3.0714e-06,-4.1e-06,1.277e-05,4.035e-05,5e-05,5e-05,5e-05,4.5289e-05,5e-05,4.5289e-05,5e-05,8.8166e-06,-3.892e-05,-5e-05,-5e-05,-5e-05,-3.6094e-05,2.7017e-05,-2.0714e-05,2.2483e-05,-2.0088e-05,2.5616e-05,-2.5959e-05,3.4165e-05,-1.3431e-05,-3.0411e-05,3.6691e-05,7.1892e-06,-1.8122e-05,1.6274e-05,-8.6124e-06,-1.1524e-06,6.8783e-06,-6.4064e-06,6.1555e-06,-2.8124e-06,1.7409e-06,-5.9752e-07,7.4901e-07,1.0483e-06,-1.0436e-06,1.3649e-06,-4.6233e-08,1.5834e-06,-1.7781e-06,4.3402e-06,-7.648e-06,2.7347e-06,1.6884e-06,-4.4756e-06,1.6576e-05,-1.7188e-05,1.188e-05,-8.1381e-06,6.0615e-06,-4.2958e-06,4.1813e-05,4.9826e-05,5e-05,5e-05,5e-05,1.9804e-05,4.2788e-05,5e-05,5e-05,5e-05,5e-05,-4.8116e-05,-5e-05,-5e-05,-5e-05,-5e-05,4.5741e-05,-1.5127e-05,5e-05,5e-05,5e-05,5e-05,-4.319e-05,-5e-05
2.8422e-14,0.13898,0.46577,0.979,1.6781,2.5624,3.6309,4.8825,6.3161,7.9301,9.7229,11.693,13.837,16.155,18.643,21.299,24.12,27.103,30.246,33.544,36.996,40.597,44.343,48.231,52.257,56.416,60.705,65.119,69.654,74.305,79.067,83.935,88.905,93.971,99.129,104.37,109.7,115.1,120.57,126.1,131.69,137.34,143.03,148.76,154.53,160.33,166.15,171.99,177.85,183.71,189.56,195.42,201.26,207.08,212.88,218.65,224.38,230.07,235.72,241.31,246.84,252.31,257.71,263.04,268.28,273.44,278.51,283.48,288.34,293.11,297.76,302.29,306.71,310.99,315.15,319.18,323.07,326.81,330.41,333.87,337.16,340.31,343.29,346.11,348.77,351.26,353.57,355.72,357.69,359.48,361.09,362.53,363.78,364.85,365.73,366.43,366.94,367.27,367.41
38643,38606,38521,38389,38214,37999,37751,37475,37178,36869,36556,36247,35954,35687,35458,35278,35163,35126,35185,35357,35664,36131,36789,37650,38720,39999,41462,43053,44681,46231,47599,48664,49389,49799,49975,50000,50000,50000,50000,50000,50000,50000,50000,50000,49954,49961,50000,50000,49992,49998,49992,50000,50000,50000,50000,50000,50000,50000,50000,50000,49999,50000,50000,50000,49998,50000,50000,50000,49993,50000,50000,50000,50000,50000,50000,50000,49967,49843,49572,49100,48437,47603,46612,45485,44245,42926,41564,40207,38898,37672,36551,35551,34674,33917,33282,32773,32398,32158,32056
1614.9,1615.3,1615.4,1615.7,1616,1616.5,1617.2,1617.9,1619,1619.6,1620.8,1622.1,1623.7,1625.8,1628.5,1631.9,1636.2,1641.3,1646.9,1652.2,1658.8,1665.1,1660.7,1646.6,1633,1609,1583.5,1549.8,1497.8,1448.7,1398,1358.8,1320.2,1284.6,1247,1208.9,1170.9,1137.9,1102.4,1066.2,1030.3,994.78,962.08,917.34,901.92,860.59,818.01,795.18,778.17,762.6,747.58,723.45,700.84,678.79,659.93,640.76,622.37,603.37,585.58,567.75,552.24,535.89,522.3,508.4,496.71,484.43,477.32,463.12,457.45,442.61,436.1,428.24,419.57,412.31,405.12,392.31,366.27,338.51,309.63,283.28,263.04,241.95,209.62,177.9,142.14,116.37,108.79,107.52,107.6,117.29,111.95,142.23,112.44,39.213,-66.265,-90.958,-89.068,-90.674,-93.951
