24473,24481,24500,24531,24572,24623,24684,24754,24834,24921,25015,25116,25223,25334,25449,25567,25687,25810,25935,26063,26192,26324,26461,26603,26754,26913,27080,27255,27434,27614,27791,27965,28135,28301,28463,28621,28776,28926,29069,29210,29346,29478,29607,29729,29849,29964,30075,30181,30285,30384,30479,30572,30659,30744,30825,30903,30978,31050,31118,31184,31250,31319,31394,31474,31564,31666,31783,31911,32050,32200,32361,32531,32707,32888,33071,33255,33437,33618,33794,33965,34128,34281,34422,34549,34660,34754,34830,34886,34922,34937
1524,1524.6,1526.1,1528.5,1531.8,1535.9,1540.9,1546.8,1553.7,1561.5,1570.3,1580.1,1590.9,1602.8,1615.7,1629.9,1645.2,1661.8,1679.7,1699.1,1719.9,1742.2,1766.1,1791.8,1818.7,1845.9,1873.4,1901,1928.6,1956.1,1983.5,2010.7,2037.6,2064.3,2090.6,2116.5,2142.1,2167.2,2191.8,2216,2239.6,2262.7,2285.3,2307.3,2328.7,2349.6,2369.9,2389.6,2408.8,2427.4,2445.3,2462.8,2479.6,2495.9,2511.7,2526.9,2541.5,2555.6,2569.3,2582.3,2594.8,2606.8,2618.2,2629,2639.2,2648.8,2657.8,2666.4,2674.3,2681.5,2688.3,2694.4,2700,2705.1,2709.8,2713.8,2717.3,2720.4,2723.1,2725.4,2727.4,2729.1,2730.5,2731.7,2732.8,2733.6,2734.2,2734.6,2734.9,2735
0.05038,0.050273,0.050019,0.049624,0.04908,0.0484,0.047565,0.046608,0.04549,0.044268,0.042878,0.041414,0.039787,0.038085,0.036357,0.03468,0.033122,0.031742,0.03052,0.029237,0.028178,0.027463,0.027096,0.02712,0.027462,0.027558,0.027841,0.027726,0.026979,0.025766,0.024683,0.02321,0.022025,0.020954,0.019872,0.018888,0.018108,0.016944,0.016053,0.01548,0.014629,0.014063,0.013347,0.012678,0.012207,0.011608,0.011171,0.010646,0.010299,0.0097113,0.0096039,0.0090621,0.0086177,0.0085088,0.0080249,0.0079188,0.0075532,0.0074014,0.0070444,0.0070192,0.0072945,0.0080006,0.0086654,0.0097547,0.011341,0.013328,0.015344,0.017176,0.019302,0.021653,0.023782,0.026009,0.028171,0.030277,0.032167,0.034107,0.036126,0.038171,0.040208,0.042205,0.044103,0.045776,0.047283,0.048574,0.049694,0.05061,0.051341,0.051874,0.052215,0.05236
994,993.69,992.95,991.78,990.19,988.17,985.72,982.82,979.48,975.67,971.4,966.64,961.39,955.62,949.3,942.41,934.91,926.75,917.91,908.36,898.05,886.9,874.87,861.84,848.02,833.82,819.13,804.12,788.87,773.42,757.61,741.63,725.3,708.69,691.86,674.79,657.47,640.1,622.5,604.69,586.85,568.83,550.79,532.7,514.52,496.38,478.22,460.13,442.06,424.13,406.16,388.45,370.88,353.38,336.19,319.11,302.33,285.75,269.51,253.45,237.62,221.98,206.73,191.75,177.05,162.71,148.89,135.68,122.98,110.85,99.434,88.651,78.558,69.142,60.428,52.343,44.867,38.019,31.777,26.136,21.084,16.628,12.735,9.3965,6.5833,4.2865,2.4882,1.1798,0.35116,3.1718e-13
-0.00099642,-0.00099995,-0.00099499,-0.001,-0.00099637,-0.00099968,-0.001,-0.00099334,-0.001,-0.00097979,-0.001,-0.00094738,-0.001,-0.00090622,-0.00089003,-0.00074817,-0.00068772,-0.00051572,-0.00052705,-0.00045826,-0.00034579,-0.00017302,-8.9368e-05,0.00011269,5.3804e-05,6.2193e-05,5.6856e-05,-0.00012141,-0.00032015,-0.00031839,-0.00034622,-0.0004007,-0.0002659,-0.00029943,-0.00026832,-0.00022134,-0.00022262,-0.00031799,-0.00012624,-0.00019804,-0.00017574,-0.00013622,-0.00019705,-0.00011674,-0.00013794,-0.00012354,-0.00011694,-0.00010493,-0.00010935,-0.00011392,-9.7917e-06,-0.00021924,1.53e-05,-0.00012868,-4.7822e-05,-7.2592e-05,-6.2726e-05,-6.8814e-05,-7.1608e-05,3.5974e-05,0.0001461,0.00021125,0.00022244,0.00042581,0.00055586,0.00068063,0.00062158,0.00065305,0.00083727,0.00082798,0.00082824,0.00090731,0.00090196,0.00090844,0.00086917,0.0010277,0.0010787,0.0012093,0.0012505,0.0013743,0.0013394,0.0013597,0.0013366,0.0013459,0.0013425,0.0013419,0.0013451,0.0013406,0.0013452,0.0013418
1.6851,1.6851,1.6851,1.6851,1.6851,1.6851,1.6851,1.6852,1.6852,1.6852,1.6853,1.6853,1.6854,1.6854,1.6855,1.6856,1.6856,1.6857,1.6857,1.6858,1.6859,1.686,1.686,1.6861,1.6862,1.6863,1.6864,1.6864,1.6865,1.6866,1.6867,1.6868,1.6869,1.687,1.6871,1.6872,1.6872,1.6873,1.6874,1.6875,1.6876,1.6877,1.6878,1.6878,1.6879,1.688,1.6881,1.6882,1.6882,1.6883,1.6884,1.6885,1.6885,1.6886,1.6887,1.6887,1.6888,1.6889,1.6889,1.689,1.689,1.6891,1.6891,1.6892,1.6893,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69,1.69
5e-05,-5e-05,5.025e-05,-5e-05,4.7875e-05,-5e-05,5.0055e-05,-4.5328e-05,5e-05,-4.2965e-05,5e-05,-2.9554e-05,2.4784e-05,2.4627e-05,4.1493e-05,5e-05,5e-05,5e-05,-1.5804e-05,5e-05,5e-05,5e-05,4.1844e-05,5e-05,-5e-05,4.0571e-05,-5e-05,-5e-05,-5e-05,3.3636e-05,-5e-05,3.952e-05,2.6621e-06,2.8141e-06,2.9206e-06,2.5083e-05,-3.8362e-05,2.4738e-05,2.5963e-05,-2.94e-05,2.9523e-05,-1.6362e-05,3.5414e-06,1.7447e-05,-1.6367e-05,1.9201e-05,-1.5861e-05,2.3702e-05,-3.2339e-05,5e-05,-4.3583e-05,9.1676e-06,3.2872e-05,-4.5205e-05,4.7666e-05,-3.9325e-05,3.4238e-05,-3.397e-05,3.8979e-05,1.2351e-05,5e-05,-1.9512e-05,5e-05,4.5569e-05,5e-05,7.277e-06,-2.2422e-05,4.9315e-05,5e-05,-3.8946e-05,4.7679e-05,-7.0104e-06,2.2979e-05,-4.0214e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-4.3835e-05,3.7952e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,5e-05,-5e-05,5e-05
2.8422e-14,0.10784,0.36139,0.75952,1.3017,1.9873,2.8154,3.7851,4.895,6.144,7.5303,9.0524,10.708,12.496,14.413,16.458,18.627,20.918,23.329,25.856,28.496,31.245,34.102,37.061,40.119,43.274,46.519,49.853,53.27,56.766,60.338,63.98,67.688,71.458,75.285,79.164,83.091,87.06,91.067,95.107,99.174,103.26,107.37,111.49,115.62,119.75,123.88,128,132.11,136.2,140.27,144.31,148.31,152.28,156.21,160.09,163.92,167.69,171.39,175.04,178.61,182.1,185.52,188.86,192.1,195.26,198.31,201.27,204.13,206.88,209.52,212.05,214.46,216.75,218.92,220.96,222.88,224.67,226.32,227.84,229.23,230.48,231.59,232.56,233.39,234.07,234.62,235.01,235.27,235.37
49834,49811,49755,49671,49558,49422,49265,49092,48909,48723,48538,48364,48206,48075,47976,47918,47903,47936,48014,48149,48336,48577,48856,49173,49471,49701,49866,49953,49989,50000,50000,49995,50000,50000,50000,50000,49994,49988,50000,50000,50000,50000,49996,50000,50000,50000,50000,50000,49999,50000,50000,49988,50000,49996,50000,50000,50000,49999,50000,50000,49975,49899,49764,49561,49259,48839,48299,47662,46916,46034,45082,44073,43024,41953,40881,39822,38782,37773,36804,35884,35024,34233,33518,32887,32343,31890,31530,31265,31096,31024
1671.8,1672.7,1674,1676.7,1679.7,1683.9,1688.7,1693.7,1699.9,1704.8,1712.3,1715.7,1725.1,1725.7,1730.4,1727.1,1728,1721.5,1724.6,1721.1,1713.2,1700.5,1690.1,1671.4,1640.9,1604.9,1569.1,1540,1513.8,1476.1,1440.5,1406.3,1361.5,1326.5,1288.9,1249.5,1215,1186.7,1141,1112.8,1079.8,1046.1,1020.1,985.64,959.19,931.49,904.67,879.47,855.86,831.52,802.99,795.33,760.67,750.78,727.42,711.58,694.05,678.42,663.32,641.5,619.29,600.52,586.52,556.53,533.08,510.27,502.12,486.44,458.54,445.01,430.55,408.72,393.97,377.19,365.25,328.4,310.83,285.08,267.14,241.97,232.12,217.62,207.75,198.33,192.18,185.1,177.15,171.19,166.51,165.15
5.4253,5.4231,5.4258,5.422,5.4226,5.4175,5.4121,5.4092,5.3974,5.4002,5.3742,5.3935,5.3391,5.3787,5.3615,5.4276,5.4302,5.5036,5.4465,5.4394,5.4541,5.5041,5.4939,5.5652,5.4613,5.4162,5.3562,5.1889,4.9724,4.9286,4.8579,4.769,4.8507,4.7908,4.773,4.7988,4.7579,4.6365,4.7926,4.6922,4.6926,4.7167,4.6315,4.6936,4.6507,4.6432,4.6369,4.6264,4.6048,4.6033,4.691,4.4639,4.6834,4.5212,4.5899,4.5529,4.5552,4.5399,4.5286,4.6395,4.7653,4.8466,4.8671,5.1263,5.298,5.4666,5.4458,5.5337,5.7888,5.8571,5.9464,6.1331,6.2356,6.3663,6.4486,6.8342,7.0259,7.3405,7.5561,7.8803,7.9912,8.1676,8.2672,8.4081,8.5242,8.6274,8.7142,8.7667,8.8123,8.8234
