26451,26451,26452,26454,26456,26458,26461,26465,26469,26474,26479,26485,26492,26499,26507,26516,26526,26537,26548,26560,26573,26587,26602,26618,26635,26653,26671,26689,26708,26728,26748,26769,26791,26814,26837,26861,26885,26908,26932,26955,26978,27003,27031,27058,27086,27116,27146,27174,27205,27235,27265,27296,27327,27358,27389,27423,27462,27501,27536,27570,27603,27637,27672,27709,27746,27784,27824,27864,27902,27936,27969,28004,28048,28090,28135,28176,28212,28253,28297,28338,28380,28422,28462,28506,28553,28591,28632,28677,28719,28766,28806,28850,28891,28936,28983,29024,29069,29111,29156,29198,29241,29286,29329,29372,29411,29456,29508,29554,29595,29634,29675,29718,29763,29806,29849,29892,29934,29977,30019,30061,30102,30144,30185,30226,30266,30307,30347,30387,30426,30466,30505,30543,30582,30620,30657,30694,30731,30767,30803,30839,30875,30910,30945,30979,31013,31046,31079,31112,31144,31176,31206,31235,31264,31293,31322,31351,31379,31407,31434,31460,31486,31511,31536,31560,31583,31605,31628,31649,31670,31691,31711,31730,31748,31766,31783,31800,31816,31831,31845,31859,31872,31885,31897,31908,31919,31929,31938,31947,31955,31963,31970,31977,31982,31987,31992,31995,31998,32000,32002,32002
1797.9,1798,1798.3,1798.8,1799.4,1800.2,1801.1,1802.2,1803.5,1804.9,1806.5,1808.3,1810.2,1812.3,1814.6,1817,1819.6,1822.4,1825.3,1828.3,1831.6,1834.9,1838.5,1842.1,1845.9,1849.8,1854,1858.4,1863.1,1868.1,1873,1877.7,1882.8,1888.5,1894.1,1899.8,1905.6,1911.5,1917.5,1923.7,1929.7,1935.4,1941.5,1947.5,1953.9,1960.3,1966.9,1973.6,1980.3,1986.8,1993.3,1999.9,2006.8,2013.7,2020.8,2027.7,2036,2044.5,2052.7,2061.5,2070.2,2079.2,2088.3,2097.6,2107.1,2116.6,2126.3,2135.8,2145.3,2154.2,2165,2174.4,2181,2188.2,2195.6,2205.4,2213.4,2220.4,2226.3,2233.2,2239.9,2247.9,2255.7,2262.9,2270.3,2277.3,2284.2,2291.8,2299.2,2306.6,2312,2319,2329.2,2337.3,2344.4,2351.7,2359,2366.8,2374.9,2382.9,2391.3,2399.5,2408.5,2417.7,2426.2,2433.6,2442.1,2451.8,2461.6,2470.2,2478,2486,2493.9,2502,2509.8,2517.3,2524.6,2532,2539.3,2546.6,2553.8,2560.7,2567.6,2574.4,2581,2587.5,2593.9,2600.1,2606.3,2612.3,2618.3,2624,2629.8,2635.4,2640.9,2646.3,2651.6,2656.9,2662,2667,2672,2676.8,2681.6,2686.3,2691,2695.7,2700.3,2704.9,2709.4,2713.7,2717.9,2721.9,2725.8,2729.6,2733.3,2737.1,2740.7,2744.3,2747.8,2751.1,2754.4,2757.6,2760.8,2763.8,2766.8,2769.6,2772.4,2775,2777.6,2780.2,2782.6,2784.9,2787.2,2789.4,2791.5,2793.5,2795.5,2797.3,2799.1,2800.7,2802.3,2803.8,2805.2,2806.5,2807.8,2808.9,2809.9,2810.9,2811.7,2812.5,2813.3,2813.9,2814.4,2814.9,2815.3,2815.7,2815.9,2816.1,2816.3,2816.3
0.0096321,0.0096492,0.0096896,0.0097522,0.0098391,0.0099463,0.010077,0.010224,0.010391,0.01057,0.010767,0.010968,0.011185,0.011397,0.011623,0.011833,0.012055,0.012247,0.012452,0.01261,0.012806,0.012948,0.0132,0.013422,0.01402,0.013844,0.013216,0.013284,0.013126,0.013204,0.013029,0.013158,0.013355,0.013322,0.01314,0.012913,0.012532,0.012105,0.011591,0.011283,0.011471,0.012336,0.012685,0.012304,0.012481,0.01286,0.011947,0.012049,0.012383,0.011472,0.011995,0.01168,0.011585,0.011128,0.011239,0.013136,0.013607,0.012755,0.011366,0.010909,0.010903,0.011106,0.011317,0.011381,0.011234,0.012025,0.011924,0.011473,0.010388,0.0095519,0.0090551,0.011327,0.011904,0.011798,0.012167,0.009598,0.010082,0.011544,0.010889,0.0107,0.010852,0.010288,0.010267,0.011774,0.010754,0.0088986,0.011184,0.010044,0.011191,0.010287,0.0097885,0.010483,0.0093749,0.011628,0.0098259,0.010179,0.010237,0.0097579,0.010329,0.0092664,0.010479,0.0097008,0.0098895,0.0092122,0.0089238,0.011517,0.011213,0.0096194,0.0087403,0.0088387,0.0094318,0.0097983,0.0099507,0.0096017,0.0095564,0.0094826,0.0094196,0.0094547,0.009421,0.0094006,0.0093375,0.0093443,0.0092768,0.0092908,0.0092264,0.0092164,0.0091726,0.0091922,0.0091639,0.0091572,0.0091054,0.0091436,0.0091212,0.0090563,0.0089585,0.0089399,0.0089335,0.0088643,0.0089065,0.0090318,0.0091474,0.0090734,0.0088792,0.0088055,0.0089308,0.0088389,0.008956,0.0088681,0.0089331,0.008875,0.0084766,0.0084183,0.0085139,0.0087334,0.0088836,0.0089039,0.0088349,0.0087904,0.0086952,0.0086875,0.0087372,0.0087142,0.0086173,0.0085686,0.0085588,0.0086023,0.0086195,0.0086366,0.0086117,0.0086036,0.0086157,0.0086029,0.0085704,0.0085467,0.0085082,0.0084491,0.0084041,0.0083872,0.0083807,0.0083725,0.0083648,0.0083584,0.0083756,0.0084131,0.0084714,0.0085427,0.0086272,0.0087181,0.0088152,0.0089129,0.0090108,0.0091047,0.0091939,0.0092749,0.0093466,0.0094074,0.0094563,0.0094927,0.009516,0.0095259
994,993.92,993.74,993.45,993.06,992.57,991.97,991.27,990.47,989.56,988.55,987.44,986.22,984.91,983.49,981.97,980.35,978.64,976.82,974.91,972.9,970.79,968.58,966.26,963.83,961.31,958.71,955.97,953.11,950.08,946.99,943.96,940.7,937.29,933.85,930.33,926.74,923.08,919.4,915.49,911.54,907.6,903.39,899.18,894.76,890.28,885.62,880.9,876.11,871.32,866.48,861.58,856.5,851.35,846.1,840.82,835.04,829.48,824.08,818.18,812.2,805.96,799.61,793.12,786.52,779.79,772.92,766.07,759.3,752.61,745.19,737.95,731.37,724.62,718.25,711.15,704.2,697.29,690.9,683.96,677.03,669.41,661.75,654.4,646.83,639.57,632.11,624.4,616.59,609.01,602.18,595.14,586.6,578.42,570.77,562.86,554.81,546.45,537.8,529.28,520.42,511.81,502.73,494.38,486.15,477.22,469.07,461.2,453.19,444.94,436.63,428.37,420.19,412.08,403.99,395.91,387.83,379.82,371.89,364.01,356.17,348.36,340.62,332.9,325.25,317.64,310.09,302.58,295.14,287.74,280.42,273.14,265.93,258.8,251.74,244.73,237.79,230.93,224.12,217.36,210.68,204.13,197.68,191.34,185.1,178.99,172.97,167.06,161.24,155.49,149.79,144.1,138.45,132.87,127.4,122.07,116.85,111.73,106.73,101.81,96.971,92.26,87.676,83.188,78.797,74.504,70.327,66.263,62.322,58.491,54.769,51.17,47.693,44.331,41.092,37.978,34.979,32.095,29.329,26.687,24.166,21.769,19.489,17.33,15.29,13.373,11.577,9.9099,8.3695,6.9555,5.67,4.5139,3.4878,2.5926,1.829,1.1974,0.69843,0.33222,0.099098,2.612e-15
0.00079486,0.00079609,0.00079478,0.00079528,0.00079699,0.00078356,0.00077546,0.00075221,0.00073261,0.0007054,0.00067881,0.00064698,0.00061368,0.00057721,0.00053713,0.00049629,0.00044902,0.00040481,0.00034796,0.00031884,0.00029454,0.00031015,0.00036964,0.00055504,0.00077933,0.00029711,-0.00016554,-7.301e-05,-4.8875e-05,0.00014557,0.00031305,0.00034248,6.9281e-05,-0.0001311,-0.00021725,-0.00030671,-0.0004206,-0.00046755,-0.00045728,-0.00011348,0.00054714,0.00086985,0.00078685,0.00081102,0.00073328,0.00072168,0.00073973,0.00078471,0.0009033,0.001128,0.0011247,0.0011416,0.0010275,0.0011503,0.0011036,0.0010213,-0.00020058,-0.00097028,-0.00067893,-0.00055646,-0.00045164,-0.00037965,-0.00033587,-0.00032298,-0.00029151,-0.00025839,-0.00026146,-0.00046243,-0.00066284,-0.0005356,0.00044811,0.0015598,0.0013717,0.0016464,-0.0010002,-0.001,0.0014454,0.0015509,0.001823,0.0015281,0.0015989,0.0011224,0.0012569,0.0013988,0.0016108,0.0016051,0.0014114,0.0014007,0.0014743,0.0018715,0.0014316,-0.00089614,0.00074115,0.0015127,0.0015205,0.0012671,0.0012548,0.0011317,0.0012201,0.00092289,0.00094956,0.00077885,0.00045956,-0.00097645,0.0010839,0.00091335,-0.00091099,-0.00068383,-0.00025432,0.00031437,0.00025218,0.00018769,2.2795e-05,-2.1589e-06,4.4154e-05,0.00010465,0.00016064,-1.5624e-05,1.3101e-05,-5.5161e-05,1.0475e-05,-3.7022e-05,-3.6705e-06,-1.8264e-05,-2.339e-05,-1.5751e-05,-8.9799e-06,4.407e-06,-1.5883e-05,-1.4996e-05,-1.7038e-05,3.292e-05,-4.8939e-05,-3.9059e-05,-6.549e-05,3.1882e-05,-5.515e-05,-4.3418e-06,4.9215e-05,0.00011496,8.299e-06,-9.4474e-05,-0.00015156,-0.00020381,-0.00026187,-0.00034423,-0.00040888,-0.00044022,-0.00038874,-0.00035593,-0.00018812,3.3508e-05,0.00013964,0.00017283,7.5414e-05,-4.4415e-05,-4.2945e-05,-6.4542e-05,-6.7809e-05,4.2801e-05,2.8378e-05,-7.777e-05,-7.8967e-05,-2.9763e-05,2.3363e-05,4.0983e-05,1.2658e-05,5.7457e-06,-4.2236e-05,2.118e-05,-2.391e-06,-2.9376e-05,-4.4561e-05,-2.738e-05,-8.1196e-05,-7.8219e-05,-5.1335e-05,-6.5973e-06,-1.8495e-05,-6.9452e-06,-2.2881e-05,1.0873e-05,5.3986e-05,0.00010713,0.0001476,0.000194,0.00023018,0.00026964,0.00030112,0.00033371,0.00036063,0.00038631,0.00040898,0.00042456,0.00043797,0.00044806,0.00045423,0.00046135,0.00046144,0.00046152
-0.0001,0.0001,-0.0001,0.0001,-0.0001,-4.3018e-05,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-2.8514e-05,-4.0896e-05,8.9126e-05,0.0001,0.0001,-9.2966e-05,-8.702e-05,-0.0001,0.0001,0.0001,0.0001,7.6372e-05,-7.4321e-05,-0.0001,-0.0001,-0.0001,-0.00010005,-0.0001,-1.6495e-05,0.0001,0.0001,7.4321e-05,2.4573e-05,-6.8697e-05,6.225e-06,2.2619e-05,3.0036e-05,1.5178e-05,5.5742e-05,6.7608e-05,8.7045e-05,-5.2142e-06,-5.5742e-05,-5.5742e-05,-3.0063e-05,-2.2401e-05,-0.0001,-0.0001,6.8707e-05,0.0001,8.1389e-05,6.085e-06,8.117e-05,-2.7345e-05,5.2417e-05,3.0063e-05,4.9425e-05,-8.1334e-05,-6.822e-05,-5.9892e-05,0.0001,0.0001,1.5679e-06,0.0001,-0.0001,-0.0001,0.0001,0.0001,9.3421e-05,-5.2371e-06,3.3202e-06,-5.4361e-05,-6.3207e-05,9.0345e-05,0.0001,3.0063e-05,-4.7182e-05,-4.641e-05,9.2439e-05,-5.5742e-05,8.7045e-05,-0.0001,-9.8607e-05,0.0001,-5.424e-05,3.1679e-07,-9.4836e-05,3.0063e-05,-5.4061e-06,-5.7409e-05,-7.2567e-05,-5.6963e-05,3.4815e-05,-0.0001,-6.225e-06,0.0001,-0.0001,-0.0001,0.0001,0.0001,6.8697e-05,-1.9188e-05,-0.0001,-3.7857e-05,-5.7231e-06,4.8544e-05,3.2359e-05,-2.1521e-05,-9.3288e-05,5.3818e-05,-7.0257e-05,8.6571e-05,-9.32e-05,9.7859e-05,-9.617e-05,8.4409e-05,-7.5149e-05,8.5572e-05,-7.8546e-05,6.7251e-05,-7.8975e-05,9.8465e-05,-8.0499e-05,3.1211e-05,-6.2672e-05,8.0852e-05,-3.0063e-05,-8.1199e-06,3.0301e-05,6.4255e-05,-2.0309e-05,-8.6191e-05,-3.6829e-05,-1.1054e-05,-4.8972e-05,-3.7528e-05,-7.2101e-05,-2.4354e-05,-6.7301e-06,5.7277e-05,2.6713e-05,7.974e-05,0.0001,8.4751e-05,-4.8396e-05,-9.5139e-05,-7.6709e-05,4.6851e-05,-7.7146e-05,0.0001,4.5723e-05,-6.3207e-05,-9.7503e-05,8.0191e-05,9.7797e-06,9.5063e-05,-7.0052e-05,3.9591e-05,-9.402e-05,5.1911e-05,1.8151e-05,-2.9077e-05,-5.5133e-05,4.2935e-05,-5.086e-05,-3.6899e-05,1.4368e-05,8.6223e-05,6.1248e-06,6.7301e-06,-1.1776e-05,6.7301e-06,8.6785e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.3207e-05,0.0001,3.7528e-05,0.0001,3.7528e-05,-6.225e-06,6.225e-06
0,0.021477,0.071992,0.15137,0.25959,0.39662,0.56242,0.75697,0.98019,1.2321,1.5125,1.8214,2.1588,2.5245,2.9184,3.3405,3.7906,4.2687,4.7746,5.3082,5.8693,6.4579,7.0737,7.7166,8.3865,9.0832,9.8066,10.556,11.332,12.134,12.962,13.816,14.695,15.599,16.529,17.483,18.461,19.464,20.491,21.542,22.616,23.714,24.834,25.978,27.143,28.331,29.541,30.772,32.025,33.298,34.592,35.907,37.241,38.595,39.968,41.36,42.771,44.2,45.647,47.112,48.594,50.092,51.607,53.138,54.685,56.247,57.824,59.416,61.022,62.641,64.274,65.92,67.578,69.248,70.93,72.624,74.328,76.043,77.767,79.502,81.245,82.997,84.758,86.526,88.302,90.085,91.874,93.669,95.47,97.277,99.088,100.9,102.72,104.54,106.37,108.2,110.03,111.86,113.69,115.53,117.36,119.19,121.03,122.86,124.69,126.52,128.34,130.16,131.98,133.8,135.61,137.41,139.22,141.01,142.8,144.58,146.36,148.13,149.89,151.64,153.38,155.12,156.84,158.56,160.26,161.96,163.64,165.31,166.97,168.61,170.24,171.86,173.47,175.06,176.64,178.2,179.75,181.28,182.79,184.29,185.77,187.24,188.69,190.11,191.53,192.92,194.29,195.64,196.98,198.29,199.59,200.86,202.11,203.34,204.55,205.74,206.91,208.05,209.17,210.27,211.34,212.39,213.42,214.42,215.4,216.36,217.29,218.19,219.07,219.92,220.75,221.55,222.33,223.08,223.8,224.5,225.17,225.81,226.43,227.02,227.58,228.11,228.62,229.09,229.54,229.97,230.36,230.73,231.06,231.37,231.65,231.91,232.13,232.32,232.49,232.63,232.73,232.81,232.86,232.89
50707,50711,50721,50735,50755,50779,50809,50843,50881,50924,50972,51023,51077,51136,51197,51261,51329,51398,51470,51544,51620,51697,51774,51851,51925,51998,52085,52184,52289,52406,52516,52603,52711,52836,52955,53077,53206,53340,53475,53630,53766,53868,53977,54073,54189,54291,54406,54530,54636,54737,54839,54929,55043,55153,55275,55356,55473,55598,55728,55915,56097,56282,56464,56643,56827,56998,57162,57314,57482,57648,57932,58112,58074,58069,58048,58197,58293,58284,58196,58182,58144,58185,58220,58192,58145,58154,58137,58118,58106,58059,57966,57917,58058,58057,57982,57967,57918,57922,57917,57924,57944,57936,57987,58036,58095,58037,57977,58018,58111,58165,58163,58146,58116,58095,58070,58035,57990,57947,57906,57859,57810,57754,57697,57632,57567,57496,57423,57345,57264,57180,57094,57004,56912,56820,56729,56638,56544,56451,56356,56257,56153,56047,55944,55849,55752,55660,55569,55477,55386,55290,55200,55115,55029,54936,54839,54743,54651,54559,54472,54386,54299,54214,54133,54054,53977,53898,53822,53746,53672,53601,53530,53462,53397,53333,53273,53215,53160,53106,53054,53005,52958,52913,52870,52828,52788,52749,52712,52676,52642,52609,52578,52550,52524,52500,52480,52463,52449,52439,52432,52429
1399.6,1399.4,1399.2,1398.7,1397.9,1398.6,1398.4,1399.8,1400.5,1401.8,1402.9,1404.3,1405.7,1406.6,1406.7,1407.8,1409.1,1409.5,1410.6,1408.3,1405.1,1398.4,1387,1369.8,1347.6,1385.6,1456.4,1453.6,1452,1446.8,1391,1386.3,1446.6,1445.2,1441.2,1436.4,1429.8,1424.1,1420.3,1420.6,1328.9,1256,1253.7,1239.9,1254.3,1253.6,1247.1,1239.3,1214.3,1171.2,1171.3,1168.1,1189.2,1154.4,1152.1,1167.4,1306.2,1303.2,1296.3,1278.5,1263.4,1253.3,1243.3,1233.5,1226.3,1220.5,1212.5,1189,1177.1,1166.7,1248.4,907.75,934.06,902.66,1139.2,1125.2,909.79,882.26,858.1,869.94,852.18,950.53,888.25,846.92,813.73,807.46,827.27,825.18,811.69,771.12,807.38,1011.9,942.19,770.6,762.12,799.27,788.85,803.26,769.21,799.32,785.75,812.12,857.52,953.4,726.34,738.78,976.17,1020.5,943.35,788.45,789.25,790.72,815.16,807.94,783.66,758.13,736.25,765.44,748.53,753.79,729.11,729.91,713.32,707.36,699.1,688.57,678.54,667.76,663.04,655.07,647.87,634.27,638.21,630.3,627.69,612.04,615.99,606.23,597.32,589.59,592.98,597.73,598.91,600.77,604.69,614.71,623.01,623.04,605.03,593.48,571.29,554.77,537.68,529.15,540.79,550.28,547.76,546.99,544.92,530.51,529.73,538.66,536.25,528.78,518.51,512.9,514.76,513.27,517.93,505.68,507.17,509.27,509.46,504.54,510.5,508.21,502.46,493.27,493.5,489.96,490.98,484.03,475.85,466.35,458.98,451.71,446.3,440.5,435.73,430.85,426.76,422.64,418.49,416.05,414.02,412.47,411.48,410.43,410.32,410.26
5.3623,5.3627,5.3609,5.3598,5.3589,5.3478,5.3399,5.3219,5.3059,5.2849,5.2638,5.2391,5.213,5.1857,5.1579,5.1245,5.0864,5.0501,5.0047,4.9788,4.9561,4.9593,4.9941,5.098,5.2311,4.9066,4.5887,4.633,4.6315,4.743,4.8357,4.841,4.6417,4.4898,4.4153,4.3367,4.2477,4.2015,4.1944,4.4038,4.8474,5.0376,4.9716,4.975,4.9088,4.8877,4.8865,4.898,4.9548,5.1084,5.0958,5.1004,5.0013,5.0901,5.047,4.9781,4.1054,3.4987,3.7121,3.7849,3.8514,3.8853,3.9013,3.8939,3.8939,3.895,3.873,3.7045,3.5111,3.601,4.305,5.0898,4.9415,5.1568,3.1024,3.0804,4.981,5.0552,5.2611,5.0453,5.0953,4.763,4.8511,4.9491,5.0913,5.0822,4.933,4.9178,4.9687,5.2848,4.9542,3.037,4.4161,5.0019,5.0053,4.8138,4.8096,4.7177,4.7868,4.568,4.5698,4.4254,4.1757,2.8392,4.6614,4.5217,2.8871,3.0906,3.4983,4.0145,3.9584,3.9002,3.7429,3.7174,3.7622,3.8196,3.8701,3.6942,3.719,3.6471,3.71,3.6597,3.6906,3.6738,3.6673,3.6749,3.6818,3.6958,3.6762,3.6785,3.6775,3.7274,3.6495,3.6605,3.6342,3.7312,3.6412,3.6933,3.7548,3.8199,3.7127,3.5993,3.54,3.4805,3.4138,3.3192,3.2436,3.2118,3.2776,3.3171,3.5149,3.7597,3.8724,3.9086,3.8079,3.6855,3.6882,3.6676,3.6653,3.7808,3.7677,3.6612,3.6626,3.7151,3.7742,3.7961,3.7684,3.7638,3.7155,3.7861,3.7633,3.7366,3.7228,3.7437,3.6871,3.6923,3.7243,3.7754,3.7642,3.7795,3.7637,3.8041,3.8552,3.9176,3.9656,4.0131,4.0471,4.0839,4.1136,4.1442,4.1697,4.1952,4.2207,4.2362,4.2493,4.2592,4.2655,4.2724,4.2729,4.2731
