25942,25957,25992,26046,26120,26210,26316,26437,26569,26710,26859,27013,27167,27318,27460,27591,27704,27797,27869,27924,27967,28006,28046,28099,28177,28277,28407,28581,28791,29011,29225,29429,29628,29820,30005,30183,30354,30517,30674,30824,30967,31104,31237,31365,31488,31607,31720,31828,31931,32028,32117,32202,32282,32359,32431,32501,32566,32634,32689,32745,32800,32850,32899,32945,32989,33031,33070,33104,33147,33210,33304,33428,33583,33764,33968,34184,34402,34614,34816,35004,35168,35305,35408,35476,35505
1520,1520.8,1522.8,1525.9,1530.1,1535.5,1541.9,1549.5,1558.3,1568.1,1579,1591.2,1604.6,1619.3,1635.3,1652.8,1671.8,1692.3,1714.4,1738.3,1764.2,1792.6,1823.8,1857.1,1891.6,1926.9,1962.7,1998.8,2034.7,2070,2104.5,2138.4,2171.7,2204.3,2236.2,2267.3,2297.5,2326.8,2355.1,2382.6,2409,2434.7,2459.8,2484.3,2508,2530.9,2553,2574.3,2594.8,2614.6,2633.5,2651.5,2668.7,2685.3,2701,2716.1,2730.4,2744.2,2757.6,2769.8,2782,2793.3,2804.3,2814.5,2824.4,2833.5,2842.4,2850.5,2857.5,2863.4,2868.6,2872.6,2875.5,2878.1,2880.1,2881.9,2884.1,2885.4,2885.2,2885.8,2885.9,2885.7,2885.9,2886.2,2886.4
0.048936,0.048733,0.048256,0.047509,0.046487,0.045204,0.04364,0.041834,0.039721,0.037565,0.035364,0.032647,0.029523,0.026235,0.022679,0.018877,0.014797,0.011009,0.0079561,0.005754,0.004553,0.0040695,0.0045136,0.0062315,0.0082088,0.0098076,0.01273,0.015703,0.016926,0.016284,0.014968,0.013958,0.013222,0.012309,0.011609,0.010827,0.010199,0.0095251,0.0089944,0.0083971,0.0079628,0.0075413,0.0072702,0.0068939,0.0066072,0.0062341,0.0059944,0.0056575,0.0054837,0.0049743,0.0046901,0.0044766,0.0043366,0.0040758,0.004043,0.0037119,0.0039165,0.0037127,0.0030695,0.0035581,0.0031742,0.0032838,0.0030548,0.0030988,0.0029661,0.0031052,0.0026507,0.0029101,0.0042601,0.0069017,0.010268,0.014059,0.018209,0.022573,0.02696,0.030657,0.033808,0.036873,0.040281,0.043168,0.045486,0.047318,0.048648,0.049487,0.049839
1562,1561.5,1560.4,1558.6,1556.2,1553.1,1549.4,1545,1539.9,1534.2,1527.7,1520.5,1512.6,1503.9,1494.4,1484,1472.6,1460.2,1446.5,1431.5,1415,1396.8,1376.7,1354.8,1331.6,1307.3,1281.7,1255.3,1228.4,1201.4,1174,1146,1117.5,1088.7,1059.4,1029.9,999.97,969.86,939.52,909.05,878.42,847.72,816.96,786.25,755.57,725.03,694.59,664.36,634.32,604.65,575.24,546.16,517.46,489.23,461.42,434.21,407.38,381.29,355.96,330.92,306.87,283.34,260.7,238.73,217.64,197.28,178.02,159.37,141.31,123.86,107.31,91.789,77.421,64.303,52.419,41.91,33.12,25.434,18.568,12.938,8.3661,4.8297,2.28,0.67818,1.1635e-14
-0.0009989,-0.001,-0.00099991,-0.001,-0.001,-0.001,-0.001,-0.00099921,-0.001,-0.00084507,-0.00088852,-0.00099934,-0.00099802,-0.00097857,-0.00099755,-0.001,-0.00098501,-0.0007736,-0.00058916,-0.00034044,-0.00016911,-1.3196e-05,0.00019327,0.00039599,0.00026713,0.00036159,0.00055595,0.00036285,2.5198e-05,-0.0001846,-0.0001925,-0.00011001,-0.00012759,-0.00011609,-0.0001035,-0.00010238,-8.8251e-05,-8.6204e-05,-7.4402e-05,-7.6008e-05,-5.4485e-05,-4.9457e-05,-3.9003e-05,-5.0426e-05,-4.0778e-05,-4.6911e-05,-3.4875e-05,-3.9826e-05,-3.4961e-05,-8.0926e-05,-1.349e-05,-3.9825e-05,-1.5008e-05,-4.0335e-05,6.1511e-07,-6.2352e-05,9.2529e-05,-0.000174,5.2191e-05,-2.0996e-05,-3.5213e-05,2.473e-06,-2.9853e-05,-1.1593e-06,-6.9407e-07,-1.3414e-05,-9.7926e-05,0.00021217,0.00044989,0.00082623,0.00093185,0.0011871,0.0012877,0.0015339,0.001479,0.001383,0.0012817,0.0017036,0.001898,0.0017915,0.001813,0.0017792,0.0017742,0.0017406,0.0017401
1.6814,1.6814,1.6814,1.6815,1.6815,1.6816,1.6816,1.6817,1.6817,1.6818,1.6819,1.682,1.6821,1.6822,1.6824,1.6825,1.6826,1.6827,1.6829,1.683,1.6831,1.6833,1.6834,1.6836,1.6837,1.6839,1.6841,1.6842,1.6844,1.6846,1.6848,1.6849,1.6851,1.6853,1.6855,1.6856,1.6858,1.686,1.6861,1.6863,1.6865,1.6866,1.6868,1.6869,1.6871,1.6872,1.6874,1.6875,1.6876,1.6878,1.6879,1.688,1.6881,1.6882,1.6884,1.6885,1.6886,1.6887,1.6888,1.6888,1.6889,1.689,1.6891,1.6892,1.6892,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
5e-05,-2.6664e-05,1.9664e-05,-1.7358e-05,1.6662e-05,-1.7373e-05,2.0043e-05,-2.6204e-05,5.02e-05,3.907e-05,-5e-05,-1.9039e-05,1.2942e-05,-5.9409e-06,1.9206e-06,-8.6748e-06,3.0855e-05,4.9441e-05,4.4154e-05,5e-05,2.6602e-05,3.3639e-05,4.719e-05,7.5089e-06,-2.5558e-05,5e-05,-2.1871e-06,-4.992e-05,-5e-05,-1.4043e-05,9.049e-06,8.454e-06,-7.4888e-06,8.5426e-06,-4.8967e-06,6.1765e-06,-3.5135e-06,5.4897e-06,-3.8474e-06,5.5494e-06,-1.9681e-06,5.257e-06,-4.5644e-06,4.1785e-06,-4.2834e-06,5.4225e-06,-5.2139e-06,7.3306e-06,-1.1538e-05,8.3452e-06,-1.0174e-06,3.901e-06,-6.2757e-06,1.0096e-05,-1.3572e-05,1.9435e-05,-1.1421e-05,-2.1722e-05,4.9747e-05,-4.9083e-05,3.8322e-05,-2.926e-05,2.5201e-05,-2.2137e-05,2.9397e-05,-4.8604e-05,4.9102e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-5e-05,-5e-05,4.6601e-05,4.6601e-05,-1.6695e-05,-4.6601e-05,-4.6601e-05,4.0561e-05,-5e-05,-4.6601e-05,4.6601e-05
0,0.20275,0.67941,1.4278,2.4468,3.7351,5.2907,7.1117,9.1954,11.539,14.139,16.993,20.095,23.442,27.03,30.852,34.905,39.182,43.677,48.385,53.298,58.411,63.715,69.204,74.869,80.704,86.7,92.848,99.141,105.57,112.12,118.8,125.58,132.46,139.43,146.48,153.6,160.78,168.01,175.28,182.58,189.9,197.23,204.56,211.89,219.19,226.46,233.69,240.87,247.99,255.04,262.01,268.89,275.67,282.34,288.9,295.33,301.62,307.77,313.76,319.6,325.26,330.75,336.06,341.17,346.08,350.79,355.28,359.56,363.61,367.44,371.02,374.37,377.47,380.33,382.93,385.27,387.36,389.18,390.73,392.02,393.04,393.79,394.26,394.47
39277,39227,39110,38932,38698,38416,38097,37750,37391,37031,36678,36355,36087,35892,35794,35821,36004,36364,36902,37612,38478,39487,40615,41765,42809,43733,44459,44870,45000,45000,44989,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,44961,45000,45000,45000,45000,45000,45000,44999,44987,44990,45000,44916,44650,44147,43402,42434,41307,40055,38763,37514,36320,35183,34183,33320,32616,32099,31773,31634
1562.1,1562.5,1563.3,1564.6,1566.4,1568.8,1571.5,1574.2,1577.1,1558.8,1567.8,1586.2,1589.9,1592.1,1600.2,1606.8,1611.1,1590.7,1574,1551.8,1541.1,1530.3,1509.1,1464,1428.7,1378.7,1320.8,1281.5,1247.2,1206.9,1160.6,1114.8,1075.8,1035.5,995.78,957.02,917.8,881.05,845.14,809.43,777.02,754.19,734.32,714.21,689.53,666.58,643.55,622.99,601.72,586.7,558.95,543.13,522.52,509.4,489.31,483.84,451.14,474.59,433.83,434.61,427.54,414.05,410.68,399.36,392.24,387.23,390.99,344.5,311.5,257.77,232.81,184.95,152.95,121.38,111.46,102.83,70.188,-48.13,-107.33,-109.98,-169.33,-188.45,-213.17,-231.63,-247.68
