24419,24431,24459,24503,24562,24635,24722,24821,24932,25052,25180,25314,25452,25591,25730,25868,26005,26142,26282,26426,26581,26752,26941,27145,27361,27580,27795,28006,28213,28412,28607,28796,28980,29158,29329,29495,29655,29809,29958,30101,30238,30372,30497,30619,30736,30848,30955,31058,31157,31252,31342,31429,31513,31592,31669,31742,31812,31879,31944,32005,32061,32114,32165,32213,32260,32304,32347,32386,32423,32470,32536,32629,32751,32907,33096,33315,33557,33811,34069,34323,34568,34799,35013,35206,35377,35525,35647,35745,35816,35862,35881
1520,1520.8,1522.8,1525.9,1530.1,1535.6,1542.1,1549.9,1559,1569.3,1580.9,1593.9,1608.3,1624.2,1641.7,1660.9,1681.8,1704.8,1729.8,1757.1,1786.9,1818.8,1851.4,1884.5,1917.8,1951,1984.2,2017.1,2049.9,2082.2,2114.2,2145.6,2176.6,2206.9,2236.6,2265.7,2294,2321.7,2348.6,2374.8,2400.2,2424.9,2448.8,2471.9,2494.4,2516.1,2537.1,2557.3,2576.9,2595.8,2614,2631.6,2648.6,2664.9,2680.6,2695.8,2710.4,2724.4,2737.8,2750.8,2763.3,2775.2,2786.6,2797.5,2808,2818,2827.5,2836.7,2845.2,2852.9,2859.9,2866.1,2871.6,2876.2,2880.1,2883.4,2886.5,2889.3,2891.8,2894.1,2896.2,2897.9,2899.5,2900.8,2902,2902.9,2903.7,2904.3,2904.7,2905,2905.1
0.049445,0.049285,0.048911,0.048316,0.047521,0.046497,0.045303,0.043882,0.042298,0.040534,0.038444,0.036205,0.033719,0.031152,0.028649,0.026403,0.024532,0.023114,0.022258,0.022036,0.022595,0.02378,0.024452,0.025018,0.02473,0.023396,0.021804,0.020642,0.019216,0.017884,0.016962,0.015792,0.014907,0.013918,0.013142,0.012292,0.011635,0.010883,0.010347,0.0096559,0.0092903,0.0086911,0.0081069,0.0078414,0.0073626,0.0070529,0.0066713,0.0063846,0.0060687,0.0058211,0.0055484,0.0053344,0.0051036,0.0049183,0.0047186,0.0045609,0.0043734,0.0042566,0.004128,0.0038885,0.0036301,0.0035501,0.003451,0.003391,0.0032512,0.0032674,0.0032124,0.0028375,0.00328,0.0046528,0.0068191,0.0096907,0.013159,0.017128,0.021468,0.025739,0.029362,0.03233,0.034734,0.036644,0.038134,0.039267,0.040106,0.040708,0.041122,0.041393,0.04156,0.041656,0.041705,0.041728,0.041736
1562,1561.5,1560.4,1558.7,1556.3,1553.3,1549.6,1545.2,1540.2,1534.4,1527.9,1520.7,1512.7,1503.9,1494.1,1483.3,1471.5,1458.4,1444.1,1428.3,1410.9,1392.1,1372.5,1352.2,1331.3,1310,1288.2,1265.7,1242.7,1219.1,1194.9,1170.3,1145.1,1119.6,1093.6,1067.3,1040.6,1013.7,986.41,958.96,931.23,903.42,875.49,847.36,819.26,791.07,762.92,734.79,706.75,678.81,651.02,623.4,596,568.83,541.95,515.37,489.15,463.29,437.84,412.87,388.38,364.33,340.81,317.84,295.49,273.69,252.56,232.2,212.23,192.64,173.59,155.19,137.57,120.86,105.17,90.647,77.442,65.536,54.869,45.373,36.974,29.599,23.179,17.649,12.951,9.0368,5.8628,3.395,1.6065,0.47781,1.9075e-18
-0.001,-0.00099547,-0.0010002,-0.00099826,-0.00099165,-0.001,-0.00095899,-0.001,-0.00092229,-0.001,-0.001,-0.001,-0.001,-0.00092997,-0.00081522,-0.00066337,-0.00049597,-0.00033658,-0.00014015,2.0767e-05,0.00026711,0.00023715,0.00012697,8.2322e-05,-0.0002064,-0.00033173,-0.00029164,-0.00021729,-0.00032258,-0.0001715,-0.00021368,-0.00017976,-0.00017091,-0.0001541,-0.00014121,-0.00012963,-0.00011737,-0.00011195,-9.3797e-05,-0.00010427,-4.5618e-05,-0.00013692,-3.9887e-05,-7.1996e-05,-5.986e-05,-5.6725e-05,-5.3748e-05,-4.8564e-05,-4.5626e-05,-4.204e-05,-4.0364e-05,-3.5831e-05,-3.5242e-05,-3.154e-05,-3.0822e-05,-2.8451e-05,-2.9901e-05,-1.5488e-05,-3.2709e-05,-5.2692e-05,-3.1469e-05,-1.0604e-05,-2.0156e-05,-1.2816e-05,-3.0356e-05,2.9943e-05,-7.6433e-05,-2.6116e-05,0.00022468,0.00042157,0.00063669,0.0008252,0.0010196,0.0011944,0.0013346,0.0012746,0.0011094,0.00097278,0.00083635,0.00071575,0.00060071,0.00049929,0.00040509,0.00032391,0.00025063,0.00019036,0.00013812,9.9308e-05,6.787e-05,5.383e-05,4.8495e-05
1.682,1.682,1.682,1.682,1.682,1.6821,1.6821,1.6822,1.6822,1.6823,1.6824,1.6824,1.6825,1.6826,1.6827,1.6828,1.6829,1.683,1.6831,1.6833,1.6834,1.6835,1.6836,1.6838,1.6839,1.6841,1.6842,1.6843,1.6845,1.6846,1.6848,1.6849,1.6851,1.6852,1.6854,1.6855,1.6857,1.6858,1.686,1.6861,1.6862,1.6864,1.6865,1.6867,1.6868,1.6869,1.687,1.6872,1.6873,1.6874,1.6875,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6887,1.6888,1.6889,1.689,1.689,1.6891,1.6892,1.6892,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
-5e-05,5e-05,-5e-05,5e-05,-4.2389e-05,5e-05,-2.384e-05,1.9787e-05,1.5106e-05,-5e-05,2.6427e-05,-1.9558e-05,2.212e-05,2.871e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,-5e-05,7.5145e-06,-5e-05,-5e-05,-1.1176e-05,2.8672e-05,-1.6193e-05,4.7145e-06,2.2483e-05,-1.7095e-05,1.8536e-05,-9.9818e-06,1.332e-05,-7.6786e-06,1.1552e-05,-8.2346e-06,1.2299e-05,-1.0621e-05,1.5425e-05,-1.0641e-05,5.6273e-07,1.2265e-05,-1.0551e-05,8.6641e-06,-5.1505e-06,5.0246e-06,-2.8681e-06,3.5717e-06,-2.3314e-06,3.0155e-06,-1.8472e-06,2.4575e-06,-1.6762e-06,2.4173e-06,-2.3367e-06,3.3435e-06,-8.3685e-07,-3.7776e-06,-2.037e-06,8.7727e-06,-3.2612e-06,3.6586e-06,-6.0597e-06,8.7041e-06,-8.1349e-07,-2.6114e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,1.855e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-5e-05,-2.6175e-05,-5e-05
0,0.1602,0.53687,1.1283,1.9338,2.9524,4.1828,5.6236,7.273,9.129,11.189,13.452,15.913,18.571,21.422,24.462,27.688,31.096,34.683,38.442,42.371,46.464,50.717,55.124,59.68,64.379,69.216,74.185,79.281,84.496,89.824,95.26,100.8,106.43,112.14,117.94,123.81,129.75,135.75,141.79,147.89,154.02,160.18,166.36,172.56,178.76,184.96,191.16,197.34,203.5,209.63,215.73,221.77,227.77,233.71,239.58,245.38,251.09,256.72,262.26,267.7,273.02,278.24,283.33,288.3,293.14,297.84,302.4,306.8,311.06,315.15,319.08,322.84,326.42,329.83,333.06,336.1,338.95,341.61,344.07,346.33,348.39,350.25,351.9,353.34,354.57,355.59,356.39,356.98,357.36,357.52
50000,49959,49865,49721,49531,49304,49046,48768,48480,48194,47928,47694,47513,47402,47375,47442,47606,47865,48211,48622,49075,49486,49779,49949,50000,50000,50000,50000,49989,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49988,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49987,50000,50000,49891,49605,49090,48318,47284,46002,44523,42934,41320,39742,38243,36852,35587,34458,33467,32615,31899,31315,30860,30530,30321,30233
1625.1,1625.8,1628.5,1632.1,1636.7,1643.6,1647.7,1658.5,1661.2,1675.4,1684.2,1693.1,1701.7,1704.9,1704.4,1700,1693.6,1686.2,1673.8,1660.9,1639.3,1609.3,1571.8,1529.2,1499.4,1460.2,1411.2,1359.8,1320.6,1264.6,1222.5,1176.1,1132.4,1089.2,1047.7,1007.9,969.19,932.47,896.15,863.36,826.57,803.25,766.07,740.75,713.12,687.64,663.37,640.2,618.42,597.8,578.54,560.09,543.01,526.57,511.27,496.76,483.48,469.57,459.39,450.06,437.4,425.41,416.98,407.62,401.1,387.87,390.56,379.22,348.79,323.19,294.47,266.54,235.82,203.24,169.34,156.43,155.73,150.97,146.63,141.11,136.12,130.97,126.75,122.71,119.78,116.94,115.37,113.45,112.56,110.97,110.2
