26626,26630,26637,26649,26665,26685,26709,26737,26768,26803,26840,26880,26923,26969,27016,27067,27120,27175,27233,27294,27358,27425,27495,27569,27647,27726,27808,27893,27980,28072,28169,28269,28372,28477,28584,28695,28809,28925,29043,29162,29281,29401,29519,29633,29743,29845,29939,30023,30102,30180,30264,30360,30470,30586,30701,30808,30900,30970,31018,31051,31076,31101,31133,31180,31250,31342,31449,31564,31683,31805,31920,32023,32106,32166,32203,32217,32213,32197,32171,32138,32103,32072,32050,32041,32049,32077,32128,32203,32301,32420,32557,32710,32875,33053,33241,33436,33635,33839,34044,34250,34453,34651,34843,35027,35203,35369,35525,35670,35805,35928,36040,36141,36230,36308,36375,36430,36473,36505,36526,36534
1797.9,1798.3,1799.2,1800.7,1802.6,1805.1,1808.2,1811.7,1815.8,1820.4,1825.4,1831.1,1836.9,1843,1849.9,1857.3,1865.4,1874,1883.2,1893,1903.7,1915,1926.7,1939.2,1952.1,1964.9,1978.5,1992.7,2008.1,2024.2,2040.8,2057.3,2074.4,2091.9,2110.5,2129.6,2148.7,2167.8,2187,2206.2,2225.4,2244.5,2263.6,2282.5,2301.4,2320.1,2338.8,2356.9,2373.8,2389.7,2404.5,2418.4,2432.7,2447.4,2462.5,2478,2494.3,2511.1,2526.5,2540.3,2553.3,2565.8,2577.8,2588.6,2598.3,2609,2620.2,2631.4,2642.2,2653,2663.8,2674.6,2685.6,2696.3,2706.6,2716.5,2725.7,2734.6,2743.3,2751.5,2759.2,2766.4,2773.1,2779.1,2784.5,2789.6,2794.4,2799.1,2803.7,2808.2,2812.5,2816.7,2820.4,2823.6,2826.8,2829.7,2832.3,2834.4,2836.3,2838.3,2840.1,2841.9,2843.6,2845.3,2846.9,2848.3,2849.7,2850.9,2852.1,2853,2853.8,2854.4,2855,2855.4,2855.8,2856.1,2856.3,2856.5,2856.6,2856.6
0.029853,0.029792,0.02965,0.029426,0.029122,0.028734,0.02827,0.027719,0.027115,0.02647,0.025801,0.025135,0.024494,0.0239,0.023379,0.022953,0.022649,0.022406,0.02211,0.021942,0.02182,0.021806,0.021821,0.021971,0.021885,0.021524,0.021297,0.021147,0.021274,0.021648,0.021882,0.021735,0.021553,0.021317,0.021351,0.021284,0.021189,0.021035,0.020664,0.020346,0.019859,0.019344,0.018511,0.017525,0.016202,0.014734,0.013089,0.011651,0.011008,0.011232,0.012378,0.014232,0.015384,0.01559,0.014868,0.013211,0.010643,0.007479,0.0050187,0.0035345,0.002998,0.0034326,0.0048096,0.0071737,0.010264,0.012621,0.013991,0.014652,0.015218,0.015005,0.013875,0.011867,0.0090861,0.0061842,0.0032889,0.00052632,-0.0014656,-0.0027631,-0.0040435,-0.0046841,-0.0045721,-0.0037672,-0.0022934,-0.00019053,0.0025047,0.00576,0.0094921,0.013369,0.017159,0.020697,0.024001,0.026961,0.029969,0.032917,0.035478,0.037846,0.040039,0.042284,0.044225,0.045809,0.047088,0.048084,0.048834,0.049363,0.049704,0.049887,0.049973,0.05,0.049956,0.049953,0.049987,0.05,0.05,0.05,0.05,0.049997,0.05,0.049999,0.05,0.05
994,993.79,993.28,992.49,991.42,990.05,988.4,986.45,984.22,981.69,978.88,975.75,972.42,968.88,964.93,960.65,955.97,950.96,945.64,939.94,933.79,927.23,920.42,913.06,905.45,897.79,889.66,881.18,872.11,862.53,852.64,842.6,832.17,821.39,810.05,798.37,786.49,774.42,762.18,749.76,737.19,724.48,711.69,698.81,685.85,672.81,659.67,646.37,632.73,618.79,604.7,590.73,576.65,562.52,548.66,535.04,521.71,508.56,495.12,481.34,467.2,452.85,438.16,424.11,411,397.03,382.64,368.69,354.91,341.55,328.59,316.14,304.12,292.32,280.65,269.06,257.28,245.36,233.49,221.52,209.39,197.24,185.03,173.32,162.39,151.91,141.84,132.03,122.5,113.31,104.53,96.156,88.158,80.543,73.38,66.617,60.252,54.248,48.656,43.473,38.682,34.261,30.192,26.46,23.048,19.929,17.086,14.499,12.162,10.038,8.1245,6.4281,4.9415,3.6568,2.5701,1.678,0.97603,0.46357,0.13813,7.5384e-15
-0.001,-0.00099913,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.00092909,-0.00089358,-0.00080741,-0.00073416,-0.00062585,-0.00053929,-0.00041222,-0.00031561,-0.00017926,-0.00021642,-0.00016794,-9.0112e-05,-4.7692e-05,6.2115e-06,4.0056e-05,8.023e-05,-0.00017664,-0.00015477,-0.00010239,-1.9391e-05,0.0001345,0.00018625,-1.7126e-07,-8.3568e-05,-9.7165e-05,-5.7376e-05,3.7326e-05,-7.4234e-05,-4.4633e-06,-0.00013668,-0.00011385,-0.00016034,-0.00017429,-0.00024194,-0.00033237,-0.00040125,-0.00050754,-0.00053202,-0.0005786,-0.00036977,-6.7175e-05,0.00021753,0.00055222,0.00057134,0.00019283,-5.8385e-05,-0.0004132,-0.0006619,-0.001,-0.00095446,-0.00063504,-0.00032199,-2.5067e-05,0.00030658,0.00058172,0.00095318,0.00094231,0.00059715,0.00029987,0.00019288,0.00011639,-0.00025474,-0.00050077,-0.00085293,-0.00098683,-0.001,-0.001,-0.00088365,-0.00052301,-0.00047112,-0.0003923,-8.1526e-05,0.00016604,0.0004436,0.00069245,0.00095708,0.0011967,0.0014579,0.0016214,0.0016655,0.0016168,0.0015506,0.0014508,0.0013808,0.0015209,0.0013788,0.0012928,0.0012129,0.0012524,0.001264,0.0010527,0.00091755,0.00074575,0.00061274,0.00046261,0.00033893,0.0002085,0.00010925,5.4311e-05,-1.4088e-05,-5.0482e-05,4.2595e-05,2.8451e-05,1.0963e-05,-8.5865e-06,9.6712e-06,-1.4276e-05,7.9108e-06,1.2805e-06,5.3479e-07,3.8499e-06,4.8343e-07
-0.0001,5.5815e-05,-4.8273e-05,4.1012e-05,-3.999e-05,4.3313e-05,-5.4149e-05,9.4254e-05,7.123e-05,7.9783e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001001,6.066e-05,-5.3913e-05,0.0001,4.3238e-07,6.5662e-05,-1.1812e-05,7.4084e-05,-9.0395e-05,-9.6992e-05,6.4554e-05,3.9021e-06,7.8316e-05,5.886e-05,-2.9647e-05,-0.0001,1.4777e-05,-2.9489e-05,7.3467e-05,-3.4338e-05,8.4042e-07,-4.0945e-06,-4.5928e-05,2.5881e-05,-3.9278e-05,1.4181e-05,-5.7892e-05,-4.0281e-06,-5.3811e-05,-6.0787e-06,-2.8508e-05,2.4971e-05,0.0001,0.0001,0.0001,0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.3823e-05,-7.986e-05,9.2635e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-0.0001,-0.0001,-8.8922e-05,1.5136e-05,-0.0001,-0.0001,-0.0001,-0.0001,-7.5281e-06,-3.1298e-06,3.9156e-06,0.0001,0.0001,-2.8344e-05,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.593e-05,2.4948e-06,-3.9135e-05,-1.9851e-05,-7.5154e-05,4.656e-05,1.5561e-05,-0.0001,-1.1968e-05,-5.0424e-05,7.8923e-05,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-9.7799e-05,-7.1376e-05,-3.6003e-05,-0.0001,7.0326e-05,6.2304e-05,-4.7868e-05,-2.5315e-05,1.7742e-06,5.4997e-06,-3.7286e-05,8.8663e-05,-0.0001,0.0001,-0.0001,0.0001
0,0.060597,0.2031,0.42695,0.73198,1.118,1.5847,2.1318,2.7588,3.4655,4.2512,5.1154,6.0576,7.077,8.1731,9.3449,10.592,11.913,13.307,14.774,16.311,17.919,19.597,21.342,23.153,25.03,26.972,28.976,31.042,33.167,35.352,37.593,39.889,42.24,44.643,47.097,49.599,52.149,54.744,57.383,60.063,62.784,65.542,68.337,71.166,74.027,76.919,79.839,82.785,85.755,88.748,91.761,94.792,97.838,100.9,103.97,107.05,110.14,113.24,116.34,119.44,122.53,125.63,128.72,131.8,134.87,137.93,140.98,144.01,147.02,150.02,152.99,155.93,158.85,161.74,164.61,167.43,170.23,172.99,175.71,178.39,181.03,183.62,186.17,188.67,191.13,193.53,195.88,198.18,200.42,202.6,204.73,206.79,208.8,210.74,212.62,214.43,216.17,217.85,219.46,221,222.46,223.86,225.18,226.43,227.6,228.69,229.71,230.66,231.52,232.31,233.01,233.64,234.19,234.65,235.04,235.34,235.57,235.71,235.77
49327,49323,49314,49301,49284,49265,49243,49222,49201,49183,49166,49158,49141,49117,49114,49117,49136,49160,49191,49232,49290,49358,49412,49480,49534,49563,49612,49667,49749,49831,49886,49912,49934,49957,50002,50036,50042,50023,49985,49934,49871,49799,49728,49671,49644,49661,49733,49848,49957,50017,49981,49811,49553,49266,48994,48799,48745,48872,49107,49395,49707,50001,50219,50277,50112,49810,49418,48965,48469,47962,47502,47130,46883,46802,46883,47114,47468,47901,48407,48959,49509,50020,50443,50736,50871,50827,50582,50142,49516,48731,47814,46797,45693,44515,43301,42066,40829,39593,38380,37209,36089,35029,34033,33106,32248,31459,30737,30080,29486,28950,28469,28044,27671,27350,27079,26857,26682,26555,26474,26439
1573.9,1573.7,1573.5,1573,1572.4,1571.6,1570.7,1569.6,1563,1558.7,1550,1541.7,1499.3,1498.7,1496.4,1493.7,1490.9,1491,1490.9,1490.7,1489.1,1482.8,1470.4,1452.7,1447.7,1441.2,1442.4,1451.2,1458.2,1445.1,1426.3,1406.6,1396.3,1397.7,1405.5,1384.1,1361.8,1342,1323.2,1306.1,1284.7,1266.7,1251.9,1234.9,1226.3,1204.9,1188.8,1100.8,1004.1,916.59,848.77,831.69,855.75,877.47,924.19,968.04,1063,1028,891.25,797.42,745.77,703.55,661.63,618.11,608.99,628.3,641.21,639.18,632.25,659.21,672.03,721.96,740.83,727.7,714.04,672.04,619.12,609.19,595.13,543.82,509.36,474.39,431.97,408.48,398.62,385.53,375.42,369.86,367.28,362.27,360.9,354.73,297.06,299.45,288.31,273.82,228.4,188.86,207.99,208.3,220.72,225.33,237.41,246.11,257.41,261.26,254.16,254.38,245.89,190.56,176.55,165.54,157.16,135.69,132.98,113.59,108.03,102.21,96.885,96.624
4.2341,4.2344,4.2329,4.2316,4.2296,4.2269,4.2235,4.219,4.2642,4.283,4.3369,4.3801,4.4473,4.4984,4.5728,4.6254,4.7046,4.6639,4.6815,4.7186,4.7292,4.7467,4.7509,4.7576,4.5513,4.5423,4.5509,4.5818,4.6767,4.6987,4.5357,4.4599,4.4306,4.4404,4.4986,4.3732,4.4126,4.2962,4.3088,4.2688,4.2491,4.1781,4.088,4.0205,3.9126,3.8693,3.7953,3.9879,4.2413,4.4712,4.7654,4.7914,4.4584,4.2581,3.9167,3.6306,3.1867,3.2137,3.5935,3.9315,4.2002,4.4739,4.6967,5.0507,5.0482,4.7258,4.4757,4.3951,4.3434,4.0028,3.7377,3.2683,3.0871,3.0621,3.0454,3.1764,3.6452,3.6736,3.7311,4.0525,4.266,4.4756,4.686,4.9275,5.1588,5.4278,5.6051,5.6807,5.682,5.681,5.6619,5.6862,5.9328,5.9132,5.9514,5.9968,6.1799,6.3402,6.249,6.2196,6.141,6.1062,6.0298,5.9894,5.9289,5.8902,5.9078,5.8986,5.9333,6.1646,6.2228,6.2688,6.3035,6.3922,6.403,6.483,6.5056,6.5294,6.5513,6.5522
