26277,26284,26302,26329,26366,26412,26465,26527,26595,26670,26751,26838,26932,27033,27139,27250,27363,27478,27595,27714,27842,27977,28119,28269,28424,28583,28750,28922,29099,29278,29455,29628,29789,29935,30060,30170,30285,30424,30589,30757,30907,31016,31083,31129,31178,31241,31316,31400,31487,31580,31672,31756,31835,31900,31948,31979,31998,32019,32056,32119,32218,32360,32542,32756,32995,33253,33529,33819,34113,34403,34685,34952,35202,35432,35639,35823,35985,36123,36237,36327,36394,36436,36454
1764,1764.8,1766.8,1769.9,1774,1779.3,1785.6,1793,1801.4,1810.8,1821.1,1832.3,1844.8,1858.1,1872.8,1888.2,1904.6,1922.2,1940.9,1961.1,1983,2006.1,2030.7,2056.1,2081.9,2109.7,2138.6,2167.3,2196,2224.6,2252.9,2281,2308.8,2336.2,2362.9,2387.4,2409.6,2430.2,2451.1,2472.6,2495.4,2519.4,2540.4,2559,2576.6,2593.7,2610.5,2627.1,2643.1,2658.6,2673.9,2688.6,2702.8,2716.8,2730.3,2743.4,2755.3,2765.9,2775.1,2783,2790.5,2797.2,2803.5,2809.4,2815,2819.4,2822.6,2825.5,2828.4,2831.1,2833.7,2836.2,2838.5,2840.6,2842.4,2843.9,2845.1,2846.1,2846.8,2847.3,2847.7,2847.9,2848
0.03393,0.033804,0.033506,0.033047,0.032406,0.031634,0.030714,0.029744,0.028793,0.027926,0.027209,0.026728,0.026359,0.025722,0.025225,0.024314,0.023186,0.022154,0.02117,0.020918,0.021366,0.02137,0.021533,0.021581,0.021105,0.021055,0.021195,0.020995,0.020651,0.020046,0.019144,0.017778,0.015868,0.013675,0.011334,0.010547,0.011746,0.014433,0.015614,0.014792,0.011944,0.0075454,0.0046826,0.0039045,0.0048462,0.0060156,0.0071309,0.0074401,0.007846,0.0084002,0.0078102,0.0073631,0.0066192,0.0052156,0.0037476,0.0021549,0.0016951,0.0026443,0.0048878,0.0083082,0.012824,0.018077,0.022844,0.027188,0.030873,0.034775,0.038949,0.042387,0.045036,0.047012,0.048406,0.04931,0.049814,0.05,0.05,0.05,0.05,0.05,0.05,0.049996,0.05,0.049999,0.05
994,993.55,992.51,990.86,988.62,985.78,982.36,978.34,973.73,968.48,962.69,956.27,949.12,941.46,933.05,924.16,914.68,904.46,893.51,881.47,868.3,854.61,840.07,824.75,808.96,792.04,774.34,756.36,738,719.4,700.55,681.58,662.47,643.24,623.78,603.77,583.11,562.33,541.87,521.6,502.1,483.04,463.51,443.29,422.69,402.02,381.51,361.33,341.35,321.56,302.36,283.42,264.92,246.91,229.3,212.03,194.83,177.66,161.03,145.45,131.05,117.55,104.81,92.885,81.825,71.499,61.885,53.173,45.334,38.325,32.08,26.551,21.68,17.432,13.734,10.51,7.7451,5.4246,3.5302,2.0503,0.97155,0.28945,9.9588e-16
-0.00099313,-0.001,-0.00099418,-0.00099376,-0.001,-0.00094204,-0.00093493,-0.0007773,-0.00068754,-0.00050019,-0.00038516,-0.00016552,-0.00027554,-0.00026352,-0.00025903,-0.00047105,-0.0004033,-0.00038899,-0.00026745,9.7146e-05,9.8578e-05,-2.9359e-05,0.00010194,-0.00010416,-9.8793e-05,4.7563e-05,-1.2104e-06,-8.5031e-05,-0.0001021,-0.00020164,-0.0002503,-0.00042278,-0.00046934,-0.0005843,-0.00041408,4.4992e-05,0.00051083,0.00055529,-1.5616e-05,-0.00035472,-0.00092908,-0.00088407,-0.00040593,6.1726e-05,0.00027971,0.00026334,0.00019048,4.291e-06,0.00019291,-2.0141e-05,-0.00016928,-8.2554e-05,-0.00029967,-0.00035395,-0.000413,-0.00032735,9.0817e-05,0.00042135,0.00082186,0.0011269,0.0015319,0.0015737,0.0014634,0.0013441,0.0012512,0.0015542,0.0015021,0.0012303,0.00099765,0.00077353,0.000565,0.00037226,0.00019489,3.8812e-05,-1.4177e-05,9.3702e-06,-8.1334e-06,8.5638e-06,-1.198e-05,7.1464e-06,6.5724e-07,7.5736e-07,1.5804e-05
0.0001,-0.0001,9.6498e-05,-8.9339e-05,0.0001,-1.2186e-05,0.0001,0.0001,0.0001,0.0001,0.0001,6.5312e-05,-9.9611e-05,8.2354e-05,-0.0001,-2.1327e-05,3.0079e-05,1.7307e-07,0.0001,0.0001,-7.9001e-05,3.2964e-05,-9.881e-06,-6.0379e-05,4.9283e-05,1.4731e-05,-3.1274e-05,-4.8616e-06,-1.8099e-05,-1.6742e-05,-2.5816e-05,-3.5522e-05,-7.0817e-06,-2.3645e-05,0.0001,0.0001,0.0001,-0.00010012,-0.0001,-0.0001,-0.0001,0.0001,0.0001,0.0001,-2.6537e-06,8.5294e-06,-5.6566e-05,1.1048e-05,2.1686e-05,-8.8117e-05,2.6585e-05,-2.125e-05,-4.9462e-05,5.4723e-06,-2.6785e-05,8.7647e-05,0.0001,0.0001,0.0001,0.0001,9.7636e-05,-5.3196e-05,-8.2611e-06,-7.9176e-05,6.2589e-05,8.1145e-05,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-8.1759e-05,1.4e-05,-4.9432e-06,1.8992e-06,1.2215e-06,-1.6472e-05,4.4889e-05,-6.0667e-05,0.0001,0.0001
0,0.12639,0.42351,0.88999,1.5251,2.3279,3.2973,4.4319,5.7299,7.1895,8.8087,10.585,12.516,14.599,16.83,19.207,21.726,24.383,27.175,30.098,33.147,36.317,39.605,43.006,46.514,50.124,53.832,57.632,61.518,65.484,69.526,73.637,77.811,82.042,86.324,90.651,95.016,99.414,103.84,108.28,112.74,117.2,121.66,126.11,130.56,134.98,139.38,143.74,148.07,152.35,156.58,160.76,164.87,168.91,172.88,176.76,180.56,184.27,187.88,191.39,194.79,198.08,201.25,204.3,207.22,210.01,212.67,215.19,217.56,219.8,221.88,223.81,225.59,227.2,228.66,229.96,231.1,232.07,232.87,233.5,233.97,234.27,234.39
50176,50163,50135,50092,50037,49974,49903,49832,49761,49697,49624,49552,49491,49423,49374,49324,49301,49317,49370,49466,49581,49679,49782,49854,49890,49971,50032,50019,49959,49862,49749,49647,49605,49654,49821,49992,50028,49802,49389,48972,48734,48846,49152,49516,49821,50006,50068,50053,49995,49860,49727,49625,49549,49567,49689,49928,50215,50434,50470,50239,49710,48819,47627,46212,44658,42995,41239,39472,37759,36141,34643,33282,32063,30987,30046,29232,28538,27957,27484,27115,26847,26678,26606
1597.3,1597.2,1595.2,1592.8,1590,1581.1,1576.2,1561.8,1551.9,1533.2,1505.6,1503.6,1497.8,1493.5,1491.7,1490.2,1487.4,1477.4,1459.6,1430.3,1441.1,1453.8,1440.2,1406.8,1394.4,1405.8,1375.7,1342.4,1313.7,1289,1256.6,1241.3,1209.1,1193.9,1104.7,960.72,851.66,822.28,866.78,895.98,1042.3,990.5,813.1,732.37,694.88,680.87,670.76,672.07,634.96,642.09,642.64,616.63,629.86,623.65,617.12,599.41,526.31,476.5,409.79,411.37,391.95,371.45,365.6,359.32,340.97,228.38,190.73,204.29,213.85,224.03,236.1,248.98,264.58,275.97,260.9,221.6,200.96,170.76,158.39,134.22,124.47,116.44,106.71
4.2285,4.2236,4.2268,4.2259,4.2197,4.2569,4.2579,4.3606,4.4146,4.5332,4.6003,4.7364,4.6428,4.6327,4.6158,4.455,4.4767,4.4582,4.5114,4.7289,4.6853,4.55,4.6199,4.4428,4.4157,4.5029,4.4191,4.329,4.3105,4.2201,4.1596,3.9985,3.9385,3.79,3.9333,4.3199,4.716,4.7665,4.2794,3.9672,3.2678,3.2877,3.8478,4.2831,4.4508,4.4151,4.3339,4.1427,4.3193,4.1069,3.9543,4.0411,3.7976,3.7176,3.621,3.7002,4.1465,4.4217,4.8044,5.1283,5.5838,5.6957,5.6889,5.702,5.7628,6.2541,6.411,6.3128,6.2449,6.1681,6.0917,6.0083,5.936,5.8512,5.9061,6.0687,6.1548,6.2813,6.333,6.433,6.4734,6.5065,6.5464
