26537,26552,26590,26647,26724,26820,26931,27059,27198,27348,27519,27698,27879,28071,28263,28464,28660,28858,29058,29257,29453,29645,29815,30017,30187,30340,30528,30674,30808,30932,31098,31214,31323,31433,31529,31630,31723,31791,31890,31970,32029,32124,32175,32217,32290,32343,32377,32426,32459,32489,32533,32565,32583,32603,32617,32631,32646,32660,32671,32675
1797.9,1800.1,1805.2,1813.2,1824.1,1837.6,1853.8,1872.5,1893.4,1916.5,1941.7,1968.7,1997.3,2027.3,2058.5,2090.5,2122.9,2156.1,2189.8,2224.2,2258,2291.6,2324.6,2357.6,2390.9,2420.8,2453.3,2482.2,2508,2534.8,2563.1,2589,2610.1,2632.1,2652.3,2671.8,2691,2708.8,2725,2742.7,2758.3,2774.7,2789.1,2801.5,2813.2,2826,2835.4,2844.7,2853.9,2861.9,2869.5,2876.9,2881.9,2886.6,2890.9,2893.9,2896.9,2899,2900.3,2900.9
0.039709,0.039493,0.039112,0.038386,0.037432,0.036261,0.035148,0.033877,0.03144,0.031326,0.031416,0.028334,0.027431,0.025815,0.024675,0.02334,0.02126,0.020715,0.019465,0.018378,0.017468,0.015292,0.014598,0.01646,0.010362,0.013968,0.012077,0.010048,0.0083444,0.010455,0.010504,0.006462,0.0082213,0.0065336,0.0067856,0.006963,0.0053715,0.0053183,0.0078346,0.0036043,0.0063782,0.0063113,0.0025374,0.0050402,0.0062272,0.0031459,0.0041207,0.0047224,0.002728,0.0046496,0.0056056,0.0029113,0.0032895,0.00332,0.002749,0.0039465,0.0053808,0.0066589,0.0072461,0.007491
994,992.94,990.44,986.54,981.24,974.54,966.44,956.99,946.41,934.13,920.56,906.34,890.56,873.81,855.89,837.02,817.39,796.54,775,752.67,729.64,706.28,682.09,656.87,633.02,606.51,581.19,555.62,529.74,502.92,476.82,451.74,425.13,399.69,374.01,348.75,324.36,300.15,275.76,253.78,230.67,209.24,189.43,168.77,149.45,132.18,114.84,98.673,84.227,69.9,57.051,46.364,36.081,27.139,19.625,12.941,7.5694,3.5651,1.0639,-1.0807e-15
-0.00097573,-0.00089365,-0.00069899,-0.00098196,-0.00075242,-0.0008722,-0.00044609,-0.001,-0.00077073,0.00045075,-0.00068615,-0.0008061,-9.0621e-05,-0.00065164,-2.681e-05,-0.00068396,-0.00014472,-0.00027704,-0.00017159,-0.0003201,-8.0484e-05,-0.00074607,0.0007087,-0.00074727,-0.0004092,0.00074597,-0.0009279,2.9356e-05,-0.00038847,0.00087943,-0.001,0.00010292,-3.1199e-05,-0.00019212,9.9309e-05,-3.9443e-05,-0.0004982,0.00068281,-0.00035427,-0.00045326,0.00096278,-0.001,-0.00011486,0.00084982,-0.000493,-0.00050066,0.00071149,-0.00056006,-0.0001207,0.0010325,-0.00068922,-0.0007151,0.00062817,-0.00063452,0.00036596,0.0011021,0.0015451,0.0013394,0.0010209,0.0011989
-0.001,0.001,-0.00037862,7.5281e-05,1.0756e-06,0.00010869,8.4523e-05,-0.0003714,0.00056788,6.6814e-05,-0.00053316,0.00039984,-0.00014909,8.3524e-05,-1.0164e-05,-7.3691e-05,0.00013745,-7.4318e-05,3.2271e-05,1.0532e-06,-4.4945e-05,1.6691e-05,0.00022475,-0.00050265,0.00057464,-0.00035879,8.6283e-05,-4.582e-05,0.00017386,-7.3632e-05,-0.00020001,0.00029996,-0.00021597,0.00013148,-3.1053e-05,-5.552e-05,2.3953e-05,0.00020284,-0.00044542,0.00047109,-0.00020843,-0.000229,0.00042585,-9.4544e-05,-0.00036333,0.00039906,-5.3407e-05,-0.00033869,0.00054621,-0.00010952,-0.0007539,0.00081526,-0.00022125,-0.00028576,0.001,0.00016684,0.00045942,-0.001,0.00035477,0.001
2.8422e-14,0.22326,0.74782,1.5705,2.6891,4.1003,5.8003,7.7842,10.047,12.581,15.381,18.438,21.744,25.289,29.064,33.059,37.261,41.659,46.242,50.996,55.908,60.964,66.151,71.453,76.856,82.346,87.906,93.521,99.176,104.85,110.54,116.22,121.87,127.49,133.05,138.54,143.94,149.24,154.43,159.49,164.4,169.15,173.73,178.13,182.34,186.33,190.11,193.65,196.96,200.01,202.81,205.35,207.61,209.59,211.29,212.71,213.82,214.65,215.17,215.39
50029,50026,50018,50006,49995,49986,49984,49980,49999,50035,50001,49978,50000,49995,50014,49983,49997,50005,50002,50007,49991,49974,50079,49924,50011,50067,49947,49986,49987,50089,49915,50031,49998,49994,50017,49971,49973,50105,49936,49974,50076,49903,50003,50108,49942,49970,50026,49963,50014,50057,49962,49970,49999,49999,50033,50031,50012,49969,49931,49912
1786.5,1779.8,1766.1,1771.3,1750.2,1741.3,1704.5,1710.3,1677.1,1591.2,1626.8,1600.6,1536.8,1533,1461.4,1441.8,1381.3,1351.4,1319.9,1293.1,1208.9,1228.3,1077.3,1191.1,1052.4,964.06,1104.4,815.04,864.8,820.1,971.75,695.81,688.54,684.96,630.9,629.16,656.55,524.8,615.56,607.39,550.9,648.68,518.4,457.04,553.86,543.9,386.16,530.76,460.95,441.92,512.47,506.2,330.15,503.88,354.4,413.74,412.03,434.24,394.1,416.97
4.1105,4.1619,4.331,4.0806,4.2724,4.152,4.4517,4.0062,4.1655,4.9478,4.1372,4.0208,4.5123,4.0523,4.5275,3.9425,4.3482,4.2312,4.3119,4.1416,4.3216,3.6837,4.9194,3.5964,3.9223,4.9557,3.2895,4.2971,3.8569,5.0253,3.0614,4.2986,4.163,3.9648,4.2495,4.0993,3.5634,4.7842,3.7201,3.5744,5.0158,2.8649,3.9218,4.8633,3.4216,3.4003,4.7283,3.3172,3.8423,5.0402,3.1349,3.0859,4.6052,3.1725,4.3474,5.0829,5.5269,5.329,5.0024,5.1716
