26748,26756,26774,26802,26839,26884,26937,26995,27057,27122,27188,27251,27311,27366,27417,27463,27505,27547,27591,27643,27701,27759,27811,27854,27895,27944,28016,28124,28278,28468,28679,28893,29100,29297,29488,29673,29851,30021,30186,30343,30493,30642,30776,30906,31088,31342,31606,31821,31983,32096,32135,32117,32075,32049,32048,32081,32151,32221,32286,32354,32408,32464,32517,32568,32616,32662,32706,32747,32787,32824,32863,32893,32924,32954,32983,33008,33032,33058,33104,33183,33286,33405,33532,33665,33799,33929,34050,34158,34247,34315,34360,34379
1520,1520.6,1522,1524.3,1527.3,1531.2,1536,1541.6,1548.1,1555.4,1563.8,1573.1,1583.2,1594.3,1606.3,1619.3,1633.4,1648.7,1665.3,1683.4,1703.8,1726.8,1752.3,1780.1,1810.2,1842.9,1877.1,1911.9,1947.2,1982.3,2017,2051,2084.1,2116.5,2148.2,2179.3,2209.6,2239,2267.7,2295.5,2322.4,2348.5,2373.7,2397.8,2421.1,2443.6,2465.6,2486.6,2506.6,2526.2,2544.4,2561.7,2578.1,2594,2610.1,2625.7,2640.8,2655.6,2669.5,2683.1,2696,2708,2719.7,2730.8,2741.5,2751.5,2761.2,2770.3,2779.1,2787.3,2795.3,2802.9,2809.8,2816.4,2822.7,2828.7,2834.1,2838.7,2841.5,2843.8,2846.5,2850,2852.5,2853.7,2854.6,2854.9,2854.9,2855.2,2855.2,2855.6,2855.9,2856.3
0.02989,0.029719,0.029317,0.028687,0.027827,0.026743,0.025429,0.023896,0.022132,0.02016,0.017948,0.015626,0.013352,0.011273,0.0094917,0.0080999,0.0072012,0.0068921,0.0072704,0.008033,0.0081135,0.0072583,0.0057838,0.0047642,0.0048424,0.0061587,0.0088601,0.012794,0.016183,0.018171,0.018558,0.017491,0.01621,0.015007,0.014247,0.013215,0.012513,0.011606,0.011033,0.010158,0.0098861,0.0091887,0.0080148,0.0090977,0.01378,0.016691,0.014877,0.011067,0.0085376,0.0046018,0.00025839,-0.0021513,-0.0023118,-0.00074037,0.00069334,0.0033887,0.004596,0.0038599,0.0042437,0.0038714,0.0032524,0.003689,0.0032615,0.0033953,0.0030895,0.0031936,0.0029228,0.0030484,0.0027637,0.003073,0.0027399,0.0024665,0.0026607,0.002666,0.0026352,0.0023571,0.0024989,0.0036042,0.0075356,0.011923,0.015646,0.018831,0.021951,0.025201,0.028283,0.031092,0.033543,0.035631,0.037325,0.03859,0.039392,0.039733
1562,1561.6,1560.7,1559.3,1557.3,1554.8,1551.8,1548.2,1544,1539.3,1534,1528,1521.4,1514.2,1506.1,1497.3,1487.7,1477.2,1465.7,1453.2,1439.6,1424.7,1408.5,1390.7,1371.1,1349.6,1326.5,1302.2,1277.1,1251.6,1225.9,1200,1173.9,1147.3,1120.2,1093,1065.3,1037.5,1009.4,981.27,952.79,924.37,896.02,866.99,837.03,807.93,780.73,754.7,728.62,703.29,678.27,652.57,626,598.79,571.64,544.24,517.65,492.08,466.57,441.79,417.57,393.48,370.23,347.33,325.17,303.46,282.51,262.06,242.42,223.25,205.02,187.48,170.52,154.36,139,124.51,110.66,97.313,83.932,71.354,59.912,49.659,40.397,31.953,24.563,18.121,12.737,8.369,4.919,2.3752,0.71577,-5.3264e-13
-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.00091819,-0.00080832,-0.0006585,-0.0005121,-0.000346,-0.00017565,5.5442e-06,0.00018126,0.00014132,-0.00010063,-0.00028097,-0.0003189,-9.7366e-05,0.00012972,0.00039356,0.00065311,0.00075484,0.00046929,0.00024395,-0.00011058,-0.00020209,-0.00023743,-0.00013408,-0.00015757,-0.00013231,-0.0001306,-0.00011363,-0.00010921,-0.00010782,-2.3533e-05,-0.00018741,-9.5066e-05,0.00048599,0.00073801,6.1328e-05,-0.0005308,-0.0004887,-0.00038879,-0.0007489,-0.00049349,-0.00024072,0.00019622,0.00020314,0.00032815,0.00040885,-4.4956e-05,-6.6457e-05,0.00010113,-0.00020569,6.7189e-05,-2.7603e-05,-2.2744e-05,-1.1585e-05,-2.6925e-05,-3.9463e-06,-3.0681e-05,6.9684e-06,-4.0077e-05,8.3093e-05,-0.00018039,7.3814e-05,-2.3182e-05,5.0903e-05,-0.00010147,8.4099e-06,6.1339e-05,0.00081504,0.0015898,0.0014619,0.0013722,0.0013091,0.0015568,0.0017023,0.0018033,0.0018451,0.0018985,0.001946,0.002,0.002,0.0019981,0.002
1.6816,1.6816,1.6816,1.6816,1.6816,1.6817,1.6817,1.6818,1.6818,1.6819,1.682,1.6821,1.6821,1.6822,1.6823,1.6824,1.6825,1.6826,1.6827,1.6829,1.683,1.6831,1.6832,1.6834,1.6835,1.6837,1.6838,1.6839,1.6841,1.6843,1.6844,1.6846,1.6847,1.6849,1.6851,1.6852,1.6854,1.6855,1.6857,1.6859,1.686,1.6862,1.6863,1.6865,1.6866,1.6868,1.6869,1.687,1.6872,1.6873,1.6874,1.6876,1.6877,1.6878,1.6879,1.688,1.6881,1.6882,1.6883,1.6884,1.6885,1.6886,1.6887,1.6888,1.6889,1.689,1.689,1.6891,1.6892,1.6893,1.6893,1.6894,1.6894,1.6895,1.6895,1.6896,1.6896,1.6897,1.6897,1.6897,1.6898,1.6898,1.6898,1.6899,1.6899,1.6899,1.6899,1.69,1.69,1.69,1.69,1.69
3.0573e-05,-1.2409e-05,9.4239e-06,-8.0893e-06,7.4015e-06,-7.0918e-06,7.0893e-06,-7.4429e-06,8.398e-06,-1.0888e-05,2.0777e-05,3.7671e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,3.1021e-05,-5e-05,-5e-05,-3.4593e-05,2.7301e-05,5e-05,5e-05,5e-05,5e-05,-2.7441e-05,-5e-05,-5e-05,-5e-05,1.3883e-06,-2.1515e-06,2.0603e-05,-1.6398e-05,1.8012e-05,-1.3943e-05,1.77e-05,-1.73e-05,2.4381e-05,-1.4877e-05,-1.559e-05,5e-05,5e-05,-5e-05,-5e-05,-5e-05,5e-05,-4.7164e-05,-1.0595e-05,5e-05,5e-05,5e-05,-1.9666e-05,5e-05,-4.5168e-05,-5e-05,4.9867e-05,-3.1191e-05,-1.2631e-05,5e-05,-4.9959e-05,3.9696e-05,-3.4526e-05,3.3133e-05,-3.2822e-05,3.5199e-05,-3.8968e-05,5e-05,-5e-05,8.6302e-06,3.251e-05,-2.1043e-05,8.0517e-06,-3.4926e-05,5e-05,5e-05,5e-05,5e-05,-5e-05,-5e-05,5e-05,5e-05,5e-05,5e-05,2.1498e-05,5e-05,5e-05,5e-05,-3.582e-05,3.4003e-05,-5e-05
0,0.1708,0.57239,1.203,2.0619,3.1479,4.4599,5.9963,7.7553,9.7348,11.932,14.346,16.972,19.807,22.849,26.094,29.537,33.175,37.004,41.019,45.215,49.588,54.131,58.841,63.711,68.735,73.908,79.224,84.675,90.257,95.962,101.78,107.71,113.75,119.88,126.09,132.39,138.77,145.2,151.7,158.25,164.84,171.47,178.12,184.79,191.48,198.17,204.85,211.52,218.18,224.8,231.4,237.94,244.44,250.88,257.25,263.55,269.77,275.9,281.93,287.86,293.68,299.39,304.97,310.42,315.74,320.91,325.93,330.8,335.51,340.06,344.43,348.62,352.64,356.47,360.11,363.55,366.79,369.84,372.67,375.3,377.71,379.91,381.89,383.65,385.18,386.5,387.58,388.44,389.07,389.47,389.64
34586,34572,34539,34489,34427,34357,34286,34221,34172,34147,34162,34227,34345,34526,34773,35085,35461,35892,36364,36861,37417,38085,38900,39877,40973,42136,43231,44095,44648,44924,45000,45000,44993,45000,45000,45000,45000,45000,45000,45000,45000,44970,45000,45000,44611,43698,42707,42029,41659,41546,41886,42584,43426,44145,44706,45000,45000,45000,45000,44962,45000,45000,45000,45000,45000,45000,45000,45000,45000,44994,44975,45000,45000,45000,44988,45000,45000,44960,44715,44230,43593,42883,42098,41252,40413,39596,38847,38205,37671,37278,37025,36923
1508.4,1509,1510.6,1513.2,1516.7,1521.1,1526.4,1532.5,1538.9,1547,1557,1554.1,1542.4,1527.6,1519.1,1503.1,1491.2,1485.6,1477.1,1500.7,1549.9,1585.6,1597.9,1578.8,1555.9,1521,1462.3,1410.5,1377.9,1338.4,1303.4,1257.6,1210.2,1159.7,1121.5,1080.6,1041.7,1002.5,964.51,927.72,887.96,864.27,825.58,755.5,720.87,723.08,753.73,724.76,688.46,704.74,661.52,621.33,572.65,558.89,537.43,518,533.82,519.39,489.85,507.09,462.03,459.3,447.13,435.14,427.33,415.32,410.68,397.83,397.27,373.85,404.36,362.72,370.84,355.28,372.03,351.8,340.33,244.84,143.62,148.31,148.14,145.01,116.24,54.442,-7.1661,-22.499,-3.3798,-25.396,-37.992,-120.77,-467.2,-723.01
