25309,25314,25327,25347,25374,25408,25449,25496,25551,25611,25679,25754,25836,25927,26027,26136,26253,26377,26505,26636,26765,26887,27001,27105,27203,27300,27403,27517,27650,27802,27969,28149,28331,28511,28687,28859,29026,29188,29346,29499,29646,29788,29925,30057,30184,30305,30422,30536,30647,30755,30859,30959,31055,31147,31236,31321,31403,31481,31556,31627,31696,31762,31825,31885,31943,31999,32050,32097,32144,32188,32230,32274,32323,32376,32425,32467,32505,32542,32583,32633,32701,32796,32922,33078,33258,33457,33667,33882,34096,34304,34500,34679,34839,34975,35085,35167,35220,35243
1520,1520.6,1522,1524.3,1527.4,1531.3,1536.1,1541.8,1548.5,1555.9,1564.4,1574,1584.6,1596.3,1609,1623,1638.4,1655.3,1673.6,1693.7,1715.6,1739.4,1765.2,1793.4,1823,1853.2,1884,1915.1,1946.4,1977.6,2008.5,2039,2069,2098.5,2127.4,2156.1,2184.4,2212.2,2239.5,2266.2,2292.4,2317.8,2342.7,2366.8,2390.1,2412.6,2434.6,2456.2,2477.4,2498.1,2518.3,2537.8,2556.6,2574.9,2592.6,2609.7,2626.2,2642.1,2657.4,2672.1,2686.3,2699.9,2713,2725.6,2737.8,2749.5,2760.8,2771.5,2781.9,2791.8,2801.3,2810.2,2818.4,2826.4,2834.4,2841.9,2848.9,2855.5,2861.5,2866.8,2871,2874.1,2876,2877.1,2878,2878.5,2878.4,2877.7,2876.6,2875.7,2875,2874.2,2873.5,2873.1,2872.6,2872.2,2872,2871.9
0.025807,0.025778,0.025708,0.025602,0.025448,0.025266,0.025048,0.024834,0.024642,0.024508,0.024466,0.024551,0.024797,0.025237,0.025711,0.025819,0.025692,0.02528,0.024451,0.023097,0.021184,0.018776,0.016346,0.014367,0.013091,0.012794,0.013294,0.014522,0.016269,0.01742,0.018316,0.018481,0.017757,0.016874,0.01594,0.015127,0.014337,0.013551,0.01281,0.012119,0.011462,0.010829,0.010261,0.0096806,0.0091304,0.0086418,0.0083192,0.0080101,0.0077109,0.0074162,0.0070627,0.0067468,0.0064553,0.0062008,0.0059461,0.0057056,0.005471,0.0052568,0.0050494,0.0048619,0.0046864,0.004523,0.0043624,0.0042492,0.004136,0.0039119,0.0036732,0.0035738,0.0035142,0.0033749,0.003429,0.0038293,0.0045045,0.0046644,0.0041822,0.0037485,0.003625,0.0039385,0.0047204,0.0063292,0.0092076,0.013335,0.018079,0.023051,0.027806,0.032315,0.036402,0.040234,0.043711,0.046746,0.04936,0.051584,0.053421,0.054901,0.056031,0.056751,0.057182,0.057363
1562,1561.6,1560.7,1559.2,1557.2,1554.6,1551.5,1547.8,1543.5,1538.7,1533.2,1527.1,1520.3,1512.8,1504.6,1495.7,1486.1,1475.7,1464.4,1452.3,1439.3,1425.2,1409.9,1393.2,1375.2,1356.3,1336.3,1315.4,1293.6,1271.2,1248.4,1225.2,1201.8,1178.1,1154,1129.6,1104.8,1079.8,1054.6,1029.1,1003.5,977.68,951.73,925.7,899.58,873.41,847.17,820.95,794.76,768.64,742.63,716.73,690.96,665.34,639.92,614.7,589.72,565,540.56,516.42,492.6,469.14,446.04,423.33,401.03,379.21,357.84,336.91,316.46,296.55,277.09,258.05,239.47,221.68,204.75,188.47,172.74,157.51,142.78,128.45,114.37,100.69,87.73,75.582,64.406,54.196,44.981,36.658,29.308,22.919,17.364,12.692,8.8447,5.7967,3.3794,1.591,0.47225,1.1797e-13
-0.00019309,-0.00019639,-0.00019318,-0.00019375,-0.00020278,-0.00018401,-0.00018341,-0.00013119,-0.00010532,-3.3513e-05,1.3287e-05,9.744e-05,0.00015524,0.00023492,0.00011845,-1.8435e-05,-8.8951e-05,-0.00020408,-0.00034511,-0.00049305,-0.00063567,-0.00069601,-0.00059858,-0.00042785,-0.00020073,4.8584e-05,0.00018686,0.00037794,0.00033349,0.00019809,0.00015314,-8.5283e-05,-0.00016881,-0.00018543,-0.00017284,-0.00014931,-0.00015201,-0.00014319,-0.0001327,-0.00012193,-0.00011859,-0.00010709,-0.00010095,-0.00010236,-9.3245e-05,-7.2868e-05,-4.7886e-05,-5.8854e-05,-4.5643e-05,-6.0571e-05,-5.8085e-05,-5.4332e-05,-4.6381e-05,-4.5419e-05,-4.3308e-05,-4.3237e-05,-3.9649e-05,-3.8764e-05,-3.5785e-05,-3.3925e-05,-3.0943e-05,-3.1608e-05,-2.7461e-05,-1.7847e-05,-3.2147e-05,-5.3883e-05,-3.7046e-05,-7.7657e-06,-2.5641e-05,-2.1262e-05,5.1794e-05,0.00014394,0.0001451,-6.4431e-05,-0.00012979,-8.4001e-05,2.4208e-05,0.00013937,0.00032926,0.00067256,0.0011758,0.0015629,0.0018217,0.0019267,0.0019547,0.0019572,0.001928,0.0019961,0.0019237,0.0018844,0.0018095,0.001783,0.0016931,0.0016975,0.0015216,0.0013455,0.0013278,0.0013216
1.7745,1.7745,1.7745,1.7746,1.7746,1.7746,1.7746,1.7747,1.7747,1.7747,1.7748,1.7748,1.7749,1.775,1.775,1.7751,1.7752,1.7752,1.7753,1.7754,1.7755,1.7756,1.7757,1.7757,1.7758,1.7759,1.776,1.7761,1.7762,1.7763,1.7764,1.7765,1.7766,1.7767,1.7768,1.7769,1.777,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7777,1.7777,1.7778,1.7779,1.778,1.7781,1.7781,1.7782,1.7783,1.7784,1.7784,1.7785,1.7786,1.7787,1.7787,1.7788,1.7788,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7792,1.7793,1.7793,1.7794,1.7794,1.7794,1.7795,1.7795,1.7796,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78
4.2534e-05,-4.3023e-05,4.2999e-05,-4.305e-05,2.9791e-05,-9.1186e-06,3.3221e-05,2.3616e-05,3.3682e-05,3.4433e-05,3.4147e-05,3.4433e-05,3.4432e-05,3.4433e-05,-3.0328e-05,-2.4184e-05,-3.4476e-05,-4.1125e-05,-4.8562e-05,-4.2135e-05,-3.6507e-05,7.6194e-06,3.9513e-05,4.8734e-05,4.995e-05,4.4517e-05,3.4433e-05,3.2925e-05,-4.4415e-05,-3.1935e-06,-3.4433e-05,-4.1612e-05,-2.1781e-06,-4.2577e-06,7.4599e-06,4.623e-07,3.0325e-07,2.2603e-06,1.8298e-06,1.6474e-06,3.6161e-07,3.2007e-06,-1.2176e-06,1.6732e-06,1.0766e-06,6.6776e-06,-5.7976e-07,5.3175e-07,4.894e-07,-2.6519e-06,1.8712e-06,2.9801e-07,1.5484e-06,-4.5766e-07,6.9476e-07,-1.2973e-07,8.7616e-07,-1.0137e-07,8.2622e-07,1.6725e-07,5.5137e-07,-3.6736e-07,2.0942e-06,3.2955e-07,-5.5016e-06,-1.0471e-06,6.9526e-06,2.348e-06,-7.1497e-06,1.1888e-05,1.2836e-05,2.2344e-05,-3.2884e-05,-4.602e-05,5.9461e-06,3.0839e-05,3.4433e-05,3.4433e-05,5e-05,5e-05,5e-05,5e-05,5e-05,3.0167e-06,2.7209e-05,-3.4649e-05,3.4766e-05,-7.3993e-06,-3.6415e-05,-4.1137e-05,-1.8198e-05,-4.6535e-05,-4.9317e-05,-4.0708e-05,-5e-05,-5e-05,-3.2542e-05,-3.67e-05
0,0.1373,0.46013,0.96712,1.6577,2.5312,3.5866,4.8229,6.2388,7.8328,9.6033,11.548,13.666,15.954,18.41,21.032,23.816,26.761,29.862,33.116,36.521,40.073,43.767,47.601,51.57,55.67,59.897,64.246,68.713,73.293,77.982,82.774,87.666,92.65,97.723,102.88,108.11,113.42,118.79,124.23,129.72,135.26,140.84,146.47,152.12,157.8,163.5,169.22,174.95,180.68,186.4,192.12,197.82,203.51,209.16,214.78,220.37,225.91,231.4,236.83,242.21,247.51,252.75,257.9,262.98,267.96,272.85,277.64,282.33,286.91,291.38,295.73,299.96,304.06,308.03,311.86,315.55,319.11,322.51,325.76,328.87,331.81,334.59,337.22,339.67,341.96,344.08,346.02,347.79,349.39,350.8,352.04,353.1,353.97,354.66,355.17,355.49,355.63
43413,43410,43404,43396,43386,43376,43368,43362,43362,43363,43371,43385,43405,43419,43418,43425,43443,43486,43565,43710,43946,44312,44829,45515,46313,47137,47939,48654,49222,49614,49855,49956,49992,49999,49998,49999,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49998,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49998,50000,50000,49965,49860,49715,49603,49533,49478,49409,49293,49076,48686,48057,47159,46036,44760,43384,41961,40536,39158,37876,36709,35670,34775,34033,33442,33008,32732,32615
1600.6,1601.9,1603.5,1606.7,1612,1615.2,1621.4,1622.4,1626.7,1625.9,1628.2,1626.5,1627.7,1626.2,1644.3,1663.3,1673.9,1687.1,1700.8,1712.7,1722.3,1722.1,1704.9,1679.9,1625.2,1565,1512,1458.1,1414.5,1373.7,1329.9,1296.3,1252.2,1207.8,1172.5,1140,1106.8,1071.5,1036.8,1002.8,969.26,935.43,903.53,870.25,834.72,804.87,784.6,770.47,755.1,736.17,712.69,689.82,669.75,651.15,632.57,614.29,596.05,578.58,561.74,545.92,531.03,517.48,504.48,491.87,482.05,473.45,462.12,450.11,442.72,433.84,419.11,402.22,394.35,406.21,404.32,393.37,376.93,359.15,332.39,285.83,224.38,168.47,124.35,111.48,101.72,79.288,45.686,-22.227,-34.545,-41.612,-45.636,-43.375,-38.27,-49.736,-55.143,-46.499,-36.837,-34.001
