26629,26633,26644,26660,26682,26709,26740,26775,26812,26850,26888,26925,26959,26990,27021,27054,27093,27137,27187,27244,27307,27378,27457,27546,27645,27751,27862,27971,28086,28211,28341,28469,28593,28707,28827,28971,29130,29298,29466,29631,29788,29941,30089,30233,30371,30504,30632,30755,30873,30987,31097,31203,31307,31407,31504,31596,31686,31772,31854,31934,32010,32079,32145,32209,32270,32329,32385,32438,32489,32539,32585,32631,32674,32716,32755,32792,32828,32863,32895,32926,32956,32984,33011,33037,33060,33081,33111,33159,33235,33339,33465,33609,33763,33921,34078,34230,34372,34499,34609,34698,34765,34809,34827
1520,1520.4,1521.5,1523.2,1525.4,1528.3,1531.9,1536.1,1541.1,1546.8,1553.3,1560.7,1568.9,1578,1587.5,1597.6,1608.5,1620.5,1633.8,1648.4,1664.4,1681.7,1700.7,1721.1,1743.4,1767.6,1793.8,1822.2,1851.5,1881,1910.7,1940.4,1970.1,1999.9,2029.8,2059.3,2088.2,2116.6,2144.5,2171.9,2198.8,2225.1,2250.9,2276,2300.5,2324.3,2347.4,2369.9,2391.7,2412.8,2433.3,2453.5,2473.1,2492.3,2510.9,2528.9,2546.4,2563.3,2579.6,2595.4,2610.7,2625.4,2639.5,2653.1,2666.2,2678.8,2690.9,2702.5,2713.6,2724.4,2734.7,2744.6,2754,2763.1,2772,2780.3,2788.3,2796,2803.4,2810.3,2817,2823.3,2829.3,2835,2840.4,2845.3,2849.1,2851.6,2853.1,2854.1,2854.5,2854.5,2854.1,2853.4,2852.7,2852.1,2851.5,2850.9,2850.6,2850.2,2849.9,2849.7,2849.7
0.02208,0.021956,0.021668,0.021238,0.020649,0.019895,0.018964,0.017843,0.016517,0.014973,0.013207,0.011341,0.0094262,0.0081494,0.007796,0.0083296,0.0090546,0.0096576,0.010383,0.01095,0.011572,0.012283,0.013117,0.014076,0.01466,0.014782,0.014338,0.013697,0.014294,0.014657,0.014289,0.013377,0.012195,0.011009,0.012617,0.01408,0.01475,0.01473,0.014242,0.013326,0.012428,0.012021,0.011232,0.010732,0.010078,0.0096118,0.0090627,0.0086329,0.0081476,0.0077932,0.0074484,0.0071995,0.0069011,0.0066374,0.0063439,0.0060917,0.0058377,0.0056105,0.0053787,0.0052183,0.0048544,0.0045137,0.0043887,0.004226,0.0040769,0.0039283,0.0038129,0.0036763,0.0035864,0.0034605,0.0034,0.0032596,0.0032671,0.0031815,0.0029505,0.0030415,0.0029189,0.002923,0.0027624,0.0028124,0.0026901,0.0027248,0.0026977,0.0026037,0.0023975,0.0027131,0.0046158,0.0080189,0.012525,0.017272,0.021836,0.026017,0.029878,0.033381,0.036545,0.039345,0.04174,0.043704,0.045352,0.046507,0.047243,0.04772,0.047923
1562,1561.7,1561,1559.8,1558.2,1556.2,1553.7,1550.9,1547.5,1543.7,1539.5,1534.7,1529.4,1523.4,1516.9,1509.8,1502.1,1493.7,1484.6,1474.7,1464.1,1452.6,1440.2,1426.8,1412.4,1397,1380.4,1362.5,1343.4,1323.8,1303.7,1283.1,1261.9,1240.2,1217.3,1193.9,1170.2,1146.4,1122.5,1098.4,1074.1,1049.4,1024.7,999.79,974.79,949.64,924.46,899.18,873.91,848.6,823.32,798.05,772.88,747.79,722.83,697.98,673.31,648.79,624.49,600.39,576.59,553.05,529.73,506.72,484.04,461.7,439.71,418.1,396.88,376.08,355.69,335.77,316.27,297.27,278.83,260.77,243.32,226.35,209.99,194.12,178.89,164.18,150.1,136.64,123.85,111.5,99.292,87.308,75.746,64.878,54.855,45.729,37.502,30.101,23.608,18.058,13.266,9.2198,5.9792,3.4122,1.6075,0.48902,5.7878e-15
-0.00091065,-0.00090798,-0.00088421,-0.00084693,-0.00087299,-0.00087363,-0.00090675,-0.00092709,-0.00096,-0.001,-0.00099104,-0.00095937,-0.0007958,-0.00033391,3.7691e-05,0.00030868,0.00019623,0.00024376,0.00019645,0.00017668,0.00018549,0.00021869,0.00023637,0.00023783,5.7061e-05,3.5596e-06,-0.00021424,1.2805e-05,0.0001564,5.0411e-06,-0.00016518,-0.0001823,-0.00033022,2.2379e-05,0.00043514,0.00014063,0.00010443,-9.5619e-05,-8.7324e-05,-0.00023032,-6.437e-05,-0.00012868,-0.00010343,-0.00010417,-9.4259e-05,-8.7014e-05,-8.2693e-05,-7.7717e-05,-7.2209e-05,-5.7728e-05,-4.9386e-05,-4.4014e-05,-4.8742e-05,-4.584e-05,-4.7293e-05,-4.2142e-05,-4.0258e-05,-4.1251e-05,-3.1063e-05,-3.8253e-05,-7.8118e-05,-3.3535e-05,-2.2693e-05,-3.048e-05,-2.605e-05,-2.523e-05,-2.2001e-05,-2.4107e-05,-1.6974e-05,-2.4078e-05,-1.0581e-05,-3.2838e-05,2.5711e-05,-7.1573e-05,6.1413e-06,-8.2147e-06,-1.2505e-05,-1.9242e-05,-2.0911e-05,7.5655e-06,-3.7575e-05,3.2882e-05,-4.0426e-05,-2.5751e-05,-6.9226e-05,0.00035822,0.00093834,0.0015247,0.0018784,0.0019993,0.002,0.0019944,0.002,0.002,0.0019999,0.0019916,0.0019009,0.0018963,0.0018501,0.0015165,0.001471,0.0014994,0.0015033
1.7742,1.7742,1.7742,1.7742,1.7742,1.7743,1.7743,1.7743,1.7743,1.7744,1.7744,1.7745,1.7745,1.7746,1.7746,1.7747,1.7748,1.7748,1.7749,1.775,1.7751,1.7752,1.7753,1.7753,1.7754,1.7755,1.7756,1.7757,1.7758,1.7759,1.776,1.7761,1.7762,1.7763,1.7764,1.7765,1.7766,1.7767,1.7768,1.7769,1.777,1.7771,1.7772,1.7773,1.7774,1.7775,1.7776,1.7777,1.7778,1.7779,1.778,1.778,1.7781,1.7782,1.7783,1.7783,1.7784,1.7785,1.7786,1.7786,1.7787,1.7788,1.7788,1.7789,1.7789,1.779,1.779,1.7791,1.7791,1.7792,1.7792,1.7793,1.7793,1.7794,1.7794,1.7794,1.7795,1.7795,1.7796,1.7796,1.7796,1.7796,1.7797,1.7797,1.7797,1.7797,1.7798,1.7798,1.7798,1.7798,1.7798,1.7799,1.7799,1.7799,1.7799,1.7799,1.78,1.78,1.78,1.78,1.78,1.78,1.78
0.00016559,-2.9645e-05,0.00015253,-2.7696e-05,-2.9892e-06,-2.6919e-05,-1.6886e-05,-2.7248e-05,-1.5935e-05,-2.9385e-05,3.5471e-05,1.2368e-06,0.00017888,0.0001755,0.00015284,1.3719e-05,-3e-05,2.2118e-05,-3e-05,8.3127e-06,3.0562e-06,7.2589e-06,1.0947e-05,-3e-05,-3e-05,-3e-05,-2.5162e-05,9.0154e-05,-2.6965e-05,-3e-05,-3e-05,7.0528e-07,-2.6455e-05,0.00014942,-3e-05,-2.4193e-05,-2.8111e-05,-1.3086e-05,-1.5712e-05,-1.0876e-06,2.4415e-05,-2.2341e-05,1.8111e-05,-1.1717e-05,1.1498e-05,-7.0783e-06,7.4426e-06,-5.0072e-06,6.7178e-06,-2.1256e-06,4.9766e-06,-3.471e-06,2.6374e-06,-2.3034e-06,2.3978e-06,-1.1229e-06,1.778e-06,-1.573e-06,4.4082e-06,-8.6876e-06,9.4177e-07,8.5973e-06,-3.1391e-06,1.3813e-06,-8.3767e-07,2.0475e-06,-2.0711e-06,3.1836e-06,-3.3416e-06,4.8941e-06,-6.321e-06,8.9437e-06,-3.8278e-06,-1.3199e-05,2.6701e-05,-2.2965e-05,1.8141e-05,-2.1713e-05,2.5965e-05,-2.4259e-05,2.1737e-05,-1.1448e-05,-1.4447e-06,-1.7986e-05,4.406e-05,0.0002,0.0002,0.0002,7.3498e-05,2.9444e-05,-1.902e-05,1.3873e-05,-9.7287e-06,1.0217e-05,-8.9171e-06,-2.0976e-05,-3e-05,9.2406e-05,-3e-05,-3e-05,0.00015923,-3e-05,0.0002
0,0.13588,0.45538,0.95719,1.6408,2.5056,3.5506,4.7751,6.1777,7.7572,9.5122,11.441,13.541,15.812,18.25,20.854,23.621,26.549,29.634,32.874,36.266,39.807,43.493,47.32,51.286,55.387,59.618,63.976,68.456,73.055,77.768,82.59,87.518,92.546,97.669,102.88,108.18,113.57,119.02,124.55,130.15,135.8,141.51,147.27,153.08,158.92,164.8,170.7,176.63,182.57,188.52,194.48,200.44,206.4,212.34,218.27,224.17,230.05,235.89,241.7,247.46,253.17,258.82,264.42,269.94,275.4,280.78,286.09,291.3,296.42,301.45,306.38,311.2,315.91,320.51,324.99,329.35,333.58,337.68,341.65,345.48,349.16,352.7,356.09,359.33,362.42,365.35,368.11,370.72,373.16,375.43,377.53,379.46,381.21,382.79,384.19,385.42,386.46,387.33,388.01,388.51,388.83,388.97
35242,35238,35227,35213,35197,35183,35174,35178,35199,35247,35331,35461,35645,35881,36141,36413,36688,36980,37295,37626,37978,38348,38735,39120,39519,39954,40445,41022,41599,42107,42572,43033,43512,44044,44528,44816,44961,45000,45000,44986,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,44991,45000,45000,45000,44997,45000,45000,45000,45000,44994,44993,45000,45000,44910,44640,44151,43460,42605,41646,40632,39607,38616,37689,36844,36099,35476,34974,34601,34364,34264
1531.2,1531.4,1529.6,1526.8,1533.7,1538.1,1547.9,1557,1568.8,1582.6,1590.7,1596.9,1586.2,1522.4,1475.5,1450.4,1475.7,1486.8,1509.9,1529.7,1542.5,1550,1556.5,1561.5,1584.4,1589.6,1605.4,1572.7,1525.7,1492.2,1458.5,1417.1,1380.9,1324.2,1262.2,1234.2,1192.4,1164.6,1129.2,1103.3,1058.7,1029.2,994.1,961.01,927.79,896.09,865.83,835.25,805.15,779.38,759.57,742.51,725.39,705.73,685.64,665.4,646.64,628.95,610.27,593.82,581.55,559.94,542.8,528.52,513.67,500.11,487.15,475.69,463.83,454.55,443.25,437.45,421.2,426.84,408.83,404.1,398.25,393.13,387.56,378.15,379.11,364.49,369.69,363.17,364.3,306.62,234.02,151.77,121.32,87.478,59.851,32.706,-4.0911,-21.754,-4.482,-9.0457,-21.46,-19.38,-64.457,-31.254,44.041,-16.767,-22.016
