
List of user-set options:

                                    Name   Value                used
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                  ma57_automatic_scaling = yes                    no
                                max_iter = 300                   yes
                             mu_strategy = adaptive              yes
                             output_file = Goddard-Rocket-ProblemIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-007                yes
This is Ipopt version 3.11.0, running with linear solver mumps.

Number of nonzeros in equality constraint Jacobian...:    22142
Number of nonzeros in inequality constraint Jacobian.:      553
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     2492
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     2492
                     variables with only upper bounds:        0
Total number of equality constraints.................:     2216
Total number of inequality constraints...............:      278
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:      278
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0 2.9608755e+004 4.14e-001 1.00e+002   0.0 0.00e+000    -  0.00e+000 0.00e+000   0
   1 2.9615360e+004 4.12e-001 1.00e+002   0.7 2.26e+001    -  2.10e-002 4.82e-003f  1
   2 2.9663518e+004 4.06e-001 2.06e+002   0.1 2.16e+001    -  1.72e-001 1.52e-002f  2
   3 2.9681398e+004 4.04e-001 6.23e+002   0.1 2.08e+001    -  3.70e-001 4.09e-003f  5
   4 2.9819943e+004 3.92e-001 4.35e+003   0.1 2.08e+001    -  6.20e-001 3.09e-002f  2
   5 2.9828659e+004 3.91e-001 1.29e+005   0.1 1.94e+001    -  9.10e-001 2.01e-003h  5
   6 2.9836323e+004 3.90e-001 3.48e+006   0.1 1.76e+001    -  8.60e-001 1.98e-003h  5
   7 2.9953127e+004 3.81e-001 3.88e+007   0.1 9.43e+000    -  6.24e-001 5.26e-002f  1
   8 3.0466668e+004 3.85e-001 1.03e+008   0.1 8.25e+000    -  8.12e-001 2.44e-001f  1
 187r2.9587346e+004 4.78e-001 8.10e-001  -3.7 1.46e+000    -  2.13e-001 2.56e-001h  1
 188r2.9588045e+004 4.78e-001 1.47e+000  -3.7 1.50e+000    -  5.18e-001 8.83e-001H  1
 189r2.9586502e+004 4.78e-001 1.20e+000  -3.7 2.15e+000    -  2.59e-001 1.85e-001f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190r2.9586450e+004 4.78e-001 1.12e+000  -3.7 4.54e+000    -  5.51e-002 1.26e-002h  1
 191r2.9585418e+004 4.78e-001 7.56e-001  -3.7 8.79e-001    -  7.09e-001 9.40e-001f  1
 192r2.9587834e+004 4.78e-001 1.70e+000  -3.7 1.04e+000    -  3.83e-001 1.00e+000H  1
 193r2.9587115e+004 4.78e-001 3.94e+000  -3.4 9.62e-001    -  1.00e+000 5.96e-001f  1
 194r2.9583955e+004 4.78e-001 2.17e+000  -3.6 5.70e-001    -  5.67e-001 7.73e-001h  1
 195r2.9582946e+004 4.78e-001 1.59e+000  -3.6 1.96e+000    -  3.48e-001 6.23e-001f  1
 196r2.9586426e+004 4.78e-001 1.59e+000  -3.6 9.37e-001    -  3.98e-001 1.00e+000f  1
 197r2.9585519e+004 4.78e-001 1.41e+000  -3.6 6.41e+000    -  1.05e-001 1.14e-001h  1
 198r2.9585175e+004 4.78e-001 7.91e-001  -3.6 4.78e-001    -  1.28e-001 1.00e+000h  1
 199r2.9585879e+004 4.78e-001 9.06e-001  -3.6 6.51e-001    -  1.00e+000 3.60e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200r2.9585954e+004 4.78e-001 1.87e-001  -3.6 1.78e-001    -  1.00e+000 1.00e+000h  1
 201r2.9585361e+004 4.78e-001 8.85e-001  -3.6 4.69e-001    -  2.39e-001 9.55e-001H  1
 202r2.9586259e+004 4.78e-001 3.67e-001  -3.6 3.61e-001    -  1.00e+000 8.60e-001f  1
 203r2.9586383e+004 4.78e-001 2.66e-001  -3.6 9.67e-001    -  2.88e-001 1.87e-001H  1
 204r2.9587077e+004 4.78e-001 2.99e+000  -3.6 9.09e+000    -  7.62e-001 9.87e-002f  1
 205r2.9585803e+004 4.78e-001 2.24e+000  -3.6 5.71e-001    -  3.63e-001 5.30e-001h  1
 206r2.9585043e+004 4.78e-001 1.65e+000  -3.6 3.37e+000    -  2.62e-001 1.96e-001f  1
 207r2.9586319e+004 4.78e-001 5.80e-001  -3.6 3.23e-001    -  7.25e-001 1.00e+000h  1
 208r2.9585892e+004 4.78e-001 1.23e+000  -3.6 2.66e+000    -  4.11e-001 8.16e-002h  3
 209r2.9585910e+004 4.78e-001 8.53e-001  -3.6 6.95e-001    -  6.08e-001 1.88e-001h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210r2.9585993e+004 4.78e-001 1.95e-001  -3.6 1.85e-001    -  1.00e+000 1.00e+000h  1
 211r2.9586546e+004 4.78e-001 2.79e-001  -3.6 1.54e-001    -  1.00e+000 1.00e+000h  1
 212r2.9585937e+004 4.78e-001 3.96e-001  -3.6 2.06e-001    -  5.11e-001 1.00e+000H  1
 213r2.9586270e+004 4.78e-001 2.46e-001  -3.9 2.75e-001    -  1.00e+000 9.84e-001f  1
 214r2.9586140e+004 4.78e-001 1.36e+000  -4.0 1.73e+000    -  1.25e-001 4.44e-001h  1
 215r2.9586448e+004 4.78e-001 5.06e-001  -3.6 7.50e-001    -  1.00e+000 1.00e+000f  1
 216r2.9586343e+004 4.78e-001 3.19e-001  -3.7 3.36e+000    -  1.53e-001 1.16e-001h  1
 217r2.9585588e+004 4.78e-001 4.98e-001  -3.7 3.18e-001    -  1.00e+000 8.83e-001f  1
 218r2.9585071e+004 4.78e-001 2.30e+000  -3.7 2.81e+000    -  1.69e-001 4.07e-001h  1
 219r2.9586109e+004 4.78e-001 1.62e+000  -3.7 9.45e-001    -  2.86e-002 1.00e+000f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r2.9586119e+004 4.78e-001 1.26e+000  -3.7 3.36e+000    -  2.43e-001 1.39e-001h  1
 221r2.9585704e+004 4.78e-001 4.58e-001  -3.7 4.10e-001    -  7.45e-001 8.19e-001h  1
 222r2.9585778e+004 4.78e-001 4.24e-001  -3.7 7.25e+000    -  1.25e-001 1.62e-002h  1
 223r2.9585497e+004 4.78e-001 1.31e+000  -3.7 9.20e-001    -  3.25e-001 1.00e+000H  1
 224r2.9586811e+004 4.78e-001 2.13e+000  -3.4 2.14e+000    -  3.18e-001 3.93e-001f  1
 225r2.9586579e+004 4.78e-001 1.38e+000  -3.7 3.80e+000    -  1.84e-002 1.83e-001h  1
 226r2.9587176e+004 4.78e-001 1.08e+000  -3.7 2.20e+000    -  7.82e-001 3.47e-001h  1
 227r2.9586475e+004 4.78e-001 1.24e+000  -3.7 4.70e+000    -  1.14e-001 2.10e-001h  1
 228r2.9585733e+004 4.78e-001 9.01e-001  -3.7 1.01e+000    -  1.58e-002 4.55e-001h  1
 229r2.9585288e+004 4.78e-001 1.69e+000  -3.7 2.24e+000    -  1.74e-001 5.48e-001f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r2.9585754e+004 4.78e-001 1.15e+000  -3.7 6.30e-001    -  4.08e-002 1.00e+000h  1
 231r2.9586338e+004 4.78e-001 4.34e-001  -3.7 4.36e-001    -  1.00e+000 1.00e+000h  1
 232r2.9586371e+004 4.78e-001 4.17e-001  -3.7 2.79e+000    -  3.15e-001 3.90e-002h  2
 233r2.9586409e+004 4.78e-001 6.34e-002  -3.7 1.96e-001    -  1.00e+000 1.00e+000h  1
 234r2.9585314e+004 4.78e-001 1.09e+000  -3.7 5.86e-001    -  1.00e+000 1.00e+000H  1
 235r2.9585422e+004 4.78e-001 5.94e-001  -3.4 5.42e-001    -  1.00e+000 1.00e+000f  1
 236r2.9584643e+004 4.78e-001 1.48e+000  -3.5 2.82e+000    -  1.20e-001 3.03e-001h  1
 237r2.9585315e+004 4.78e-001 6.69e-001  -3.5 7.70e-001    -  1.00e+000 1.00e+000f  1
 238r2.9585150e+004 4.78e-001 1.34e+000  -3.5 3.51e+000    -  1.02e-001 2.48e-001h  1
 239r2.9585633e+004 4.78e-001 4.14e-001  -3.5 7.98e-001    -  1.00e+000 9.01e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r2.9584867e+004 4.78e-001 1.24e+000  -3.5 7.68e-001    -  5.17e-001 8.50e-001h  1
 241r2.9584879e+004 4.78e-001 2.03e+000  -3.5 4.46e-001    -  9.03e-002 1.00e+000h  1
 242r2.9585191e+004 4.78e-001 8.48e-001  -3.5 2.10e+000    -  6.04e-001 1.96e-001h  1
 243r2.9585402e+004 4.78e-001 1.06e-001  -3.5 2.71e-001    -  1.00e+000 1.00e+000h  1
 244r2.9585235e+004 4.78e-001 2.14e-001  -3.5 1.42e-001    -  1.00e+000 1.00e+000h  1
 245r2.9585503e+004 4.78e-001 1.02e-001  -3.5 1.38e-001    -  1.00e+000 1.00e+000h  1
 246r2.9585223e+004 4.78e-001 1.05e-001  -3.5 9.01e-002    -  1.00e+000 1.00e+000h  1
 247r2.9585504e+004 4.78e-001 2.74e-002  -3.5 4.59e-002    -  1.00e+000 1.00e+000h  1
 248r2.9585246e+004 4.78e-001 2.37e-002  -3.5 3.34e-002    -  1.00e+000 1.00e+000h  1
 249r2.9585545e+004 4.78e-001 1.26e-002  -3.5 2.17e-002    -  1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r2.9585301e+004 4.78e-001 6.47e-002  -3.5 3.27e-002    -  1.00e+000 1.00e+000h  1
 251r2.9585389e+004 4.78e-001 3.04e-002  -3.5 3.06e-002    -  1.00e+000 1.00e+000h  1
 252r2.9585399e+004 4.78e-001 9.16e-002  -3.5 5.29e-002    -  1.00e+000 1.00e+000h  1
 253r2.9585410e+004 4.78e-001 1.37e-002  -3.5 4.26e-002    -  1.00e+000 1.00e+000h  1
 254r2.9585439e+004 4.78e-001 7.95e-003  -3.5 6.30e-003    -  1.00e+000 1.00e+000h  1
 255r2.9587225e+004 4.78e-001 1.17e+000  -3.9 7.07e-002    -  8.56e-001 1.00e+000f  1
 256r2.9586781e+004 4.78e-001 3.73e+000  -3.6 1.52e-001    -  1.00e+000 3.33e-001f  1
 257r2.9587011e+004 4.78e-001 3.17e-001  -3.8 1.86e-001    -  1.00e+000 1.00e+000h  1
 258r2.9587207e+004 4.78e-001 8.08e-001  -3.8 6.95e-001    -  1.00e+000 5.90e-001h  1
 259r2.9586985e+004 4.78e-001 9.84e-001  -3.8 4.87e-001    -  2.10e-001 7.30e-001f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r2.9586870e+004 4.78e-001 1.19e+000  -3.8 4.68e+000    -  2.28e-001 1.50e-001f  1
 261r2.9586979e+004 4.78e-001 7.35e-001  -3.8 3.06e-001    -  3.12e-002 5.00e-001h  2
 262r2.9586576e+004 4.78e-001 4.04e-001  -3.8 5.38e-001    -  1.00e+000 1.00e+000h  1
 263r2.9586885e+004 4.78e-001 5.22e-002  -3.8 1.15e-001    -  1.00e+000 1.00e+000h  1
 264r2.9586894e+004 4.78e-001 1.98e-002  -3.8 2.40e-002    -  1.00e+000 1.00e+000h  1
 265r2.9586629e+004 4.78e-001 4.33e+000  -5.0 2.94e-002    -  1.00e+000 6.35e-001f  1
 266r2.9587369e+004 4.78e-001 8.24e+000  -5.3 2.28e-001    -  1.00e+000 2.84e-001f  1
 267r2.9586950e+004 4.78e-001 1.54e+000  -4.1 2.54e-001    -  8.94e-001 7.30e-001f  1
 268r2.9587104e+004 4.78e-001 2.69e-001  -4.2 1.87e-001    -  1.00e+000 1.00e+000h  1
 269r2.9587067e+004 4.78e-001 1.50e+000  -4.2 3.41e-001    -  1.00e+000 5.75e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r2.9587096e+004 4.78e-001 9.49e-001  -4.2 1.05e-001    -  2.34e-001 1.00e+000h  1
 271r2.9587113e+004 4.78e-001 8.69e-002  -4.2 6.68e-002    -  1.00e+000 1.00e+000h  1
 272r2.9587102e+004 4.78e-001 7.51e-001  -4.6 4.80e-002    -  9.99e-001 7.58e-001f  1
 273r2.9586911e+004 4.78e-001 3.01e-001  -4.2 1.44e-001    -  9.07e-001 8.97e-001f  1
 274r2.9586796e+004 4.78e-001 2.08e-001  -4.3 1.97e-001    -  1.00e+000 1.00e+000h  1
 275r2.9587002e+004 4.78e-001 2.16e+000  -4.3 4.13e-001    -  3.76e-001 1.00e+000h  1
 276r2.9586745e+004 4.78e-001 4.95e-002  -4.3 3.11e-001    -  1.00e+000 1.00e+000h  1
 277r2.9586817e+004 4.78e-001 1.97e-001  -4.3 3.12e-002    -  1.00e+000 1.00e+000h  1
 278r2.9586541e+004 4.78e-001 1.04e+000  -5.1 1.01e-001    -  1.00e+000 6.29e-001f  1
 279r2.9586452e+004 4.78e-001 3.25e+000  -4.3 2.75e-001    -  5.32e-001 9.95e-001f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r2.9586337e+004 4.78e-001 1.07e+000  -4.5 3.09e-001    -  8.83e-001 7.62e-001h  1
 281r2.9586327e+004 4.78e-001 4.58e-001  -4.5 4.62e-001    -  5.53e-001 6.24e-001f  1
 282r2.9586333e+004 4.78e-001 5.45e-001  -4.5 2.39e-001    -  1.24e-001 1.00e+000f  1
 283r2.9586377e+004 4.78e-001 7.56e-002  -4.5 7.30e-002    -  1.00e+000 1.00e+000h  1
 284r2.9586355e+004 4.78e-001 1.61e-001  -4.5 9.28e-002    -  1.00e+000 1.00e+000H  1
 285r2.9586453e+004 4.78e-001 1.87e+000  -5.1 2.18e-001    -  1.00e+000 5.86e-001f  1
 286r2.9586408e+004 4.78e-001 4.11e+000  -4.3 1.57e-001    -  7.08e-001 1.00e+000f  1
 287r2.9586377e+004 4.78e-001 1.14e-001  -4.4 5.11e-002    -  1.00e+000 1.00e+000h  1
 288r2.9586421e+004 4.78e-001 1.22e+000  -4.4 6.47e-001    -  1.00e+000 1.00e+000h  1
 289r2.9586178e+004 4.78e-001 5.83e-001  -4.4 5.12e-001    -  6.19e-002 6.27e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r2.9586389e+004 4.78e-001 3.66e+000  -4.4 5.75e-001    -  2.41e-002 1.00e+000h  1
 291r2.9586333e+004 4.78e-001 2.41e-001  -4.4 2.67e-001    -  1.00e+000 1.00e+000h  1
 292r2.9586340e+004 4.78e-001 1.18e+000  -4.4 6.71e-001    -  1.00e+000 6.35e-001h  1
 293r2.9586300e+004 4.78e-001 2.05e+000  -4.4 3.22e-001    -  1.07e-001 1.00e+000f  1
 294r2.9586964e+004 4.78e-001 1.42e+000  -4.4 7.06e-001    -  1.00e+000 1.00e+000H  1
 295r2.9586159e+004 4.78e-001 2.12e-002  -4.4 6.32e-001    -  9.97e-001 1.00e+000f  1
 296r2.9586409e+004 4.78e-001 1.92e-002  -4.4 4.50e-003    -  1.00e+000 1.00e+000h  1
 297r2.9586412e+004 4.78e-001 2.09e-002  -4.4 9.54e-003    -  1.00e+000 1.00e+000h  1
 298r2.9586401e+004 4.78e-001 1.02e-001  -4.4 4.54e-002    -  1.00e+000 1.00e+000h  1
 299r2.9586446e+004 4.78e-001 1.48e-001  -4.4 9.33e-002    -  1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r2.9586592e+004 4.78e-001 1.10e+000  -4.4 1.19e+000    -  3.94e-001 1.95e-001h  2

Number of Iterations....: 300

                                   (scaled)                 (unscaled)
Objective...............:  1.4760164032376039e+002   2.9586592286049232e+004
Dual infeasibility......:  1.0000058093350869e+002   2.0045010407458951e+004
Constraint violation....:  4.7836091428277816e-001   4.7836091428277816e-001
Complementarity.........:  4.0649973694630177e-005   8.1482441218374713e-003
Overall NLP error.......:  1.0000058093350869e+002   2.0045010407458951e+004


Number of objective function evaluations             = 478
Number of objective gradient evaluations             = 21
Number of equality constraint evaluations            = 478
Number of inequality constraint evaluations          = 478
Number of equality constraint Jacobian evaluations   = 302
Number of inequality constraint Jacobian evaluations = 302
Number of Lagrangian Hessian evaluations             = 0
Total CPU secs in IPOPT (w/o function evaluations)   =      7.893
Total CPU secs in NLP function evaluations           =     22.487

EXIT: Maximum Number of Iterations Exceeded.
